Date,SPDR S&P Kensho Intelligent Structures_etf_Open_average,SPDR S&P Kensho Intelligent Structures_etf_Open_max,SPDR S&P Kensho Intelligent Structures_etf_Open_min,SPDR S&P Kensho Intelligent Structures_etf_Open_volatility,SPDR S&P Kensho Intelligent Structures_etf_Open_change,SPDR S&P Kensho Intelligent Structures_etf_High_average,SPDR S&P Kensho Intelligent Structures_etf_High_max,SPDR S&P Kensho Intelligent Structures_etf_High_min,SPDR S&P Kensho Intelligent Structures_etf_High_volatility,SPDR S&P Kensho Intelligent Structures_etf_High_change,SPDR S&P Kensho Intelligent Structures_etf_Low_average,SPDR S&P Kensho Intelligent Structures_etf_Low_max,SPDR S&P Kensho Intelligent Structures_etf_Low_min,SPDR S&P Kensho Intelligent Structures_etf_Low_volatility,SPDR S&P Kensho Intelligent Structures_etf_Low_change,SPDR S&P Kensho Intelligent Structures_etf_Close_average,SPDR S&P Kensho Intelligent Structures_etf_Close_max,SPDR S&P Kensho Intelligent Structures_etf_Close_min,SPDR S&P Kensho Intelligent Structures_etf_Close_volatility,SPDR S&P Kensho Intelligent Structures_etf_Close_change
2018-01-14,31.18,31.18,31.18,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-01-21,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-01-28,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-02-04,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-02-11,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-02-18,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2018-02-25,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-03-04,31.05,31.05,31.05,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-03-11,30.76,30.76,30.76,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-03-18,29.47,29.47,29.47,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-03-25,29.19,29.19,29.19,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2018-04-01,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2018-04-08,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2018-04-15,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-04-22,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2018-04-29,28.87,28.87,28.87,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.87,28.87,28.87,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2018-05-06,28.92,28.92,28.92,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2018-05-13,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2018-05-20,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-05-27,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-06-03,29.99,29.99,29.99,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2018-06-10,28.51,28.51,28.51,0.0,0.0,29.87,29.87,29.87,0.0,0.0,27.36,27.36,27.36,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2018-06-17,29.38,29.38,29.38,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2018-06-24,29.0,29.0,29.0,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2018-07-01,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-07-08,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-07-15,30.21,30.21,30.21,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-07-22,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-07-29,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2018-08-05,30.61,30.61,30.61,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-08-12,30.76,30.76,30.76,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-08-19,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-08-26,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-09-02,31.25,31.25,31.25,0.0,0.0,31.27,31.27,31.27,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-09-09,31.31,31.31,31.31,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-09-16,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-09-23,30.88,30.88,30.88,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-09-30,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2018-10-07,27.73,27.73,27.73,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-10-14,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-10-21,27.03,27.03,27.03,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2018-10-28,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-11-04,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-11-11,27.21,27.21,27.21,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-11-18,26.37,26.37,26.37,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2018-11-25,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-12-02,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2018-12-09,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2018-12-16,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-12-23,24.41,24.41,24.41,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-12-30,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-01-06,26.34,26.34,26.34,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-01-13,27.0,27.0,27.0,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-01-20,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-01-27,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-02-03,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-02-10,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-02-17,29.31,29.31,29.31,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2019-02-24,28.97,28.97,28.97,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-03-03,27.69,27.69,27.69,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-03-10,28.31,28.31,28.31,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-03-17,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-03-24,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-03-31,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2019-04-07,29.27,29.27,29.27,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2019-04-14,29.45,29.45,29.45,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-04-21,29.4,29.4,29.4,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-04-28,29.93,29.93,29.93,0.0,0.0,30.29,30.29,30.29,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-05-05,29.74,29.74,29.74,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2019-05-12,29.15,29.15,29.15,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0
