Date,John Hancock Multifactor MaterialsEtf_Open_average,John Hancock Multifactor MaterialsEtf_Open_max,John Hancock Multifactor MaterialsEtf_Open_min,John Hancock Multifactor MaterialsEtf_Open_volatility,John Hancock Multifactor MaterialsEtf_Open_change,John Hancock Multifactor MaterialsEtf_High_average,John Hancock Multifactor MaterialsEtf_High_max,John Hancock Multifactor MaterialsEtf_High_min,John Hancock Multifactor MaterialsEtf_High_volatility,John Hancock Multifactor MaterialsEtf_High_change,John Hancock Multifactor MaterialsEtf_Low_average,John Hancock Multifactor MaterialsEtf_Low_max,John Hancock Multifactor MaterialsEtf_Low_min,John Hancock Multifactor MaterialsEtf_Low_volatility,John Hancock Multifactor MaterialsEtf_Low_change,John Hancock Multifactor MaterialsEtf_Close_average,John Hancock Multifactor MaterialsEtf_Close_max,John Hancock Multifactor MaterialsEtf_Close_min,John Hancock Multifactor MaterialsEtf_Close_volatility,John Hancock Multifactor MaterialsEtf_Close_change
2018-07-08,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2018-07-15,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2018-07-22,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-07-29,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2018-08-05,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-08-12,33.86,33.86,33.86,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-08-19,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-08-26,34.52,34.52,34.52,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2018-09-02,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-09-09,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2018-09-16,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2018-09-23,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2018-09-30,33.67,33.67,33.67,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-10-07,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-10-14,30.57,30.57,30.57,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-10-21,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-10-28,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-11-04,32.49,32.49,32.49,0.0,0.0,32.49,32.49,32.49,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2018-11-11,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-11-18,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-11-25,31.23,31.23,31.23,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-12-02,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-12-09,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2018-12-16,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-12-23,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-12-30,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-01-06,29.76,29.76,29.76,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2019-01-13,30.3,30.3,30.3,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-01-20,29.96,29.96,29.96,0.0,0.0,30.39,30.39,30.39,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-01-27,30.85,30.85,30.85,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.85,30.85,30.85,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-02-03,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-02-10,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-02-17,32.49,32.49,32.49,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-02-24,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-03-03,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2019-03-10,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2019-03-17,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-03-24,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-03-31,33.09,33.09,33.09,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-04-07,33.02,33.02,33.02,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-04-14,32.87,32.87,32.87,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-04-21,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-04-28,32.22,32.22,32.22,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2019-05-05,31.02,31.02,31.02,0.0,0.0,31.41,31.41,31.41,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-05-12,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2019-05-19,30.1,30.1,30.1,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-05-26,29.34,29.34,29.34,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-06-02,31.69,31.69,31.69,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-06-09,31.96,31.96,31.96,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-06-16,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-06-23,32.55,32.55,32.55,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-06-30,32.65,32.65,32.65,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-07-07,32.44,32.44,32.44,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-07-14,32.7,32.7,32.7,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-07-21,33.07,33.07,33.07,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2019-07-28,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-08-04,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-08-11,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-08-18,31.08,31.08,31.08,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-08-25,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-09-01,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-09-08,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-09-15,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-09-22,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-09-29,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-10-06,32.14,32.14,32.14,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-10-13,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-10-20,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-10-27,33.61,33.61,33.61,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-11-03,34.34,34.34,34.34,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-11-10,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-11-17,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-11-24,34.52,34.52,34.52,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-12-01,34.78,34.78,34.78,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-12-08,34.84,34.84,34.84,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-12-15,35.18,35.18,35.18,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-12-22,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-12-29,34.23,34.23,34.23,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.27,34.27,34.27,0.0,0.0
