Date,GFI_Open_average,GFI_Open_max,GFI_Open_min,GFI_Open_volatility,GFI_Open_change,GFI_High_average,GFI_High_max,GFI_High_min,GFI_High_volatility,GFI_High_change,GFI_Low_average,GFI_Low_max,GFI_Low_min,GFI_Low_volatility,GFI_Low_change,GFI_Close_average,GFI_Close_max,GFI_Close_min,GFI_Close_volatility,GFI_Close_change,GFI_Volume_average,GFI_Volume_max,GFI_Volume_min,GFI_Volume_volatility,GFI_Volume_change
2018-01-14,4.262,4.38,4.15,0.22999999999999954,-0.22999999999999954,4.2940000000000005,4.39,4.15,0.23999999999999932,-0.23999999999999932,4.1579999999999995,4.22,4.05,0.16999999999999993,-0.15000000000000036,4.198,4.3,4.08,0.21999999999999975,-0.21999999999999975,3039137,3913553,2083815,1829738,598161
2018-01-21,4.336,4.51,4.09,0.41999999999999993,0.2599999999999998,4.42,4.54,4.26,0.28000000000000025,0.14000000000000057,4.2299999999999995,4.34,4.06,0.28000000000000025,0.1200000000000001,4.3020000000000005,4.38,4.2,0.17999999999999972,-0.03000000000000025,4351598,5868913,2945060,2923853,1300892
2018-01-28,4.2,4.24,4.13,0.11000000000000032,-0.07000000000000028,4.288,4.34,4.22,0.1200000000000001,0.0600000000000005,4.138,4.21,4.07,0.13999999999999968,-0.04999999999999982,4.222,4.31,4.13,0.17999999999999972,0.11000000000000032,4184229,5547624,2819459,2728165,1993097
2018-02-04,3.976,4.19,3.82,0.37000000000000055,-0.37000000000000055,4.096,4.29,3.88,0.41000000000000014,-0.20999999999999996,3.928,4.14,3.76,0.3799999999999999,-0.33999999999999986,4.0,4.14,3.82,0.31999999999999984,-0.10999999999999943,6201814,8630014,3788529,4841485,1195343
2018-02-11,4.0075,4.14,3.8,0.33999999999999986,0.14999999999999947,4.1675,4.24,4.08,0.16000000000000014,0.16000000000000014,3.9525,4.06,3.77,0.2899999999999996,0.08000000000000007,4.1125,4.17,4.07,0.09999999999999964,0.019999999999999574,4882414,6539172,3719990,2819182,1694468
2018-02-18,3.966,4.0,3.94,0.06000000000000005,0.0,4.042,4.09,4.0,0.08999999999999986,0.0,3.92,3.95,3.88,0.07000000000000028,0.07000000000000028,3.948,3.98,3.89,0.08999999999999986,0.08999999999999986,3926245,6113305,1879417,4233888,-3511084
2018-02-25,3.894,3.95,3.86,0.0900000000000003,-0.06000000000000005,3.984,4.01,3.96,0.04999999999999982,0.020000000000000018,3.842,3.9,3.78,0.1200000000000001,0.10000000000000009,3.926,3.98,3.85,0.1299999999999999,0.10000000000000009,3783550,4763010,3029023,1733987,-220435
2018-03-04,3.946,4.03,3.84,0.1900000000000004,-0.16999999999999993,4.004,4.1,3.94,0.1599999999999997,-0.1599999999999997,3.902,3.99,3.8,0.1900000000000004,-0.1900000000000004,3.962,4.05,3.89,0.1599999999999997,-0.1299999999999999,2974806,3450574,2069500,1381074,-840297
2018-03-11,3.786,3.89,3.72,0.16999999999999993,-0.1499999999999999,3.82,3.89,3.77,0.1200000000000001,-0.06000000000000005,3.726,3.82,3.68,0.13999999999999968,-0.10999999999999988,3.77,3.85,3.73,0.1200000000000001,-0.07000000000000028,4698561,9377004,3084916,6292088,-263645
2018-03-18,3.936,4.12,3.78,0.3400000000000003,0.3400000000000003,4.04,4.29,3.85,0.43999999999999995,0.43999999999999995,3.912,4.09,3.77,0.31999999999999984,0.31999999999999984,4.006,4.25,3.81,0.43999999999999995,0.43999999999999995,4812219,5385686,4483608,902078,-487103
2018-03-25,4.105,4.2,4.0,0.20000000000000018,-0.1200000000000001,4.1625,4.28,4.06,0.22000000000000064,-0.16999999999999993,4.0375,4.13,3.97,0.1599999999999997,-0.1200000000000001,4.092499999999999,4.27,4.02,0.25,-0.25,4311947,5752157,3200998,2551159,159776
2018-04-01,3.92,4.01,3.82,0.18999999999999995,-0.11999999999999966,3.942,4.01,3.85,0.1599999999999997,-0.07999999999999963,3.81,3.86,3.76,0.10000000000000009,-0.07000000000000028,3.84,3.9,3.8,0.10000000000000009,-0.050000000000000266,3605610,5793535,2249603,3543932,2085866
2018-04-08,3.886,4.0,3.82,0.18000000000000016,0.1200000000000001,3.908,4.0,3.82,0.18000000000000016,0.13000000000000034,3.796,3.86,3.7,0.1599999999999997,0.1599999999999997,3.832,3.92,3.72,0.19999999999999973,0.19999999999999973,4616993,7349483,2891986,4457497,-1475154
2018-04-15,3.96,4.08,3.9,0.18000000000000016,0.06000000000000005,3.996,4.09,3.9,0.18999999999999995,0.07000000000000028,3.904,3.95,3.86,0.0900000000000003,0.050000000000000266,3.9499999999999997,4.02,3.88,0.13999999999999968,0.050000000000000266,4128257,5649979,2400895,3249084,-1281028
2018-04-22,3.74,3.93,3.64,0.29000000000000004,-0.2400000000000002,3.822,3.99,3.75,0.2400000000000002,-0.16000000000000014,3.708,3.91,3.59,0.3200000000000003,-0.2400000000000002,3.802,3.95,3.73,0.2200000000000002,-0.13000000000000034,3974547,7289252,1553853,5735399,1355701
2018-04-29,3.87,3.95,3.78,0.17000000000000037,0.08000000000000007,3.932,3.98,3.88,0.10000000000000009,0.03000000000000025,3.82,3.86,3.71,0.1499999999999999,0.1200000000000001,3.888,3.94,3.83,0.10999999999999988,-0.040000000000000036,2939133,4173714,1439172,2734542,-1333483
2018-05-06,3.87,3.9,3.8,0.10000000000000009,0.0900000000000003,3.914,3.94,3.89,0.04999999999999982,-0.04999999999999982,3.818,3.85,3.75,0.10000000000000009,0.06000000000000005,3.874,3.92,3.84,0.08000000000000007,-0.08000000000000007,2756122,5638795,1475299,4163496,-3920068
2018-05-13,3.632,3.72,3.56,0.16000000000000014,-0.15000000000000036,3.668,3.72,3.62,0.10000000000000009,-0.10000000000000009,3.588,3.66,3.51,0.15000000000000036,-0.11000000000000032,3.632,3.68,3.61,0.07000000000000028,-0.07000000000000028,2809880,3809262,1693019,2116243,-2116243
2018-05-20,3.5975,3.64,3.54,0.10000000000000009,-0.06000000000000005,3.6550000000000002,3.68,3.63,0.050000000000000266,-0.010000000000000231,3.5675,3.6,3.52,0.08000000000000007,-0.029999999999999805,3.625,3.64,3.6,0.040000000000000036,0.029999999999999805,2688155,3651011,2064107,1586904,386026
2018-05-27,3.582,3.63,3.53,0.10000000000000009,0.0900000000000003,3.614,3.65,3.57,0.08000000000000007,0.0,3.542,3.58,3.51,0.07000000000000028,0.07000000000000028,3.57,3.61,3.55,0.06000000000000005,0.04999999999999982,3953188,7570046,2686284,4883762,178003
2018-06-03,3.616,3.64,3.58,0.06000000000000005,-0.009999999999999787,3.692,3.77,3.66,0.10999999999999988,0.08999999999999986,3.6,3.64,3.57,0.07000000000000028,0.010000000000000231,3.664,3.75,3.63,0.1200000000000001,0.10000000000000009,2429300,4363491,1393121,2970370,1466316
2018-06-10,3.698,3.75,3.64,0.10999999999999988,-0.06000000000000005,3.742,3.82,3.69,0.1299999999999999,-0.03000000000000025,3.65,3.73,3.6,0.1299999999999999,-0.04999999999999982,3.724,3.81,3.66,0.1499999999999999,-0.04999999999999982,5083631,10981016,2634888,8346128,-1110064
2018-06-17,3.574,3.62,3.53,0.0900000000000003,-0.08000000000000007,3.624,3.67,3.59,0.08000000000000007,-0.04999999999999982,3.558,3.61,3.51,0.10000000000000009,-0.10000000000000009,3.592,3.65,3.54,0.10999999999999988,-0.06000000000000005,2865005,3523645,2053232,1470413,1470413
2018-06-24,3.52,3.56,3.48,0.08000000000000007,-0.020000000000000018,3.566,3.61,3.55,0.06000000000000005,0.0,3.494,3.54,3.45,0.08999999999999986,0.0,3.536,3.57,3.51,0.06000000000000005,0.010000000000000231,3555355,6078327,1984440,4093887,-1660885
2018-07-01,3.645,3.72,3.55,0.17000000000000037,0.17000000000000037,3.68,3.75,3.58,0.16999999999999993,0.16999999999999993,3.5949999999999998,3.64,3.5,0.14000000000000012,0.1299999999999999,3.6325,3.71,3.52,0.18999999999999995,0.1299999999999999,2573638,3309471,2016627,1292844,1292844
2018-07-08,3.598,3.66,3.52,0.14000000000000012,-0.11000000000000032,3.648,3.73,3.58,0.1499999999999999,-0.1499999999999999,3.572,3.64,3.51,0.13000000000000034,-0.13000000000000034,3.622,3.72,3.56,0.16000000000000014,-0.15000000000000036,3403979,4595447,2476818,2118629,-903807
2018-07-15,3.5460000000000003,3.6,3.49,0.10999999999999988,0.10999999999999988,3.624,3.65,3.61,0.040000000000000036,-0.029999999999999805,3.524,3.58,3.48,0.10000000000000009,0.10000000000000009,3.586,3.61,3.55,0.06000000000000005,0.029999999999999805,3672098,5935501,1842914,4092587,-3336768
2018-07-22,3.646,3.68,3.61,0.07000000000000028,0.040000000000000036,3.69,3.72,3.67,0.050000000000000266,0.050000000000000266,3.592,3.65,3.55,0.10000000000000009,0.06000000000000005,3.632,3.68,3.57,0.11000000000000032,0.040000000000000036,3213872,4411508,1830477,2581031,-1046823
2018-07-29,3.634,3.69,3.59,0.10000000000000009,-0.04999999999999982,3.6959999999999997,3.76,3.63,0.1299999999999999,-0.1299999999999999,3.588,3.64,3.52,0.1200000000000001,-0.1200000000000001,3.642,3.74,3.53,0.2100000000000004,-0.2100000000000004,3159152,4044667,2242483,1802184,75965
2018-08-05,3.528,3.59,3.47,0.11999999999999966,-0.10999999999999988,3.566,3.63,3.47,0.1599999999999997,-0.11999999999999966,3.4739999999999998,3.56,3.34,0.2200000000000002,-0.16999999999999993,3.51,3.58,3.36,0.2200000000000002,-0.16000000000000014,3526230,6859116,1753910,5105206,4605934
2018-08-12,2.638,2.97,2.37,0.6000000000000001,-0.5100000000000002,2.706,3.02,2.52,0.5,-0.5,2.54,2.9,2.36,0.54,-0.5099999999999998,2.6100000000000003,2.93,2.47,0.45999999999999996,-0.45999999999999996,7889108,9535156,5787197,3747959,-3249035
2018-08-19,2.478,2.55,2.45,0.09999999999999964,0.08999999999999986,2.542,2.61,2.45,0.1599999999999997,0.06999999999999984,2.452,2.54,2.39,0.1499999999999999,0.10000000000000009,2.512,2.59,2.41,0.17999999999999972,0.04999999999999982,3906660,4587046,2212122,2374924,-2043410
2018-08-26,2.5275,2.6,2.49,0.10999999999999988,-0.10999999999999988,2.56,2.62,2.52,0.10000000000000009,-0.10000000000000009,2.46,2.49,2.44,0.050000000000000266,-0.009999999999999787,2.5075,2.52,2.49,0.029999999999999805,-0.019999999999999574,2901816,3785560,2126016,1659544,-487752
2018-09-02,2.336,2.39,2.31,0.08000000000000007,-0.07000000000000028,2.37,2.4,2.34,0.06000000000000005,-0.06000000000000005,2.288,2.32,2.26,0.06000000000000005,-0.06000000000000005,2.332,2.39,2.29,0.10000000000000009,-0.10000000000000009,5087637,7285086,3856654,3428432,665907
2018-09-09,2.308,2.39,2.23,0.16000000000000014,0.10000000000000009,2.38,2.4,2.32,0.08000000000000007,0.07000000000000028,2.28,2.34,2.2,0.13999999999999968,0.10999999999999988,2.346,2.37,2.29,0.08000000000000007,0.08000000000000007,5394255,6095574,4726188,1369386,1014005
2018-09-16,2.458,2.51,2.4,0.10999999999999988,0.06000000000000005,2.5260000000000002,2.58,2.47,0.10999999999999988,0.10999999999999988,2.432,2.46,2.38,0.08000000000000007,0.08000000000000007,2.4779999999999998,2.53,2.42,0.10999999999999988,0.10999999999999988,6208429,10622680,3516257,7106423,945810
2018-09-23,2.492,2.57,2.43,0.13999999999999968,-0.13999999999999968,2.528,2.62,2.47,0.1499999999999999,-0.1499999999999999,2.464,2.55,2.41,0.13999999999999968,-0.1299999999999999,2.472,2.55,2.42,0.1299999999999999,-0.11999999999999966,2940900,3672982,1417172,2255810,-1740664
2018-09-30,2.45,2.49,2.4,0.0900000000000003,-0.06000000000000005,2.516,2.56,2.49,0.06999999999999984,-0.040000000000000036,2.434,2.46,2.39,0.06999999999999984,-0.06999999999999984,2.486,2.52,2.45,0.06999999999999984,0.0,3501350,4678053,2774999,1903054,-826046
2018-10-07,2.6599999999999997,2.86,2.5,0.3599999999999999,0.3500000000000001,2.776,3.0,2.59,0.41000000000000014,0.41000000000000014,2.632,2.86,2.49,0.36999999999999966,0.36999999999999966,2.738,2.97,2.51,0.4600000000000004,0.4600000000000004,7877748,13700591,3047756,10652835,10652835
2018-10-14,2.902,2.93,2.87,0.06000000000000005,-0.06000000000000005,2.94,2.99,2.89,0.10000000000000009,-0.06000000000000005,2.848,2.89,2.82,0.07000000000000028,-0.07000000000000028,2.886,2.92,2.84,0.08000000000000007,-0.08000000000000007,5293410,8820497,2029318,6791179,-6791179
2018-10-21,2.926,3.0,2.8,0.20000000000000018,-0.1900000000000004,2.95,3.02,2.81,0.20999999999999996,-0.20999999999999996,2.814,2.96,2.69,0.27,-0.27,2.84,3.01,2.71,0.2999999999999998,-0.2999999999999998,6120371,9866868,3746130,6120738,-3086784
2018-10-28,2.7680000000000002,2.83,2.74,0.08999999999999986,0.08000000000000007,2.81,2.91,2.75,0.16000000000000014,0.1200000000000001,2.706,2.79,2.63,0.16000000000000014,0.1200000000000001,2.75,2.84,2.66,0.17999999999999972,0.08999999999999986,4332773,5222407,3567319,1655088,275442
2018-11-04,2.804,2.85,2.73,0.1200000000000001,-0.10000000000000009,2.868,2.93,2.81,0.1200000000000001,-0.04999999999999982,2.768,2.82,2.71,0.10999999999999988,-0.04999999999999982,2.816,2.89,2.76,0.13000000000000034,-0.040000000000000036,4250300,6238099,2429226,3808873,836849
2018-11-11,2.848,2.98,2.74,0.23999999999999977,0.20999999999999996,2.914,3.02,2.81,0.20999999999999996,0.20999999999999996,2.822,2.95,2.7,0.25,0.22999999999999998,2.872,2.96,2.75,0.20999999999999996,0.20999999999999996,2483684,3961327,1845607,2115720,250189
2018-11-18,3.0324999999999998,3.07,2.99,0.07999999999999963,0.05999999999999961,3.0549999999999997,3.09,2.99,0.09999999999999964,0.07999999999999963,2.975,3.03,2.89,0.13999999999999968,0.10000000000000009,3.025,3.06,2.96,0.10000000000000009,0.06999999999999984,3801275,5931809,1785819,4145990,2043315
2018-11-25,3.012,3.12,2.94,0.18000000000000016,-0.019999999999999574,3.058,3.14,3.0,0.14000000000000012,0.020000000000000018,2.942,3.05,2.9,0.1499999999999999,0.0,3.0020000000000002,3.08,2.93,0.1499999999999999,0.029999999999999805,3392334,3874321,2707929,1166392,1084466
2018-12-02,3.075,3.14,3.0,0.14000000000000012,0.08999999999999986,3.1475,3.22,3.1,0.1200000000000001,0.040000000000000036,3.045,3.09,3.0,0.08999999999999986,0.040000000000000036,3.1149999999999998,3.17,3.09,0.08000000000000007,0.0,3980114,4671997,3224414,1447583,-885268
2018-12-09,3.192,3.26,3.02,0.23999999999999977,0.22999999999999998,3.254,3.32,3.13,0.18999999999999995,0.18999999999999995,3.172,3.24,3.0,0.2400000000000002,0.2400000000000002,3.226,3.31,3.11,0.20000000000000018,0.20000000000000018,3705515,5269695,2707762,2561933,-1489463
2018-12-16,3.352,3.41,3.3,0.11000000000000032,0.11000000000000032,3.452,3.58,3.38,0.20000000000000018,0.16999999999999993,3.276,3.4,3.12,0.2799999999999998,0.10999999999999988,3.372,3.56,3.13,0.43000000000000016,0.18999999999999995,6999364,15585534,2375690,13209844,-941604
2018-12-23,3.4675000000000002,3.58,3.4,0.18000000000000016,-0.1200000000000001,3.5225,3.6,3.45,0.1499999999999999,-0.06000000000000005,3.4025,3.43,3.37,0.06000000000000005,-0.010000000000000231,3.475,3.52,3.44,0.08000000000000007,0.040000000000000036,3107104,4898402,1731578,3166824,940753
2018-12-30,3.5875,3.68,3.47,0.20999999999999996,0.20999999999999996,3.67,3.73,3.56,0.16999999999999993,0.14000000000000012,3.5475,3.6,3.46,0.14000000000000012,0.14000000000000012,3.63,3.7,3.51,0.1900000000000004,0.13000000000000034,4862688,6151753,3171072,2980681,1045621
2019-01-06,3.63,3.68,3.54,0.14000000000000012,0.14000000000000012,3.728,3.79,3.69,0.10000000000000009,0.0,3.586,3.63,3.52,0.10999999999999988,0.06000000000000005,3.658,3.73,3.6,0.1299999999999999,-0.06000000000000005,4193008,5159392,3074969,2084423,-1825942
2019-01-13,3.59,3.62,3.56,0.06000000000000005,-0.010000000000000231,3.685,3.74,3.65,0.0900000000000003,0.020000000000000018,3.5475,3.58,3.51,0.07000000000000028,0.07000000000000028,3.61,3.72,3.55,0.17000000000000037,0.03000000000000025,5160886,7286916,2733870,4553046,4553046
