Date,COKE_Open_average,COKE_Open_max,COKE_Open_min,COKE_Open_volatility,COKE_Open_change,COKE_High_average,COKE_High_max,COKE_High_min,COKE_High_volatility,COKE_High_change,COKE_Low_average,COKE_Low_max,COKE_Low_min,COKE_Low_volatility,COKE_Low_change,COKE_Close_average,COKE_Close_max,COKE_Close_min,COKE_Close_volatility,COKE_Close_change,COKE_Volume_average,COKE_Volume_max,COKE_Volume_min,COKE_Volume_volatility,COKE_Volume_change
2018-01-14,203.788,207.51,202.06,5.449999999999989,5.449999999999989,206.596,209.74,203.75,5.990000000000009,5.990000000000009,202.014,204.01,200.0,4.009999999999991,4.009999999999991,204.43200000000002,207.27,201.69,5.5800000000000125,4.300000000000011,53527,58998,45315,13683,-1888
2018-01-21,206.08599999999998,207.08,204.95,2.130000000000024,-0.6899999999999977,207.37,208.0,206.86,1.1399999999999864,0.4199999999999875,203.398,205.12,201.78,3.3400000000000034,-3.3400000000000034,205.06,206.94,202.06,4.8799999999999955,-4.300000000000011,57673,63615,43399,20216,20216
2018-01-28,201.2,203.0,198.43,4.569999999999993,-2.8499999999999943,203.682,206.26,199.0,7.259999999999991,-5.090000000000003,197.448,201.35,185.78,15.569999999999993,-15.300000000000011,198.88,203.1,186.7,16.400000000000006,-16.400000000000006,63006,93347,32188,61159,34169
2018-02-04,184.66400000000002,187.61,182.09,5.52000000000001,2.0200000000000102,187.82,189.07,185.64,3.430000000000007,-2.670000000000016,181.188,184.0,178.49,5.509999999999991,0.09000000000000341,183.602,187.61,180.97,6.640000000000015,-3.5900000000000034,56414,69062,40468,28594,-5525
2018-02-11,184.9875,191.11,181.1,10.01000000000002,10.01000000000002,189.0025,194.85,184.99,9.859999999999985,9.859999999999985,184.15,188.89,180.0,8.889999999999986,8.889999999999986,186.7275,190.69,183.41,7.280000000000001,7.280000000000001,42312,57986,31799,26187,-15335
2018-02-18,185.264,190.44,182.83,7.609999999999985,-7.609999999999985,186.88,190.44,184.0,6.439999999999998,-4.1299999999999955,182.886,185.0,181.5,3.5,-2.1699999999999875,184.016,185.73,182.17,3.5600000000000023,-0.10999999999998522,43272,52929,35768,17161,17161
2018-02-25,186.758,189.16,184.81,4.349999999999994,3.6999999999999886,190.116,192.84,187.1,5.740000000000009,3.390000000000015,183.39,185.95,182.06,3.8899999999999864,3.75,186.304,191.2,182.2,9.0,3.8000000000000114,56473,73340,42431,30909,-16168
2018-03-04,186.906,189.33,185.53,3.8000000000000114,1.9599999999999795,189.772,190.24,189.0,1.240000000000009,0.9900000000000091,185.05,186.13,184.19,1.9399999999999977,1.6699999999999875,187.648,188.81,185.31,3.5,-1.3000000000000114,43840,59423,30935,28488,-28488
2018-03-11,184.068,187.89,179.84,8.049999999999983,-5.889999999999986,185.038,188.22,182.2,6.02000000000001,-6.02000000000001,181.158,186.0,178.21,7.789999999999992,-7.789999999999992,182.338,186.49,179.35,7.140000000000015,-7.140000000000015,50936,75846,35182,40664,10273
2018-03-18,176.172,179.5,171.71,7.789999999999992,-7.789999999999992,177.444,180.99,174.25,6.740000000000009,-6.740000000000009,173.47,177.01,168.54,8.469999999999999,-6.2099999999999795,174.884,179.1,169.59,9.509999999999991,-5.539999999999992,33777,47611,22438,25173,18078
