Date,First Trust Horizon Managed Volatility DomesticEtf_Open_average,First Trust Horizon Managed Volatility DomesticEtf_Open_max,First Trust Horizon Managed Volatility DomesticEtf_Open_min,First Trust Horizon Managed Volatility DomesticEtf_Open_volatility,First Trust Horizon Managed Volatility DomesticEtf_Open_change,First Trust Horizon Managed Volatility DomesticEtf_High_average,First Trust Horizon Managed Volatility DomesticEtf_High_max,First Trust Horizon Managed Volatility DomesticEtf_High_min,First Trust Horizon Managed Volatility DomesticEtf_High_volatility,First Trust Horizon Managed Volatility DomesticEtf_High_change,First Trust Horizon Managed Volatility DomesticEtf_Low_average,First Trust Horizon Managed Volatility DomesticEtf_Low_max,First Trust Horizon Managed Volatility DomesticEtf_Low_min,First Trust Horizon Managed Volatility DomesticEtf_Low_volatility,First Trust Horizon Managed Volatility DomesticEtf_Low_change,First Trust Horizon Managed Volatility DomesticEtf_Close_average,First Trust Horizon Managed Volatility DomesticEtf_Close_max,First Trust Horizon Managed Volatility DomesticEtf_Close_min,First Trust Horizon Managed Volatility DomesticEtf_Close_volatility,First Trust Horizon Managed Volatility DomesticEtf_Close_change
2018-06-03,22.97,22.97,22.97,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2018-06-10,23.04,23.04,23.04,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.93,22.93,22.93,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-06-17,22.78,22.78,22.78,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2018-06-24,22.73,22.73,22.73,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-07-01,22.84,22.84,22.84,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-07-08,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2018-07-15,23.17,23.17,23.17,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-07-22,23.58,23.58,23.58,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2018-07-29,23.41,23.41,23.41,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-08-05,23.58,23.58,23.58,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2018-08-12,23.71,23.71,23.71,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2018-08-19,23.77,23.77,23.77,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-08-26,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2018-09-02,24.05,24.05,24.05,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-09-09,24.19,24.19,24.19,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-09-16,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-09-23,23.99,23.99,23.99,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-09-30,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-10-07,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2018-10-14,23.16,23.16,23.16,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-10-21,22.74,22.74,22.74,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-10-28,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-11-04,23.9,23.9,23.9,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.85,23.85,23.85,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-11-11,23.65,23.65,23.65,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2018-11-18,23.38,23.38,23.38,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2018-11-25,24.02,24.02,24.02,0.0,0.0,24.18,24.18,24.18,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-12-02,23.75,23.75,23.75,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-12-09,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2018-12-16,21.91,21.91,21.91,0.0,0.0,22.5,22.5,22.5,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2018-12-23,22.11,22.11,22.11,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2018-12-30,21.95,21.95,21.95,0.0,0.0,22.19,22.19,22.19,0.0,0.0,21.95,21.95,21.95,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2019-01-06,22.57,22.57,22.57,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-01-13,23.04,23.04,23.04,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-01-20,23.22,23.22,23.22,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-01-27,23.64,23.64,23.64,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2019-02-03,23.77,23.77,23.77,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-02-10,24.17,24.17,24.17,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-02-17,24.32,24.32,24.32,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-02-24,24.55,24.55,24.55,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-03-03,24.16,24.16,24.16,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-03-10,24.77,24.77,24.77,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-03-17,24.78,24.78,24.78,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-03-24,24.98,24.98,24.98,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-03-31,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-04-07,25.25,25.25,25.25,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-04-14,25.07,25.07,25.07,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-04-21,25.35,25.35,25.35,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-04-28,25.54,25.54,25.54,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-05-05,25.2,25.2,25.2,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-05-12,25.38,25.38,25.38,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-05-19,25.76,25.76,25.76,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-05-26,25.27,25.27,25.27,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-06-02,26.49,26.49,26.49,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-06-09,26.44,26.44,26.44,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-06-16,26.75,26.75,26.75,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-06-23,26.36,26.36,26.36,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-06-30,27.02,27.02,27.02,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-07-07,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-07-14,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-07-21,26.93,26.93,26.93,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2019-07-28,26.72,26.72,26.72,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-08-04,26.88,26.88,26.88,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-08-11,26.68,26.68,26.68,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-08-18,27.03,27.03,27.03,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-08-25,27.33,27.33,27.33,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-09-01,27.61,27.61,27.61,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-09-08,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-09-15,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-09-22,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-09-29,27.13,27.13,27.13,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-10-06,27.37,27.37,27.37,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-10-13,27.3,27.3,27.3,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-10-20,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-10-27,27.53,27.53,27.53,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-11-03,27.12,27.12,27.12,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-11-10,27.43,27.43,27.43,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-11-17,27.38,27.38,27.38,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-11-24,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-12-01,27.62,27.62,27.62,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-12-08,27.47,27.47,27.47,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-12-15,27.78,27.78,27.78,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-12-22,27.86,27.86,27.86,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2019-12-29,27.64,27.64,27.64,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.83,27.83,27.83,0.0,0.0
