Date,MOGb_Open_average,MOGb_Open_max,MOGb_Open_min,MOGb_Open_volatility,MOGb_Open_change,MOGb_High_average,MOGb_High_max,MOGb_High_min,MOGb_High_volatility,MOGb_High_change,MOGb_Low_average,MOGb_Low_max,MOGb_Low_min,MOGb_Low_volatility,MOGb_Low_change,MOGb_Close_average,MOGb_Close_max,MOGb_Close_min,MOGb_Close_volatility,MOGb_Close_change,MOGb_Volume_average,MOGb_Volume_max,MOGb_Volume_min,MOGb_Volume_volatility,MOGb_Volume_change
2018-01-14,89.29666666666667,90.39,88.66,1.730000000000004,1.730000000000004,89.4,90.39,88.66,1.730000000000004,1.730000000000004,89.29666666666667,90.39,88.66,1.730000000000004,1.730000000000004,89.4,90.39,88.66,1.730000000000004,1.730000000000004,377,586,185,401,177
2018-01-21,90.13,91.0,88.74,2.260000000000005,1.9100000000000108,90.36666666666666,91.71,88.74,2.969999999999999,1.9100000000000108,90.09333333333333,91.0,88.63,2.3700000000000045,2.0200000000000102,90.33,91.71,88.63,3.0799999999999983,2.0200000000000102,344,534,188,346,-346
2018-01-28,88.89666666666668,90.95,85.18,5.769999999999996,-5.769999999999996,89.09666666666666,90.95,85.78,5.170000000000002,-5.170000000000002,88.89666666666668,90.95,85.18,5.769999999999996,-5.769999999999996,89.09666666666666,90.95,85.78,5.170000000000002,-5.170000000000002,206,390,106,284,266
2018-02-04,82.5075,84.08,80.51,3.569999999999993,3.569999999999993,83.27250000000001,85.64,82.01,3.6299999999999955,3.6299999999999955,81.705,84.08,79.95,4.1299999999999955,3.730000000000004,82.955,85.64,81.77,3.8700000000000045,3.6700000000000017,733,1364,164,1200,-260
2018-02-11,85.995,88.25,83.74,4.510000000000005,4.510000000000005,85.995,88.25,83.74,4.510000000000005,4.510000000000005,85.995,88.25,83.74,4.510000000000005,4.510000000000005,85.995,88.25,83.74,4.510000000000005,4.510000000000005,192,269,115,154,-154
2018-02-18,85.765,87.3,84.23,3.069999999999993,-3.069999999999993,85.765,87.3,84.23,3.069999999999993,-3.069999999999993,85.075,85.92,84.23,1.6899999999999977,-1.6899999999999977,85.095,85.96,84.23,1.7299999999999898,-1.7299999999999898,898,1502,295,1207,-1207
2018-02-25,84.05,85.63,81.57,4.060000000000002,-4.060000000000002,84.06666666666666,85.63,81.62,4.009999999999991,-4.009999999999991,83.59666666666666,85.48,81.57,3.910000000000011,-3.910000000000011,83.61,85.48,81.61,3.8700000000000045,-3.8700000000000045,655,846,541,305,305
2018-03-04,85.0,85.61,84.39,1.2199999999999989,1.2199999999999989,86.33,88.27,84.39,3.8799999999999955,3.8799999999999955,85.0,85.61,84.39,1.2199999999999989,1.2199999999999989,86.16,87.93,84.39,3.5400000000000063,3.5400000000000063,1828,3516,140,3376,3376
2018-03-11,85.22999999999999,85.24,85.22,0.01999999999999602,-0.01999999999999602,85.505,85.77,85.24,0.5300000000000011,0.5300000000000011,85.22999999999999,85.24,85.22,0.01999999999999602,-0.01999999999999602,85.505,85.77,85.24,0.5300000000000011,0.5300000000000011,205,307,104,203,203
2018-03-18,80.52,80.52,80.52,0.0,0.0,80.52,80.52,80.52,0.0,0.0,80.52,80.52,80.52,0.0,0.0,80.52,80.52,80.52,0.0,0.0,212,212,212,0,0
