Date,ASHStock_Open_average,ASHStock_Open_max,ASHStock_Open_min,ASHStock_Open_volatility,ASHStock_Open_change,ASHStock_High_average,ASHStock_High_max,ASHStock_High_min,ASHStock_High_volatility,ASHStock_High_change,ASHStock_Low_average,ASHStock_Low_max,ASHStock_Low_min,ASHStock_Low_volatility,ASHStock_Low_change,ASHStock_Close_average,ASHStock_Close_max,ASHStock_Close_min,ASHStock_Close_volatility,ASHStock_Close_change,ASHStock_Volume_average,ASHStock_Volume_max,ASHStock_Volume_min,ASHStock_Volume_volatility,ASHStock_Volume_change
2018-01-14,72.9325,73.46,72.35,1.1099999999999994,-0.28999999999999204,73.7425,74.62,72.91,1.710000000000008,0.4300000000000068,72.16,72.51,71.8,0.710000000000008,0.10000000000000853,73.1,74.33,72.55,1.7800000000000011,1.7800000000000011,814316,1130818,558992,571826,549787
2018-01-21,74.61,75.92,73.77,2.1500000000000057,1.5499999999999972,75.52000000000001,76.4,74.37,2.030000000000001,2.030000000000001,73.362,74.41,72.39,2.019999999999996,-0.5799999999999983,74.08,75.71,72.43,3.279999999999987,-1.4199999999999875,1217672,1654274,858727,795547,399846
2018-01-28,71.13,72.56,69.13,3.430000000000007,-1.8999999999999915,73.978,75.43,73.02,2.410000000000011,1.4000000000000057,69.596,71.65,66.27,5.38000000000001,-2.5900000000000034,72.424,73.87,70.59,3.280000000000001,1.480000000000004,2442286,3885972,1469025,2416947,2362980
2018-02-04,71.97,73.54,70.5,3.0400000000000063,-2.5400000000000063,74.172,77.16,71.77,5.390000000000001,-5.390000000000001,70.29,72.35,67.78,4.569999999999993,-4.569999999999993,71.872,73.73,69.77,3.960000000000008,-2.969999999999999,2718052,3941098,1459817,2481281,-618045
2018-02-11,71.05,72.81,69.99,2.8200000000000074,2.8100000000000023,72.164,73.62,70.54,3.0799999999999983,2.710000000000008,70.212,72.02,68.66,3.3599999999999994,2.9399999999999977,71.562,73.14,70.24,2.9000000000000057,2.0,1354918,1746724,879075,867649,400374
2018-02-18,71.02250000000001,71.93,70.52,1.4100000000000108,-1.4100000000000108,71.7675,72.5,71.24,1.2600000000000051,-0.9099999999999966,70.455,70.78,70.04,0.7399999999999949,-0.4300000000000068,70.85249999999999,71.42,70.35,1.0700000000000074,0.4399999999999977,673266,858609,567476,291133,-291133
2018-02-25,71.118,72.2,69.53,2.6700000000000017,-2.1099999999999994,71.6,72.77,70.14,2.6299999999999955,-1.5,70.222,71.26,68.98,2.280000000000001,-1.5499999999999972,70.91,72.32,69.85,2.469999999999999,-1.6099999999999994,627211,689754,511048,178706,79596
2018-03-04,71.832,72.61,69.52,3.0900000000000034,3.0600000000000023,72.95400000000001,73.59,72.51,1.0799999999999983,0.7099999999999937,71.14,71.85,69.52,2.3299999999999983,2.3100000000000023,72.268,72.62,72.08,0.5400000000000063,0.45000000000000284,942676,1902297,554494,1347803,26952
2018-03-11,72.35,73.32,71.33,1.9899999999999949,-0.6300000000000097,73.664,76.99,72.05,4.939999999999998,3.4299999999999926,71.476,72.63,70.48,2.1499999999999915,-0.7199999999999989,72.504,74.73,71.17,3.5600000000000023,2.010000000000005,1322121,3783873,543452,3240421,3124904
2018-03-18,71.608,74.16,69.48,4.679999999999993,-4.679999999999993,72.042,74.28,69.9,4.3799999999999955,-4.159999999999997,69.64,71.99,67.49,4.5,-4.5,70.168,72.79,67.96,4.8300000000000125,-4.8300000000000125,1520410,2016071,1302465,713606,-28309
2018-03-25,69.63,70.02,69.22,0.7999999999999972,-0.7999999999999972,70.1225,70.18,69.98,0.20000000000000284,0.010000000000005116,68.6225,68.73,68.48,0.25,-0.0899999999999892,69.3625,69.79,69.0,0.7900000000000063,0.20000000000000284,813983,1035328,626565,408763,-408763
2018-04-01,69.166,70.02,67.83,2.1899999999999977,0.4200000000000017,69.824,70.82,68.9,1.9199999999999875,0.46000000000000796,68.22,69.62,67.51,2.1099999999999994,0.5100000000000051,69.098,70.56,68.39,2.1700000000000017,0.20999999999999375,544199,608616,483880,124736,62003
2018-04-08,69.57600000000001,70.01,69.06,0.9500000000000028,0.7599999999999909,70.064,70.54,69.71,0.8300000000000125,0.37000000000000455,69.014,69.44,68.55,0.8900000000000006,0.6700000000000017,69.446,69.58,69.11,0.46999999999999886,0.4300000000000068,536455,790025,371958,418067,-418067
2018-04-15,70.554,71.03,69.8,1.230000000000004,0.730000000000004,70.984,71.78,70.53,1.25,-0.1599999999999966,69.918,70.58,69.23,1.3499999999999943,0.36999999999999034,70.386,70.83,69.68,1.1499999999999915,-0.6599999999999966,585744,801606,361200,440406,-200733
2018-04-22,69.286,69.98,68.68,1.2999999999999972,-0.8500000000000085,69.598,70.41,68.82,1.5900000000000034,-1.2700000000000102,68.328,69.25,67.66,1.5900000000000034,-1.1500000000000057,68.852,69.72,68.3,1.4200000000000017,-1.4200000000000017,867839,2122323,477821,1644502,75733
2018-04-29,69.112,71.65,66.07,5.5800000000000125,3.1000000000000085,70.56400000000001,73.42,66.3,7.1200000000000045,4.969999999999999,68.012,70.57,64.81,5.759999999999991,4.140000000000001,69.67,73.2,66.18,7.019999999999996,7.019999999999996,1260008,1911619,744341,1167278,-148307
2018-05-06,73.912,74.83,73.03,1.7999999999999972,1.1799999999999926,74.47,75.43,73.63,1.8000000000000114,1.220000000000013,73.476,74.31,72.97,1.3400000000000034,1.3400000000000034,73.962,74.66,73.28,1.3799999999999955,1.0600000000000023,543012,854045,418764,435281,-435281
2018-05-13,75.68599999999999,77.24,74.32,2.9200000000000017,2.9200000000000017,76.776,78.3,74.96,3.3400000000000034,3.3400000000000034,75.42,77.03,74.01,3.019999999999996,2.8400000000000034,76.336,77.75,74.7,3.049999999999997,3.049999999999997,719316,947734,435908,511826,193886
2018-05-20,78.022,78.57,77.47,1.0999999999999943,-0.7900000000000063,78.75200000000001,79.68,77.97,1.710000000000008,0.6500000000000057,77.642,78.16,77.23,0.9299999999999926,-0.539999999999992,78.256,79.02,77.75,1.269999999999996,0.789999999999992,743593,1590030,273472,1316558,450169
2018-05-27,78.33250000000001,78.64,78.12,0.519999999999996,-0.519999999999996,78.645,78.97,78.46,0.5100000000000051,-0.5100000000000051,77.565,77.81,77.18,0.6299999999999955,0.18999999999999773,78.0375,78.35,77.72,0.6299999999999955,0.28000000000000114,417295,544104,361375,182729,-176601
2018-06-03,79.47800000000001,80.12,78.86,1.2600000000000051,0.7600000000000051,80.08200000000001,80.84,79.14,1.7000000000000028,1.1200000000000045,78.85,79.42,78.0,1.4200000000000017,0.9699999999999989,79.724,80.01,79.0,1.0100000000000051,1.0100000000000051,420839,535832,335321,200511,-73004
2018-06-10,79.548,80.12,79.07,1.0500000000000114,-1.0500000000000114,79.902,80.41,79.08,1.3299999999999983,-1.3299999999999983,78.854,79.41,78.16,1.25,-1.1899999999999977,79.09,79.61,78.23,1.3799999999999955,-1.3799999999999955,514374,768390,348860,419530,325353
2018-06-17,78.134,78.62,77.81,0.8100000000000023,0.27000000000001023,78.75,78.82,78.67,0.14999999999999147,-0.09000000000000341,77.654,77.99,77.33,0.6599999999999966,0.23000000000000398,78.244,78.51,77.64,0.8700000000000045,0.1600000000000108,545129,818538,272278,546260,-336898
2018-06-24,77.848,78.36,77.08,1.2800000000000011,0.20999999999999375,78.482,78.99,78.01,0.9799999999999898,0.44999999999998863,77.256,78.17,76.54,1.6299999999999955,0.960000000000008,77.75,78.18,77.03,1.1500000000000057,0.6900000000000119,491332,641601,392990,248611,90604
2018-07-01,78.2875,78.56,78.12,0.4399999999999977,0.4399999999999977,78.6825,78.93,78.42,0.5100000000000051,0.5100000000000051,77.74,78.29,77.41,0.8800000000000097,0.8800000000000097,78.345,78.62,77.93,0.6899999999999977,0.37000000000000455,314339,439658,187943,251715,-103715
2018-07-08,80.034,81.23,78.75,2.480000000000004,2.480000000000004,80.86,81.4,79.94,1.460000000000008,1.460000000000008,79.668,80.81,78.72,2.0900000000000034,2.0900000000000034,80.64,81.18,79.7,1.480000000000004,1.480000000000004,508274,691827,394545,297282,-1741
2018-07-15,80.598,81.63,79.02,2.6099999999999994,-0.4299999999999926,81.366,81.63,81.03,0.5999999999999943,-0.3499999999999943,79.884,80.48,79.02,1.460000000000008,1.0300000000000011,80.744,81.26,79.86,1.4000000000000057,1.1500000000000057,425932,607620,257427,350193,-251641
2018-07-22,82.094,82.94,81.05,1.8900000000000006,1.75,82.88,83.26,82.29,0.9699999999999989,0.15000000000000568,81.474,82.02,80.67,1.3499999999999943,1.3499999999999943,82.328,82.83,81.8,1.0300000000000011,0.1599999999999966,877656,1093560,648584,444976,-284296
2018-07-29,83.348,85.08,81.97,3.1099999999999994,2.3999999999999915,84.276,85.98,82.45,3.530000000000001,2.9099999999999966,82.556,84.28,81.43,2.8499999999999943,2.5700000000000074,83.504,84.94,81.77,3.1700000000000017,3.1700000000000017,713295,1383604,331917,1051687,-261409
2018-08-05,85.51,85.87,84.86,1.0100000000000051,0.8100000000000023,86.262,86.63,85.46,1.1700000000000017,0.9300000000000068,85.04599999999999,85.63,83.89,1.7399999999999949,1.1700000000000017,85.666,86.11,85.17,0.9399999999999977,0.28000000000000114,435150,491150,374421,116729,116500
2018-08-12,84.604,85.18,84.37,0.8100000000000023,-0.6500000000000057,85.07,85.84,84.39,1.4500000000000028,-0.6800000000000068,83.93599999999999,84.41,82.96,1.4500000000000028,0.12999999999999545,84.478,84.82,83.81,1.009999999999991,0.44999999999998863,337945,529375,269440,259935,-32798
2018-08-19,85.258,86.06,84.63,1.4300000000000068,0.1700000000000017,85.65599999999999,86.14,85.1,1.0400000000000063,0.1700000000000017,84.818,85.45,84.31,1.1400000000000006,0.3400000000000034,85.234,85.91,84.39,1.519999999999996,0.45000000000000284,566480,1091407,323656,767751,706168
2018-08-26,84.62,85.41,83.79,1.6199999999999903,-1.0999999999999943,85.03399999999999,85.83,84.3,1.5300000000000011,-1.1899999999999977,83.988,84.73,83.21,1.5200000000000102,-1.5200000000000102,84.528,85.23,83.91,1.3200000000000074,-1.0300000000000011,412444,663973,273204,390769,241959
2018-09-02,83.97,84.5,83.63,0.8700000000000045,0.38999999999998636,84.5,84.82,84.2,0.6199999999999903,0.21999999999999886,83.62,83.92,83.42,0.5,0.09000000000000341,84.11,84.42,83.83,0.5900000000000034,0.030000000000001137,410858,512918,357975,154943,-24377
2018-09-09,84.18,84.76,83.41,1.3500000000000085,0.5700000000000074,84.666,85.17,84.45,0.7199999999999989,0.6700000000000017,83.712,84.29,83.17,1.1200000000000045,0.7400000000000091,84.184,84.6,83.55,1.0499999999999972,1.0499999999999972,419016,615985,307656,308329,-305126
2018-09-16,85.2,86.31,84.61,1.7000000000000028,1.7000000000000028,85.768,86.53,85.01,1.519999999999996,1.519999999999996,84.83,85.64,83.77,1.8700000000000045,1.8700000000000045,85.304,86.1,84.7,1.3999999999999915,0.9699999999999989,353284,461181,245719,215462,-15233
2018-09-23,85.05799999999999,85.94,83.72,2.219999999999999,-1.7199999999999989,85.428,86.29,84.25,2.0400000000000063,-1.4300000000000068,84.386,85.05,83.45,1.5999999999999943,-1.519999999999996,84.746,85.98,83.86,2.1200000000000045,-1.4500000000000028,400530,507467,293379,214088,62836
2018-09-30,83.758,84.39,83.04,1.3499999999999943,-1.3499999999999943,84.06400000000001,84.84,83.09,1.75,-1.75,83.024,83.98,81.98,2.0,-2.0,83.422,84.21,82.88,1.3299999999999983,-1.3299999999999983,371972,407858,344890,62968,17414
2018-10-07,79.37,82.68,75.9,6.780000000000001,-6.780000000000001,79.636,83.25,76.1,7.150000000000006,-7.150000000000006,77.514,81.85,74.09,7.759999999999991,-7.759999999999991,77.85,82.36,74.88,7.480000000000004,-7.480000000000004,877390,1204369,566322,638047,-322193
2018-10-14,75.252,75.99,74.6,1.3900000000000006,0.5300000000000011,75.876,76.44,75.09,1.3499999999999943,0.28999999999999204,74.544,75.19,74.08,1.1099999999999994,0.18999999999999773,75.234,76.32,74.66,1.6599999999999966,-0.030000000000001137,382780,563050,266867,296183,-25198
2018-10-21,73.924,74.92,72.96,1.960000000000008,-1.8100000000000023,75.032,75.21,74.83,0.37999999999999545,-0.37999999999999545,72.884,74.34,72.23,2.1099999999999994,-2.0600000000000023,74.02799999999999,75.04,72.57,2.470000000000013,-1.3300000000000125,617639,1193791,410365,783426,-110647
2018-10-28,74.346,75.92,72.28,3.6400000000000006,1.210000000000008,75.322,77.16,73.68,3.4799999999999898,2.3799999999999955,73.322,75.64,71.4,4.239999999999995,4.239999999999995,74.30199999999999,76.33,72.13,4.200000000000003,4.200000000000003,596605,887494,377297,510197,-385762
2018-11-04,80.10000000000001,84.25,76.78,7.469999999999999,6.590000000000003,81.898,84.81,77.46,7.3500000000000085,6.650000000000006,79.324,83.29,75.42,7.8700000000000045,6.3999999999999915,81.266,83.97,77.06,6.909999999999997,6.569999999999993,1307896,2377913,654614,1723299,766554
2018-11-11,82.148,83.97,80.53,3.4399999999999977,-2.030000000000001,82.874,83.97,82.01,1.9599999999999937,-1.5499999999999972,80.89,81.9,80.12,1.7800000000000011,-1.1000000000000085,81.876,82.34,80.86,1.480000000000004,0.060000000000002274,785904,1211170,343413,867757,401331
2018-11-18,80.545,81.84,79.16,2.680000000000007,-1.5,81.9075,82.5,80.82,1.6800000000000068,-0.29000000000000625,80.0625,80.75,78.98,1.769999999999996,0.11999999999999034,80.9275,81.66,80.32,1.3400000000000034,1.3400000000000034,484307,688965,241899,447066,-372074
2018-11-25,81.568,82.1,80.87,1.2299999999999898,-0.11999999999999034,82.158,82.8,80.87,1.9299999999999926,-0.020000000000010232,80.72,81.5,79.47,2.030000000000001,0.06999999999999318,81.734,82.66,80.42,2.239999999999995,0.45000000000000284,475382,617927,373877,244050,160502
2018-12-02,81.21,83.24,79.22,4.019999999999996,-4.019999999999996,81.5975,83.36,79.83,3.530000000000001,-3.1400000000000006,79.11500000000001,81.98,75.76,6.219999999999999,-6.219999999999999,79.805,82.79,76.33,6.460000000000008,-6.460000000000008,726556,913342,558761,354581,288723
2018-12-09,75.854,76.57,73.75,2.819999999999993,-2.780000000000001,76.378,77.3,74.09,3.2099999999999937,-2.6299999999999955,74.628,76.09,72.68,3.4099999999999966,-2.029999999999987,74.834,76.14,72.97,3.1700000000000017,-2.299999999999997,782373,1202355,460176,742179,742179
2018-12-16,70.938,72.89,68.86,4.030000000000001,-4.030000000000001,71.256,72.9,69.42,3.480000000000004,-3.480000000000004,69.112,70.49,66.72,3.769999999999996,-3.510000000000005,69.558,71.03,67.12,3.9099999999999966,-3.539999999999992,795024,943169,537495,405674,62764
2018-12-23,67.8825,70.98,65.45,5.530000000000001,4.460000000000008,69.3325,71.5,66.75,4.75,4.75,66.7525,69.62,64.94,4.680000000000007,4.340000000000003,68.6075,70.68,65.28,5.400000000000006,4.969999999999999,535875,828211,250777,577434,491339
2018-12-30,70.4675,71.05,70.05,1.0,0.09000000000000341,71.85249999999999,72.77,71.16,1.6099999999999994,1.6099999999999994,69.71000000000001,70.4,69.23,1.1700000000000017,0.4200000000000017,71.06,72.45,69.3,3.1500000000000057,1.490000000000009,737822,1158969,496279,662690,588674
2019-01-06,72.948,73.5,72.31,1.1899999999999977,1.1899999999999977,73.894,75.34,73.09,2.25,2.210000000000008,72.462,73.41,71.56,1.8499999999999943,1.5499999999999972,73.318,74.22,72.14,2.0799999999999983,2.0799999999999983,446980,548450,352027,196423,-44187
2019-01-13,75.072,77.06,73.63,3.430000000000007,3.430000000000007,76.44,78.59,74.84,3.75,3.3200000000000074,74.634,76.53,72.87,3.6599999999999966,3.6599999999999966,75.98400000000001,78.21,74.54,3.6699999999999875,3.6699999999999875,665817,800734,589096,211638,-40622
2019-01-20,77.045,77.67,76.42,1.25,-1.1299999999999955,77.475,78.59,76.6,1.990000000000009,-0.9899999999999949,75.78,76.39,74.99,1.4000000000000057,-0.6599999999999966,76.345,77.19,75.66,1.5300000000000011,-1.269999999999996,687988,1180189,380335,799854,349520
2019-01-27,75.938,76.47,75.2,1.269999999999996,0.6599999999999966,76.762,77.32,76.4,0.9199999999999875,0.3199999999999932,75.492,75.97,74.94,1.0300000000000011,0.45000000000000284,76.074,76.61,75.76,0.8499999999999943,-0.23999999999999488,789508,1201978,396646,805332,-158806
2019-02-03,76.728,77.77,75.82,1.9500000000000028,1.5900000000000034,78.04,80.06,76.68,3.3799999999999955,1.269999999999996,76.076,76.91,74.74,2.1700000000000017,2.1700000000000017,77.566,78.38,76.35,2.030000000000001,1.5,1159339,1521249,456187,1065062,-1054742
2019-02-10,79.122,79.88,77.96,1.9200000000000017,1.730000000000004,79.682,80.3,78.59,1.7099999999999937,1.289999999999992,78.57000000000001,79.09,77.86,1.230000000000004,0.5400000000000063,78.988,79.5,78.4,1.0999999999999943,0.2599999999999909,577821,811177,433424,377753,83960
2019-02-17,78.8775,79.35,78.39,0.9599999999999937,0.09000000000000341,79.5775,80.49,78.72,1.769999999999996,-0.769999999999996,78.0925,78.83,77.78,1.0499999999999972,-0.1599999999999966,78.64,79.25,78.05,1.2000000000000028,-1.1500000000000057,989858,1419882,597470,822412,352294
2019-02-24,78.082,78.48,77.71,0.7700000000000102,-0.710000000000008,78.73,79.55,77.85,1.7000000000000028,-0.6299999999999955,77.646,78.2,76.85,1.3500000000000085,-0.4900000000000091,78.192,78.63,77.38,1.25,-0.060000000000002274,1011166,1445267,530681,914586,-914586
2019-03-03,78.392,79.16,77.21,1.9500000000000028,-1.5400000000000063,78.82,79.55,77.97,1.5799999999999983,-1.5799999999999983,77.56,78.58,76.76,1.8199999999999932,-0.9300000000000068,78.244,79.33,77.43,1.8999999999999915,-1.8999999999999915,742221,1155277,485568,669709,-395184
2019-03-10,78.762,79.22,77.81,1.4099999999999966,1.1899999999999977,79.358,79.68,79.01,0.6700000000000017,0.480000000000004,78.238,78.74,77.61,1.1299999999999955,0.4000000000000057,78.782,79.08,78.3,0.7800000000000011,-0.710000000000008,301936,583304,199334,383970,341184
2019-03-17,78.456,79.37,77.79,1.5799999999999983,0.6700000000000017,79.21600000000001,79.69,78.67,1.019999999999996,-0.269999999999996,77.47800000000001,77.97,76.61,1.3599999999999994,-1.3599999999999994,78.234,79.45,76.7,2.75,-2.3299999999999983,416902,759105,236531,522574,81161
2019-03-24,77.756,79.14,76.63,2.510000000000005,2.510000000000005,78.364,79.27,77.26,2.009999999999991,2.009999999999991,77.086,77.83,76.12,1.7099999999999937,1.539999999999992,77.828,78.91,76.8,2.1099999999999994,1.3299999999999983,706073,1046244,479632,566612,566612
2019-03-31,78.814,79.46,78.4,1.059999999999988,0.8499999999999943,79.356,80.13,78.89,1.2399999999999949,1.0499999999999972,78.368,79.08,78.02,1.0600000000000023,1.0600000000000023,78.9,79.58,78.2,1.3799999999999955,0.9899999999999949,882658,1532091,460402,1071689,-9015
2019-04-07,79.268,79.46,78.98,0.47999999999998977,0.030000000000001137,79.506,79.75,79.19,0.5600000000000023,0.29999999999999716,78.682,79.15,78.33,0.8200000000000074,0.6300000000000097,79.17,79.61,78.72,0.8900000000000006,0.35999999999999943,272800,446012,117848,328164,-224431
2019-04-14,79.78,80.05,79.45,0.5999999999999943,-0.269999999999996,80.0525,80.21,79.95,0.2599999999999909,-0.04999999999999716,79.3775,79.58,79.28,0.29999999999999716,-0.0799999999999983,79.6175,79.88,79.35,0.5300000000000011,0.060000000000002274,379826,488221,287857,200364,200364
2019-04-21,78.866,79.5,78.14,1.3599999999999994,-1.1299999999999955,79.56,79.99,79.18,0.8099999999999881,0.3299999999999983,78.21600000000001,79.04,77.86,1.1800000000000068,0.18999999999999773,79.008,79.71,78.07,1.6400000000000006,1.6400000000000006,559683,652196,441704,210492,-121084
2019-04-28,77.752,79.92,74.97,4.950000000000003,-3.950000000000003,78.41199999999999,80.63,75.57,5.060000000000002,-4.570000000000007,76.63,79.42,74.41,5.010000000000005,-4.200000000000003,77.452,80.53,75.2,5.329999999999998,-3.9399999999999977,1149857,2642963,426742,2216221,-159611
2019-05-05,75.568,76.5,74.32,2.180000000000007,1.5600000000000023,76.578,77.26,76.13,1.1300000000000097,-0.27000000000001023,75.02,75.75,74.32,1.4300000000000068,0.29000000000000625,76.236,76.73,75.92,0.8100000000000023,-0.09000000000000341,1061040,1509520,485560,1023960,-279807
2019-05-12,73.862,74.33,73.22,1.1099999999999994,-1.1099999999999994,74.372,74.83,73.73,1.0999999999999943,-0.9399999999999977,73.312,73.8,72.56,1.2399999999999949,-1.1499999999999915,73.634,74.07,72.6,1.4699999999999989,-1.4699999999999989,724196,833733,504567,329166,58782
2019-05-19,72.172,73.25,71.76,1.4899999999999949,1.3100000000000023,72.896,74.04,72.39,1.6500000000000057,1.6500000000000057,71.638,72.49,71.04,1.4499999999999886,1.4499999999999886,72.346,73.51,71.31,2.200000000000003,2.200000000000003,921479,1197172,693583,503589,-39965
2019-05-26,74.74000000000001,75.36,73.42,1.9399999999999977,1.5100000000000051,76.165,76.74,75.65,1.0899999999999892,-0.44999999999998863,73.875,74.73,72.97,1.7600000000000051,1.0700000000000074,75.4475,75.92,74.87,1.0499999999999972,-1.0499999999999972,1710594,2460629,1217746,1242883,-960160
