Date,NETE_Open_average,NETE_Open_max,NETE_Open_min,NETE_Open_volatility,NETE_Open_change,NETE_High_average,NETE_High_max,NETE_High_min,NETE_High_volatility,NETE_High_change,NETE_Low_average,NETE_Low_max,NETE_Low_min,NETE_Low_volatility,NETE_Low_change,NETE_Close_average,NETE_Close_max,NETE_Close_min,NETE_Close_volatility,NETE_Close_change,NETE_Volume_average,NETE_Volume_max,NETE_Volume_min,NETE_Volume_volatility,NETE_Volume_change
2018-01-14,9.302,10.63,8.53,2.1000000000000014,-2.1000000000000014,9.49,10.99,8.7,2.290000000000001,-2.290000000000001,8.622,9.5,8.2,1.3000000000000007,-1.3000000000000007,8.862,9.67,8.48,1.1899999999999995,-1.1899999999999995,325414,536971,161295,375676,-375676
2018-01-21,8.166,8.76,7.71,1.0499999999999998,-0.6900000000000004,8.462,8.9,8.01,0.8900000000000006,-0.6699999999999999,7.78,8.21,7.25,0.9600000000000009,-0.9499999999999993,7.926,8.45,7.27,1.1799999999999997,-1.1799999999999997,229515,400171,173725,226446,196213
2018-01-28,6.89,7.35,6.0,1.3499999999999996,-1.25,7.088,7.7,6.23,1.4699999999999998,-1.4699999999999998,6.5360000000000005,7.07,5.86,1.21,-1.1399999999999997,6.698,7.32,5.94,1.38,-1.3499999999999996,344774,1069582,116512,953070,-888616
2018-02-04,6.518,7.28,5.54,1.7400000000000002,0.8700000000000001,7.436,8.43,6.79,1.6399999999999997,-0.7400000000000002,6.086,6.36,5.54,0.8200000000000003,0.6900000000000004,6.654,6.96,6.37,0.5899999999999999,-0.16000000000000014,686770,1659158,216585,1442573,-673479
2018-02-11,6.7925,6.98,6.67,0.3100000000000005,-0.15000000000000036,6.9875,7.24,6.77,0.47000000000000064,-0.15000000000000036,6.45,6.68,6.31,0.3700000000000001,-0.13000000000000078,6.6274999999999995,6.84,6.41,0.4299999999999997,-0.14999999999999947,241618,405311,162543,242768,-51089
2018-02-18,6.306,6.53,6.0,0.5300000000000002,-0.4900000000000002,6.4719999999999995,6.8,6.17,0.6299999999999999,-0.33999999999999986,6.052,6.33,5.93,0.40000000000000036,-0.3700000000000001,6.214,6.51,5.99,0.5199999999999996,-0.33000000000000007,110389,172684,68321,104363,67895
2018-02-25,5.74,6.23,5.31,0.9200000000000008,-0.9200000000000008,5.876,6.35,5.48,0.8699999999999992,-0.8699999999999992,5.508,5.97,5.22,0.75,-0.75,5.562,5.99,5.26,0.7300000000000004,-0.7200000000000006,115511,143552,76457,67095,-44133
2018-03-04,7.9959999999999996,10.6,5.29,5.31,5.31,9.796,14.38,5.88,8.5,8.5,7.35,9.85,5.29,4.56,4.56,9.218,13.5,5.7,7.8,7.8,4804857,8689897,181415,8508482,6641215
2018-03-11,10.693999999999999,13.35,9.03,4.32,-3.9399999999999995,11.356,14.2,9.57,4.629999999999999,-4.629999999999999,9.767999999999999,11.83,8.78,3.0500000000000007,-3.0500000000000007,9.97,12.08,8.87,3.210000000000001,-3.210000000000001,1335468,2898883,404130,2494753,-2494753
2018-03-18,8.39,8.9,7.91,0.9900000000000002,-0.9900000000000002,8.88,9.47,8.24,1.2300000000000004,-1.1099999999999994,8.024000000000001,8.51,7.42,1.0899999999999999,-1.0600000000000005,8.146,8.67,7.64,1.0300000000000002,-1.0300000000000002,357730,588034,221507,366527,-123186
2018-03-25,7.2,7.56,6.95,0.6099999999999994,-0.6099999999999994,7.495,7.82,7.26,0.5600000000000005,-0.3700000000000001,6.8025,7.15,6.26,0.8900000000000006,-0.8900000000000006,6.8625,7.18,6.32,0.8599999999999994,-0.8599999999999994,224833,252950,177002,75948,8866
2018-04-01,7.244,9.08,6.15,2.9299999999999997,1.29,8.104,9.79,6.63,3.1599999999999993,1.12,6.71,7.2,6.0,1.2000000000000002,0.9799999999999995,7.319999999999999,8.87,6.38,2.4899999999999993,0.9699999999999998,1247027,4021856,138472,3883384,179057
2018-04-08,8.432,10.24,7.09,3.1500000000000004,2.8100000000000005,9.034,10.3,7.43,2.870000000000001,2.870000000000001,7.744,8.5,7.0,1.5,1.5,8.198,9.49,7.17,2.3200000000000003,1.7200000000000006,1604169,3963512,286609,3676903,885062
2018-04-15,8.904,9.28,8.62,0.6600000000000001,-0.5099999999999998,9.208,9.58,8.97,0.6099999999999994,0.08000000000000007,8.532,8.65,8.4,0.25,0.05000000000000071,8.884,9.44,8.65,0.7899999999999991,0.5700000000000003,543824,1068149,258002,810147,517189
2018-04-22,8.766,9.88,7.9,1.9800000000000004,-1.9800000000000004,9.052,10.27,8.19,2.08,-2.08,8.196,9.0,7.54,1.46,-1.2800000000000002,8.486,9.66,7.93,1.7300000000000004,-1.7300000000000004,476049,996372,173541,822831,-822831
2018-04-29,8.392,8.7,8.14,0.5599999999999987,0.11999999999999922,8.74,8.98,8.6,0.3800000000000008,-0.05000000000000071,8.154,8.26,7.92,0.33999999999999986,0.33999999999999986,8.434,8.7,8.23,0.46999999999999886,0.02999999999999936,285310,581668,114167,467501,-467501
2018-05-06,8.336,8.6,8.01,0.5899999999999999,-0.4299999999999997,8.398,8.6,8.21,0.3899999999999988,-0.28999999999999915,8.022,8.24,7.75,0.4900000000000002,-0.40000000000000036,8.132,8.31,7.8,0.5100000000000007,-0.39999999999999947,170052,258789,117578,141211,71119
2018-05-13,7.832,8.0,7.69,0.3099999999999996,-0.20999999999999996,7.988,8.16,7.85,0.3100000000000005,-0.3100000000000005,7.617999999999999,7.81,7.53,0.27999999999999936,-0.21999999999999975,7.72,7.89,7.58,0.3099999999999996,-0.17999999999999972,126571,186587,77938,108649,-43064
2018-05-20,7.595000000000001,7.69,7.53,0.16000000000000014,-0.16000000000000014,7.6675,7.83,7.54,0.29000000000000004,-0.29000000000000004,7.4025,7.53,7.3,0.23000000000000043,-0.16999999999999993,7.4625,7.57,7.36,0.20999999999999996,-0.20999999999999996,58807,89892,40491,49401,-15399
2018-05-27,7.03,7.24,6.7,0.54,-0.1800000000000006,7.236,7.35,7.12,0.22999999999999954,-0.05999999999999961,6.836,7.04,6.62,0.41999999999999993,-0.1900000000000004,6.95,7.11,6.71,0.40000000000000036,-0.2600000000000007,140919,181065,81618,99447,82736
2018-06-03,6.982,8.2,6.45,1.7499999999999991,1.3599999999999994,7.298,8.2,6.62,1.5799999999999992,1.1499999999999995,6.7,7.5,6.34,1.1600000000000001,0.79,6.992,7.83,6.48,1.3499999999999996,1.0700000000000003,300259,593469,79624,513845,184448
2018-06-10,7.962,8.57,7.74,0.8300000000000001,0.6900000000000004,8.416,9.18,7.98,1.1999999999999993,0.6699999999999999,7.712,7.81,7.52,0.29000000000000004,0.21000000000000085,8.066,8.71,7.77,0.9400000000000013,0.23000000000000043,233354,541476,83238,458238,13239
2018-06-17,7.898000000000001,8.5,7.44,1.0599999999999996,-1.0599999999999996,8.062000000000001,8.5,7.44,1.0599999999999996,-1.0599999999999996,7.498,7.9,7.11,0.79,-0.75,7.668,8.15,7.25,0.9000000000000004,-0.9000000000000004,113084,205959,58006,147953,-49940
2018-06-24,7.17,7.35,6.9,0.4499999999999993,0.16999999999999993,7.406,7.57,7.22,0.35000000000000053,0.08000000000000007,7.014,7.29,6.75,0.54,0.11000000000000032,7.224,7.55,6.88,0.6699999999999999,0.2699999999999996,62016,93646,40229,53417,18135
2018-07-01,7.422499999999999,7.55,7.3,0.25,-0.08999999999999986,7.5975,7.74,7.54,0.20000000000000018,0.009999999999999787,7.2175,7.3,7.09,0.20999999999999996,0.0699999999999994,7.35,7.39,7.23,0.15999999999999925,0.15999999999999925,40174,56976,21977,34999,11256
2018-07-08,7.6979999999999995,7.97,7.37,0.5999999999999996,0.5999999999999996,7.814,8.02,7.46,0.5599999999999996,0.5599999999999996,7.4319999999999995,7.66,7.21,0.4500000000000002,0.3099999999999996,7.62,7.97,7.21,0.7599999999999998,0.40000000000000036,59953,92839,29504,63335,36972
2018-07-15,7.862,8.5,7.61,0.8899999999999997,0.20999999999999996,8.286,8.7,7.95,0.7499999999999991,-0.7499999999999991,7.628,7.66,7.6,0.0600000000000005,0.040000000000000036,7.824,8.36,7.6,0.7599999999999998,-0.6899999999999995,204497,428308,87082,341226,-320311
2018-07-22,7.698,8.14,7.3,0.8400000000000007,-0.8400000000000007,7.852,8.5,7.37,1.13,-1.13,7.4079999999999995,7.7,7.02,0.6800000000000006,-0.5800000000000001,7.52,7.85,7.15,0.6999999999999993,-0.6999999999999993,159776,386218,45093,341125,-335623
2018-07-29,7.09,7.24,6.98,0.2599999999999998,-0.2599999999999998,7.208,7.31,7.04,0.2699999999999996,-0.2699999999999996,6.936,7.07,6.75,0.3200000000000003,-0.2400000000000002,7.046,7.15,6.94,0.20999999999999996,-0.20999999999999996,57880,99865,32050,67815,-8294
2018-08-05,7.1,7.45,6.88,0.5700000000000003,0.4300000000000006,7.252,7.45,7.0,0.4500000000000002,0.4300000000000006,6.944,7.1,6.8,0.2999999999999998,0.2999999999999998,7.084,7.33,6.94,0.3899999999999997,0.3600000000000003,67687,122375,15682,106693,55872
2018-08-12,7.17,7.43,6.78,0.6499999999999995,-0.6499999999999995,7.326,7.8,6.78,1.0199999999999996,-0.6499999999999995,6.704,7.13,5.6,1.5300000000000002,-1.5300000000000002,6.892,7.32,5.95,1.37,-1.3499999999999996,127089,236224,19548,216676,106703
2018-08-19,6.096,6.26,5.94,0.3199999999999994,0.3199999999999994,6.252,6.28,6.21,0.07000000000000028,-0.020000000000000462,5.952,6.08,5.77,0.3100000000000005,0.17000000000000082,6.022,6.11,5.94,0.16999999999999993,-0.0699999999999994,80024,113619,52999,60620,-35017
2018-08-26,6.245,6.45,5.92,0.5300000000000002,0.4800000000000004,6.4975000000000005,6.59,6.41,0.17999999999999972,0.04999999999999982,6.07,6.16,5.9,0.2599999999999998,0.21999999999999975,6.235,6.28,6.2,0.08000000000000007,-0.040000000000000036,207233,423958,75729,348229,-230880
2018-09-02,6.048,6.2,5.9,0.2999999999999998,-0.2999999999999998,6.218,6.45,6.02,0.4300000000000006,-0.25,5.912,6.07,5.63,0.4400000000000004,-0.4400000000000004,5.97,6.14,5.72,0.41999999999999993,-0.41999999999999993,87329,140312,27969,112343,26855
2018-09-09,5.864,6.04,5.68,0.3600000000000003,0.16000000000000014,5.968,6.05,5.84,0.20999999999999996,-0.15000000000000036,5.7059999999999995,5.75,5.63,0.1200000000000001,0.08000000000000007,5.822,5.93,5.75,0.17999999999999972,-0.17999999999999972,43249,56797,25551,31246,21515
2018-09-16,5.51,5.76,5.27,0.4900000000000002,-0.2999999999999998,5.662,5.81,5.57,0.23999999999999932,-0.21999999999999975,5.351999999999999,5.5,5.26,0.2400000000000002,-0.15000000000000036,5.472,5.6,5.36,0.23999999999999932,-0.14999999999999947,80060,114843,31275,83568,-55949
2018-09-23,5.506,5.94,5.3,0.6400000000000006,-0.040000000000000036,5.662,6.0,5.45,0.5499999999999998,0.16000000000000014,5.306,5.35,5.26,0.08999999999999986,0.0,5.384,5.48,5.3,0.1800000000000006,-0.13000000000000078,49592,114286,28202,86084,82011
2018-09-30,4.852,5.35,4.5,0.8499999999999996,-0.8499999999999996,4.934,5.35,4.58,0.7699999999999996,-0.7699999999999996,4.542,4.7,4.25,0.4500000000000002,-0.4500000000000002,4.6,4.75,4.25,0.5,-0.5,65702,150254,19711,130543,-90324
2018-10-07,4.068,4.25,3.89,0.3599999999999999,-0.20999999999999996,4.266,4.44,4.08,0.3600000000000003,-0.28000000000000025,3.898,4.16,3.75,0.41000000000000014,-0.30000000000000027,3.944,4.16,3.77,0.3900000000000001,-0.20000000000000018,111008,164085,83367,80718,-80718
2018-10-14,4.8260000000000005,8.3,3.87,4.430000000000001,4.2700000000000005,5.516,10.6,4.0,6.6,6.3999999999999995,4.1080000000000005,5.23,3.75,1.4800000000000004,1.2500000000000004,4.378,6.15,3.78,2.3700000000000006,2.1100000000000003,2077457,9805450,40057,9765393,9746799
2018-10-21,5.242,5.9,4.89,1.0100000000000007,-1.0100000000000007,5.38,5.9,4.95,0.9500000000000002,-0.9500000000000002,4.78,5.0,4.55,0.4500000000000002,-0.41000000000000014,5.01,5.39,4.72,0.6699999999999999,-0.6699999999999999,287370,611966,118904,493062,-493062
2018-10-28,4.93,5.41,4.55,0.8600000000000003,0.6900000000000004,5.376,5.77,4.9,0.8699999999999992,0.5799999999999992,4.794,5.26,4.54,0.7199999999999998,0.6600000000000001,5.098,5.59,4.57,1.0199999999999996,0.9299999999999997,199712,446535,120694,325841,66957
2018-11-04,6.048,6.5,5.58,0.9199999999999999,0.5499999999999998,6.576,7.29,6.16,1.13,-1.13,5.792,6.0,5.52,0.4800000000000004,0.33000000000000007,6.11,6.55,5.85,0.7000000000000002,-0.27000000000000046,323677,904124,42907,861217,-861217
2018-11-11,6.224,6.57,5.84,0.7300000000000004,0.4400000000000004,6.578,6.78,6.25,0.5300000000000002,0.5300000000000002,6.092,6.28,5.6,0.6800000000000006,0.6800000000000006,6.346,6.53,6.04,0.4900000000000002,0.4900000000000002,123604,169562,43291,126271,47715
2018-11-18,6.3125,6.53,6.1,0.4300000000000006,-0.2999999999999998,6.5525,6.73,6.38,0.35000000000000053,-0.35000000000000053,6.035,6.2,5.76,0.4400000000000004,-0.08000000000000007,6.185,6.39,6.02,0.3700000000000001,-0.14999999999999947,82446,163693,16059,147634,-118326
2018-11-25,6.578,7.22,6.23,0.9899999999999993,0.9699999999999998,7.104,8.0,6.56,1.4400000000000004,1.2599999999999998,6.496,7.2,6.03,1.17,1.17,6.878,7.73,6.24,1.4900000000000002,1.4900000000000002,139363,186261,68747,117514,8825
2018-12-02,8.365,8.95,7.59,1.3599999999999994,0.41000000000000014,9.0925,9.85,8.29,1.5600000000000005,-0.7900000000000009,7.765000000000001,8.06,7.59,0.47000000000000064,0.0600000000000005,8.42,9.05,7.68,1.370000000000001,-1.1500000000000004,341540,543232,140411,402821,-312992
2018-12-09,7.566,8.21,6.9,1.3100000000000005,-0.6100000000000003,7.876,8.34,7.38,0.96,-0.7999999999999998,7.1739999999999995,7.84,6.6,1.2400000000000002,-0.8099999999999996,7.456,7.98,7.03,0.9500000000000002,-0.7300000000000004,91229,128982,50449,78533,48260
2018-12-16,6.728,7.33,5.9,1.4299999999999997,-1.4299999999999997,6.958,7.45,6.49,0.96,-0.96,6.2700000000000005,7.11,5.6,1.5100000000000007,-1.5100000000000007,6.384,7.15,5.61,1.54,-1.54,97474,145192,51472,93720,75189
2018-12-23,6.095,6.37,5.6,0.7700000000000005,0.4900000000000002,6.42,6.8,6.08,0.7199999999999998,0.009999999999999787,5.775,6.04,5.55,0.4900000000000002,0.10000000000000053,6.012499999999999,6.21,5.72,0.4900000000000002,-0.2999999999999998,128672,235230,71202,164028,19564
2018-12-30,6.07,6.39,5.68,0.71,0.71,6.4375,6.66,6.21,0.4500000000000002,0.3799999999999999,5.955,6.12,5.65,0.46999999999999975,0.46999999999999975,6.2625,6.48,6.1,0.3800000000000008,0.35000000000000053,96990,165043,39968,125075,98928
2019-01-06,6.316,6.51,6.18,0.33000000000000007,-0.2999999999999998,6.4719999999999995,6.71,6.34,0.3700000000000001,-0.20999999999999996,6.152,6.2,6.1,0.10000000000000053,0.020000000000000462,6.32,6.37,6.27,0.10000000000000053,-0.07000000000000028,50479,87589,34793,52796,4593
