Date,ALPS Disruptive Technologies_Open_average,ALPS Disruptive Technologies_Open_max,ALPS Disruptive Technologies_Open_min,ALPS Disruptive Technologies_Open_volatility,ALPS Disruptive Technologies_Open_change,ALPS Disruptive Technologies_High_average,ALPS Disruptive Technologies_High_max,ALPS Disruptive Technologies_High_min,ALPS Disruptive Technologies_High_volatility,ALPS Disruptive Technologies_High_change,ALPS Disruptive Technologies_Low_average,ALPS Disruptive Technologies_Low_max,ALPS Disruptive Technologies_Low_min,ALPS Disruptive Technologies_Low_volatility,ALPS Disruptive Technologies_Low_change,ALPS Disruptive Technologies_Close_average,ALPS Disruptive Technologies_Close_max,ALPS Disruptive Technologies_Close_min,ALPS Disruptive Technologies_Close_volatility,ALPS Disruptive Technologies_Close_change
2018-01-14,26.8,26.8,26.8,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-01-21,27.25,27.25,27.25,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-01-28,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-02-04,25.2,25.2,25.2,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-02-11,26.35,26.35,26.35,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-02-18,26.52,26.52,26.52,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-02-25,26.17,26.17,26.17,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-03-04,27.57,27.57,27.57,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-03-11,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2018-03-18,26.67,26.67,26.67,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2018-03-25,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2018-04-01,26.2,26.2,26.2,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2018-04-08,27.08,27.08,27.08,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2018-04-15,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-04-22,26.84,26.84,26.84,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2018-04-29,27.18,27.18,27.18,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2018-05-06,27.93,27.93,27.93,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2018-05-13,27.94,27.94,27.94,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2018-05-20,27.75,27.75,27.75,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-05-27,28.04,28.04,28.04,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2018-06-03,28.45,28.45,28.45,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-06-10,28.63,28.63,28.63,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2018-06-17,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-06-24,27.4,27.4,27.4,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-07-01,28.51,28.51,28.51,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2018-07-08,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2018-07-15,28.93,28.93,28.93,0.0,0.0,29.36,29.36,29.36,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2018-07-22,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-07-29,28.41,28.41,28.41,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.54,28.54,28.54,0.0,0.0
