Date,RTW_Open_average,RTW_Open_max,RTW_Open_min,RTW_Open_volatility,RTW_Open_change,RTW_High_average,RTW_High_max,RTW_High_min,RTW_High_volatility,RTW_High_change,RTW_Low_average,RTW_Low_max,RTW_Low_min,RTW_Low_volatility,RTW_Low_change,RTW_Close_average,RTW_Close_max,RTW_Close_min,RTW_Close_volatility,RTW_Close_change,RTW_Volume_average,RTW_Volume_max,RTW_Volume_min,RTW_Volume_volatility,RTW_Volume_change
2018-01-14,3.156,3.5,2.97,0.5299999999999998,0.5299999999999998,3.2834,3.557,3.01,0.5470000000000002,0.5470000000000002,3.073,3.28,2.945,0.33499999999999996,0.20999999999999996,3.194,3.5,3.0,0.5,0.18999999999999995,165613,189074,149382,39692,36116
2018-01-21,3.182,3.22,3.12,0.10000000000000009,0.010000000000000231,3.246,3.33,3.2,0.1299999999999999,-0.1299999999999999,3.1218,3.19,3.06,0.1299999999999999,-0.10999999999999988,3.162,3.2,3.11,0.0900000000000003,-0.0900000000000003,99572,127458,86499,40959,-37218
2018-01-28,3.042,3.12,2.98,0.14000000000000012,-0.14000000000000012,3.09,3.12,3.03,0.0900000000000003,-0.050000000000000266,2.964,3.04,2.89,0.1499999999999999,0.08000000000000007,3.05,3.12,3.02,0.10000000000000009,0.020000000000000018,65788,90314,39194,51120,-29170
2018-02-04,2.992,3.05,2.95,0.09999999999999964,-0.08000000000000007,3.04,3.09,2.97,0.11999999999999966,-0.11999999999999966,2.872,3.01,2.79,0.21999999999999975,-0.20999999999999996,2.97,3.05,2.92,0.1299999999999999,-0.1299999999999999,65914,90427,44651,45776,-45776
2018-02-11,2.8575,2.94,2.72,0.21999999999999975,0.04999999999999982,2.935,2.98,2.89,0.08999999999999986,0.040000000000000036,2.7255000000000003,2.862,2.55,0.3120000000000003,0.3120000000000003,2.8575,2.93,2.72,0.20999999999999996,0.20999999999999996,86988,200072,33068,167004,-147095
2018-02-18,2.8120000000000003,2.95,2.65,0.30000000000000027,-0.20999999999999996,2.844,2.96,2.73,0.22999999999999998,-0.20000000000000018,2.66,2.8,2.6,0.19999999999999973,-0.19999999999999973,2.738,2.86,2.62,0.23999999999999977,-0.10000000000000009,51941,90276,33834,56442,17516
2018-02-25,2.702,2.8,2.6,0.19999999999999973,0.10999999999999988,2.7920000000000003,2.91,2.72,0.18999999999999995,0.11000000000000032,2.654,2.76,2.6,0.1599999999999997,0.13999999999999968,2.758,2.9,2.67,0.22999999999999998,0.14000000000000012,43725,53594,35339,18255,2004
2018-03-04,2.87,2.98,2.74,0.23999999999999977,-0.09999999999999964,2.97,3.0,2.88,0.1200000000000001,-0.11000000000000032,2.7399999999999998,2.9,2.67,0.22999999999999998,0.03000000000000025,2.864,2.94,2.76,0.18000000000000016,-0.10999999999999988,105319,200532,45227,155305,98784
2018-03-11,2.808,2.9,2.76,0.14000000000000012,0.0,2.8609999999999998,2.91,2.8,0.11000000000000032,-0.11000000000000032,2.7443999999999997,2.7739999999999996,2.73,0.043999999999999595,0.043999999999999595,2.784,2.8,2.76,0.040000000000000036,0.009999999999999787,71940,118519,30785,87734,-87734
2018-03-18,3.078,3.57,2.74,0.8299999999999996,0.7000000000000002,3.1546,3.6430000000000002,2.8,0.8430000000000004,0.7000000000000002,2.9702,3.3080000000000003,2.74,0.5680000000000001,0.5680000000000001,3.028,3.5,2.74,0.7599999999999998,0.5999999999999996,370813,1309453,29446,1280007,302428
2018-03-25,3.4050000000000002,3.47,3.36,0.11000000000000032,0.11000000000000032,3.515,3.71,3.41,0.2999999999999998,0.25,3.3575,3.45,3.3,0.15000000000000036,0.0900000000000003,3.4125,3.48,3.38,0.10000000000000009,0.08000000000000007,239993,342846,185185,157661,107623
2018-04-01,3.7520000000000002,4.09,3.5,0.5899999999999999,0.5899999999999999,3.934,4.31,3.63,0.6799999999999997,0.6799999999999997,3.7119999999999997,4.06,3.5,0.5599999999999996,0.5599999999999996,3.824,4.07,3.58,0.4900000000000002,0.4600000000000004,360017,430791,233984,196807,24564
2018-04-08,4.018,4.11,3.94,0.17000000000000037,-0.17000000000000037,4.069,4.15,4.0,0.15000000000000036,-0.15000000000000036,3.896,4.03,3.67,0.3600000000000003,-0.18000000000000016,3.976,4.07,3.91,0.16000000000000014,-0.16000000000000014,245046,286482,185922,100560,9314
2018-04-15,3.968,4.0,3.92,0.08000000000000007,0.0,3.9932,4.02,3.9360000000000004,0.08399999999999919,-0.06399999999999961,3.8836,3.958,3.7,0.258,-0.21999999999999975,3.964,4.0,3.91,0.08999999999999986,-0.08000000000000007,220483,360462,81872,278590,9298
2018-04-22,3.95,4.0,3.87,0.1299999999999999,0.08000000000000007,4.009,4.09,3.95,0.13999999999999968,0.08000000000000007,3.871,3.94,3.75,0.18999999999999995,0.16500000000000004,3.95,4.0,3.87,0.1299999999999999,0.06000000000000005,167026,220612,120378,100234,-39638
2018-04-29,3.856,3.94,3.77,0.16999999999999993,-0.16999999999999993,3.927,4.005,3.84,0.16500000000000004,-0.10000000000000009,3.731,3.81,3.6,0.20999999999999996,-0.10999999999999988,3.82,3.93,3.76,0.17000000000000037,-0.050000000000000266,153428,246683,98455,148228,110491
2018-05-06,3.89,4.07,3.76,0.3100000000000005,0.08000000000000007,4.034,4.15,3.96,0.1900000000000004,-0.15000000000000036,3.781,3.88,3.72,0.1599999999999997,-0.01499999999999968,3.892,4.06,3.76,0.2999999999999998,-0.2899999999999996,134644,244606,93505,151101,-121306
2018-05-13,3.918,3.99,3.79,0.20000000000000018,0.20000000000000018,4.037999999999999,4.1,4.0,0.09999999999999964,-0.009999999999999787,3.822,3.9,3.75,0.1499999999999999,-0.029999999999999805,3.908,3.97,3.83,0.14000000000000012,-0.1299999999999999,178796,228204,141349,86855,-2163
2018-05-20,3.95,4.19,3.85,0.3400000000000003,0.3400000000000003,4.0125,4.23,3.9,0.3300000000000005,0.2400000000000002,3.79,3.85,3.65,0.20000000000000018,-0.16999999999999993,3.8875,3.95,3.86,0.0900000000000003,0.08000000000000007,307752,806026,65205,740821,680927
2018-05-27,4.178,4.29,3.99,0.2999999999999998,0.2999999999999998,4.3393999999999995,4.452,4.255,0.19700000000000006,-0.03200000000000003,4.1080000000000005,4.26,3.95,0.3099999999999996,0.3099999999999996,4.24,4.35,4.16,0.1899999999999995,0.05999999999999961,304157,571806,187486,384320,-320957
2018-06-03,4.292,4.36,4.25,0.11000000000000032,-0.09999999999999964,4.3100000000000005,4.44,4.25,0.1900000000000004,-0.1900000000000004,4.214,4.26,4.19,0.0699999999999994,-0.05999999999999961,4.242,4.3,4.2,0.09999999999999964,-0.05999999999999961,180403,200001,168452,31549,9789
2018-06-10,4.194,4.25,4.16,0.08999999999999986,-0.08999999999999986,4.2379999999999995,4.27,4.2,0.0699999999999994,0.0,4.103,4.14,4.07,0.0699999999999994,-0.009999999999999787,4.16,4.2,4.1,0.10000000000000053,-0.03000000000000025,219264,295150,143460,151690,73823
2018-06-17,4.336,4.77,4.1,0.6699999999999999,0.6699999999999999,4.470000000000001,4.82,4.2,0.6200000000000001,0.6200000000000001,4.28,4.65,4.04,0.6100000000000003,0.6100000000000003,4.44,4.75,4.19,0.5599999999999996,0.5599999999999996,1125966,3751492,185943,3565549,533663
2018-06-24,5.048,5.15,4.74,0.41000000000000014,0.41000000000000014,5.221,5.345,5.15,0.1949999999999994,-0.02999999999999936,4.9248,5.05,4.73,0.3199999999999994,0.12299999999999933,5.08,5.13,4.96,0.16999999999999993,-0.09999999999999964,575040,733159,395105,338054,-286303
2018-07-01,4.855,4.95,4.8,0.15000000000000036,-0.1299999999999999,4.9567499999999995,5.05,4.901,0.14900000000000002,-0.12399999999999967,4.7325,4.78,4.67,0.11000000000000032,-0.010000000000000675,4.825,4.86,4.8,0.0600000000000005,0.03000000000000025,247062,356265,182523,173742,-20492
2018-07-08,4.9239999999999995,5.04,4.81,0.23000000000000043,0.040000000000000036,5.046,5.12,4.95,0.16999999999999993,-0.009999999999999787,4.83,4.89,4.78,0.10999999999999943,0.040000000000000036,4.964,5.04,4.85,0.1900000000000004,-0.019999999999999574,271512,344077,214534,129543,69260
2018-07-15,5.168,5.37,4.98,0.3899999999999997,0.3799999999999999,5.355,5.55,5.155,0.3949999999999996,0.3949999999999996,5.0838,5.36,4.882,0.47800000000000065,0.4330000000000007,5.258,5.47,5.0,0.46999999999999975,0.34999999999999964,553631,741657,276797,464860,202008
2018-07-22,5.1979999999999995,5.47,4.87,0.5999999999999996,-0.5999999999999996,5.242,5.53,4.9,0.6299999999999999,-0.6299999999999999,4.972,5.36,4.69,0.6699999999999999,-0.6699999999999999,5.054,5.46,4.8,0.6600000000000001,-0.6600000000000001,377665,535385,294995,240390,-166054
