Date,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Open_average,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Open_max,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Open_min,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Open_volatility,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Open_change,Oppenheimer Russell 1000 Dynamic Multifactor_etf_High_average,Oppenheimer Russell 1000 Dynamic Multifactor_etf_High_max,Oppenheimer Russell 1000 Dynamic Multifactor_etf_High_min,Oppenheimer Russell 1000 Dynamic Multifactor_etf_High_volatility,Oppenheimer Russell 1000 Dynamic Multifactor_etf_High_change,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Low_average,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Low_max,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Low_min,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Low_volatility,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Low_change,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Close_average,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Close_max,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Close_min,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Close_volatility,Oppenheimer Russell 1000 Dynamic Multifactor_etf_Close_change
2018-01-14,27.12,27.12,27.12,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-01-21,27.41,27.41,27.41,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2018-01-28,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-02-04,24.85,24.85,24.85,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-02-11,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-02-18,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-02-25,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-03-04,26.74,26.74,26.74,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-03-11,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2018-03-18,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2018-03-25,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2018-04-01,25.88,25.88,25.88,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-04-08,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-04-15,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.95,25.95,25.95,0.0,0.0
