Date,IQ Enhanced Core Plus Bond USEtf_Open_average,IQ Enhanced Core Plus Bond USEtf_Open_max,IQ Enhanced Core Plus Bond USEtf_Open_min,IQ Enhanced Core Plus Bond USEtf_Open_volatility,IQ Enhanced Core Plus Bond USEtf_Open_change,IQ Enhanced Core Plus Bond USEtf_High_average,IQ Enhanced Core Plus Bond USEtf_High_max,IQ Enhanced Core Plus Bond USEtf_High_min,IQ Enhanced Core Plus Bond USEtf_High_volatility,IQ Enhanced Core Plus Bond USEtf_High_change,IQ Enhanced Core Plus Bond USEtf_Low_average,IQ Enhanced Core Plus Bond USEtf_Low_max,IQ Enhanced Core Plus Bond USEtf_Low_min,IQ Enhanced Core Plus Bond USEtf_Low_volatility,IQ Enhanced Core Plus Bond USEtf_Low_change,IQ Enhanced Core Plus Bond USEtf_Close_average,IQ Enhanced Core Plus Bond USEtf_Close_max,IQ Enhanced Core Plus Bond USEtf_Close_min,IQ Enhanced Core Plus Bond USEtf_Close_volatility,IQ Enhanced Core Plus Bond USEtf_Close_change
2018-01-14,19.75,19.75,19.75,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2018-01-21,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2018-01-28,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-02-04,19.22,19.22,19.22,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-02-11,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-02-18,19.24,19.24,19.24,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2018-02-25,19.28,19.28,19.28,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2018-03-04,19.22,19.22,19.22,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2018-03-11,19.22,19.22,19.22,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2018-03-18,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-03-25,19.25,19.25,19.25,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2018-04-01,19.26,19.26,19.26,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2018-04-08,19.28,19.28,19.28,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2018-04-15,19.12,19.12,19.12,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2018-04-22,19.07,19.07,19.07,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-04-29,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-05-06,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2018-05-13,18.8,18.8,18.8,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2018-05-20,19.04,19.04,19.04,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-05-27,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-06-03,19.06,19.06,19.06,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2018-06-10,19.09,19.09,19.09,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2018-06-17,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2018-06-24,19.14,19.14,19.14,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2018-07-01,19.16,19.16,19.16,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-07-08,19.12,19.12,19.12,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-07-15,19.13,19.13,19.13,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-07-22,19.14,19.14,19.14,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2018-07-29,19.15,19.15,19.15,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-08-05,19.38,19.38,19.38,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-08-12,19.16,19.16,19.16,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-08-19,19.22,19.22,19.22,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2018-08-26,19.17,19.17,19.17,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-09-02,19.17,19.17,19.17,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-09-09,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2018-09-16,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2018-09-23,19.11,19.11,19.11,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2018-09-30,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2018-10-07,18.97,18.97,18.97,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2018-10-14,18.93,18.93,18.93,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2018-10-21,18.94,18.94,18.94,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2018-10-28,19.21,19.21,19.21,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2018-11-04,18.93,18.93,18.93,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2018-11-11,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-11-18,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2018-11-25,18.83,18.83,18.83,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2018-12-02,18.85,18.85,18.85,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2018-12-09,18.84,18.84,18.84,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.86,18.86,18.86,0.0,0.0
