Date,HBCP_stock_Open_average,HBCP_stock_Open_max,HBCP_stock_Open_min,HBCP_stock_Open_volatility,HBCP_stock_Open_change,HBCP_stock_High_average,HBCP_stock_High_max,HBCP_stock_High_min,HBCP_stock_High_volatility,HBCP_stock_High_change,HBCP_stock_Low_average,HBCP_stock_Low_max,HBCP_stock_Low_min,HBCP_stock_Low_volatility,HBCP_stock_Low_change,HBCP_stock_Close_average,HBCP_stock_Close_max,HBCP_stock_Close_min,HBCP_stock_Close_volatility,HBCP_stock_Close_change,HBCP_stock_Volume_average,HBCP_stock_Volume_max,HBCP_stock_Volume_min,HBCP_stock_Volume_volatility,HBCP_stock_Volume_change
2018-01-14,43.3175,43.82,42.74,1.0799999999999983,-0.8200000000000003,44.057500000000005,44.39,43.82,0.5700000000000003,-0.259999999999998,42.78,43.05,42.28,0.769999999999996,-0.30999999999999517,43.285,43.76,42.94,0.8200000000000003,0.3400000000000034,15398,29779,3872,25907,19271
2018-01-21,43.286,44.47,42.42,2.049999999999997,-1.7899999999999991,43.512,44.47,42.47,2.0,-1.6599999999999966,42.366,43.2,41.88,1.3200000000000003,-0.519999999999996,42.708,43.59,42.14,1.4500000000000028,-1.0799999999999983,10656,27692,2142,25550,-3588
2018-01-28,42.21,42.72,41.62,1.1000000000000014,0.5300000000000011,42.612,43.04,42.17,0.8699999999999974,0.28999999999999915,41.834,42.32,41.11,1.2100000000000009,0.4000000000000057,42.344,42.86,41.62,1.240000000000002,0.4299999999999997,12201,16157,6682,9475,-6579
2018-02-04,40.682,41.9,39.93,1.9699999999999989,-1.9699999999999989,41.53,42.7,40.66,2.0400000000000063,-2.0400000000000063,38.804,40.67,34.12,6.550000000000004,-0.6000000000000014,40.168,40.72,39.74,0.9799999999999969,0.1700000000000017,33895,68340,12690,55650,-36796
2018-02-11,40.236,40.77,39.89,0.8800000000000026,-0.5400000000000063,40.768,41.0,40.48,0.5200000000000031,0.18999999999999773,39.86,40.23,39.42,0.8099999999999952,0.259999999999998,40.348,40.68,39.8,0.8800000000000026,0.5300000000000011,13696,18744,10682,8062,8062
2018-02-18,40.3625,40.5,40.05,0.45000000000000284,0.030000000000001137,41.065,41.25,40.87,0.38000000000000256,-0.09000000000000341,40.11,40.3,39.9,0.3999999999999986,0.28999999999999915,40.36,40.5,40.01,0.490000000000002,0.490000000000002,59677,189023,9333,179690,177823
2018-02-25,41.666,42.6,40.62,1.980000000000004,1.980000000000004,42.494,43.0,42.0,1.0,0.6000000000000014,41.228,41.51,40.5,1.009999999999998,0.9699999999999989,41.752,41.93,41.5,0.4299999999999997,-0.05000000000000426,20269,29425,12285,17140,-17140
2018-03-04,42.778,43.56,41.51,2.0500000000000043,2.0500000000000043,43.89,44.0,43.81,0.18999999999999773,0.0799999999999983,42.274,43.21,41.51,1.7000000000000028,1.7000000000000028,43.39,43.99,42.84,1.1499999999999986,0.6799999999999997,29216,54509,20984,33525,31056
2018-03-11,43.647999999999996,43.98,43.15,0.8299999999999983,-0.4399999999999977,44.088,44.17,43.96,0.21000000000000085,0.09000000000000341,43.001999999999995,43.4,42.55,0.8500000000000014,-0.8500000000000014,43.302,43.76,42.55,1.2100000000000009,-1.2100000000000009,38350,92087,10919,81168,81168
2018-03-18,42.412,42.91,41.72,1.1899999999999977,-0.8299999999999983,43.138,43.6,42.48,1.1200000000000045,-0.8600000000000065,41.792,42.4,40.6,1.7999999999999972,-1.7899999999999991,42.048,42.77,40.78,1.990000000000002,-1.990000000000002,23583,29757,17338,12419,6381
