Date,RLJ_Open_average,RLJ_Open_max,RLJ_Open_min,RLJ_Open_volatility,RLJ_Open_change,RLJ_High_average,RLJ_High_max,RLJ_High_min,RLJ_High_volatility,RLJ_High_change,RLJ_Low_average,RLJ_Low_max,RLJ_Low_min,RLJ_Low_volatility,RLJ_Low_change,RLJ_Close_average,RLJ_Close_max,RLJ_Close_min,RLJ_Close_volatility,RLJ_Close_change,RLJ_Volume_average,RLJ_Volume_max,RLJ_Volume_min,RLJ_Volume_volatility,RLJ_Volume_change
2018-01-14,22.402,22.72,22.13,0.5899999999999999,0.4499999999999993,22.684,22.86,22.45,0.41000000000000014,0.41000000000000014,22.242,22.68,22.12,0.5599999999999987,0.5399999999999991,22.52,22.86,22.14,0.7199999999999989,0.7199999999999989,1007614,1255411,807119,448292,-354641
2018-01-21,23.478,23.8,22.94,0.8599999999999994,0.8599999999999994,23.672,23.96,23.25,0.7100000000000009,0.5700000000000003,23.356,23.67,22.94,0.7300000000000004,0.41999999999999815,23.541999999999998,23.82,23.24,0.5800000000000018,0.14000000000000057,1823621,2262793,1242171,1020622,1020622
2018-01-28,22.864,23.28,22.1,1.1799999999999997,-1.1799999999999997,22.96,23.37,22.21,1.1600000000000001,-1.1600000000000001,22.428,23.1,21.17,1.9299999999999997,-1.9299999999999997,22.49,23.15,21.18,1.9699999999999989,-1.9699999999999989,1154193,1694174,833009,861165,-655510
2018-02-04,21.214,21.76,20.83,0.9300000000000033,0.9300000000000033,21.636,21.93,21.28,0.6499999999999986,0.25,20.812,21.18,20.45,0.7300000000000004,0.5899999999999999,21.316,21.7,20.6,1.0999999999999979,0.23000000000000043,1691687,2252501,1125082,1127419,398142
2018-02-11,21.6575,21.95,21.37,0.5799999999999983,0.39000000000000057,21.96,22.12,21.72,0.40000000000000213,0.40000000000000213,21.4825,21.81,21.23,0.5799999999999983,0.5799999999999983,21.8,21.91,21.61,0.3000000000000007,0.21999999999999886,1210496,1381524,1136268,245256,10517
2018-02-18,21.384,21.76,21.25,0.5100000000000016,-0.5100000000000016,21.546,21.91,21.31,0.6000000000000014,-0.6000000000000014,21.104,21.46,20.91,0.5500000000000007,-0.5500000000000007,21.204,21.62,20.92,0.6999999999999993,-0.6999999999999993,1098132,1344343,735530,608813,35294
2018-02-25,20.022,21.0,19.41,1.5899999999999999,-1.5700000000000003,20.182,21.07,19.51,1.5599999999999987,-1.5599999999999987,19.524,20.08,19.07,1.009999999999998,-0.8599999999999994,19.672,20.18,19.28,0.8999999999999986,-0.8999999999999986,1570147,2099801,1251593,848208,-361842
2018-03-04,19.584,19.89,19.27,0.620000000000001,0.5800000000000018,19.794,20.06,19.52,0.5399999999999991,0.5399999999999991,19.476,19.74,19.14,0.5999999999999979,0.5999999999999979,19.748,19.94,19.5,0.4400000000000013,0.4400000000000013,1139398,1240865,1002869,237996,-69583
2018-03-11,20.31,20.43,20.16,0.2699999999999996,0.120000000000001,20.404,20.5,20.28,0.21999999999999886,-0.0799999999999983,20.052,20.3,19.83,0.4700000000000024,-0.23000000000000043,20.294,20.44,20.03,0.41000000000000014,-0.3200000000000003,1816314,3559678,1034733,2524945,-680149
2018-03-18,19.62,20.1,18.88,1.2200000000000024,-1.2200000000000024,19.716,20.22,19.15,1.0700000000000003,-1.0700000000000003,19.3,20.0,18.68,1.3200000000000003,-1.1600000000000001,19.384,20.03,18.68,1.3500000000000014,-0.990000000000002,1692265,2400047,864866,1535181,1535181
2018-03-25,19.2375,19.58,18.91,0.6699999999999982,0.4200000000000017,19.53,19.75,19.1,0.6499999999999986,0.509999999999998,19.035,19.38,18.75,0.629999999999999,0.4200000000000017,19.265,19.5,18.81,0.6900000000000013,0.5,1673347,2017493,1297408,720085,-477339
2018-04-01,19.926000000000002,20.22,19.37,0.8499999999999979,0.7300000000000004,20.224,20.39,20.0,0.39000000000000057,0.1999999999999993,19.836000000000002,20.03,19.36,0.6700000000000017,0.620000000000001,20.088,20.19,19.99,0.20000000000000284,-0.010000000000001563,1946718,2334981,1709731,625250,-197579
2018-04-08,19.98,20.41,19.27,1.1400000000000006,0.3000000000000007,20.310000000000002,20.51,19.81,0.7000000000000028,0.21000000000000085,19.656000000000002,20.23,19.21,1.0199999999999996,0.9600000000000009,19.964,20.36,19.27,1.0899999999999999,1.0100000000000016,2468254,4168402,903282,3265120,-2299248
2018-04-15,20.386,20.6,20.23,0.370000000000001,-0.019999999999999574,20.55,20.69,20.43,0.26000000000000156,-0.129999999999999,20.252,20.51,20.14,0.370000000000001,0.0799999999999983,20.400000000000002,20.55,20.26,0.28999999999999915,-0.07000000000000028,1251634,2286339,650984,1635355,-1635355
2018-04-22,20.624000000000002,20.98,20.42,0.5599999999999987,0.4800000000000004,20.772,20.98,20.5,0.4800000000000004,0.4800000000000004,20.458000000000002,20.75,20.3,0.4499999999999993,0.4499999999999993,20.63,20.87,20.4,0.4700000000000024,0.370000000000001,1026543,1347200,892272,454928,-73808
2018-04-29,20.668,20.75,20.57,0.17999999999999972,-0.05000000000000071,20.881999999999998,21.24,20.75,0.48999999999999844,0.46999999999999886,20.54,20.7,20.47,0.23000000000000043,0.23000000000000043,20.733999999999998,21.18,20.54,0.6400000000000006,0.46000000000000085,1093226,1481817,771165,710652,554612
2018-05-06,21.704,22.25,21.19,1.0599999999999987,1.009999999999998,21.948,22.34,21.39,0.9499999999999993,0.8200000000000003,21.526,22.06,21.07,0.9899999999999984,0.75,21.806,22.1,21.33,0.7700000000000031,0.6600000000000001,1252338,1780207,1002274,777933,777933
2018-05-13,21.791999999999998,22.3,21.47,0.8300000000000018,0.46000000000000085,22.022,22.48,21.72,0.7600000000000016,0.5500000000000007,21.57,22.17,21.37,0.8000000000000007,0.8000000000000007,21.798,22.36,21.39,0.9699999999999989,0.9699999999999989,1396097,1742469,1120897,621572,-602047
2018-05-20,22.66,23.03,22.31,0.7200000000000024,0.7200000000000024,22.8825,23.11,22.58,0.5300000000000011,0.5300000000000011,22.54,22.84,22.23,0.6099999999999994,0.6099999999999994,22.8325,23.1,22.48,0.620000000000001,0.620000000000001,1091705,1757764,700733,1057031,-247492
2018-05-27,23.451999999999998,23.95,22.95,1.0,0.5700000000000003,23.686,23.97,23.29,0.6799999999999997,0.4800000000000004,23.29,23.46,22.95,0.5100000000000016,0.5100000000000016,23.492,23.69,23.24,0.45000000000000284,0.45000000000000284,1572518,1868033,1304133,563900,-73055
2018-06-03,23.402,23.71,22.9,0.8100000000000023,-0.8100000000000023,23.48,23.76,22.97,0.7900000000000027,-0.7900000000000027,23.116,23.46,22.59,0.870000000000001,-0.870000000000001,23.22,23.52,22.66,0.8599999999999994,-0.8599999999999994,1154071,1752505,687336,1065169,619223
2018-06-10,22.352,22.7,22.06,0.6400000000000006,-0.5899999999999999,22.518,22.76,22.35,0.41000000000000014,-0.41000000000000014,22.14,22.52,21.96,0.5599999999999987,-0.48999999999999844,22.285999999999998,22.59,21.99,0.6000000000000014,-0.3500000000000014,1084189,1436641,808244,628397,-254820
2018-06-17,22.426,22.72,22.18,0.5399999999999991,0.10999999999999943,22.598,22.72,22.38,0.33999999999999986,0.120000000000001,22.28,22.44,22.08,0.360000000000003,0.19000000000000128,22.45,22.69,22.23,0.46000000000000085,0.10999999999999943,919885,1663674,558947,1104727,-423955
2018-06-24,22.104,22.33,21.9,0.4299999999999997,-0.31999999999999673,22.21,22.49,22.0,0.48999999999999844,-0.40000000000000213,21.922,22.21,21.7,0.5100000000000016,-0.5,22.114,22.3,21.94,0.35999999999999943,-0.28000000000000114,982665,1255282,729255,526027,470952
2018-07-01,22.44,22.7,22.01,0.6899999999999977,0.6899999999999977,22.68,22.84,22.52,0.3200000000000003,0.3200000000000003,22.265,22.59,21.93,0.6600000000000001,0.41000000000000014,22.5275,22.7,22.35,0.34999999999999787,0.11999999999999744,652729,850448,563129,287319,239905
2018-07-08,22.346,22.53,22.18,0.3500000000000014,-0.05000000000000071,22.526,22.72,22.36,0.35999999999999943,-0.05999999999999872,22.186,22.37,21.91,0.46000000000000085,-0.07000000000000028,22.374,22.66,22.15,0.5100000000000016,0.25,862029,1344174,414664,929510,549932
2018-07-15,22.784,23.08,22.49,0.5899999999999999,0.28000000000000114,22.98,23.21,22.7,0.5100000000000016,0.33000000000000185,22.638,22.95,22.37,0.5799999999999983,0.4299999999999997,22.855999999999998,23.09,22.49,0.6000000000000014,0.5400000000000027,1206690,1354453,1125871,228582,168013
2018-07-22,22.64,23.08,22.22,0.8599999999999994,-0.8599999999999994,22.714,23.09,22.36,0.7300000000000004,-0.7300000000000004,22.328,22.68,22.09,0.5899999999999999,-0.5899999999999999,22.458,22.68,22.22,0.46000000000000085,-0.41999999999999815,574503,873791,406813,466978,-466978
2018-07-29,22.483999999999998,22.65,22.32,0.3299999999999983,0.05999999999999872,22.67,22.78,22.46,0.3200000000000003,-0.25,22.28,22.48,22.16,0.3200000000000003,0.10000000000000142,22.516000000000002,22.64,22.35,0.28999999999999915,-0.21999999999999886,885738,1210410,628128,582282,-110610
2018-08-05,21.586,22.38,21.05,1.3299999999999983,-0.9800000000000004,21.898,22.52,21.46,1.0599999999999987,-1.0599999999999987,21.452,22.03,21.05,0.9800000000000004,-0.7800000000000011,21.622,22.04,21.39,0.6499999999999986,-0.629999999999999,908262,1263390,576985,686405,-686405
2018-08-12,21.598,21.95,21.38,0.5700000000000003,0.5700000000000003,21.796,22.06,21.58,0.4800000000000004,0.4800000000000004,21.492,21.77,21.27,0.5,0.5,21.696,21.92,21.47,0.45000000000000284,0.40000000000000213,941869,1429067,716224,712843,712843
2018-08-19,21.898,22.03,21.74,0.2900000000000027,-0.05000000000000071,22.038,22.2,21.87,0.3299999999999983,-0.21000000000000085,21.76,21.91,21.63,0.28000000000000114,-0.17999999999999972,21.913999999999998,22.02,21.79,0.23000000000000043,-0.07000000000000028,758226,900383,579620,320763,13911
2018-08-26,22.155,22.25,22.03,0.21999999999999886,0.129999999999999,22.33,22.4,22.18,0.21999999999999886,0.21999999999999886,22.009999999999998,22.15,21.84,0.3099999999999987,-0.08999999999999986,22.125,22.22,21.91,0.3099999999999987,-0.23999999999999844,817035,1052924,711064,341860,266812
2018-09-02,22.092,22.47,21.67,0.7999999999999972,0.6400000000000006,22.32,22.59,21.95,0.6400000000000006,0.5899999999999999,21.876,22.27,21.41,0.8599999999999994,0.8599999999999994,22.188,22.45,21.68,0.7699999999999996,0.6600000000000001,1538294,2051947,1299895,752052,752052
2018-09-09,22.172,22.26,22.08,0.18000000000000327,0.05000000000000071,22.346,22.64,22.08,0.5600000000000023,0.26000000000000156,21.974,22.13,21.77,0.35999999999999943,0.129999999999999,22.202,22.46,22.01,0.4499999999999993,0.370000000000001,1083818,1543693,658151,885542,-422208
2018-09-16,22.56,22.78,22.39,0.39000000000000057,0.19000000000000128,22.762,23.3,22.58,0.7200000000000024,0.03999999999999915,22.338,22.64,22.14,0.5,-0.16000000000000014,22.546,22.69,22.33,0.360000000000003,-0.09999999999999787,1460751,2921656,700106,2221550,787563
2018-09-23,22.182,22.45,21.91,0.5399999999999991,-0.35999999999999943,22.342,22.76,22.09,0.6700000000000017,-0.6700000000000017,22.002,22.38,21.77,0.6099999999999994,-0.6099999999999994,22.042,22.39,21.78,0.6099999999999994,-0.6099999999999994,1366722,1747891,1012411,735480,-269962
2018-09-30,21.348,21.76,20.73,1.0300000000000011,-1.0300000000000011,21.541999999999998,21.91,20.97,0.9400000000000013,-0.6099999999999994,21.042,21.58,20.59,0.9899999999999984,-0.8000000000000007,21.246,21.84,20.71,1.129999999999999,-0.41000000000000014,1052625,1608915,824390,784525,12689
2018-10-07,20.516,21.19,19.64,1.5500000000000007,-1.5500000000000007,20.631999999999998,21.32,19.88,1.4400000000000013,-1.4400000000000013,20.108,21.02,19.54,1.4800000000000004,-1.3999999999999986,20.201999999999998,21.14,19.63,1.5100000000000016,-1.5100000000000016,1216436,1384536,1064261,320275,-320275
2018-10-14,19.722,20.02,19.44,0.5799999999999983,-0.23999999999999844,19.945999999999998,20.2,19.65,0.5500000000000007,-0.5500000000000007,19.468,19.68,19.35,0.3299999999999983,-0.16000000000000014,19.740000000000002,20.09,19.47,0.620000000000001,-0.48999999999999844,1477831,1862903,946291,916612,-541489
2018-10-21,19.18,19.4,18.93,0.46999999999999886,0.03999999999999915,19.432,19.63,19.19,0.4399999999999977,0.129999999999999,18.843999999999998,19.05,18.74,0.3100000000000023,0.1700000000000017,19.088,19.25,18.81,0.4400000000000013,0.0,1679334,2265709,1071865,1193844,-703313
2018-10-28,19.384,19.69,19.18,0.5100000000000016,0.10999999999999943,19.688,19.77,19.45,0.3200000000000003,0.3200000000000003,19.164,19.3,19.05,0.25,0.23999999999999844,19.41,19.65,19.18,0.46999999999999886,0.46999999999999886,1694846,2456634,1186030,1270604,-936888
2018-11-04,19.97,20.24,19.65,0.5899999999999999,0.46000000000000085,20.186,20.56,19.67,0.889999999999997,0.639999999999997,19.666,20.02,18.98,1.0399999999999991,0.9800000000000004,19.913999999999998,20.29,19.22,1.0700000000000003,0.7600000000000016,1317544,1717060,901390,815670,-396859
2018-11-11,19.866,20.18,19.64,0.5399999999999991,-0.17999999999999972,20.038,20.31,19.88,0.4299999999999997,-0.41000000000000014,19.63,19.96,19.47,0.490000000000002,-0.370000000000001,19.856,20.16,19.71,0.4499999999999993,-0.4499999999999993,1047162,1213053,910434,302619,70653
2018-11-18,19.725,19.87,19.57,0.3000000000000007,0.3000000000000007,19.990000000000002,20.12,19.87,0.25,0.25,19.655,19.82,19.52,0.3000000000000007,0.3000000000000007,19.845,20.08,19.75,0.3299999999999983,0.3299999999999983,880475,1436640,363117,1073523,-542740
2018-11-25,20.212,20.47,20.03,0.4399999999999977,0.4399999999999977,20.414,20.57,20.25,0.3200000000000003,0.3200000000000003,19.916,20.08,19.77,0.3099999999999987,0.05999999999999872,20.322,20.57,20.09,0.4800000000000004,0.4800000000000004,979311,1263721,834104,429617,-44838
2018-12-02,19.95,20.54,19.58,0.9600000000000009,-0.9600000000000009,20.052500000000002,20.59,19.59,1.0,-1.0,19.385,19.77,19.12,0.6499999999999986,-0.6499999999999986,19.635,20.0,19.17,0.8299999999999983,-0.6699999999999982,2159553,2731867,1512185,1219682,235659
2018-12-09,18.946,19.26,18.74,0.5200000000000031,-0.5200000000000031,19.088,19.42,18.82,0.6000000000000014,-0.6000000000000014,18.608,18.93,17.91,1.0199999999999996,-1.0199999999999996,18.67,18.96,17.98,0.9800000000000004,-0.9800000000000004,1504078,2620105,845067,1775038,1453690
2018-12-16,17.464,18.11,16.66,1.4499999999999993,-1.3599999999999994,17.626,18.26,16.75,1.5100000000000016,-1.5,17.106,18.0,16.18,1.8200000000000003,-1.8200000000000003,17.174,18.09,16.2,1.8900000000000006,-1.8900000000000006,2023385,2859748,1031564,1828184,-966950
2018-12-23,16.4875,16.66,16.32,0.33999999999999986,0.16999999999999815,16.6875,16.87,16.56,0.3100000000000023,-0.3100000000000023,16.17,16.26,16.09,0.1700000000000017,0.08999999999999986,16.572499999999998,16.84,16.4,0.4400000000000013,-0.4400000000000013,2035961,2558207,1530163,1028044,353485
2018-12-30,16.34,16.62,16.16,0.46000000000000085,0.4400000000000013,16.6575,16.95,16.39,0.5599999999999987,0.5599999999999987,16.1925,16.5,15.91,0.5899999999999999,0.5899999999999999,16.447499999999998,16.78,16.2,0.5800000000000018,0.5600000000000023,1687620,2132488,1479167,653321,653321
2019-01-06,17.572,17.97,16.89,1.0799999999999983,1.0799999999999983,17.900000000000002,18.16,17.53,0.629999999999999,0.46999999999999886,17.442,17.89,16.85,1.0399999999999991,0.6899999999999977,17.73,18.07,17.38,0.6900000000000013,0.1999999999999993,1859141,3527136,1184249,2342887,-1614815
2019-01-13,17.9425,18.46,17.63,0.8300000000000018,0.8300000000000018,18.2075,18.51,17.77,0.740000000000002,0.740000000000002,17.85,18.22,17.5,0.7199999999999989,0.7199999999999989,18.125,18.42,17.68,0.740000000000002,0.6700000000000017,1318378,1667709,1027881,639828,-138010
2019-01-20,17.968,18.23,17.75,0.4800000000000004,-0.1999999999999993,18.186,18.45,17.91,0.5399999999999991,0.10999999999999943,17.8,18.03,17.61,0.4200000000000017,0.20000000000000284,18.034,18.39,17.76,0.629999999999999,0.4299999999999997,877599,1136103,529627,606476,64649
2019-01-27,18.496000000000002,18.66,18.26,0.3999999999999986,-0.17999999999999972,18.702,18.88,18.57,0.3099999999999987,-0.030000000000001137,18.330000000000002,18.46,18.11,0.3500000000000014,-0.120000000000001,18.512,18.58,18.35,0.22999999999999687,0.019999999999999574,1259415,1504723,979062,525661,-328410
2019-02-03,18.57,18.67,18.52,0.15000000000000213,-0.05000000000000071,18.732,18.79,18.64,0.14999999999999858,-0.0799999999999983,18.474,18.55,18.35,0.1999999999999993,-0.0400000000000027,18.602,18.66,18.48,0.17999999999999972,-0.030000000000001137,1585795,3446984,873294,2573690,4259
2019-02-10,18.8275,18.97,18.7,0.2699999999999996,0.2699999999999996,18.965,19.14,18.74,0.40000000000000213,0.40000000000000213,18.66,18.9,18.55,0.34999999999999787,0.34999999999999787,18.8975,19.11,18.68,0.4299999999999997,0.4299999999999997,1358004,1816270,973661,842609,-521049
2019-02-17,19.32,19.58,19.07,0.509999999999998,0.4299999999999997,19.502,19.75,19.18,0.5700000000000003,0.370000000000001,19.14,19.37,18.97,0.40000000000000213,0.05000000000000071,19.284,19.47,19.05,0.41999999999999815,0.029999999999997584,1826210,3003154,996974,2006180,474804
2019-02-24,18.692,19.12,18.32,0.8000000000000007,-0.8000000000000007,18.942,19.29,18.78,0.509999999999998,-0.46999999999999886,18.51,18.92,18.09,0.8300000000000018,-0.6000000000000014,18.642,18.94,18.32,0.620000000000001,-0.23000000000000043,2088142,3588289,1188276,2400013,2221348
2019-03-03,18.484,18.71,18.18,0.5300000000000011,-0.4299999999999997,18.574,18.85,18.19,0.6600000000000001,-0.5,18.264,18.58,17.95,0.629999999999999,-0.509999999999998,18.412,18.71,18.16,0.5500000000000007,-0.41000000000000014,2308534,3645125,1025712,2619413,2023224
2019-03-10,18.246000000000002,18.32,18.1,0.21999999999999886,-0.21999999999999886,18.384,18.52,18.29,0.23000000000000043,-0.14000000000000057,18.112,18.22,18.04,0.17999999999999972,-0.11999999999999744,18.216,18.3,18.06,0.240000000000002,-0.030000000000001137,1826531,3281766,1106181,2175585,-1284500
2019-03-17,17.994,18.28,17.62,0.6600000000000001,-0.6600000000000001,18.14,18.31,17.71,0.5999999999999979,-0.5999999999999979,17.754,18.03,17.38,0.6500000000000021,-0.6500000000000021,17.882,18.19,17.51,0.6799999999999997,-0.5499999999999972,1646303,1996355,1356146,640209,84276
2019-03-24,17.666,17.77,17.55,0.21999999999999886,0.05000000000000071,17.83,17.97,17.68,0.28999999999999915,0.09999999999999787,17.566,17.7,17.41,0.28999999999999915,0.05000000000000071,17.75,17.89,17.57,0.3200000000000003,0.10000000000000142,1227100,1565764,861417,704347,-446673
2019-03-31,18.172,18.5,17.91,0.5899999999999999,0.5899999999999999,18.298000000000002,18.62,17.94,0.6799999999999997,0.6799999999999997,18.026,18.28,17.68,0.6000000000000014,0.6000000000000014,18.274,18.6,17.91,0.6900000000000013,0.6900000000000013,1644012,2144326,1082842,1061484,341525
2019-04-07,18.451999999999998,18.58,18.31,0.2699999999999996,-0.129999999999999,18.564,18.61,18.52,0.08999999999999986,-0.07000000000000028,18.262,18.35,18.19,0.16000000000000014,0.0799999999999983,18.402,18.48,18.24,0.240000000000002,0.18000000000000327,1660685,3497460,833961,2663499,-1899586
