Date,Doubleline Opportunistic Credit_Open_average,Doubleline Opportunistic Credit_Open_max,Doubleline Opportunistic Credit_Open_min,Doubleline Opportunistic Credit_Open_volatility,Doubleline Opportunistic Credit_Open_change,Doubleline Opportunistic Credit_High_average,Doubleline Opportunistic Credit_High_max,Doubleline Opportunistic Credit_High_min,Doubleline Opportunistic Credit_High_volatility,Doubleline Opportunistic Credit_High_change,Doubleline Opportunistic Credit_Low_average,Doubleline Opportunistic Credit_Low_max,Doubleline Opportunistic Credit_Low_min,Doubleline Opportunistic Credit_Low_volatility,Doubleline Opportunistic Credit_Low_change,Doubleline Opportunistic Credit_Close_average,Doubleline Opportunistic Credit_Close_max,Doubleline Opportunistic Credit_Close_min,Doubleline Opportunistic Credit_Close_volatility,Doubleline Opportunistic Credit_Close_change
2018-08-05,20.62,20.62,20.62,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-08-12,20.69,20.69,20.69,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2018-08-19,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2018-08-26,20.99,20.99,20.99,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2018-09-02,20.72,20.72,20.72,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2018-09-09,20.92,20.92,20.92,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-09-16,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2018-09-23,20.53,20.53,20.53,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2018-09-30,19.81,19.81,19.81,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.81,19.81,19.81,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-10-07,19.8,19.8,19.8,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2018-10-14,19.47,19.47,19.47,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2018-10-21,19.41,19.41,19.41,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2018-10-28,19.44,19.44,19.44,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2018-11-04,19.64,19.64,19.64,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2018-11-11,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2018-11-18,19.22,19.22,19.22,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2018-11-25,19.43,19.43,19.43,0.0,0.0,19.5,19.5,19.5,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2018-12-02,18.78,18.78,18.78,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2018-12-09,18.34,18.34,18.34,0.0,0.0,18.35,18.35,18.35,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2018-12-16,18.77,18.77,18.77,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2018-12-23,18.92,18.92,18.92,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2018-12-30,19.33,19.33,19.33,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2019-01-06,19.36,19.36,19.36,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2019-01-13,19.24,19.24,19.24,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-01-20,19.21,19.21,19.21,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2019-01-27,19.48,19.48,19.48,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2019-02-03,19.44,19.44,19.44,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2019-02-10,19.68,19.68,19.68,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2019-02-17,19.52,19.52,19.52,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-02-24,19.56,19.56,19.56,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-03-03,19.7,19.7,19.7,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-03-10,19.66,19.66,19.66,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2019-03-17,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-03-24,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-03-31,19.93,19.93,19.93,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-04-07,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-04-14,19.76,19.76,19.76,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-04-21,20.11,20.11,20.11,0.0,0.0,20.14,20.14,20.14,0.0,0.0,19.84,19.84,19.84,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-04-28,20.24,20.24,20.24,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2019-05-05,20.08,20.08,20.08,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-05-12,20.34,20.34,20.34,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2019-05-19,20.56,20.56,20.56,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-05-26,20.53,20.53,20.53,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-06-02,20.62,20.62,20.62,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-06-09,20.55,20.55,20.55,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-06-16,20.71,20.71,20.71,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-06-23,20.84,20.84,20.84,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2019-06-30,20.67,20.67,20.67,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2019-07-07,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-07-14,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2019-07-21,20.37,20.37,20.37,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2019-07-28,20.51,20.51,20.51,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-08-04,20.48,20.48,20.48,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-08-11,20.28,20.28,20.28,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2019-08-18,20.59,20.59,20.59,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-08-25,20.88,20.88,20.88,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-09-01,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2019-09-08,20.52,20.52,20.52,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-09-15,20.51,20.51,20.51,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-09-22,20.62,20.62,20.62,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2019-09-29,20.83,20.83,20.83,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-10-06,20.66,20.66,20.66,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-10-13,20.62,20.62,20.62,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-10-20,20.45,20.45,20.45,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-10-27,20.75,20.75,20.75,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-11-03,20.63,20.63,20.63,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2019-11-10,20.65,20.65,20.65,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-11-17,20.54,20.54,20.54,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-11-24,20.62,20.62,20.62,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2019-12-01,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2019-12-08,20.34,20.34,20.34,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-12-15,20.38,20.38,20.38,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-12-22,20.6,20.6,20.6,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-12-29,20.56,20.56,20.56,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.68,20.68,20.68,0.0,0.0
