Date,AIStock_Open_average,AIStock_Open_max,AIStock_Open_min,AIStock_Open_volatility,AIStock_Open_change,AIStock_High_average,AIStock_High_max,AIStock_High_min,AIStock_High_volatility,AIStock_High_change,AIStock_Low_average,AIStock_Low_max,AIStock_Low_min,AIStock_Low_volatility,AIStock_Low_change,AIStock_Close_average,AIStock_Close_max,AIStock_Close_min,AIStock_Close_volatility,AIStock_Close_change,AIStock_Volume_average,AIStock_Volume_max,AIStock_Volume_min,AIStock_Volume_volatility,AIStock_Volume_change
2018-01-14,11.8325,11.94,11.74,0.1999999999999993,-0.1999999999999993,11.8675,11.99,11.77,0.22000000000000064,-0.22000000000000064,11.69,11.78,11.61,0.16999999999999993,-0.1399999999999988,11.7975,11.86,11.72,0.1399999999999988,-0.07000000000000028,401589,458729,333205,125524,-125524
2018-01-21,11.622,11.75,11.33,0.41999999999999993,-0.41999999999999993,11.654,11.78,11.36,0.41999999999999993,-0.41999999999999993,11.469999999999999,11.69,11.12,0.5700000000000003,-0.5700000000000003,11.508000000000001,11.73,11.17,0.5600000000000005,-0.5600000000000005,523501,840614,348959,491655,229690
2018-01-28,10.764,11.17,10.5,0.6699999999999999,-0.6400000000000006,10.872,11.17,10.6,0.5700000000000003,-0.5700000000000003,10.536,10.75,10.31,0.4399999999999995,-0.4399999999999995,10.629999999999999,10.84,10.43,0.41000000000000014,-0.41000000000000014,683313,957352,423187,534165,22378
2018-02-04,10.542,10.95,9.9,1.049999999999999,0.7200000000000006,10.704,11.0,10.29,0.7100000000000009,0.6099999999999994,10.304,10.65,9.9,0.75,0.4900000000000002,10.468,10.8,10.05,0.75,0.5099999999999998,1060275,1265667,761589,504078,-51534
2018-02-11,10.872,11.26,10.54,0.7200000000000006,0.7200000000000006,11.09,11.47,10.73,0.7400000000000002,0.7400000000000002,10.8,11.25,10.43,0.8200000000000003,0.8200000000000003,11.042,11.42,10.68,0.7400000000000002,0.7400000000000002,681255,805932,552596,253336,-189645
2018-02-18,11.3,11.4,11.24,0.16000000000000014,-0.16000000000000014,11.3925,11.47,11.31,0.16000000000000014,-0.120000000000001,11.2,11.24,11.15,0.08999999999999986,0.08999999999999986,11.26,11.32,11.21,0.10999999999999943,0.08999999999999986,481891,698552,335346,363206,-347004
2018-02-25,11.062000000000001,11.38,10.8,0.5800000000000001,-0.5499999999999989,11.174,11.42,10.92,0.5,-0.33999999999999986,10.904,11.31,10.71,0.5999999999999996,-0.5999999999999996,11.02,11.38,10.82,0.5600000000000005,-0.3200000000000003,446242,541864,294557,247307,131254
2018-03-04,11.362,11.69,11.0,0.6899999999999995,0.6899999999999995,11.518,11.78,11.27,0.5099999999999998,0.5099999999999998,11.276,11.52,11.0,0.5199999999999996,0.5199999999999996,11.466,11.63,11.24,0.39000000000000057,0.3699999999999992,518879,588009,406172,181837,58269
2018-03-11,11.736,11.87,11.6,0.2699999999999996,0.08000000000000007,11.884,11.92,11.83,0.08999999999999986,0.07000000000000028,11.664,11.81,11.57,0.2400000000000002,0.019999999999999574,11.738,11.81,11.59,0.22000000000000064,0.08000000000000007,480055,705572,353368,352204,271911
2018-03-18,11.662,11.79,11.57,0.21999999999999886,-0.15999999999999837,11.752,11.88,11.67,0.21000000000000085,-0.19000000000000128,11.528,11.55,11.5,0.05000000000000071,-0.02999999999999936,11.596,11.69,11.5,0.1899999999999995,-0.1899999999999995,524376,680895,368792,312103,-213214
2018-03-25,11.315,11.66,10.8,0.8599999999999994,-0.8199999999999985,11.4575,11.79,11.17,0.6199999999999992,-0.5099999999999998,11.165,11.56,10.75,0.8100000000000005,-0.7300000000000004,11.3475,11.73,10.96,0.7699999999999996,-0.620000000000001,920891,1142656,760568,382088,75698
2018-04-01,11.106,11.29,10.95,0.33999999999999986,0.25,11.266,11.5,11.12,0.3800000000000008,0.3800000000000008,11.032,11.29,10.81,0.47999999999999865,0.47999999999999865,11.188,11.35,10.93,0.41999999999999993,0.41999999999999993,491292,643913,358723,285190,61436
2018-04-08,11.322,11.4,11.25,0.15000000000000036,-0.14000000000000057,11.363999999999999,11.43,11.26,0.16999999999999993,-0.16999999999999993,11.214,11.3,11.14,0.16000000000000014,-0.16000000000000014,11.25,11.3,11.15,0.15000000000000036,-0.15000000000000036,504171,551950,418650,133300,98649
2018-04-15,11.219999999999999,11.28,11.17,0.10999999999999943,0.009999999999999787,11.282,11.38,11.2,0.1800000000000015,0.030000000000001137,11.16,11.24,11.11,0.13000000000000078,0.02000000000000135,11.214,11.28,11.16,0.11999999999999922,-0.019999999999999574,344255,497474,286673,210801,188983
2018-04-22,11.184,11.34,11.12,0.22000000000000064,0.17999999999999972,11.31,11.53,11.16,0.3699999999999992,0.25,11.13,11.34,11.04,0.3000000000000007,0.2699999999999996,11.252,11.48,11.13,0.34999999999999964,0.34999999999999964,487884,611158,343134,268024,170082
2018-04-29,11.318,11.5,11.07,0.4299999999999997,-0.4299999999999997,11.4,11.52,11.31,0.20999999999999908,-0.20999999999999908,11.174,11.43,11.0,0.4299999999999997,-0.35999999999999943,11.306,11.44,11.23,0.20999999999999908,-0.16999999999999993,700162,1035502,454960,580542,313367
2018-05-06,11.09,11.25,10.91,0.33999999999999986,-0.25,11.198,11.44,11.05,0.3899999999999988,-0.3899999999999988,11.004,11.21,10.9,0.3100000000000005,-0.27000000000000135,11.04,11.27,10.9,0.3699999999999992,-0.3200000000000003,760201,891580,499454,392126,-282406
2018-05-13,10.952,10.98,10.92,0.0600000000000005,-0.009999999999999787,11.043999999999999,11.11,11.01,0.09999999999999964,0.09999999999999964,10.9,10.92,10.88,0.03999999999999915,-0.019999999999999574,10.978,11.1,10.94,0.16000000000000014,0.16000000000000014,500441,580931,396826,184105,184105
2018-05-20,11.236,11.3,11.12,0.1800000000000015,0.13000000000000078,11.308,11.34,11.26,0.08000000000000007,0.019999999999999574,11.176,11.22,11.05,0.16999999999999993,0.129999999999999,11.27,11.3,11.25,0.05000000000000071,-0.009999999999999787,382865,526896,287011,239885,-214105
2018-05-27,11.3875,11.52,11.21,0.3099999999999987,0.28999999999999915,11.4925,11.55,11.35,0.20000000000000107,0.20000000000000107,11.3225,11.41,11.18,0.23000000000000043,0.23000000000000043,11.442499999999999,11.55,11.27,0.28000000000000114,0.28000000000000114,500470,601554,424422,177132,-62706
2018-06-03,11.556000000000001,11.75,11.47,0.27999999999999936,-0.08000000000000007,11.654,11.79,11.53,0.2599999999999998,-0.2599999999999998,11.414,11.55,11.22,0.33000000000000007,-0.33000000000000007,11.502,11.77,11.23,0.5399999999999991,-0.5399999999999991,759671,941785,575311,366474,2902
2018-06-10,11.168,11.3,10.94,0.3600000000000012,-0.2900000000000009,11.28,11.45,11.16,0.28999999999999915,-0.07000000000000028,11.066,11.27,10.76,0.5099999999999998,-0.2699999999999996,11.166,11.32,10.9,0.41999999999999993,-0.2599999999999998,1066463,2345941,549725,1796216,1325840
2018-06-17,10.790000000000001,10.98,10.58,0.40000000000000036,0.21000000000000085,10.894,10.98,10.74,0.2400000000000002,0.09999999999999964,10.666,10.81,10.5,0.3100000000000005,0.1399999999999988,10.824,10.95,10.64,0.3099999999999987,0.29999999999999893,980745,1543787,602838,940949,-370332
2018-06-24,10.722,11.0,10.3,0.6999999999999993,-0.5199999999999996,10.764000000000001,11.0,10.43,0.5700000000000003,-0.5400000000000009,10.542,10.8,10.21,0.5899999999999999,-0.5,10.648,10.95,10.31,0.6399999999999988,-0.5899999999999999,753324,1021948,537587,484361,-197113
2018-07-01,10.36,10.41,10.26,0.15000000000000036,0.10999999999999943,10.467500000000001,10.55,10.4,0.15000000000000036,0.15000000000000036,10.315,10.37,10.2,0.16999999999999993,0.16999999999999993,10.3975,10.46,10.37,0.09000000000000163,0.07000000000000028,564832,728429,434838,293591,-108709
