Date,Vanguard FTSE Emerging Markets_Open_average,Vanguard FTSE Emerging Markets_Open_max,Vanguard FTSE Emerging Markets_Open_min,Vanguard FTSE Emerging Markets_Open_volatility,Vanguard FTSE Emerging Markets_Open_change,Vanguard FTSE Emerging Markets_High_average,Vanguard FTSE Emerging Markets_High_max,Vanguard FTSE Emerging Markets_High_min,Vanguard FTSE Emerging Markets_High_volatility,Vanguard FTSE Emerging Markets_High_change,Vanguard FTSE Emerging Markets_Low_average,Vanguard FTSE Emerging Markets_Low_max,Vanguard FTSE Emerging Markets_Low_min,Vanguard FTSE Emerging Markets_Low_volatility,Vanguard FTSE Emerging Markets_Low_change,Vanguard FTSE Emerging Markets_Close_average,Vanguard FTSE Emerging Markets_Close_max,Vanguard FTSE Emerging Markets_Close_min,Vanguard FTSE Emerging Markets_Close_volatility,Vanguard FTSE Emerging Markets_Close_change
2018-01-14,49.55,49.55,49.55,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-01-21,50.28,50.28,50.28,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-01-28,48.21,48.21,48.21,0.0,0.0,48.63,48.63,48.63,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2018-02-04,46.19,46.19,46.19,0.0,0.0,46.6,46.6,46.6,0.0,0.0,45.81,45.81,45.81,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-02-11,48.06,48.06,48.06,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-02-18,48.77,48.77,48.77,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.54,48.54,48.54,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2018-02-25,46.84,46.84,46.84,0.0,0.0,47.55,47.55,47.55,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2018-03-04,48.52,48.52,48.52,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2018-03-11,47.62,47.62,47.62,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-03-18,46.84,46.84,46.84,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.35,46.35,46.35,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2018-03-25,46.74,46.74,46.74,0.0,0.0,46.96,46.96,46.96,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2018-04-01,46.4,46.4,46.4,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2018-04-08,46.46,46.46,46.46,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2018-04-15,46.04,46.04,46.04,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2018-04-22,46.14,46.14,46.14,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2018-04-29,44.96,44.96,44.96,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2018-05-06,46.45,46.45,46.45,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2018-05-13,45.29,45.29,45.29,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-05-20,45.03,45.03,45.03,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2018-05-27,45.46,45.46,45.46,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-06-03,45.11,45.11,45.11,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2018-06-10,43.6,43.6,43.6,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2018-06-17,42.35,42.35,42.35,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.79,41.79,41.79,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2018-06-24,41.57,41.57,41.57,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2018-07-01,42.84,42.84,42.84,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.64,42.64,42.64,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2018-07-08,42.58,42.58,42.58,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2018-07-15,42.8,42.8,42.8,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2018-07-22,43.83,43.83,43.83,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2018-07-29,43.03,43.03,43.03,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2018-08-05,41.91,41.91,41.91,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2018-08-12,41.4,41.4,41.4,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-08-19,42.65,42.65,42.65,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2018-08-26,41.73,41.73,41.73,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.65,41.65,41.65,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2018-09-02,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2018-09-09,40.42,40.42,40.42,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2018-09-16,41.35,41.35,41.35,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2018-09-23,41.23,41.23,41.23,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2018-09-30,38.98,38.98,38.98,0.0,0.0,39.36,39.36,39.36,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2018-10-07,38.42,38.42,38.42,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2018-10-14,38.65,38.65,38.65,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.49,38.49,38.49,0.0,0.0
