Date,iShares National AMT-Free Muni Bond_Open_average,iShares National AMT-Free Muni Bond_Open_max,iShares National AMT-Free Muni Bond_Open_min,iShares National AMT-Free Muni Bond_Open_volatility,iShares National AMT-Free Muni Bond_Open_change,iShares National AMT-Free Muni Bond_High_average,iShares National AMT-Free Muni Bond_High_max,iShares National AMT-Free Muni Bond_High_min,iShares National AMT-Free Muni Bond_High_volatility,iShares National AMT-Free Muni Bond_High_change,iShares National AMT-Free Muni Bond_Low_average,iShares National AMT-Free Muni Bond_Low_max,iShares National AMT-Free Muni Bond_Low_min,iShares National AMT-Free Muni Bond_Low_volatility,iShares National AMT-Free Muni Bond_Low_change,iShares National AMT-Free Muni Bond_Close_average,iShares National AMT-Free Muni Bond_Close_max,iShares National AMT-Free Muni Bond_Close_min,iShares National AMT-Free Muni Bond_Close_volatility,iShares National AMT-Free Muni Bond_Close_change
2018-01-14,110.08,110.08,110.08,0.0,0.0,110.16,110.16,110.16,0.0,0.0,109.95,109.95,109.95,0.0,0.0,110.02,110.02,110.02,0.0,0.0
2018-01-21,109.6,109.6,109.6,0.0,0.0,109.61,109.61,109.61,0.0,0.0,109.38,109.38,109.38,0.0,0.0,109.42,109.42,109.42,0.0,0.0
2018-01-28,108.64,108.64,108.64,0.0,0.0,108.97,108.97,108.97,0.0,0.0,108.4,108.4,108.4,0.0,0.0,108.58,108.58,108.58,0.0,0.0
2018-02-04,108.52,108.52,108.52,0.0,0.0,108.66,108.66,108.66,0.0,0.0,108.47,108.47,108.47,0.0,0.0,108.65,108.65,108.65,0.0,0.0
2018-02-11,108.62,108.62,108.62,0.0,0.0,108.66,108.66,108.66,0.0,0.0,108.49,108.49,108.49,0.0,0.0,108.63,108.63,108.63,0.0,0.0
2018-02-18,108.74,108.74,108.74,0.0,0.0,108.74,108.74,108.74,0.0,0.0,108.5,108.5,108.5,0.0,0.0,108.52,108.52,108.52,0.0,0.0
2018-02-25,108.58,108.58,108.58,0.0,0.0,108.59,108.59,108.59,0.0,0.0,108.29,108.29,108.29,0.0,0.0,108.41,108.41,108.41,0.0,0.0
2018-03-04,108.34,108.34,108.34,0.0,0.0,108.43,108.43,108.43,0.0,0.0,108.21,108.21,108.21,0.0,0.0,108.23,108.23,108.23,0.0,0.0
2018-03-11,108.41,108.41,108.41,0.0,0.0,108.6,108.6,108.6,0.0,0.0,108.36,108.36,108.36,0.0,0.0,108.48,108.48,108.48,0.0,0.0
2018-03-18,108.45,108.45,108.45,0.0,0.0,108.59,108.59,108.59,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.5,108.5,108.5,0.0,0.0
2018-03-25,108.46,108.46,108.46,0.0,0.0,108.68,108.68,108.68,0.0,0.0,108.44,108.44,108.44,0.0,0.0,108.65,108.65,108.65,0.0,0.0
2018-04-01,108.43,108.43,108.43,0.0,0.0,108.5,108.5,108.5,0.0,0.0,108.35,108.35,108.35,0.0,0.0,108.5,108.5,108.5,0.0,0.0
2018-04-08,108.39,108.39,108.39,0.0,0.0,108.52,108.52,108.52,0.0,0.0,108.39,108.39,108.39,0.0,0.0,108.4,108.4,108.4,0.0,0.0
2018-04-15,108.17,108.17,108.17,0.0,0.0,108.2,108.2,108.2,0.0,0.0,108.02,108.02,108.02,0.0,0.0,108.07,108.07,108.07,0.0,0.0
2018-04-22,107.98,107.98,107.98,0.0,0.0,108.02,108.02,108.02,0.0,0.0,107.86,107.86,107.86,0.0,0.0,107.97,107.97,107.97,0.0,0.0
2018-04-29,108.29,108.29,108.29,0.0,0.0,108.34,108.34,108.34,0.0,0.0,108.24,108.24,108.24,0.0,0.0,108.27,108.27,108.27,0.0,0.0
2018-05-06,108.49,108.49,108.49,0.0,0.0,108.54,108.54,108.54,0.0,0.0,108.44,108.44,108.44,0.0,0.0,108.5,108.5,108.5,0.0,0.0
2018-05-13,108.22,108.22,108.22,0.0,0.0,108.3,108.3,108.3,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.29,108.29,108.29,0.0,0.0
2018-05-20,108.83,108.83,108.83,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.77,108.77,108.77,0.0,0.0,108.85,108.85,108.85,0.0,0.0
2018-05-27,108.76,108.76,108.76,0.0,0.0,108.76,108.76,108.76,0.0,0.0,108.62,108.62,108.62,0.0,0.0,108.65,108.65,108.65,0.0,0.0
2018-06-03,108.72,108.72,108.72,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.69,108.69,108.69,0.0,0.0,108.76,108.76,108.76,0.0,0.0
2018-06-10,108.82,108.82,108.82,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.82,108.82,108.82,0.0,0.0
2018-06-17,108.91,108.91,108.91,0.0,0.0,109.01,109.01,109.01,0.0,0.0,108.9,108.9,108.9,0.0,0.0,108.95,108.95,108.95,0.0,0.0
2018-06-24,108.81,108.81,108.81,0.0,0.0,108.83,108.83,108.83,0.0,0.0,108.71,108.71,108.71,0.0,0.0,108.77,108.77,108.77,0.0,0.0
2018-07-01,108.93,108.93,108.93,0.0,0.0,108.96,108.96,108.96,0.0,0.0,108.89,108.89,108.89,0.0,0.0,108.93,108.93,108.93,0.0,0.0
2018-07-08,109.15,109.15,109.15,0.0,0.0,109.19,109.19,109.19,0.0,0.0,109.13,109.13,109.13,0.0,0.0,109.19,109.19,109.19,0.0,0.0
2018-07-15,109.23,109.23,109.23,0.0,0.0,109.23,109.23,109.23,0.0,0.0,109.02,109.02,109.02,0.0,0.0,109.04,109.04,109.04,0.0,0.0
2018-07-22,108.89,108.89,108.89,0.0,0.0,108.96,108.96,108.96,0.0,0.0,108.72,108.72,108.72,0.0,0.0,108.91,108.91,108.91,0.0,0.0
2018-07-29,108.7,108.7,108.7,0.0,0.0,108.77,108.77,108.77,0.0,0.0,108.67,108.67,108.67,0.0,0.0,108.76,108.76,108.76,0.0,0.0
2018-08-05,108.82,108.82,108.82,0.0,0.0,108.87,108.87,108.87,0.0,0.0,108.77,108.77,108.77,0.0,0.0,108.84,108.84,108.84,0.0,0.0
2018-08-12,109.08,109.08,109.08,0.0,0.0,109.09,109.09,109.09,0.0,0.0,108.97,108.97,108.97,0.0,0.0,109.04,109.04,109.04,0.0,0.0
2018-08-19,109.01,109.01,109.01,0.0,0.0,109.01,109.01,109.01,0.0,0.0,108.91,108.91,108.91,0.0,0.0,108.98,108.98,108.98,0.0,0.0
2018-08-26,109.02,109.02,109.02,0.0,0.0,109.03,109.03,109.03,0.0,0.0,108.91,108.91,108.91,0.0,0.0,108.91,108.91,108.91,0.0,0.0
2018-09-02,108.23,108.23,108.23,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.22,108.22,108.22,0.0,0.0,108.24,108.24,108.24,0.0,0.0
2018-09-09,108.06,108.06,108.06,0.0,0.0,108.17,108.17,108.17,0.0,0.0,107.99,107.99,107.99,0.0,0.0,108.03,108.03,108.03,0.0,0.0
2018-09-16,107.73,107.73,107.73,0.0,0.0,107.82,107.82,107.82,0.0,0.0,107.73,107.73,107.73,0.0,0.0,107.77,107.77,107.77,0.0,0.0
2018-09-23,107.66,107.66,107.66,0.0,0.0,107.74,107.74,107.74,0.0,0.0,107.66,107.66,107.66,0.0,0.0,107.67,107.67,107.67,0.0,0.0
2018-09-30,107.22,107.22,107.22,0.0,0.0,107.23,107.23,107.23,0.0,0.0,107.04,107.04,107.04,0.0,0.0,107.05,107.05,107.05,0.0,0.0
2018-10-07,106.93,106.93,106.93,0.0,0.0,106.99,106.99,106.99,0.0,0.0,106.9,106.9,106.9,0.0,0.0,106.95,106.95,106.95,0.0,0.0
2018-10-14,107.03,107.03,107.03,0.0,0.0,107.08,107.08,107.08,0.0,0.0,106.99,106.99,106.99,0.0,0.0,106.99,106.99,106.99,0.0,0.0
2018-10-21,107.3,107.3,107.3,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.25,107.25,107.25,0.0,0.0,107.4,107.4,107.4,0.0,0.0
2018-10-28,106.62,106.62,106.62,0.0,0.0,106.64,106.64,106.64,0.0,0.0,106.5,106.5,106.5,0.0,0.0,106.57,106.57,106.57,0.0,0.0
2018-11-04,106.9,106.9,106.9,0.0,0.0,107.09,107.09,107.09,0.0,0.0,106.9,106.9,106.9,0.0,0.0,107.01,107.01,107.01,0.0,0.0
2018-11-11,107.3,107.3,107.3,0.0,0.0,107.43,107.43,107.43,0.0,0.0,107.3,107.3,107.3,0.0,0.0,107.37,107.37,107.37,0.0,0.0
2018-11-18,107.53,107.53,107.53,0.0,0.0,107.54,107.54,107.54,0.0,0.0,107.45,107.45,107.45,0.0,0.0,107.54,107.54,107.54,0.0,0.0
2018-11-25,107.8,107.8,107.8,0.0,0.0,107.87,107.87,107.87,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.86,107.86,107.86,0.0,0.0
2018-12-02,108.46,108.46,108.46,0.0,0.0,108.65,108.65,108.65,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.57,108.57,108.57,0.0,0.0
2018-12-09,108.34,108.34,108.34,0.0,0.0,108.44,108.44,108.44,0.0,0.0,108.33,108.33,108.33,0.0,0.0,108.42,108.42,108.42,0.0,0.0
2018-12-16,108.73,108.73,108.73,0.0,0.0,108.88,108.88,108.88,0.0,0.0,108.69,108.69,108.69,0.0,0.0,108.88,108.88,108.88,0.0,0.0
2018-12-23,108.98,108.98,108.98,0.0,0.0,109.04,109.04,109.04,0.0,0.0,108.91,108.91,108.91,0.0,0.0,109.04,109.04,109.04,0.0,0.0
2018-12-30,109.25,109.25,109.25,0.0,0.0,109.31,109.31,109.31,0.0,0.0,109.02,109.02,109.02,0.0,0.0,109.02,109.02,109.02,0.0,0.0
2019-01-06,109.09,109.09,109.09,0.0,0.0,109.17,109.17,109.17,0.0,0.0,108.98,108.98,108.98,0.0,0.0,109.01,109.01,109.01,0.0,0.0
2019-01-13,109.18,109.18,109.18,0.0,0.0,109.18,109.18,109.18,0.0,0.0,108.92,108.92,108.92,0.0,0.0,108.97,108.97,108.97,0.0,0.0
2019-01-20,109.05,109.05,109.05,0.0,0.0,109.06,109.06,109.06,0.0,0.0,108.95,108.95,108.95,0.0,0.0,108.97,108.97,108.97,0.0,0.0
2019-01-27,109.11,109.11,109.11,0.0,0.0,109.15,109.15,109.15,0.0,0.0,109.03,109.03,109.03,0.0,0.0,109.1,109.1,109.1,0.0,0.0
2019-02-03,109.48,109.48,109.48,0.0,0.0,109.59,109.59,109.59,0.0,0.0,109.45,109.45,109.45,0.0,0.0,109.51,109.51,109.51,0.0,0.0
2019-02-10,109.56,109.56,109.56,0.0,0.0,109.67,109.67,109.67,0.0,0.0,109.56,109.56,109.56,0.0,0.0,109.62,109.62,109.62,0.0,0.0
2019-02-17,109.68,109.68,109.68,0.0,0.0,109.8,109.8,109.8,0.0,0.0,109.67,109.67,109.67,0.0,0.0,109.77,109.77,109.77,0.0,0.0
2019-02-24,109.64,109.64,109.64,0.0,0.0,109.67,109.67,109.67,0.0,0.0,109.58,109.58,109.58,0.0,0.0,109.66,109.66,109.66,0.0,0.0
2019-03-03,110.06,110.06,110.06,0.0,0.0,110.07,110.07,110.07,0.0,0.0,109.98,109.98,109.98,0.0,0.0,110.01,110.01,110.01,0.0,0.0
2019-03-10,110.17,110.17,110.17,0.0,0.0,110.2,110.2,110.2,0.0,0.0,110.15,110.15,110.15,0.0,0.0,110.17,110.17,110.17,0.0,0.0
2019-03-17,110.88,110.88,110.88,0.0,0.0,111.18,111.18,111.18,0.0,0.0,110.85,110.85,110.85,0.0,0.0,111.08,111.08,111.08,0.0,0.0
2019-03-24,110.81,110.81,110.81,0.0,0.0,110.81,110.81,110.81,0.0,0.0,110.61,110.61,110.61,0.0,0.0,110.75,110.75,110.75,0.0,0.0
2019-03-31,110.71,110.71,110.71,0.0,0.0,110.8,110.8,110.8,0.0,0.0,110.67,110.67,110.67,0.0,0.0,110.67,110.67,110.67,0.0,0.0
2019-04-07,110.77,110.77,110.77,0.0,0.0,110.85,110.85,110.85,0.0,0.0,110.74,110.74,110.74,0.0,0.0,110.82,110.82,110.82,0.0,0.0
2019-04-14,110.81,110.81,110.81,0.0,0.0,110.92,110.92,110.92,0.0,0.0,110.8,110.8,110.8,0.0,0.0,110.9,110.9,110.9,0.0,0.0
2019-04-21,111.38,111.38,111.38,0.0,0.0,111.46,111.46,111.46,0.0,0.0,111.36,111.36,111.36,0.0,0.0,111.45,111.45,111.45,0.0,0.0
2019-04-28,111.63,111.63,111.63,0.0,0.0,111.69,111.69,111.69,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.6,111.6,111.6,0.0,0.0
2019-05-05,112.15,112.15,112.15,0.0,0.0,112.2,112.2,112.2,0.0,0.0,112.03,112.03,112.03,0.0,0.0,112.15,112.15,112.15,0.0,0.0
2019-05-12,112.44,112.44,112.44,0.0,0.0,112.44,112.44,112.44,0.0,0.0,112.35,112.35,112.35,0.0,0.0,112.39,112.39,112.39,0.0,0.0
2019-05-19,112.45,112.45,112.45,0.0,0.0,112.52,112.52,112.52,0.0,0.0,112.42,112.42,112.42,0.0,0.0,112.5,112.5,112.5,0.0,0.0
2019-05-26,112.73,112.73,112.73,0.0,0.0,112.88,112.88,112.88,0.0,0.0,112.71,112.71,112.71,0.0,0.0,112.85,112.85,112.85,0.0,0.0
2019-06-02,112.76,112.76,112.76,0.0,0.0,112.81,112.81,112.81,0.0,0.0,112.69,112.69,112.69,0.0,0.0,112.73,112.73,112.73,0.0,0.0
2019-06-09,112.72,112.72,112.72,0.0,0.0,112.78,112.78,112.78,0.0,0.0,112.66,112.66,112.66,0.0,0.0,112.73,112.73,112.73,0.0,0.0
2019-06-16,112.99,112.99,112.99,0.0,0.0,113.03,113.03,113.03,0.0,0.0,112.96,112.96,112.96,0.0,0.0,112.98,112.98,112.98,0.0,0.0
2019-06-23,112.8,112.8,112.8,0.0,0.0,112.85,112.85,112.85,0.0,0.0,112.68,112.68,112.68,0.0,0.0,112.74,112.74,112.74,0.0,0.0
2019-06-30,112.96,112.96,112.96,0.0,0.0,113.05,113.05,113.05,0.0,0.0,112.94,112.94,112.94,0.0,0.0,113.01,113.01,113.01,0.0,0.0
2019-07-07,113.29,113.29,113.29,0.0,0.0,113.36,113.36,113.36,0.0,0.0,113.27,113.27,113.27,0.0,0.0,113.29,113.29,113.29,0.0,0.0
2019-07-14,113.44,113.44,113.44,0.0,0.0,113.48,113.48,113.48,0.0,0.0,113.41,113.41,113.41,0.0,0.0,113.44,113.44,113.44,0.0,0.0
2019-07-21,113.62,113.62,113.62,0.0,0.0,113.62,113.62,113.62,0.0,0.0,113.52,113.52,113.52,0.0,0.0,113.53,113.53,113.53,0.0,0.0
2019-07-28,114.13,114.13,114.13,0.0,0.0,114.3,114.3,114.3,0.0,0.0,114.13,114.13,114.13,0.0,0.0,114.2,114.2,114.2,0.0,0.0
2019-08-04,114.77,114.77,114.77,0.0,0.0,114.96,114.96,114.96,0.0,0.0,114.76,114.76,114.76,0.0,0.0,114.94,114.94,114.94,0.0,0.0
2019-08-11,115.05,115.05,115.05,0.0,0.0,115.17,115.17,115.17,0.0,0.0,115.0,115.0,115.0,0.0,0.0,115.13,115.13,115.13,0.0,0.0
2019-08-18,115.13,115.13,115.13,0.0,0.0,115.17,115.17,115.17,0.0,0.0,115.01,115.01,115.01,0.0,0.0,115.07,115.07,115.07,0.0,0.0
