Date,iShares National AMT-Free Muni Bond_Open_average,iShares National AMT-Free Muni Bond_Open_max,iShares National AMT-Free Muni Bond_Open_min,iShares National AMT-Free Muni Bond_Open_volatility,iShares National AMT-Free Muni Bond_Open_change,iShares National AMT-Free Muni Bond_High_average,iShares National AMT-Free Muni Bond_High_max,iShares National AMT-Free Muni Bond_High_min,iShares National AMT-Free Muni Bond_High_volatility,iShares National AMT-Free Muni Bond_High_change,iShares National AMT-Free Muni Bond_Low_average,iShares National AMT-Free Muni Bond_Low_max,iShares National AMT-Free Muni Bond_Low_min,iShares National AMT-Free Muni Bond_Low_volatility,iShares National AMT-Free Muni Bond_Low_change,iShares National AMT-Free Muni Bond_Close_average,iShares National AMT-Free Muni Bond_Close_max,iShares National AMT-Free Muni Bond_Close_min,iShares National AMT-Free Muni Bond_Close_volatility,iShares National AMT-Free Muni Bond_Close_change
2019-08-25,115.22,115.22,115.22,0.0,0.0,115.28,115.28,115.28,0.0,0.0,115.16,115.16,115.16,0.0,0.0,115.2,115.2,115.2,0.0,0.0
2019-09-01,114.44,114.44,114.44,0.0,0.0,114.45,114.45,114.45,0.0,0.0,114.34,114.34,114.34,0.0,0.0,114.41,114.41,114.41,0.0,0.0
2019-09-08,113.43,113.43,113.43,0.0,0.0,113.45,113.45,113.45,0.0,0.0,113.15,113.15,113.15,0.0,0.0,113.19,113.19,113.19,0.0,0.0
2019-09-15,114.12,114.12,114.12,0.0,0.0,114.27,114.27,114.27,0.0,0.0,114.06,114.06,114.06,0.0,0.0,114.1,114.1,114.1,0.0,0.0
2019-09-22,114.06,114.06,114.06,0.0,0.0,114.15,114.15,114.15,0.0,0.0,114.01,114.01,114.01,0.0,0.0,114.1,114.1,114.1,0.0,0.0
2019-09-29,114.32,114.32,114.32,0.0,0.0,114.38,114.38,114.38,0.0,0.0,114.26,114.26,114.26,0.0,0.0,114.28,114.28,114.28,0.0,0.0
2019-10-06,114.16,114.16,114.16,0.0,0.0,114.27,114.27,114.27,0.0,0.0,114.13,114.13,114.13,0.0,0.0,114.26,114.26,114.26,0.0,0.0
2019-10-13,113.81,113.81,113.81,0.0,0.0,113.84,113.84,113.84,0.0,0.0,113.7,113.7,113.7,0.0,0.0,113.71,113.71,113.71,0.0,0.0
2019-10-20,113.75,113.75,113.75,0.0,0.0,113.75,113.75,113.75,0.0,0.0,113.58,113.58,113.58,0.0,0.0,113.73,113.73,113.73,0.0,0.0
2019-10-27,113.87,113.87,113.87,0.0,0.0,113.87,113.87,113.87,0.0,0.0,113.77,113.77,113.77,0.0,0.0,113.83,113.83,113.83,0.0,0.0
2019-11-03,113.26,113.26,113.26,0.0,0.0,113.3,113.3,113.3,0.0,0.0,113.22,113.22,113.22,0.0,0.0,113.25,113.25,113.25,0.0,0.0
2019-11-10,113.62,113.62,113.62,0.0,0.0,113.67,113.67,113.67,0.0,0.0,113.57,113.57,113.57,0.0,0.0,113.62,113.62,113.62,0.0,0.0
2019-11-17,113.93,113.93,113.93,0.0,0.0,113.98,113.98,113.98,0.0,0.0,113.89,113.89,113.89,0.0,0.0,113.94,113.94,113.94,0.0,0.0
2019-11-24,113.73,113.73,113.73,0.0,0.0,113.76,113.76,113.76,0.0,0.0,113.62,113.62,113.62,0.0,0.0,113.64,113.64,113.64,0.0,0.0
2019-12-01,114.03,114.03,114.03,0.0,0.0,114.03,114.03,114.03,0.0,0.0,113.94,113.94,113.94,0.0,0.0,113.97,113.97,113.97,0.0,0.0
2019-12-08,114.11,114.11,114.11,0.0,0.0,114.11,114.11,114.11,0.0,0.0,114.01,114.01,114.01,0.0,0.0,114.01,114.01,114.01,0.0,0.0
2019-12-15,113.78,113.78,113.78,0.0,0.0,113.84,113.84,113.84,0.0,0.0,113.73,113.73,113.73,0.0,0.0,113.79,113.79,113.79,0.0,0.0
2019-12-22,113.92,113.92,113.92,0.0,0.0,114.03,114.03,114.03,0.0,0.0,113.9,113.9,113.9,0.0,0.0,114.0,114.0,114.0,0.0,0.0
2019-12-29,114.31,114.31,114.31,0.0,0.0,114.48,114.48,114.48,0.0,0.0,114.29,114.29,114.29,0.0,0.0,114.42,114.42,114.42,0.0,0.0
