Date,NC_stock_Open_average,NC_stock_Open_max,NC_stock_Open_min,NC_stock_Open_volatility,NC_stock_Open_change,NC_stock_High_average,NC_stock_High_max,NC_stock_High_min,NC_stock_High_volatility,NC_stock_High_change,NC_stock_Low_average,NC_stock_Low_max,NC_stock_Low_min,NC_stock_Low_volatility,NC_stock_Low_change,NC_stock_Close_average,NC_stock_Close_max,NC_stock_Close_min,NC_stock_Close_volatility,NC_stock_Close_change,NC_stock_Volume_average,NC_stock_Volume_max,NC_stock_Volume_min,NC_stock_Volume_volatility,NC_stock_Volume_change
2018-01-14,41.475,41.8,41.1,0.6999999999999957,0.19999999999999574,42.075,42.45,41.4,1.0500000000000043,0.20000000000000284,40.545,41.45,39.8,1.6500000000000057,1.6200000000000045,41.55,42.0,40.85,1.1499999999999986,1.1499999999999986,38114,59490,23395,36095,27170
2018-01-21,43.55,44.7,41.8,2.9000000000000057,2.9000000000000057,44.87,45.9,44.2,1.6999999999999957,-0.09999999999999432,42.93,43.45,41.4,2.0500000000000043,1.9500000000000028,43.96,44.6,43.2,1.3999999999999986,-0.5500000000000043,30590,50322,18770,31552,-25025
2018-01-28,42.66,44.0,41.75,2.25,-2.25,43.168,45.09,41.75,3.3400000000000034,-3.3400000000000034,40.968,43.59,38.1,5.490000000000002,-5.490000000000002,41.660000000000004,43.85,38.35,5.5,-5.5,32742,60659,19655,41004,41004
2018-02-04,37.35,38.35,35.0,3.3500000000000014,0.30000000000000426,38.42,38.95,38.15,0.8000000000000043,0.0,35.516,36.4,34.12,2.280000000000001,1.3999999999999986,37.42,38.5,35.85,2.6499999999999986,2.1499999999999986,36529,59819,19119,40700,-28335
2018-02-11,38.45,39.35,37.85,1.5,1.0500000000000043,39.386,41.1,38.48,2.6200000000000045,2.3999999999999986,37.97,39.05,37.1,1.9499999999999957,1.9499999999999957,39.0,40.85,38.0,2.8500000000000014,2.5500000000000043,20176,28565,11780,16785,5440
2018-02-18,40.425,41.25,39.2,2.049999999999997,0.5,41.6875,42.8,41.1,1.6999999999999957,0.3999999999999986,39.7875,40.85,38.8,2.0500000000000043,2.0500000000000043,40.375,41.1,39.0,2.1000000000000014,2.1000000000000014,19388,26647,7161,19486,-11410
2018-02-25,41.589999999999996,42.4,41.05,1.3500000000000014,0.25,42.498000000000005,44.1,41.6,2.5,-0.5,40.808,41.65,40.03,1.6199999999999974,-0.30999999999999517,41.64,42.5,40.9,1.6000000000000014,-0.8000000000000043,14910,22972,10044,12928,-654
2018-03-04,40.746,41.75,39.58,2.1700000000000017,0.3500000000000014,41.634,42.35,40.77,1.5799999999999983,0.9799999999999969,39.482,40.85,38.2,2.6499999999999986,0.8999999999999986,40.55,41.75,39.15,2.6000000000000014,1.0,23783,39736,12675,27061,12056
2018-03-11,40.79,42.0,40.05,1.9500000000000028,0.04999999999999716,41.67,43.0,40.15,2.8500000000000014,-2.1000000000000014,39.71,41.55,38.7,2.8499999999999943,-1.3999999999999986,40.53,41.75,39.5,2.25,-1.8999999999999986,31784,60448,19263,41185,40902
2018-03-18,40.25,41.6,39.35,2.25,1.5,41.444,42.5,40.05,2.450000000000003,0.8500000000000014,39.17,40.8,37.9,2.8999999999999986,-0.3500000000000014,40.13,42.15,38.0,4.149999999999999,-1.6000000000000014,23535,30185,19344,10841,810
2018-03-25,36.875,38.65,35.05,3.6000000000000014,-3.6000000000000014,37.2725,38.65,35.65,3.0,-3.0,34.787499999999994,36.3,32.15,4.149999999999999,-4.149999999999999,35.3875,37.1,32.85,4.25,-4.25,105696,295665,29823,265842,264436
2018-04-01,35.57,36.9,33.25,3.6499999999999986,3.1000000000000014,36.96,37.95,36.6,1.3500000000000014,0.04999999999999716,34.506,36.65,32.55,4.100000000000001,2.1300000000000026,36.17,37.1,34.6,2.5,-0.25,33294,56195,17943,38252,-28894
2018-04-08,36.64,37.3,36.25,1.0499999999999972,0.6999999999999957,37.37,37.85,36.8,1.0500000000000043,1.0500000000000043,35.816,36.35,35.15,1.2000000000000028,0.6700000000000017,36.58,37.35,35.9,1.4500000000000028,1.4500000000000028,18261,27595,12048,15547,-2493
2018-04-15,38.38,39.15,37.5,1.6499999999999986,1.5500000000000043,39.26,39.9,38.25,1.6499999999999986,1.6499999999999986,38.03,39.1,36.55,2.5500000000000043,2.5500000000000043,38.74,39.65,37.3,2.3500000000000014,2.3500000000000014,18788,23279,13404,9875,-1517
2018-04-22,37.828,40.0,35.69,4.310000000000002,-3.8000000000000043,38.19,40.35,36.0,4.350000000000001,-3.1500000000000057,36.37,39.2,34.85,4.350000000000001,-4.300000000000004,37.3,39.85,35.8,4.050000000000004,-3.200000000000003,20143,23890,13198,10692,10215
2018-04-29,36.24,36.9,35.4,1.5,-0.6499999999999986,37.11,37.95,36.35,1.6000000000000014,-0.75,35.67,36.75,34.7,2.049999999999997,-0.6000000000000014,36.22,36.85,35.4,1.4500000000000028,-0.3500000000000014,13281,19638,6761,12877,-12877
2018-05-06,35.4,36.55,34.8,1.75,-1.4499999999999957,35.756,36.55,35.3,1.25,-0.8200000000000003,34.734,35.02,34.55,0.47000000000000597,0.47000000000000597,35.21,35.35,35.05,0.30000000000000426,-0.19999999999999574,12871,17488,8464,9024,-5686
2018-05-13,35.46,36.05,35.05,1.0,0.8999999999999986,35.96,36.65,35.55,1.1000000000000014,0.7000000000000028,34.932,35.5,34.6,0.8999999999999986,0.8999999999999986,35.36,35.9,35.05,0.8500000000000014,0.5,13724,17368,9365,8003,-5051
2018-05-20,35.274,36.5,34.25,2.25,-1.0700000000000003,36.24,37.95,35.0,2.950000000000003,1.75,34.524,35.22,33.8,1.4200000000000017,-0.269999999999996,35.51,37.3,34.55,2.75,1.1999999999999957,13112,19012,7636,11376,3963
2018-05-27,37.575,38.6,37.1,1.5,1.5,38.7125,39.3,37.6,1.6999999999999957,1.6000000000000014,37.1,38.2,35.75,2.450000000000003,2.450000000000003,37.85,38.6,37.15,1.4500000000000028,1.4500000000000028,18105,22063,12601,9462,-8294
2018-06-03,37.616,39.1,36.15,2.950000000000003,-2.8000000000000043,37.8,39.1,36.15,2.950000000000003,-2.8000000000000043,36.55,38.05,35.3,2.75,-2.5999999999999943,36.79,38.25,35.45,2.799999999999997,-2.75,12060,16915,5846,11069,3253
2018-06-10,35.37,35.9,35.05,0.8500000000000014,-0.14999999999999858,35.75,35.9,35.55,0.3500000000000014,0.0,34.72,35.15,33.9,1.25,1.0,35.15,35.4,34.95,0.44999999999999574,-0.09999999999999432,13906,27327,7043,20284,-10387
2018-06-17,35.35,36.9,34.75,2.1499999999999986,0.10000000000000142,36.478,38.45,35.39,3.0600000000000023,-0.29999999999999716,34.49,34.85,34.3,0.5500000000000043,0.0,35.43,36.85,34.55,2.3000000000000043,-0.5,30076,52023,16081,35942,23845
2018-06-24,34.9,35.9,34.05,1.8500000000000014,-1.1500000000000057,35.444,36.15,34.52,1.6299999999999955,-1.2299999999999969,34.122,35.0,33.51,1.490000000000002,-0.9400000000000048,34.61,35.9,33.75,2.1499999999999986,-1.4500000000000028,15273,26235,9326,16909,-2867
2018-07-01,34.0375,35.75,33.1,2.6499999999999986,-0.6499999999999986,35.1375,35.95,34.55,1.4000000000000057,-0.8000000000000043,33.2625,33.45,33.1,0.3500000000000014,-0.3500000000000014,33.887499999999996,35.15,33.3,1.8500000000000014,-1.3500000000000014,21215,31241,12419,18822,2680
2018-07-08,33.8,35.05,33.2,1.8499999999999943,0.20000000000000284,34.43,35.4,33.7,1.6999999999999957,-1.3500000000000014,33.2,33.55,32.95,0.5999999999999943,-0.29999999999999716,33.660000000000004,34.95,33.2,1.75,-1.6000000000000014,11885,18150,6842,11308,-10124
2018-07-15,33.086,33.33,32.75,0.5799999999999983,-0.5799999999999983,33.534,34.05,32.95,1.0999999999999943,-1.0700000000000003,32.839999999999996,33.1,32.55,0.5500000000000043,-0.5,33.0,33.35,32.7,0.6499999999999986,-0.6499999999999986,11041,15775,7428,8347,3312
2018-07-22,32.62,32.95,32.15,0.8000000000000043,-0.05000000000000426,33.126,33.85,32.5,1.3500000000000014,-0.7000000000000028,32.019999999999996,32.25,31.8,0.4499999999999993,-0.3500000000000014,32.230000000000004,32.6,32.0,0.6000000000000014,-0.6000000000000014,16441,26795,9873,16922,-4173
2018-07-29,33.73,36.1,32.4,3.700000000000003,3.700000000000003,35.006,37.45,33.35,4.100000000000001,2.759999999999998,33.29,35.5,32.4,3.1000000000000014,3.1000000000000014,34.36,36.2,33.0,3.200000000000003,2.6500000000000057,13776,22338,9019,13319,4295
2018-08-05,36.3,36.65,36.0,0.6499999999999986,0.5499999999999972,36.88,37.0,36.75,0.25,0.0,35.876,36.05,35.58,0.46999999999999886,-0.04999999999999716,36.36,36.8,36.0,0.7999999999999972,-0.20000000000000284,7301,8373,4862,3511,3511
2018-08-12,36.024,36.52,35.1,1.4200000000000017,-1.25,36.234,36.6,35.1,1.5,-1.3999999999999986,34.86,35.7,34.0,1.7000000000000028,-1.1499999999999986,35.2,36.25,34.3,1.9500000000000028,-1.0500000000000043,11759,20827,5385,15442,10314
2018-08-19,34.940000000000005,35.5,34.35,1.1499999999999986,1.1499999999999986,35.574,35.77,35.25,0.5200000000000031,0.1700000000000017,34.746,35.25,34.35,0.8999999999999986,0.8999999999999986,35.24,35.55,34.85,0.6999999999999957,0.10000000000000142,12051,32304,5892,26412,-2793
2018-08-26,35.226,35.7,34.83,0.8700000000000045,-0.19999999999999574,35.56,35.85,35.2,0.6499999999999986,-0.5499999999999972,34.866,35.05,34.7,0.3499999999999943,-0.3499999999999943,35.18,35.35,35.05,0.30000000000000426,-0.20000000000000284,5193,9299,3483,5816,-5355
2018-09-02,34.475,34.9,33.7,1.1999999999999957,-1.1999999999999957,34.7,35.1,34.35,0.75,-0.75,33.8,34.5,33.4,1.1000000000000014,-1.1000000000000014,34.0625,34.65,33.65,1.0,-0.5,10895,17277,4134,13143,4356
2018-09-09,33.33,34.45,32.65,1.8000000000000043,-1.8000000000000043,33.674,34.8,32.9,1.8999999999999986,-1.8999999999999986,32.85,33.7,32.3,1.4000000000000057,-1.3500000000000014,33.059999999999995,34.15,32.4,1.75,-1.6000000000000014,11957,21668,7800,13868,-371
2018-09-16,32.55,32.9,32.2,0.6999999999999957,-0.25,32.9,33.2,32.4,0.8000000000000043,-0.20000000000000284,32.19,32.48,32.05,0.4299999999999997,0.3299999999999983,32.46,32.95,32.2,0.75,0.75,18775,44340,6835,37505,26471
2018-09-23,32.81,33.6,32.25,1.3500000000000014,-0.3500000000000014,33.26,33.8,32.8,1.0,-0.3500000000000014,32.344,32.8,31.8,0.9999999999999964,-0.21999999999999886,32.67,33.35,32.2,1.1499999999999986,0.20000000000000284,6911,9864,3969,5895,-4051
2018-09-30,33.2,34.12,32.4,1.7199999999999989,0.8299999999999983,33.694,34.13,32.91,1.220000000000006,0.8500000000000014,32.662,33.34,32.03,1.3100000000000023,1.3100000000000023,32.958,33.41,32.09,1.3199999999999932,1.25,10561,21601,3363,18238,-3698
2018-10-07,32.65,33.68,30.75,2.9299999999999997,-2.299999999999997,32.922,33.68,31.69,1.9899999999999984,-1.5100000000000016,31.582,32.85,30.06,2.7900000000000027,-2.75,31.75,33.12,30.26,2.859999999999996,-2.7399999999999984,14489,35588,3864,31724,8506
2018-10-14,31.062,31.66,30.15,1.5100000000000016,1.3200000000000003,31.75,32.25,30.78,1.4699999999999989,0.6899999999999977,30.616,31.37,29.95,1.4200000000000017,0.5,31.184,31.78,30.45,1.3300000000000018,-0.14000000000000057,7094,13870,2978,10892,-10045
2018-10-21,29.868,30.54,29.02,1.5199999999999996,-0.9399999999999977,30.096,30.54,29.65,0.8900000000000006,-0.5399999999999991,29.222,30.02,28.77,1.25,-0.9699999999999989,29.466,30.02,28.81,1.2100000000000009,-0.9699999999999989,6426,9871,3950,5921,1543
2018-10-28,31.954,35.16,29.12,6.039999999999996,5.439999999999998,33.514,36.45,29.92,6.530000000000001,5.910000000000004,31.354,34.95,29.0,5.950000000000003,5.950000000000003,32.74,36.0,29.28,6.719999999999999,6.719999999999999,10193,17093,6581,10512,1153
2018-11-04,36.174,37.16,35.66,1.5,-0.21000000000000085,36.67,37.25,36.06,1.1899999999999977,-0.7100000000000009,34.89,35.87,33.67,2.1999999999999957,-0.9099999999999966,35.868,37.25,34.6,2.6499999999999986,-1.1700000000000017,8799,16336,5797,10539,-2962
2018-11-11,34.07,35.2,33.27,1.9299999999999997,-1.8800000000000026,34.94,35.9,33.87,2.030000000000001,0.0,33.446,34.07,32.64,1.4299999999999997,-0.75,34.024,34.79,33.47,1.3200000000000003,-0.240000000000002,5725,10392,2710,7682,3360
2018-11-18,35.1275,36.28,33.81,2.469999999999999,-2.469999999999999,35.7,36.28,34.78,1.5,-1.5,34.4025,34.64,33.81,0.8299999999999983,-0.8299999999999983,35.16,35.39,34.78,0.6099999999999994,-0.39000000000000057,10258,23005,2929,20076,-20076
2018-11-25,34.716,35.31,33.78,1.5300000000000011,0.9600000000000009,35.538,35.93,34.87,1.0600000000000023,-0.6099999999999994,34.376,35.0,33.78,1.2199999999999989,0.9600000000000009,35.07,35.93,34.56,1.3699999999999974,-0.8200000000000003,12575,18483,5892,12591,2849
2018-12-02,35.212500000000006,35.45,35.02,0.4299999999999997,-0.29999999999999716,35.57,36.45,35.02,1.4299999999999997,-0.7299999999999969,33.72,34.57,33.14,1.4299999999999997,-1.1000000000000014,34.1525,35.25,33.46,1.7899999999999991,-1.7800000000000011,8938,17055,3196,13859,3363
2018-12-09,33.466,33.79,33.15,0.6400000000000006,-0.22999999999999687,33.866,34.78,33.15,1.6300000000000026,-1.2199999999999989,32.636,33.5,31.93,1.5700000000000003,0.23000000000000398,33.024,33.84,32.6,1.240000000000002,0.10000000000000142,11245,19289,4772,14517,-8400
