Date,WisdomTree Japan Hedged SmallCap Equity_Open_average,WisdomTree Japan Hedged SmallCap Equity_Open_max,WisdomTree Japan Hedged SmallCap Equity_Open_min,WisdomTree Japan Hedged SmallCap Equity_Open_volatility,WisdomTree Japan Hedged SmallCap Equity_Open_change,WisdomTree Japan Hedged SmallCap Equity_High_average,WisdomTree Japan Hedged SmallCap Equity_High_max,WisdomTree Japan Hedged SmallCap Equity_High_min,WisdomTree Japan Hedged SmallCap Equity_High_volatility,WisdomTree Japan Hedged SmallCap Equity_High_change,WisdomTree Japan Hedged SmallCap Equity_Low_average,WisdomTree Japan Hedged SmallCap Equity_Low_max,WisdomTree Japan Hedged SmallCap Equity_Low_min,WisdomTree Japan Hedged SmallCap Equity_Low_volatility,WisdomTree Japan Hedged SmallCap Equity_Low_change,WisdomTree Japan Hedged SmallCap Equity_Close_average,WisdomTree Japan Hedged SmallCap Equity_Close_max,WisdomTree Japan Hedged SmallCap Equity_Close_min,WisdomTree Japan Hedged SmallCap Equity_Close_volatility,WisdomTree Japan Hedged SmallCap Equity_Close_change
2018-05-20,45.63,45.63,45.63,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2018-05-27,45.82,45.82,45.82,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2018-06-03,46.23,46.23,46.23,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2018-06-10,45.32,45.32,45.32,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-06-17,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2018-06-24,42.8,42.8,42.8,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2018-07-01,42.88,42.88,42.88,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2018-07-08,43.14,43.14,43.14,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2018-07-15,43.42,43.42,43.42,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-07-22,44.71,44.71,44.71,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2018-07-29,43.35,43.35,43.35,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2018-08-05,42.39,42.39,42.39,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2018-08-12,41.8,41.8,41.8,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-08-19,42.96,42.96,42.96,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2018-08-26,43.21,43.21,43.21,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2018-09-02,42.25,42.25,42.25,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2018-09-09,43.09,43.09,43.09,0.0,0.0,43.24,43.24,43.24,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2018-09-16,44.55,44.55,44.55,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2018-09-23,45.18,45.18,45.18,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2018-09-30,43.98,43.98,43.98,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.78,43.78,43.78,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2018-10-07,41.72,41.72,41.72,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2018-10-14,42.15,42.15,42.15,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2018-10-21,39.88,39.88,39.88,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2018-10-28,41.41,41.41,41.41,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2018-11-04,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-11-11,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2018-11-18,41.2,41.2,41.2,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2018-11-25,42.51,42.51,42.51,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-12-02,39.75,39.75,39.75,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-12-09,39.18,39.18,39.18,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-12-16,35.3,35.3,35.3,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2018-12-23,37.24,37.24,37.24,0.0,0.0,37.25,37.25,37.25,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-12-30,37.72,37.72,37.72,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-01-06,37.26,37.26,37.26,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2019-01-13,38.85,38.85,38.85,0.0,0.0,39.25,39.25,39.25,0.0,0.0,38.85,38.85,38.85,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-01-20,38.49,38.49,38.49,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-01-27,39.42,39.42,39.42,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-02-03,38.49,38.49,38.49,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-02-10,39.49,39.49,39.49,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-02-17,40.19,40.19,40.19,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2019-02-24,40.33,40.33,40.33,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-03-03,38.88,38.88,38.88,0.0,0.0,39.4,39.4,39.4,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-03-10,39.7,39.7,39.7,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-03-17,39.13,39.13,39.13,0.0,0.0,39.4,39.4,39.4,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-03-24,40.27,40.27,40.27,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-03-31,40.52,40.52,40.52,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-04-07,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-04-14,40.16,40.16,40.16,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-04-21,40.37,40.37,40.37,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-04-28,39.6,39.6,39.6,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-05-05,37.14,37.14,37.14,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-05-12,37.79,37.79,37.79,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-05-19,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-05-26,36.75,36.75,36.75,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2019-06-02,38.3,38.3,38.3,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-06-09,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-06-16,37.43,37.43,37.43,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-06-23,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-06-30,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-07-07,38.28,38.28,38.28,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2019-07-14,37.86,37.86,37.86,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-07-21,38.22,38.22,38.22,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2019-07-28,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2019-08-04,35.35,35.35,35.35,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-08-11,36.25,36.25,36.25,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2019-08-18,36.01,36.01,36.01,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-08-25,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-09-01,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-09-08,38.97,38.97,38.97,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2019-09-15,39.09,39.09,39.09,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-09-22,39.31,39.31,39.31,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-09-29,38.91,38.91,38.91,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-10-06,39.85,39.85,39.85,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-10-13,40.75,40.75,40.75,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2019-10-20,41.48,41.48,41.48,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2019-10-27,42.25,42.25,42.25,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2019-11-03,42.77,42.77,42.77,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2019-11-10,42.76,42.76,42.76,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2019-11-17,42.88,42.88,42.88,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2019-11-24,42.84,42.84,42.84,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2019-12-01,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-12-08,44.08,44.08,44.08,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2019-12-15,43.15,43.15,43.15,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2019-12-22,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-12-29,42.42,42.42,42.42,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.39,42.39,42.39,0.0,0.0
