Date,ROBO Global Robotics Automation_Open_average,ROBO Global Robotics Automation_Open_max,ROBO Global Robotics Automation_Open_min,ROBO Global Robotics Automation_Open_volatility,ROBO Global Robotics Automation_Open_change,ROBO Global Robotics Automation_High_average,ROBO Global Robotics Automation_High_max,ROBO Global Robotics Automation_High_min,ROBO Global Robotics Automation_High_volatility,ROBO Global Robotics Automation_High_change,ROBO Global Robotics Automation_Low_average,ROBO Global Robotics Automation_Low_max,ROBO Global Robotics Automation_Low_min,ROBO Global Robotics Automation_Low_volatility,ROBO Global Robotics Automation_Low_change,ROBO Global Robotics Automation_Close_average,ROBO Global Robotics Automation_Close_max,ROBO Global Robotics Automation_Close_min,ROBO Global Robotics Automation_Close_volatility,ROBO Global Robotics Automation_Close_change
2018-07-22,41.67,41.67,41.67,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2018-07-29,40.72,40.72,40.72,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2018-08-05,40.63,40.63,40.63,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-08-12,40.07,40.07,40.07,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-08-19,41.27,41.27,41.27,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2018-08-26,42.46,42.46,42.46,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-09-02,40.84,40.84,40.84,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2018-09-09,41.72,41.72,41.72,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2018-09-16,42.73,42.73,42.73,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2018-09-23,41.77,41.77,41.77,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-09-30,40.57,40.57,40.57,0.0,0.0,40.69,40.69,40.69,0.0,0.0,39.81,39.81,39.81,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-10-07,37.36,37.36,37.36,0.0,0.0,37.51,37.51,37.51,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2018-10-14,37.39,37.39,37.39,0.0,0.0,37.62,37.62,37.62,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-10-21,34.89,34.89,34.89,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.41,34.41,34.41,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2018-10-28,37.85,37.85,37.85,0.0,0.0,38.21,38.21,38.21,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-11-04,37.36,37.36,37.36,0.0,0.0,37.41,37.41,37.41,0.0,0.0,36.77,36.77,36.77,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2018-11-11,36.19,36.19,36.19,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2018-11-18,35.13,35.13,35.13,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-11-25,36.86,36.86,36.86,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2018-12-02,35.52,35.52,35.52,0.0,0.0,35.63,35.63,35.63,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-12-09,34.06,34.06,34.06,0.0,0.0,34.39,34.39,34.39,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-12-16,32.15,32.15,32.15,0.0,0.0,32.41,32.41,32.41,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2018-12-23,32.45,32.45,32.45,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2018-12-30,31.82,31.82,31.82,0.0,0.0,32.79,32.79,32.79,0.0,0.0,31.71,31.71,31.71,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-01-06,34.04,34.04,34.04,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-01-13,35.3,35.3,35.3,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2019-01-20,35.83,35.83,35.83,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.76,35.76,35.76,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2019-01-27,36.48,36.48,36.48,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-02-03,36.09,36.09,36.09,0.0,0.0,36.37,36.37,36.37,0.0,0.0,35.89,35.89,35.89,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-02-10,38.0,38.0,38.0,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-02-17,38.7,38.7,38.7,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2019-02-24,38.98,38.98,38.98,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-03-03,37.23,37.23,37.23,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2019-03-10,38.34,38.34,38.34,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-03-17,39.0,39.0,39.0,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-03-24,38.62,38.62,38.62,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-03-31,40.46,40.46,40.46,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2019-04-07,40.9,40.9,40.9,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-04-14,41.57,41.57,41.57,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-04-21,41.33,41.33,41.33,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2019-04-28,41.32,41.32,41.32,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-05-05,39.19,39.19,39.19,0.0,0.0,39.66,39.66,39.66,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-05-12,38.14,38.14,38.14,0.0,0.0,38.38,38.38,38.38,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-05-19,36.59,36.59,36.59,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2019-05-26,36.12,36.12,36.12,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-06-02,37.5,37.5,37.5,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-06-09,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-06-16,39.28,39.28,39.28,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2019-06-23,39.53,39.53,39.53,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2019-06-30,39.74,39.74,39.74,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-07-07,38.56,38.56,38.56,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-07-14,38.25,38.25,38.25,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-07-21,38.92,38.92,38.92,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2019-07-28,37.15,37.15,37.15,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-08-04,36.34,36.34,36.34,0.0,0.0,36.44,36.44,36.44,0.0,0.0,35.87,35.87,35.87,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2019-08-11,35.29,35.29,35.29,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-08-18,36.1,36.1,36.1,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-08-25,36.4,36.4,36.4,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-09-01,37.6,37.6,37.6,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-09-08,39.41,39.41,39.41,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-09-15,39.01,39.01,39.01,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-09-22,38.16,38.16,38.16,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2019-09-29,37.26,37.26,37.26,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-10-06,37.6,37.6,37.6,0.0,0.0,38.39,38.39,38.39,0.0,0.0,37.6,37.6,37.6,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-10-13,38.83,38.83,38.83,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-10-20,39.15,39.15,39.15,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-10-27,39.8,39.8,39.8,0.0,0.0,40.28,40.28,40.28,0.0,0.0,39.75,39.75,39.75,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2019-11-03,40.88,40.88,40.88,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2019-11-10,40.86,40.86,40.86,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.73,40.73,40.73,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2019-11-17,40.65,40.65,40.65,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-11-24,41.29,41.29,41.29,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-12-01,41.27,41.27,41.27,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-12-08,42.19,42.19,42.19,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2019-12-15,42.29,42.29,42.29,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-12-22,42.41,42.41,42.41,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2019-12-29,42.04,42.04,42.04,0.0,0.0,42.3,42.3,42.3,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.1,42.1,42.1,0.0,0.0
