Date,ProShares Ultra MidCap400_Open_average,ProShares Ultra MidCap400_Open_max,ProShares Ultra MidCap400_Open_min,ProShares Ultra MidCap400_Open_volatility,ProShares Ultra MidCap400_Open_change,ProShares Ultra MidCap400_High_average,ProShares Ultra MidCap400_High_max,ProShares Ultra MidCap400_High_min,ProShares Ultra MidCap400_High_volatility,ProShares Ultra MidCap400_High_change,ProShares Ultra MidCap400_Low_average,ProShares Ultra MidCap400_Low_max,ProShares Ultra MidCap400_Low_min,ProShares Ultra MidCap400_Low_volatility,ProShares Ultra MidCap400_Low_change,ProShares Ultra MidCap400_Close_average,ProShares Ultra MidCap400_Close_max,ProShares Ultra MidCap400_Close_min,ProShares Ultra MidCap400_Close_volatility,ProShares Ultra MidCap400_Close_change
2018-04-15,40.67,40.67,40.67,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2018-04-22,40.5,40.5,40.5,0.0,0.0,40.54,40.54,40.54,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2018-04-29,40.57,40.57,40.57,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2018-05-06,42.32,42.32,42.32,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2018-05-13,42.98,42.98,42.98,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2018-05-20,42.48,42.48,42.48,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2018-05-27,43.18,43.18,43.18,0.0,0.0,43.41,43.41,43.41,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2018-06-03,44.95,44.95,44.95,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2018-06-10,43.99,43.99,43.99,0.0,0.0,44.7,44.7,44.7,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2018-06-17,43.97,43.97,43.97,0.0,0.0,44.0,44.0,44.0,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2018-06-24,42.05,42.05,42.05,0.0,0.0,42.69,42.69,42.69,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-07-01,44.62,44.62,44.62,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.62,44.62,44.62,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2018-07-08,44.61,44.61,44.61,0.0,0.0,44.62,44.62,44.62,0.0,0.0,43.81,43.81,43.81,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2018-07-15,44.53,44.53,44.53,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2018-07-22,43.67,43.67,43.67,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2018-07-29,44.71,44.71,44.71,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.71,44.71,44.71,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2018-08-05,44.49,44.49,44.49,0.0,0.0,44.63,44.63,44.63,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-08-12,45.23,45.23,45.23,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-08-19,46.49,46.49,46.49,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2018-08-26,46.27,46.27,46.27,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2018-09-02,46.31,46.31,46.31,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2018-09-09,46.84,46.84,46.84,0.0,0.0,46.84,46.84,46.84,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-09-16,46.37,46.37,46.37,0.0,0.0,46.37,46.37,46.37,0.0,0.0,45.71,45.71,45.71,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2018-09-23,45.88,45.88,45.88,0.0,0.0,45.88,45.88,45.88,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-09-30,42.97,42.97,42.97,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.53,42.53,42.53,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2018-10-07,38.84,38.84,38.84,0.0,0.0,39.78,39.78,39.78,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2018-10-14,39.18,39.18,39.18,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2018-10-21,36.6,36.6,36.6,0.0,0.0,37.24,37.24,37.24,0.0,0.0,34.75,34.75,34.75,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-10-28,38.53,38.53,38.53,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2018-11-04,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-11-11,38.38,38.38,38.38,0.0,0.0,38.62,38.62,38.62,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-11-18,37.38,37.38,37.38,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-11-25,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2018-12-02,34.96,34.96,34.96,0.0,0.0,35.13,35.13,35.13,0.0,0.0,33.63,33.63,33.63,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-12-09,33.03,33.03,33.03,0.0,0.0,33.25,33.25,33.25,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-12-16,28.21,28.21,28.21,0.0,0.0,28.4,28.4,28.4,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2018-12-23,30.06,30.06,30.06,0.0,0.0,30.4,30.4,30.4,0.0,0.0,29.48,29.48,29.48,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-12-30,31.05,31.05,31.05,0.0,0.0,32.15,32.15,32.15,0.0,0.0,30.81,30.81,30.81,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-01-06,33.45,33.45,33.45,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2019-01-13,35.51,35.51,35.51,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.39,35.39,35.39,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-01-20,35.48,35.48,35.48,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-01-27,36.99,36.99,36.99,0.0,0.0,37.61,37.61,37.61,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-02-03,37.62,37.62,37.62,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-02-10,39.52,39.52,39.52,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2019-02-17,41.1,41.1,41.1,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-02-24,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0,39.42,39.42,39.42,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2019-03-03,37.85,37.85,37.85,0.0,0.0,38.68,38.68,38.68,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-03-10,39.17,39.17,39.17,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-03-17,37.25,37.25,37.25,0.0,0.0,37.63,37.63,37.63,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-03-24,39.59,39.59,39.59,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.57,39.57,39.57,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2019-03-31,41.07,41.07,41.07,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.81,40.81,40.81,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2019-04-07,42.02,42.02,42.02,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-04-14,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-04-21,42.26,42.26,42.26,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2019-04-28,41.41,41.41,41.41,0.0,0.0,42.51,42.51,42.51,0.0,0.0,41.41,41.41,41.41,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-05-05,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0,37.83,37.83,37.83,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2019-05-12,38.01,38.01,38.01,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.87,37.87,37.87,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-05-19,37.44,37.44,37.44,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2019-05-26,35.45,35.45,35.45,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-06-02,39.04,39.04,39.04,0.0,0.0,39.53,39.53,39.53,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-06-09,39.07,39.07,39.07,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-06-16,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-06-23,41.82,41.82,41.82,0.0,0.0,41.92,41.92,41.92,0.0,0.0,40.69,40.69,40.69,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-06-30,41.31,41.31,41.31,0.0,0.0,41.4,41.4,41.4,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2019-07-07,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-07-14,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-07-21,42.22,42.22,42.22,0.0,0.0,42.26,42.26,42.26,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2019-07-28,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0,36.42,36.42,36.42,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2019-08-04,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-08-11,38.44,38.44,38.44,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-08-18,36.66,36.66,36.66,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2019-08-25,38.0,38.0,38.0,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-09-01,39.36,39.36,39.36,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-09-08,40.99,40.99,40.99,0.0,0.0,41.54,41.54,41.54,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-09-15,40.36,40.36,40.36,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-09-22,39.47,39.47,39.47,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2019-09-29,38.46,38.46,38.46,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2019-10-06,39.0,39.0,39.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2019-10-13,40.47,40.47,40.47,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-10-20,41.22,41.22,41.22,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-10-27,42.35,42.35,42.35,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2019-11-03,42.02,42.02,42.02,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2019-11-10,42.43,42.43,42.43,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-11-17,42.31,42.31,42.31,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2019-11-24,43.16,43.16,43.16,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2019-12-01,43.35,43.35,43.35,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-12-08,44.17,44.17,44.17,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2019-12-15,45.45,45.45,45.45,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-12-22,45.13,45.13,45.13,0.0,0.0,45.33,45.33,45.33,0.0,0.0,44.76,44.76,44.76,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-12-29,44.14,44.14,44.14,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.84,44.84,44.84,0.0,0.0
