Date,IRS_Open_average,IRS_Open_max,IRS_Open_min,IRS_Open_volatility,IRS_Open_change,IRS_High_average,IRS_High_max,IRS_High_min,IRS_High_volatility,IRS_High_change,IRS_Low_average,IRS_Low_max,IRS_Low_min,IRS_Low_volatility,IRS_Low_change,IRS_Close_average,IRS_Close_max,IRS_Close_min,IRS_Close_volatility,IRS_Close_change,IRS_Volume_average,IRS_Volume_max,IRS_Volume_min,IRS_Volume_volatility,IRS_Volume_change
2018-01-14,29.3425,29.9,28.3,1.5999999999999979,0.3099999999999987,29.8275,30.0,29.58,0.4200000000000017,-0.25,28.58,29.15,28.12,1.0299999999999976,-0.5700000000000003,29.072499999999998,29.53,28.57,0.9600000000000009,-0.8300000000000018,56370,68770,45190,23580,-18562
2018-01-21,29.038,29.89,28.39,1.5,-0.08000000000000185,29.616,30.0,28.78,1.2199999999999989,0.43000000000000327,28.414,28.72,28.0,0.7199999999999989,0.11999999999999744,29.214,29.91,28.17,1.7399999999999984,0.33999999999999986,75172,92969,42278,50691,-48757
2018-01-28,29.008,29.91,28.55,1.3599999999999994,-1.3599999999999994,29.124,29.98,28.55,1.4299999999999997,-1.4299999999999997,27.994,28.88,27.03,1.8499999999999979,-1.8499999999999979,28.334,29.36,27.23,2.129999999999999,-2.129999999999999,44317,63801,20723,43078,38860
2018-02-04,25.984,26.98,25.23,1.75,-1.75,26.776,27.48,26.14,1.3399999999999999,-0.8399999999999999,24.8,26.05,23.87,2.1799999999999997,0.41000000000000014,25.774,26.26,25.02,1.240000000000002,-0.9200000000000017,113547,164868,66300,98568,-69847
2018-02-11,26.72,27.38,25.53,1.8499999999999979,1.6799999999999997,27.496,27.85,27.2,0.6500000000000021,0.6000000000000014,26.312,27.21,25.47,1.740000000000002,1.740000000000002,27.008000000000003,27.26,26.6,0.6600000000000001,0.39000000000000057,138995,346820,55746,291074,-24208
2018-02-18,27.2225,27.49,27.0,0.48999999999999844,-0.26000000000000156,27.634999999999998,28.0,27.49,0.5100000000000016,0.05000000000000071,26.7825,27.11,26.47,0.6400000000000006,-0.2699999999999996,27.165,27.33,27.0,0.3299999999999983,0.29999999999999716,79450,93428,60425,33003,-8108
2018-02-25,27.566,27.94,26.95,0.990000000000002,-0.5700000000000003,27.868,28.27,26.95,1.3200000000000003,-1.0199999999999996,26.85,27.22,26.15,1.0700000000000003,-1.0700000000000003,27.306,27.82,26.41,1.4100000000000001,-1.1400000000000006,101807,126598,64031,62567,-29877
2018-03-04,26.418,26.61,26.1,0.509999999999998,-0.48999999999999844,26.61,26.81,26.41,0.3999999999999986,-0.17999999999999972,25.982,26.21,25.9,0.3100000000000023,0.00999999999999801,26.24,26.49,26.05,0.4399999999999977,-0.05999999999999872,49605,62376,37334,25042,13858
2018-03-11,26.056,26.34,25.75,0.5899999999999999,-0.3099999999999987,26.354,26.58,26.09,0.48999999999999844,0.0,25.572,25.8,25.18,0.620000000000001,-0.14000000000000057,25.984,26.28,25.73,0.5500000000000007,0.26000000000000156,64091,102528,52132,50396,-6621
2018-03-18,24.636,26.29,23.15,3.1400000000000006,-3.1400000000000006,25.232,26.29,24.57,1.7199999999999989,-1.3599999999999994,23.656,25.0,22.57,2.4299999999999997,-2.0199999999999996,23.982,25.45,23.0,2.4499999999999993,-2.1799999999999997,227239,392851,62211,330640,276783
