Date,iPath Series B S&P GSCI Crude Oil TR_etf_Open_average,iPath Series B S&P GSCI Crude Oil TR_etf_Open_max,iPath Series B S&P GSCI Crude Oil TR_etf_Open_min,iPath Series B S&P GSCI Crude Oil TR_etf_Open_volatility,iPath Series B S&P GSCI Crude Oil TR_etf_Open_change,iPath Series B S&P GSCI Crude Oil TR_etf_High_average,iPath Series B S&P GSCI Crude Oil TR_etf_High_max,iPath Series B S&P GSCI Crude Oil TR_etf_High_min,iPath Series B S&P GSCI Crude Oil TR_etf_High_volatility,iPath Series B S&P GSCI Crude Oil TR_etf_High_change,iPath Series B S&P GSCI Crude Oil TR_etf_Low_average,iPath Series B S&P GSCI Crude Oil TR_etf_Low_max,iPath Series B S&P GSCI Crude Oil TR_etf_Low_min,iPath Series B S&P GSCI Crude Oil TR_etf_Low_volatility,iPath Series B S&P GSCI Crude Oil TR_etf_Low_change,iPath Series B S&P GSCI Crude Oil TR_etf_Close_average,iPath Series B S&P GSCI Crude Oil TR_etf_Close_max,iPath Series B S&P GSCI Crude Oil TR_etf_Close_min,iPath Series B S&P GSCI Crude Oil TR_etf_Close_volatility,iPath Series B S&P GSCI Crude Oil TR_etf_Close_change
2018-04-08,13.34,13.34,13.34,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2018-04-15,13.45,13.45,13.45,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.62,13.62,13.62,0.0,0.0
2018-04-22,13.51,13.51,13.51,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2018-04-29,13.61,13.61,13.61,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.86,13.86,13.86,0.0,0.0
2018-05-06,14.13,14.13,14.13,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2018-05-13,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2018-05-20,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.48,13.48,13.48,0.0,0.0
2018-05-27,13.18,13.18,13.18,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2018-06-03,13.11,13.11,13.11,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2018-06-10,13.19,13.19,13.19,0.0,0.0,13.19,13.19,13.19,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.88,12.88,12.88,0.0,0.0
2018-06-17,13.47,13.47,13.47,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.71,13.71,13.71,0.0,0.0
2018-06-24,14.68,14.68,14.68,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2018-07-01,14.53,14.53,14.53,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2018-07-08,14.19,14.19,14.19,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.19,14.19,14.19,0.0,0.0
2018-07-15,13.82,13.82,13.82,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.89,13.89,13.89,0.0,0.0
2018-07-22,14.13,14.13,14.13,0.0,0.0,14.13,14.13,14.13,0.0,0.0,13.93,13.93,13.93,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2018-07-29,13.98,13.98,13.98,0.0,0.0,14.01,14.01,14.01,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2018-08-05,13.76,13.76,13.76,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2018-08-12,13.42,13.42,13.42,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.44,13.44,13.44,0.0,0.0
2018-08-19,14.26,14.26,14.26,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2018-08-26,14.41,14.41,14.41,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2018-09-02,13.87,13.87,13.87,0.0,0.0,13.98,13.98,13.98,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2018-09-09,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2018-09-16,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2018-09-23,14.97,14.97,14.97,0.0,0.0,15.27,15.27,15.27,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2018-09-30,15.5,15.5,15.5,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2018-10-07,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2018-10-14,14.24,14.24,14.24,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2018-10-21,13.83,13.83,13.83,0.0,0.0,14.03,14.03,14.03,0.0,0.0,13.82,13.82,13.82,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2018-10-28,13.15,13.15,13.15,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.08,13.08,13.08,0.0,0.0
2018-11-04,12.35,12.35,12.35,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2018-11-11,12.07,12.07,12.07,0.0,0.0,12.07,12.07,12.07,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2018-11-18,10.66,10.66,10.66,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2018-11-25,10.43,10.43,10.43,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2018-12-02,11.12,11.12,11.12,0.0,0.0,11.28,11.28,11.28,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2018-12-09,10.88,10.88,10.88,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.62,10.62,10.62,0.0,0.0
2018-12-16,9.46,9.46,9.46,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.4,9.4,9.4,0.0,0.0
2018-12-23,9.36,9.36,9.36,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2018-12-30,9.98,9.98,9.98,0.0,0.0,10.19,10.19,10.19,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.99,9.99,9.99,0.0,0.0
2019-01-06,10.77,10.77,10.77,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2019-01-13,10.91,10.91,10.91,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.87,10.87,10.87,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2019-01-20,11.0,11.0,11.0,0.0,0.0,11.09,11.09,11.09,0.0,0.0,10.96,10.96,10.96,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2019-01-27,11.2,11.2,11.2,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.42,11.42,11.42,0.0,0.0
2019-02-03,10.88,10.88,10.88,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2019-02-10,11.41,11.41,11.41,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2019-02-17,11.78,11.78,11.78,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2019-02-24,11.78,11.78,11.78,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.44,11.44,11.44,0.0,0.0
2019-03-03,11.27,11.27,11.27,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2019-03-10,11.89,11.89,11.89,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2019-03-17,12.08,12.08,12.08,0.0,0.0,12.08,12.08,12.08,0.0,0.0,11.92,11.92,11.92,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2019-03-24,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2019-03-31,12.76,12.76,12.76,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2019-04-07,13.12,13.12,13.12,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.05,13.05,13.05,0.0,0.0
2019-04-14,12.88,12.88,12.88,0.0,0.0,13.09,13.09,13.09,0.0,0.0,12.88,12.88,12.88,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2019-04-21,13.14,13.14,13.14,0.0,0.0,13.14,13.14,13.14,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.85,12.85,12.85,0.0,0.0
2019-04-28,12.65,12.65,12.65,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2019-05-05,12.6,12.6,12.6,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2019-05-12,12.91,12.91,12.91,0.0,0.0,13.01,13.01,13.01,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2019-05-19,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.75,11.75,11.75,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2019-05-26,11.25,11.25,11.25,0.0,0.0,11.27,11.27,11.27,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2019-06-02,10.76,10.76,10.76,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.76,10.76,10.76,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2019-06-09,10.74,10.74,10.74,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2019-06-16,11.64,11.64,11.64,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2019-06-23,12.1,12.1,12.1,0.0,0.0,12.12,12.12,12.12,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2019-06-30,11.61,11.61,11.61,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2019-07-07,12.26,12.26,12.26,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.28,12.28,12.28,0.0,0.0
2019-07-14,11.37,11.37,11.37,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.45,11.45,11.45,0.0,0.0
2019-07-21,11.42,11.42,11.42,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.42,11.42,11.42,0.0,0.0
2019-07-28,11.37,11.37,11.37,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2019-08-04,11.03,11.03,11.03,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2019-08-11,11.11,11.11,11.11,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2019-08-18,11.01,11.01,11.01,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2019-08-25,11.48,11.48,11.48,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2019-09-01,11.23,11.23,11.23,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2019-09-08,11.27,11.27,11.27,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.24,11.24,11.24,0.0,0.0
2019-09-15,12.0,12.0,12.0,0.0,0.0,12.05,12.05,12.05,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2019-09-22,11.41,11.41,11.41,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.43,11.43,11.43,0.0,0.0
2019-09-29,10.85,10.85,10.85,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2019-10-06,11.06,11.06,11.06,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-10-13,11.14,11.14,11.14,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2019-10-20,11.5,11.5,11.5,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2019-10-27,11.23,11.23,11.23,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2019-11-03,11.5,11.5,11.5,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2019-11-10,11.64,11.64,11.64,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2019-11-17,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2019-11-24,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2019-12-01,11.9,11.9,11.9,0.0,0.0,12.26,12.26,12.26,0.0,0.0,11.88,11.88,11.88,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2019-12-08,12.18,12.18,12.18,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2019-12-15,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-12-22,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2019-12-29,13.03,13.03,13.03,0.0,0.0,13.07,13.07,13.07,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.95,12.95,12.95,0.0,0.0
