Date,VelocityShares Daily 2x VIX Short Term linked to S_Open_average,VelocityShares Daily 2x VIX Short Term linked to S_Open_max,VelocityShares Daily 2x VIX Short Term linked to S_Open_min,VelocityShares Daily 2x VIX Short Term linked to S_Open_volatility,VelocityShares Daily 2x VIX Short Term linked to S_Open_change,VelocityShares Daily 2x VIX Short Term linked to S_High_average,VelocityShares Daily 2x VIX Short Term linked to S_High_max,VelocityShares Daily 2x VIX Short Term linked to S_High_min,VelocityShares Daily 2x VIX Short Term linked to S_High_volatility,VelocityShares Daily 2x VIX Short Term linked to S_High_change,VelocityShares Daily 2x VIX Short Term linked to S_Low_average,VelocityShares Daily 2x VIX Short Term linked to S_Low_max,VelocityShares Daily 2x VIX Short Term linked to S_Low_min,VelocityShares Daily 2x VIX Short Term linked to S_Low_volatility,VelocityShares Daily 2x VIX Short Term linked to S_Low_change,VelocityShares Daily 2x VIX Short Term linked to S_Close_average,VelocityShares Daily 2x VIX Short Term linked to S_Close_max,VelocityShares Daily 2x VIX Short Term linked to S_Close_min,VelocityShares Daily 2x VIX Short Term linked to S_Close_volatility,VelocityShares Daily 2x VIX Short Term linked to S_Close_change
2018-12-23,770.0,770.0,770.0,0.0,0.0,815.0,815.0,815.0,0.0,0.0,731.8,731.8,731.8,0.0,0.0,768.0,768.0,768.0,0.0,0.0
2018-12-30,668.6,668.6,668.6,0.0,0.0,679.0,679.0,679.0,0.0,0.0,610.0,610.0,610.0,0.0,0.0,613.5,613.5,613.5,0.0,0.0
2019-01-06,541.3,541.3,541.3,0.0,0.0,545.39,545.39,545.39,0.0,0.0,492.6,492.6,492.6,0.0,0.0,494.4,494.4,494.4,0.0,0.0
2019-01-13,435.5,435.5,435.5,0.0,0.0,449.3,449.3,449.3,0.0,0.0,422.3,422.3,422.3,0.0,0.0,437.2,437.2,437.2,0.0,0.0
2019-01-20,452.1,452.1,452.1,0.0,0.0,458.9,458.9,458.9,0.0,0.0,436.0,436.0,436.0,0.0,0.0,438.8,438.8,438.8,0.0,0.0
2019-01-27,396.7,396.7,396.7,0.0,0.0,403.34,403.34,403.34,0.0,0.0,386.3,386.3,386.3,0.0,0.0,391.8,391.8,391.8,0.0,0.0
2019-02-03,398.8,398.8,398.8,0.0,0.0,404.0,404.0,404.0,0.0,0.0,372.1,372.1,372.1,0.0,0.0,372.1,372.1,372.1,0.0,0.0
2019-02-10,346.0,346.0,346.0,0.0,0.0,350.83,350.83,350.83,0.0,0.0,335.6,335.6,335.6,0.0,0.0,335.8,335.8,335.8,0.0,0.0
2019-02-17,306.6,306.6,306.6,0.0,0.0,308.5,308.5,308.5,0.0,0.0,292.3,292.3,292.3,0.0,0.0,293.4,293.4,293.4,0.0,0.0
2019-02-24,291.6,291.6,291.6,0.0,0.0,302.69,302.69,302.69,0.0,0.0,282.0,282.0,282.0,0.0,0.0,282.2,282.2,282.2,0.0,0.0
2019-03-03,358.0,358.0,358.0,0.0,0.0,367.2,367.2,367.2,0.0,0.0,339.1,339.1,339.1,0.0,0.0,339.9,339.9,339.9,0.0,0.0
2019-03-10,261.9,261.9,261.9,0.0,0.0,263.9,263.9,263.9,0.0,0.0,250.8,250.8,250.8,0.0,0.0,256.0,256.0,256.0,0.0,0.0
2019-03-17,266.0,266.0,266.0,0.0,0.0,313.4,313.4,313.4,0.0,0.0,261.5,261.5,261.5,0.0,0.0,309.8,309.8,309.8,0.0,0.0
2019-03-24,268.2,268.2,268.2,0.0,0.0,271.0,271.0,271.0,0.0,0.0,260.7,260.7,260.7,0.0,0.0,261.5,261.5,261.5,0.0,0.0
2019-03-31,246.4,246.4,246.4,0.0,0.0,249.4,249.4,249.4,0.0,0.0,242.2,242.2,242.2,0.0,0.0,242.3,242.3,242.3,0.0,0.0
2019-04-07,222.1,222.1,222.1,0.0,0.0,222.8,222.8,222.8,0.0,0.0,209.9,209.9,209.9,0.0,0.0,210.4,210.4,210.4,0.0,0.0
2019-04-14,202.6,202.6,202.6,0.0,0.0,209.3,209.3,209.3,0.0,0.0,196.9,196.9,196.9,0.0,0.0,197.2,197.2,197.2,0.0,0.0
2019-04-21,201.1,201.1,201.1,0.0,0.0,207.5,207.5,207.5,0.0,0.0,191.7,191.7,191.7,0.0,0.0,192.2,192.2,192.2,0.0,0.0
2019-04-28,201.6,201.6,201.6,0.0,0.0,202.4,202.4,202.4,0.0,0.0,191.4,191.4,191.4,0.0,0.0,192.9,192.9,192.9,0.0,0.0
2019-05-05,276.8,276.8,276.8,0.0,0.0,289.3,289.3,289.3,0.0,0.0,230.3,230.3,230.3,0.0,0.0,231.6,231.6,231.6,0.0,0.0
2019-05-12,241.3,241.3,241.3,0.0,0.0,241.5,241.5,241.5,0.0,0.0,218.5,218.5,218.5,0.0,0.0,229.9,229.9,229.9,0.0,0.0
2019-05-19,221.8,221.8,221.8,0.0,0.0,231.6,231.6,231.6,0.0,0.0,217.2,217.2,217.2,0.0,0.0,225.4,225.4,225.4,0.0,0.0
2019-05-26,261.6,261.6,261.6,0.0,0.0,263.9,263.9,263.9,0.0,0.0,248.9,248.9,248.9,0.0,0.0,257.5,257.5,257.5,0.0,0.0
2019-06-02,215.7,215.7,215.7,0.0,0.0,221.8,221.8,221.8,0.0,0.0,213.35,213.35,213.35,0.0,0.0,220.1,220.1,220.1,0.0,0.0
2019-06-09,215.5,215.5,215.5,0.0,0.0,219.6,219.6,219.6,0.0,0.0,208.5,208.5,208.5,0.0,0.0,209.5,209.5,209.5,0.0,0.0
2019-06-16,191.8,191.8,191.8,0.0,0.0,199.25,199.25,199.25,0.0,0.0,187.8,187.8,187.8,0.0,0.0,197.6,197.6,197.6,0.0,0.0
2019-06-23,190.8,190.8,190.8,0.0,0.0,193.0,193.0,193.0,0.0,0.0,187.15,187.15,187.15,0.0,0.0,188.6,188.6,188.6,0.0,0.0
2019-06-30,160.8,160.8,160.8,0.0,0.0,169.2,169.2,169.2,0.0,0.0,154.7,154.7,154.7,0.0,0.0,155.8,155.8,155.8,0.0,0.0
2019-07-07,148.2,148.2,148.2,0.0,0.0,150.0,150.0,150.0,0.0,0.0,145.0,145.0,145.0,0.0,0.0,145.3,145.3,145.3,0.0,0.0
2019-07-14,142.3,142.3,142.3,0.0,0.0,151.26,151.26,151.26,0.0,0.0,141.2,141.2,141.2,0.0,0.0,150.0,150.0,150.0,0.0,0.0
2019-07-21,130.9,130.9,130.9,0.0,0.0,131.4,131.4,131.4,0.0,0.0,127.2,127.2,127.2,0.0,0.0,129.3,129.3,129.3,0.0,0.0
2019-07-28,173.6,173.6,173.6,0.0,0.0,190.1,190.1,190.1,0.0,0.0,171.5,171.5,171.5,0.0,0.0,176.5,176.5,176.5,0.0,0.0
2019-08-04,181.6,181.6,181.6,0.0,0.0,194.8,194.8,194.8,0.0,0.0,178.5,178.5,178.5,0.0,0.0,188.1,188.1,188.1,0.0,0.0
2019-08-11,213.1,213.1,213.1,0.0,0.0,213.4,213.4,213.4,0.0,0.0,196.8,196.8,196.8,0.0,0.0,197.9,197.9,197.9,0.0,0.0
2019-08-18,176.2,176.2,176.2,0.0,0.0,211.0,211.0,211.0,0.0,0.0,162.7,162.7,162.7,0.0,0.0,204.0,204.0,204.0,0.0,0.0
2019-08-25,171.9,171.9,171.9,0.0,0.0,187.6,187.6,187.6,0.0,0.0,171.5,171.5,171.5,0.0,0.0,179.2,179.2,179.2,0.0,0.0
2019-09-01,155.8,155.8,155.8,0.0,0.0,157.9,157.9,157.9,0.0,0.0,149.5,149.5,149.5,0.0,0.0,150.3,150.3,150.3,0.0,0.0
2019-09-08,133.6,133.6,133.6,0.0,0.0,135.5,135.5,135.5,0.0,0.0,129.24,129.24,129.24,0.0,0.0,132.0,132.0,132.0,0.0,0.0
2019-09-15,119.3,119.3,119.3,0.0,0.0,135.0,135.0,135.0,0.0,0.0,118.3,118.3,118.3,0.0,0.0,131.0,131.0,131.0,0.0,0.0
2019-09-22,133.8,133.8,133.8,0.0,0.0,151.19,151.19,151.19,0.0,0.0,132.7,132.7,132.7,0.0,0.0,143.1,143.1,143.1,0.0,0.0
2019-09-29,150.71,150.71,150.71,0.0,0.0,150.8,150.8,150.8,0.0,0.0,137.5,137.5,137.5,0.0,0.0,137.7,137.7,137.7,0.0,0.0
2019-10-06,132.7,132.7,132.7,0.0,0.0,133.9,133.9,133.9,0.0,0.0,121.8,121.8,121.8,0.0,0.0,125.3,125.3,125.3,0.0,0.0
2019-10-13,108.7,108.7,108.7,0.0,0.0,112.0,112.0,112.0,0.0,0.0,105.2,105.2,105.2,0.0,0.0,106.9,106.9,106.9,0.0,0.0
2019-10-20,100.1,100.1,100.1,0.0,0.0,100.3,100.3,100.3,0.0,0.0,92.5,92.5,92.5,0.0,0.0,92.8,92.8,92.8,0.0,0.0
2019-10-27,87.4,87.4,87.4,0.0,0.0,88.0,88.0,88.0,0.0,0.0,84.1,84.1,84.1,0.0,0.0,84.3,84.3,84.3,0.0,0.0
2019-11-03,86.1,86.1,86.1,0.0,0.0,87.4,87.4,87.4,0.0,0.0,81.9,81.9,81.9,0.0,0.0,81.9,81.9,81.9,0.0,0.0
2019-11-10,75.8,75.8,75.8,0.0,0.0,76.39,76.39,76.39,0.0,0.0,71.1,71.1,71.1,0.0,0.0,71.2,71.2,71.2,0.0,0.0
2019-11-17,72.0,72.0,72.0,0.0,0.0,73.3,73.3,73.3,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2019-11-24,61.5,61.5,61.5,0.0,0.0,62.9,62.9,62.9,0.0,0.0,61.0,61.0,61.0,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2019-12-01,63.22,63.22,63.22,0.0,0.0,65.5,65.5,65.5,0.0,0.0,62.53,62.53,62.53,0.0,0.0,63.65,63.65,63.65,0.0,0.0
2019-12-08,60.7,60.7,60.7,0.0,0.0,62.1,62.1,62.1,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-12-15,49.56,49.56,49.56,0.0,0.0,51.1,51.1,51.1,0.0,0.0,49.24,49.24,49.24,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-12-22,49.77,49.77,49.77,0.0,0.0,53.21,53.21,53.21,0.0,0.0,49.74,49.74,49.74,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2019-12-29,54.75,54.75,54.75,0.0,0.0,54.97,54.97,54.97,0.0,0.0,50.09,50.09,50.09,0.0,0.0,51.88,51.88,51.88,0.0,0.0
