Date,JBHT_stock_Open_average,JBHT_stock_Open_max,JBHT_stock_Open_min,JBHT_stock_Open_volatility,JBHT_stock_Open_change,JBHT_stock_High_average,JBHT_stock_High_max,JBHT_stock_High_min,JBHT_stock_High_volatility,JBHT_stock_High_change,JBHT_stock_Low_average,JBHT_stock_Low_max,JBHT_stock_Low_min,JBHT_stock_Low_volatility,JBHT_stock_Low_change,JBHT_stock_Close_average,JBHT_stock_Close_max,JBHT_stock_Close_min,JBHT_stock_Close_volatility,JBHT_stock_Close_change,JBHT_stock_Volume_average,JBHT_stock_Volume_max,JBHT_stock_Volume_min,JBHT_stock_Volume_volatility,JBHT_stock_Volume_change
2018-01-14,121.005,122.28,118.94,3.3400000000000034,0.8599999999999994,122.315,123.87,121.49,2.3800000000000097,2.3800000000000097,119.5075,121.36,117.18,4.179999999999993,1.6700000000000017,121.5875,123.61,120.64,2.969999999999999,2.969999999999999,1277230,1480484,1068552,411932,249695
2018-01-21,125.092,125.98,123.61,2.3700000000000045,1.230000000000004,125.968,126.49,125.51,0.9799999999999898,0.03999999999999204,123.736,124.88,122.31,2.569999999999993,1.1499999999999915,125.13,125.65,123.99,1.6600000000000108,-0.35999999999999943,926712,1170113,623134,546979,-546979
2018-01-28,121.028,122.3,119.9,2.3999999999999915,-2.3999999999999915,122.414,124.46,120.78,3.6799999999999926,-3.6799999999999926,119.666,120.67,117.75,2.9200000000000017,-2.510000000000005,120.45400000000001,121.76,118.17,3.5900000000000034,-3.5900000000000034,1102293,1853774,765024,1088750,758803
2018-02-04,115.888,117.64,113.08,4.560000000000002,-2.2900000000000063,117.674,119.16,116.35,2.8100000000000023,-1.5,113.764,115.83,111.42,4.409999999999997,-1.7199999999999989,115.686,117.95,114.63,3.3200000000000074,0.480000000000004,1796835,2185848,1355671,830177,-393836
2018-02-11,117.91799999999999,120.85,115.16,5.689999999999998,4.920000000000002,119.998,121.93,117.2,4.730000000000004,4.730000000000004,116.598,119.72,114.24,5.480000000000004,5.480000000000004,119.104,120.73,115.88,4.8500000000000085,4.700000000000003,832554,945965,534966,410999,-293272
2018-02-18,119.60249999999999,120.54,118.5,2.0400000000000063,0.6900000000000119,121.055,121.79,120.26,1.5300000000000011,0.9099999999999966,118.3675,118.99,117.44,1.5499999999999972,1.5499999999999972,119.505,121.11,118.2,2.9099999999999966,2.9099999999999966,760671,972947,546885,426062,-426062
2018-02-25,120.522,123.17,118.22,4.950000000000003,-3.5700000000000074,121.962,124.16,120.17,3.989999999999995,-2.5700000000000074,118.466,120.59,115.0,5.590000000000003,-5.489999999999995,120.248,123.18,118.54,4.640000000000001,-2.8500000000000085,796406,1160778,532722,628056,589951
2018-03-04,118.75,119.6,117.85,1.75,0.269999999999996,119.824,121.9,119.05,2.8500000000000085,2.3300000000000125,117.468,119.07,116.93,2.1399999999999864,2.1399999999999864,119.076,121.8,117.41,4.390000000000001,4.390000000000001,865431,1286532,647255,639277,-384448
2018-03-11,121.098,122.59,119.8,2.7900000000000063,-2.1500000000000057,121.918,122.73,120.8,1.9300000000000068,-1.6299999999999955,119.756,121.13,118.62,2.509999999999991,-0.9500000000000028,120.538,121.99,119.77,2.219999999999999,-0.519999999999996,646645,1006971,433612,573359,573359
2018-03-18,120.15,121.04,118.64,2.4000000000000057,-1.5100000000000051,121.106,122.27,119.51,2.759999999999991,-1.3999999999999915,119.036,120.54,116.83,3.710000000000008,-2.010000000000005,119.67399999999999,120.77,118.0,2.769999999999996,-2.1899999999999977,768490,1208638,539418,669220,555696
2018-03-25,117.77,120.57,115.0,5.569999999999993,-4.030000000000001,119.49000000000001,122.31,116.68,5.6299999999999955,-2.009999999999991,114.94749999999999,117.85,112.55,5.299999999999997,-3.1499999999999915,116.80250000000001,120.18,114.92,5.260000000000005,-3.030000000000001,988581,1103363,885121,218242,-20644
2018-04-01,115.896,118.27,112.66,5.609999999999999,-5.609999999999999,116.904,119.53,113.25,6.280000000000001,-6.280000000000001,113.03,116.5,108.46,8.040000000000006,-6.0800000000000125,114.328,117.17,109.93,7.239999999999995,-5.429999999999993,1447558,1921576,1102706,818870,311268
2018-04-08,111.45,114.38,109.2,5.179999999999993,3.6099999999999994,113.366,114.88,111.82,3.0600000000000023,3.0600000000000023,110.536,112.26,108.67,3.5900000000000034,3.1700000000000017,112.136,114.18,109.21,4.970000000000013,3.5600000000000023,1214965,1456133,933871,522262,522262
2018-04-15,120.616,121.34,119.72,1.6200000000000045,1.3900000000000006,121.782,122.19,121.21,0.980000000000004,0.37999999999999545,118.112,120.02,115.0,5.019999999999996,4.290000000000006,120.224,121.34,119.17,2.1700000000000017,-0.1599999999999966,1293839,2312753,743807,1568946,-1411490
