Date,Vanguard S&P Small Cap 600 Growth_Open_average,Vanguard S&P Small Cap 600 Growth_Open_max,Vanguard S&P Small Cap 600 Growth_Open_min,Vanguard S&P Small Cap 600 Growth_Open_volatility,Vanguard S&P Small Cap 600 Growth_Open_change,Vanguard S&P Small Cap 600 Growth_High_average,Vanguard S&P Small Cap 600 Growth_High_max,Vanguard S&P Small Cap 600 Growth_High_min,Vanguard S&P Small Cap 600 Growth_High_volatility,Vanguard S&P Small Cap 600 Growth_High_change,Vanguard S&P Small Cap 600 Growth_Low_average,Vanguard S&P Small Cap 600 Growth_Low_max,Vanguard S&P Small Cap 600 Growth_Low_min,Vanguard S&P Small Cap 600 Growth_Low_volatility,Vanguard S&P Small Cap 600 Growth_Low_change,Vanguard S&P Small Cap 600 Growth_Close_average,Vanguard S&P Small Cap 600 Growth_Close_max,Vanguard S&P Small Cap 600 Growth_Close_min,Vanguard S&P Small Cap 600 Growth_Close_volatility,Vanguard S&P Small Cap 600 Growth_Close_change
2018-01-14,152.5,152.5,152.5,0.0,0.0,152.97,152.97,152.97,0.0,0.0,152.29,152.29,152.29,0.0,0.0,152.56,152.56,152.56,0.0,0.0
2018-01-21,153.39,153.39,153.39,0.0,0.0,153.87,153.87,153.87,0.0,0.0,153.04,153.04,153.04,0.0,0.0,153.04,153.04,153.04,0.0,0.0
2018-01-28,147.5,147.5,147.5,0.0,0.0,148.75,148.75,148.75,0.0,0.0,143.0,143.0,143.0,0.0,0.0,143.0,143.0,143.0,0.0,0.0
2018-02-04,142.3,142.3,142.3,0.0,0.0,143.97,143.97,143.97,0.0,0.0,141.01,141.01,141.01,0.0,0.0,143.29,143.29,143.29,0.0,0.0
2018-02-11,147.25,147.25,147.25,0.0,0.0,148.74,148.74,148.74,0.0,0.0,147.25,147.25,147.25,0.0,0.0,148.34,148.34,148.34,0.0,0.0
2018-02-18,149.96,149.96,149.96,0.0,0.0,150.57,150.57,150.57,0.0,0.0,148.81,148.81,148.81,0.0,0.0,150.25,150.25,150.25,0.0,0.0
2018-02-25,147.4,147.4,147.4,0.0,0.0,149.18,149.18,149.18,0.0,0.0,146.84,146.84,146.84,0.0,0.0,148.98,148.98,148.98,0.0,0.0
2018-03-04,155.21,155.21,155.21,0.0,0.0,155.23,155.23,155.23,0.0,0.0,154.48,154.48,154.48,0.0,0.0,154.89,154.89,154.89,0.0,0.0
2018-03-11,153.55,153.55,153.55,0.0,0.0,153.55,153.55,153.55,0.0,0.0,151.28,151.28,151.28,0.0,0.0,151.39,151.39,151.39,0.0,0.0
2018-03-18,149.25,149.25,149.25,0.0,0.0,150.32,150.32,150.32,0.0,0.0,147.35,147.35,147.35,0.0,0.0,150.32,150.32,150.32,0.0,0.0
2018-03-25,149.0,149.0,149.0,0.0,0.0,149.1,149.1,149.1,0.0,0.0,144.89,144.89,144.89,0.0,0.0,145.94,145.94,145.94,0.0,0.0
2018-04-01,149.32,149.32,149.32,0.0,0.0,149.54,149.54,149.54,0.0,0.0,148.05,148.05,148.05,0.0,0.0,148.05,148.05,148.05,0.0,0.0
2018-04-08,152.0,152.0,152.0,0.0,0.0,153.13,153.13,153.13,0.0,0.0,152.0,152.0,152.0,0.0,0.0,152.88,152.88,152.88,0.0,0.0
2018-04-15,153.01,153.01,153.01,0.0,0.0,153.33,153.33,153.33,0.0,0.0,151.96,151.96,151.96,0.0,0.0,152.55,152.55,152.55,0.0,0.0
2018-04-22,151.52,151.52,151.52,0.0,0.0,151.99,151.99,151.99,0.0,0.0,150.0,150.0,150.0,0.0,0.0,150.09,150.09,150.09,0.0,0.0
2018-04-29,152.7,152.7,152.7,0.0,0.0,153.73,153.73,153.73,0.0,0.0,152.38,152.38,152.38,0.0,0.0,153.62,153.62,153.62,0.0,0.0
2018-05-06,157.1,157.1,157.1,0.0,0.0,157.18,157.18,157.18,0.0,0.0,155.97,155.97,155.97,0.0,0.0,156.0,156.0,156.0,0.0,0.0
