Date,ProShares Short MidCap400Etf_Open_average,ProShares Short MidCap400Etf_Open_max,ProShares Short MidCap400Etf_Open_min,ProShares Short MidCap400Etf_Open_volatility,ProShares Short MidCap400Etf_Open_change,ProShares Short MidCap400Etf_High_average,ProShares Short MidCap400Etf_High_max,ProShares Short MidCap400Etf_High_min,ProShares Short MidCap400Etf_High_volatility,ProShares Short MidCap400Etf_High_change,ProShares Short MidCap400Etf_Low_average,ProShares Short MidCap400Etf_Low_max,ProShares Short MidCap400Etf_Low_min,ProShares Short MidCap400Etf_Low_volatility,ProShares Short MidCap400Etf_Low_change,ProShares Short MidCap400Etf_Close_average,ProShares Short MidCap400Etf_Close_max,ProShares Short MidCap400Etf_Close_min,ProShares Short MidCap400Etf_Close_volatility,ProShares Short MidCap400Etf_Close_change
2018-01-14,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2018-01-21,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2018-01-28,43.94,43.94,43.94,0.0,0.0,44.48,44.48,44.48,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-02-04,46.8,46.8,46.8,0.0,0.0,48.12,48.12,48.12,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2018-02-11,44.96,44.96,44.96,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2018-02-18,44.89,44.89,44.89,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2018-02-25,46.04,46.04,46.04,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2018-03-04,44.08,44.08,44.08,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2018-03-11,43.92,43.92,43.92,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2018-03-18,45.24,45.24,45.24,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2018-03-25,45.34,45.34,45.34,0.0,0.0,45.46,45.46,45.46,0.0,0.0,44.84,44.84,44.84,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2018-04-01,45.0,45.0,45.0,0.0,0.0,45.95,45.95,45.95,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-04-08,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2018-04-15,44.32,44.32,44.32,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-04-22,44.84,44.84,44.84,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2018-04-29,45.44,45.44,45.44,0.0,0.0,45.48,45.48,45.48,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2018-05-06,43.64,43.64,43.64,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2018-05-13,43.41,43.41,43.41,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2018-05-20,43.51,43.51,43.51,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2018-05-27,43.27,43.27,43.27,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2018-06-03,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-06-10,42.61,42.61,42.61,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2018-06-17,42.39,42.39,42.39,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2018-06-24,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2018-07-01,42.53,42.53,42.53,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2018-07-08,42.2,42.2,42.2,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-07-15,42.33,42.33,42.33,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-07-22,42.97,42.97,42.97,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2018-07-29,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2018-08-05,42.42,42.42,42.42,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2018-08-12,42.35,42.35,42.35,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0
