Date,FlexShares Quality Dividend DefensiveEtf_Open_average,FlexShares Quality Dividend DefensiveEtf_Open_max,FlexShares Quality Dividend DefensiveEtf_Open_min,FlexShares Quality Dividend DefensiveEtf_Open_volatility,FlexShares Quality Dividend DefensiveEtf_Open_change,FlexShares Quality Dividend DefensiveEtf_High_average,FlexShares Quality Dividend DefensiveEtf_High_max,FlexShares Quality Dividend DefensiveEtf_High_min,FlexShares Quality Dividend DefensiveEtf_High_volatility,FlexShares Quality Dividend DefensiveEtf_High_change,FlexShares Quality Dividend DefensiveEtf_Low_average,FlexShares Quality Dividend DefensiveEtf_Low_max,FlexShares Quality Dividend DefensiveEtf_Low_min,FlexShares Quality Dividend DefensiveEtf_Low_volatility,FlexShares Quality Dividend DefensiveEtf_Low_change,FlexShares Quality Dividend DefensiveEtf_Close_average,FlexShares Quality Dividend DefensiveEtf_Close_max,FlexShares Quality Dividend DefensiveEtf_Close_min,FlexShares Quality Dividend DefensiveEtf_Close_volatility,FlexShares Quality Dividend DefensiveEtf_Close_change
2018-05-20,44.58,44.58,44.58,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-05-27,44.7,44.7,44.7,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2018-06-03,45.46,45.46,45.46,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2018-06-10,45.39,45.39,45.39,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2018-06-17,45.19,45.19,45.19,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2018-06-24,44.74,44.74,44.74,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2018-07-01,44.85,44.85,44.85,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2018-07-08,45.5,45.5,45.5,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2018-07-15,45.5,45.5,45.5,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-07-22,46.01,46.01,46.01,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2018-07-29,46.02,46.02,46.02,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2018-08-05,46.07,46.07,46.07,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2018-08-12,46.39,46.39,46.39,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2018-08-19,46.78,46.78,46.78,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2018-08-26,46.92,46.92,46.92,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-09-02,46.9,46.9,46.9,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2018-09-09,47.23,47.23,47.23,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2018-09-16,47.57,47.57,47.57,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-09-23,46.73,46.73,46.73,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2018-09-30,46.65,46.65,46.65,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-10-07,44.93,44.93,44.93,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-10-14,45.18,45.18,45.18,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2018-10-21,43.81,43.81,43.81,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2018-10-28,45.01,45.01,45.01,0.0,0.0,45.09,45.09,45.09,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2018-11-04,45.97,45.97,45.97,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2018-11-11,44.63,44.63,44.63,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.63,44.63,44.63,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2018-11-18,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2018-11-25,45.0,45.0,45.0,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2018-12-02,44.63,44.63,44.63,0.0,0.0,44.8,44.8,44.8,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2018-12-09,43.46,43.46,43.46,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2018-12-16,38.77,38.77,38.77,0.0,0.0,39.6,39.6,39.6,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2018-12-23,39.36,39.36,39.36,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2018-12-30,39.2,39.2,39.2,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2019-01-06,40.45,40.45,40.45,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2019-01-13,41.28,41.28,41.28,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2019-01-20,41.61,41.61,41.61,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2019-01-27,42.28,42.28,42.28,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2019-02-03,42.41,42.41,42.41,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2019-02-10,43.48,43.48,43.48,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-02-17,43.94,43.94,43.94,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.84,43.84,43.84,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-02-24,44.31,44.31,44.31,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2019-03-03,43.13,43.13,43.13,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2019-03-10,44.17,44.17,44.17,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2019-03-17,44.5,44.5,44.5,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2019-03-24,44.63,44.63,44.63,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2019-03-31,45.34,45.34,45.34,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2019-04-07,45.58,45.58,45.58,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-04-14,45.53,45.53,45.53,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2019-04-21,45.29,45.29,45.29,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-04-28,45.39,45.39,45.39,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-05-05,44.53,44.53,44.53,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2019-05-12,44.47,44.47,44.47,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2019-05-19,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2019-05-26,42.93,42.93,42.93,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-06-02,44.41,44.41,44.41,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2019-06-09,44.79,44.79,44.79,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2019-06-16,45.26,45.26,45.26,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2019-06-23,44.83,44.83,44.83,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-06-30,45.52,45.52,45.52,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2019-07-07,45.82,45.82,45.82,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2019-07-14,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2019-07-21,46.11,46.11,46.11,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2019-07-28,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2019-08-04,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-08-11,43.8,43.8,43.8,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2019-08-18,44.61,44.61,44.61,0.0,0.0,44.75,44.75,44.75,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-08-25,44.79,44.79,44.79,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-09-01,45.49,45.49,45.49,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-09-08,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-09-15,45.75,45.75,45.75,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2019-09-22,45.68,45.68,45.68,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-09-29,44.9,44.9,44.9,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-10-06,45.5,45.5,45.5,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2019-10-13,45.69,45.69,45.69,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-10-20,45.93,45.93,45.93,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2019-10-27,46.48,46.48,46.48,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2019-11-03,46.72,46.72,46.72,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2019-11-10,47.04,47.04,47.04,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2019-11-17,46.9,46.9,46.9,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2019-11-24,47.47,47.47,47.47,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2019-12-01,47.33,47.33,47.33,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-12-08,47.54,47.54,47.54,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-12-15,47.67,47.67,47.67,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2019-12-22,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2019-12-29,47.55,47.55,47.55,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.67,47.67,47.67,0.0,0.0
