Date,Direxion Daily South Korea Bull 3X Shares_Open_average,Direxion Daily South Korea Bull 3X Shares_Open_max,Direxion Daily South Korea Bull 3X Shares_Open_min,Direxion Daily South Korea Bull 3X Shares_Open_volatility,Direxion Daily South Korea Bull 3X Shares_Open_change,Direxion Daily South Korea Bull 3X Shares_High_average,Direxion Daily South Korea Bull 3X Shares_High_max,Direxion Daily South Korea Bull 3X Shares_High_min,Direxion Daily South Korea Bull 3X Shares_High_volatility,Direxion Daily South Korea Bull 3X Shares_High_change,Direxion Daily South Korea Bull 3X Shares_Low_average,Direxion Daily South Korea Bull 3X Shares_Low_max,Direxion Daily South Korea Bull 3X Shares_Low_min,Direxion Daily South Korea Bull 3X Shares_Low_volatility,Direxion Daily South Korea Bull 3X Shares_Low_change,Direxion Daily South Korea Bull 3X Shares_Close_average,Direxion Daily South Korea Bull 3X Shares_Close_max,Direxion Daily South Korea Bull 3X Shares_Close_min,Direxion Daily South Korea Bull 3X Shares_Close_volatility,Direxion Daily South Korea Bull 3X Shares_Close_change
2018-01-14,65.88,65.88,65.88,0.0,0.0,66.91,66.91,66.91,0.0,0.0,65.25,65.25,65.25,0.0,0.0,66.91,66.91,66.91,0.0,0.0
2018-01-21,72.27,72.27,72.27,0.0,0.0,72.27,72.27,72.27,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2018-01-28,58.87,58.87,58.87,0.0,0.0,59.94,59.94,59.94,0.0,0.0,53.55,53.55,53.55,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2018-02-04,51.7,51.7,51.7,0.0,0.0,53.5,53.5,53.5,0.0,0.0,50.85,50.85,50.85,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2018-02-11,61.14,61.14,61.14,0.0,0.0,63.61,63.61,63.61,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2018-02-18,58.56,58.56,58.56,0.0,0.0,59.87,59.87,59.87,0.0,0.0,58.23,58.23,58.23,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2018-02-25,50.76,50.76,50.76,0.0,0.0,52.38,52.38,52.38,0.0,0.0,50.58,50.58,50.58,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-03-04,61.51,61.51,61.51,0.0,0.0,61.96,61.96,61.96,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2018-03-11,59.69,59.69,59.69,0.0,0.0,59.87,59.87,59.87,0.0,0.0,57.63,57.63,57.63,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2018-03-18,55.34,55.34,55.34,0.0,0.0,56.53,56.53,56.53,0.0,0.0,53.89,53.89,53.89,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2018-03-25,57.87,57.87,57.87,0.0,0.0,58.1,58.1,58.1,0.0,0.0,54.5,54.5,54.5,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2018-04-01,55.24,55.24,55.24,0.0,0.0,55.83,55.83,55.83,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2018-04-08,55.63,55.63,55.63,0.0,0.0,56.45,56.45,56.45,0.0,0.0,55.6,55.6,55.6,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2018-04-15,56.1,56.1,56.1,0.0,0.0,56.13,56.13,56.13,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-04-22,59.8,59.8,59.8,0.0,0.0,59.96,59.96,59.96,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2018-04-29,53.05,53.05,53.05,0.0,0.0,54.06,54.06,54.06,0.0,0.0,52.46,52.46,52.46,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2018-05-06,55.77,55.77,55.77,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2018-05-13,53.07,53.07,53.07,0.0,0.0,53.17,53.17,53.17,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-05-20,54.02,54.02,54.02,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2018-05-27,53.38,53.38,53.38,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2018-06-03,53.41,53.41,53.41,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2018-06-10,43.75,43.75,43.75,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-06-17,41.06,41.06,41.06,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2018-06-24,37.22,37.22,37.22,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.98,37.98,37.98,0.0,0.0
