Date,SPDR MFS Systematic Growth Equity_Open_average,SPDR MFS Systematic Growth Equity_Open_max,SPDR MFS Systematic Growth Equity_Open_min,SPDR MFS Systematic Growth Equity_Open_volatility,SPDR MFS Systematic Growth Equity_Open_change,SPDR MFS Systematic Growth Equity_High_average,SPDR MFS Systematic Growth Equity_High_max,SPDR MFS Systematic Growth Equity_High_min,SPDR MFS Systematic Growth Equity_High_volatility,SPDR MFS Systematic Growth Equity_High_change,SPDR MFS Systematic Growth Equity_Low_average,SPDR MFS Systematic Growth Equity_Low_max,SPDR MFS Systematic Growth Equity_Low_min,SPDR MFS Systematic Growth Equity_Low_volatility,SPDR MFS Systematic Growth Equity_Low_change,SPDR MFS Systematic Growth Equity_Close_average,SPDR MFS Systematic Growth Equity_Close_max,SPDR MFS Systematic Growth Equity_Close_min,SPDR MFS Systematic Growth Equity_Close_volatility,SPDR MFS Systematic Growth Equity_Close_change
2018-03-25,78.5,78.5,78.5,0.0,0.0,78.5,78.5,78.5,0.0,0.0,77.28,77.28,77.28,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2018-04-01,78.55,78.55,78.55,0.0,0.0,79.14,79.14,79.14,0.0,0.0,78.55,78.55,78.55,0.0,0.0,78.82,78.82,78.82,0.0,0.0
2018-04-08,80.0,80.0,80.0,0.0,0.0,80.3,80.3,80.3,0.0,0.0,79.99,79.99,79.99,0.0,0.0,80.15,80.15,80.15,0.0,0.0
2018-04-15,80.12,80.12,80.12,0.0,0.0,80.12,80.12,80.12,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2018-04-22,79.91,79.91,79.91,0.0,0.0,79.91,79.91,79.91,0.0,0.0,79.19,79.19,79.19,0.0,0.0,79.19,79.19,79.19,0.0,0.0
2018-04-29,80.0,80.0,80.0,0.0,0.0,80.09,80.09,80.09,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.09,80.09,80.09,0.0,0.0
2018-05-06,82.24,82.24,82.24,0.0,0.0,82.26,82.26,82.26,0.0,0.0,82.02,82.02,82.02,0.0,0.0,82.02,82.02,82.02,0.0,0.0
2018-05-13,82.66,82.66,82.66,0.0,0.0,82.72,82.72,82.72,0.0,0.0,82.51,82.51,82.51,0.0,0.0,82.58,82.58,82.58,0.0,0.0
2018-05-20,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0
2018-05-27,82.82,82.82,82.82,0.0,0.0,83.0,83.0,83.0,0.0,0.0,82.82,82.82,82.82,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2018-06-03,83.83,83.83,83.83,0.0,0.0,83.83,83.83,83.83,0.0,0.0,83.83,83.83,83.83,0.0,0.0,83.83,83.83,83.83,0.0,0.0
2018-06-10,83.53,83.53,83.53,0.0,0.0,83.53,83.53,83.53,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.46,83.46,83.46,0.0,0.0
2018-06-17,81.8,81.8,81.8,0.0,0.0,81.8,81.8,81.8,0.0,0.0,79.3,79.3,79.3,0.0,0.0,80.48,80.48,80.48,0.0,0.0
2018-06-24,80.54,80.54,80.54,0.0,0.0,80.88,80.88,80.88,0.0,0.0,80.54,80.54,80.54,0.0,0.0,80.88,80.88,80.88,0.0,0.0
2018-07-01,82.9,82.9,82.9,0.0,0.0,83.05,83.05,83.05,0.0,0.0,82.9,82.9,82.9,0.0,0.0,83.05,83.05,83.05,0.0,0.0
2018-07-08,83.65,83.65,83.65,0.0,0.0,83.65,83.65,83.65,0.0,0.0,83.56,83.56,83.56,0.0,0.0,83.6,83.6,83.6,0.0,0.0
2018-07-15,83.42,83.42,83.42,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.6,83.6,83.6,0.0,0.0
2018-07-22,82.74,82.74,82.74,0.0,0.0,82.74,82.74,82.74,0.0,0.0,81.77,81.77,81.77,0.0,0.0,81.84,81.84,81.84,0.0,0.0
2018-07-29,83.3,83.3,83.3,0.0,0.0,83.96,83.96,83.96,0.0,0.0,83.3,83.3,83.3,0.0,0.0,83.96,83.96,83.96,0.0,0.0
2018-08-05,83.24,83.24,83.24,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.22,83.22,83.22,0.0,0.0,83.22,83.22,83.22,0.0,0.0
2018-08-12,83.8,83.8,83.8,0.0,0.0,84.31,84.31,84.31,0.0,0.0,83.8,83.8,83.8,0.0,0.0,84.31,84.31,84.31,0.0,0.0
2018-08-19,84.98,84.98,84.98,0.0,0.0,85.31,85.31,85.31,0.0,0.0,84.98,84.98,84.98,0.0,0.0,85.3,85.3,85.3,0.0,0.0
2018-08-26,85.93,85.93,85.93,0.0,0.0,85.93,85.93,85.93,0.0,0.0,85.93,85.93,85.93,0.0,0.0,85.93,85.93,85.93,0.0,0.0
2018-09-02,84.83,84.83,84.83,0.0,0.0,85.14,85.14,85.14,0.0,0.0,84.8,84.8,84.8,0.0,0.0,84.9,84.9,84.9,0.0,0.0
2018-09-09,85.56,85.56,85.56,0.0,0.0,85.75,85.75,85.75,0.0,0.0,85.32,85.32,85.32,0.0,0.0,85.47,85.47,85.47,0.0,0.0
2018-09-16,85.84,85.84,85.84,0.0,0.0,85.84,85.84,85.84,0.0,0.0,85.83,85.83,85.83,0.0,0.0,85.83,85.83,85.83,0.0,0.0
2018-09-23,87.19,87.19,87.19,0.0,0.0,87.32,87.32,87.32,0.0,0.0,86.95,86.95,86.95,0.0,0.0,86.95,86.95,86.95,0.0,0.0
2018-09-30,84.7,84.7,84.7,0.0,0.0,84.7,84.7,84.7,0.0,0.0,84.7,84.7,84.7,0.0,0.0,84.7,84.7,84.7,0.0,0.0
2018-10-07,81.44,81.44,81.44,0.0,0.0,81.44,81.44,81.44,0.0,0.0,81.1,81.1,81.1,0.0,0.0,81.43,81.43,81.43,0.0,0.0
2018-10-14,81.17,81.17,81.17,0.0,0.0,81.37,81.37,81.37,0.0,0.0,80.92,80.92,80.92,0.0,0.0,81.11,81.11,81.11,0.0,0.0
2018-10-21,78.29,78.29,78.29,0.0,0.0,78.67,78.67,78.67,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.74,75.74,75.74,0.0,0.0
2018-10-28,78.62,78.62,78.62,0.0,0.0,78.74,78.74,78.74,0.0,0.0,78.47,78.47,78.47,0.0,0.0,78.5,78.5,78.5,0.0,0.0
2018-11-04,80.32,80.32,80.32,0.0,0.0,80.32,80.32,80.32,0.0,0.0,80.11,80.11,80.11,0.0,0.0,80.11,80.11,80.11,0.0,0.0
2018-11-11,76.16,76.16,76.16,0.0,0.0,76.16,76.16,76.16,0.0,0.0,75.96,75.96,75.96,0.0,0.0,75.96,75.96,75.96,0.0,0.0
2018-11-18,76.12,76.12,76.12,0.0,0.0,76.12,76.12,76.12,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.84,75.84,75.84,0.0,0.0
2018-11-25,81.0,81.0,81.0,0.0,0.0,81.0,81.0,81.0,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.5,80.5,80.5,0.0,0.0
2018-12-02,75.39,75.39,75.39,0.0,0.0,76.02,76.02,76.02,0.0,0.0,75.39,75.39,75.39,0.0,0.0,76.02,76.02,76.02,0.0,0.0
2018-12-09,74.08,74.08,74.08,0.0,0.0,74.08,74.08,74.08,0.0,0.0,72.89,72.89,72.89,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2018-12-16,66.3,66.3,66.3,0.0,0.0,67.65,67.65,67.65,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2018-12-23,70.87,70.87,70.87,0.0,0.0,70.97,70.97,70.97,0.0,0.0,70.15,70.15,70.15,0.0,0.0,70.67,70.67,70.67,0.0,0.0
2018-12-30,72.11,72.11,72.11,0.0,0.0,73.19,73.19,73.19,0.0,0.0,72.11,72.11,72.11,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2019-01-06,74.41,74.41,74.41,0.0,0.0,74.41,74.41,74.41,0.0,0.0,74.25,74.25,74.25,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2019-01-13,76.0,76.0,76.0,0.0,0.0,76.95,76.95,76.95,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.71,76.71,76.71,0.0,0.0
2019-01-20,76.16,76.16,76.16,0.0,0.0,76.68,76.68,76.68,0.0,0.0,76.11,76.11,76.11,0.0,0.0,76.55,76.55,76.55,0.0,0.0
2019-01-27,78.96,78.96,78.96,0.0,0.0,79.17,79.17,79.17,0.0,0.0,78.96,78.96,78.96,0.0,0.0,79.16,79.16,79.16,0.0,0.0
2019-02-03,78.73,78.73,78.73,0.0,0.0,78.97,78.97,78.97,0.0,0.0,78.62,78.62,78.62,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2019-02-10,80.6,80.6,80.6,0.0,0.0,80.79,80.79,80.79,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2019-02-17,81.58,81.58,81.58,0.0,0.0,81.72,81.72,81.72,0.0,0.0,81.18,81.18,81.18,0.0,0.0,81.18,81.18,81.18,0.0,0.0
2019-02-24,79.69,79.69,79.69,0.0,0.0,80.14,80.14,80.14,0.0,0.0,79.61,79.61,79.61,0.0,0.0,80.14,80.14,80.14,0.0,0.0
2019-03-03,78.69,78.69,78.69,0.0,0.0,79.7,79.7,79.7,0.0,0.0,78.69,78.69,78.69,0.0,0.0,79.7,79.7,79.7,0.0,0.0
2019-03-10,80.64,80.64,80.64,0.0,0.0,81.33,81.33,81.33,0.0,0.0,80.64,80.64,80.64,0.0,0.0,81.23,81.23,81.23,0.0,0.0
2019-03-17,80.03,80.03,80.03,0.0,0.0,80.38,80.38,80.38,0.0,0.0,79.97,79.97,79.97,0.0,0.0,80.38,80.38,80.38,0.0,0.0
2019-03-24,81.91,81.91,81.91,0.0,0.0,82.17,82.17,82.17,0.0,0.0,81.77,81.77,81.77,0.0,0.0,82.17,82.17,82.17,0.0,0.0
2019-03-31,82.18,82.18,82.18,0.0,0.0,82.48,82.48,82.48,0.0,0.0,82.18,82.18,82.18,0.0,0.0,82.48,82.48,82.48,0.0,0.0
2019-04-07,82.69,82.69,82.69,0.0,0.0,82.71,82.71,82.71,0.0,0.0,82.5,82.5,82.5,0.0,0.0,82.71,82.71,82.71,0.0,0.0
2019-04-14,81.82,81.82,81.82,0.0,0.0,81.99,81.99,81.99,0.0,0.0,81.82,81.82,81.82,0.0,0.0,81.99,81.99,81.99,0.0,0.0
2019-04-21,83.81,83.81,83.81,0.0,0.0,83.97,83.97,83.97,0.0,0.0,83.81,83.81,83.81,0.0,0.0,83.84,83.84,83.84,0.0,0.0
2019-04-28,83.22,83.22,83.22,0.0,0.0,83.81,83.81,83.81,0.0,0.0,83.22,83.22,83.22,0.0,0.0,83.81,83.81,83.81,0.0,0.0
2019-05-05,80.12,80.12,80.12,0.0,0.0,80.17,80.17,80.17,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.64,79.64,79.64,0.0,0.0
2019-05-12,80.9,80.9,80.9,0.0,0.0,80.97,80.97,80.97,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.83,80.83,80.83,0.0,0.0
2019-05-19,79.96,79.96,79.96,0.0,0.0,80.16,80.16,80.16,0.0,0.0,79.94,79.94,79.94,0.0,0.0,80.09,80.09,80.09,0.0,0.0
2019-05-26,77.81,77.81,77.81,0.0,0.0,77.81,77.81,77.81,0.0,0.0,77.19,77.19,77.19,0.0,0.0,77.19,77.19,77.19,0.0,0.0
2019-06-02,83.39,83.39,83.39,0.0,0.0,83.67,83.67,83.67,0.0,0.0,83.12,83.12,83.12,0.0,0.0,83.12,83.12,83.12,0.0,0.0
2019-06-09,82.91,82.91,82.91,0.0,0.0,82.91,82.91,82.91,0.0,0.0,82.91,82.91,82.91,0.0,0.0,82.91,82.91,82.91,0.0,0.0
2019-06-16,84.04,84.04,84.04,0.0,0.0,84.04,84.04,84.04,0.0,0.0,84.04,84.04,84.04,0.0,0.0,84.04,84.04,84.04,0.0,0.0
2019-06-23,84.78,84.78,84.78,0.0,0.0,84.84,84.84,84.84,0.0,0.0,84.61,84.61,84.61,0.0,0.0,84.81,84.81,84.81,0.0,0.0
2019-06-30,85.27,85.27,85.27,0.0,0.0,85.34,85.34,85.34,0.0,0.0,85.2,85.2,85.2,0.0,0.0,85.34,85.34,85.34,0.0,0.0
2019-07-07,86.91,86.91,86.91,0.0,0.0,86.91,86.91,86.91,0.0,0.0,86.91,86.91,86.91,0.0,0.0,86.91,86.91,86.91,0.0,0.0
2019-07-14,86.35,86.35,86.35,0.0,0.0,86.35,86.35,86.35,0.0,0.0,86.25,86.25,86.25,0.0,0.0,86.32,86.32,86.32,0.0,0.0
2019-07-21,87.2,87.2,87.2,0.0,0.0,87.2,87.2,87.2,0.0,0.0,87.2,87.2,87.2,0.0,0.0,87.2,87.2,87.2,0.0,0.0
2019-07-28,81.92,81.92,81.92,0.0,0.0,81.92,81.92,81.92,0.0,0.0,80.62,80.62,80.62,0.0,0.0,81.21,81.21,81.21,0.0,0.0
2019-08-04,82.55,82.55,82.55,0.0,0.0,82.55,82.55,82.55,0.0,0.0,82.05,82.05,82.05,0.0,0.0,82.18,82.18,82.18,0.0,0.0
2019-08-11,83.08,83.08,83.08,0.0,0.0,83.34,83.34,83.34,0.0,0.0,83.08,83.08,83.08,0.0,0.0,83.12,83.12,83.12,0.0,0.0
2019-08-18,81.38,81.38,81.38,0.0,0.0,81.78,81.78,81.78,0.0,0.0,81.31,81.31,81.31,0.0,0.0,81.78,81.78,81.78,0.0,0.0
2019-08-25,82.3,82.3,82.3,0.0,0.0,82.41,82.41,82.41,0.0,0.0,81.68,81.68,81.68,0.0,0.0,81.98,81.98,81.98,0.0,0.0
2019-09-01,83.15,83.15,83.15,0.0,0.0,83.15,83.15,83.15,0.0,0.0,82.65,82.65,82.65,0.0,0.0,82.93,82.93,82.93,0.0,0.0
2019-09-08,82.39,82.39,82.39,0.0,0.0,82.44,82.44,82.44,0.0,0.0,82.39,82.39,82.39,0.0,0.0,82.44,82.44,82.44,0.0,0.0
2019-09-15,82.26,82.26,82.26,0.0,0.0,82.44,82.44,82.44,0.0,0.0,82.26,82.26,82.26,0.0,0.0,82.32,82.32,82.32,0.0,0.0
2019-09-22,80.78,80.78,80.78,0.0,0.0,81.51,81.51,81.51,0.0,0.0,80.78,80.78,80.78,0.0,0.0,81.4,81.4,81.4,0.0,0.0
2019-09-29,81.23,81.23,81.23,0.0,0.0,81.53,81.53,81.53,0.0,0.0,81.2,81.2,81.2,0.0,0.0,81.21,81.21,81.21,0.0,0.0
2019-10-06,82.19,82.19,82.19,0.0,0.0,82.19,82.19,82.19,0.0,0.0,82.05,82.05,82.05,0.0,0.0,82.05,82.05,82.05,0.0,0.0
2019-10-13,82.17,82.17,82.17,0.0,0.0,82.47,82.47,82.47,0.0,0.0,82.08,82.08,82.08,0.0,0.0,82.46,82.46,82.46,0.0,0.0
2019-10-20,84.05,84.05,84.05,0.0,0.0,84.05,84.05,84.05,0.0,0.0,83.95,83.95,83.95,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2019-10-27,84.5,84.5,84.5,0.0,0.0,84.56,84.56,84.56,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.55,84.55,84.55,0.0,0.0
2019-11-03,84.89,84.89,84.89,0.0,0.0,84.92,84.92,84.92,0.0,0.0,84.89,84.89,84.89,0.0,0.0,84.92,84.92,84.92,0.0,0.0
2019-11-10,86.11,86.11,86.11,0.0,0.0,86.36,86.36,86.36,0.0,0.0,86.11,86.11,86.11,0.0,0.0,86.32,86.32,86.32,0.0,0.0
2019-11-17,87.67,87.67,87.67,0.0,0.0,87.76,87.76,87.76,0.0,0.0,87.66,87.66,87.66,0.0,0.0,87.76,87.76,87.76,0.0,0.0
2019-11-24,87.15,87.15,87.15,0.0,0.0,87.23,87.23,87.23,0.0,0.0,86.84,86.84,86.84,0.0,0.0,87.11,87.11,87.11,0.0,0.0
2019-12-01,87.81,87.81,87.81,0.0,0.0,87.81,87.81,87.81,0.0,0.0,87.53,87.53,87.53,0.0,0.0,87.53,87.53,87.53,0.0,0.0
2019-12-08,89.19,89.19,89.19,0.0,0.0,89.24,89.24,89.24,0.0,0.0,89.18,89.18,89.18,0.0,0.0,89.22,89.22,89.22,0.0,0.0
2019-12-15,90.39,90.39,90.39,0.0,0.0,90.39,90.39,90.39,0.0,0.0,89.95,89.95,89.95,0.0,0.0,89.95,89.95,89.95,0.0,0.0
2019-12-22,89.55,89.55,89.55,0.0,0.0,89.93,89.93,89.93,0.0,0.0,89.53,89.53,89.53,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2019-12-29,90.0,90.0,90.0,0.0,0.0,90.68,90.68,90.68,0.0,0.0,90.0,90.0,90.0,0.0,0.0,90.44,90.44,90.44,0.0,0.0
