Date,Vanguard S&P Mid Cap 400_Open_average,Vanguard S&P Mid Cap 400_Open_max,Vanguard S&P Mid Cap 400_Open_min,Vanguard S&P Mid Cap 400_Open_volatility,Vanguard S&P Mid Cap 400_Open_change,Vanguard S&P Mid Cap 400_High_average,Vanguard S&P Mid Cap 400_High_max,Vanguard S&P Mid Cap 400_High_min,Vanguard S&P Mid Cap 400_High_volatility,Vanguard S&P Mid Cap 400_High_change,Vanguard S&P Mid Cap 400_Low_average,Vanguard S&P Mid Cap 400_Low_max,Vanguard S&P Mid Cap 400_Low_min,Vanguard S&P Mid Cap 400_Low_volatility,Vanguard S&P Mid Cap 400_Low_change,Vanguard S&P Mid Cap 400_Close_average,Vanguard S&P Mid Cap 400_Close_max,Vanguard S&P Mid Cap 400_Close_min,Vanguard S&P Mid Cap 400_Close_volatility,Vanguard S&P Mid Cap 400_Close_change
2018-03-25,126.23,126.23,126.23,0.0,0.0,126.36,126.36,126.36,0.0,0.0,122.75,122.75,122.75,0.0,0.0,123.62,123.62,123.62,0.0,0.0
2018-04-01,125.66,125.66,125.66,0.0,0.0,126.58,126.58,126.58,0.0,0.0,124.83,124.83,124.83,0.0,0.0,124.83,124.83,124.83,0.0,0.0
2018-04-08,127.6,127.6,127.6,0.0,0.0,128.42,128.42,128.42,0.0,0.0,127.42,127.42,127.42,0.0,0.0,128.12,128.12,128.12,0.0,0.0
2018-04-15,128.23,128.23,128.23,0.0,0.0,128.62,128.62,128.62,0.0,0.0,127.49,127.49,127.49,0.0,0.0,128.03,128.03,128.03,0.0,0.0
2018-04-22,127.87,127.87,127.87,0.0,0.0,128.22,128.22,128.22,0.0,0.0,126.16,126.16,126.16,0.0,0.0,126.16,126.16,126.16,0.0,0.0
2018-04-29,128.25,128.25,128.25,0.0,0.0,129.2,129.2,129.2,0.0,0.0,128.13,128.13,128.13,0.0,0.0,128.59,128.59,128.59,0.0,0.0
2018-05-06,131.02,131.02,131.02,0.0,0.0,131.24,131.24,131.24,0.0,0.0,130.38,130.38,130.38,0.0,0.0,130.52,130.52,130.52,0.0,0.0
2018-05-13,131.73,131.73,131.73,0.0,0.0,132.44,132.44,132.44,0.0,0.0,131.73,131.73,131.73,0.0,0.0,132.44,132.44,132.44,0.0,0.0
2018-05-20,131.33,131.33,131.33,0.0,0.0,131.76,131.76,131.76,0.0,0.0,131.15,131.15,131.15,0.0,0.0,131.4,131.4,131.4,0.0,0.0
2018-05-27,132.49,132.49,132.49,0.0,0.0,132.85,132.85,132.85,0.0,0.0,132.1,132.1,132.1,0.0,0.0,132.85,132.85,132.85,0.0,0.0
2018-06-03,135.26,135.26,135.26,0.0,0.0,135.49,135.49,135.49,0.0,0.0,135.06,135.06,135.06,0.0,0.0,135.18,135.18,135.18,0.0,0.0
2018-06-10,133.94,133.94,133.94,0.0,0.0,134.9,134.9,134.9,0.0,0.0,133.87,133.87,133.87,0.0,0.0,134.8,134.8,134.8,0.0,0.0
2018-06-17,133.96,133.96,133.96,0.0,0.0,134.01,134.01,134.01,0.0,0.0,131.94,131.94,131.94,0.0,0.0,132.5,132.5,132.5,0.0,0.0
2018-06-24,130.65,130.65,130.65,0.0,0.0,131.57,131.57,131.57,0.0,0.0,130.54,130.54,130.54,0.0,0.0,131.55,131.55,131.55,0.0,0.0
2018-07-01,134.63,134.63,134.63,0.0,0.0,135.38,135.38,135.38,0.0,0.0,134.53,134.53,134.53,0.0,0.0,135.34,135.34,135.34,0.0,0.0
2018-07-08,134.58,134.58,134.58,0.0,0.0,134.69,134.69,134.69,0.0,0.0,133.58,133.58,133.58,0.0,0.0,133.83,133.83,133.83,0.0,0.0
2018-07-15,134.58,134.58,134.58,0.0,0.0,134.9,134.9,134.9,0.0,0.0,134.12,134.12,134.12,0.0,0.0,134.63,134.63,134.63,0.0,0.0
2018-07-22,133.15,133.15,133.15,0.0,0.0,133.62,133.62,133.62,0.0,0.0,132.5,132.5,132.5,0.0,0.0,132.53,132.53,132.53,0.0,0.0
2018-07-29,134.88,134.88,134.88,0.0,0.0,135.63,135.63,135.63,0.0,0.0,134.83,134.83,134.83,0.0,0.0,135.47,135.47,135.47,0.0,0.0
2018-08-05,134.66,134.66,134.66,0.0,0.0,134.97,134.97,134.97,0.0,0.0,133.6,133.6,133.6,0.0,0.0,133.86,133.86,133.86,0.0,0.0
2018-08-12,135.95,135.95,135.95,0.0,0.0,136.38,136.38,136.38,0.0,0.0,135.75,135.75,135.75,0.0,0.0,136.22,136.22,136.22,0.0,0.0
2018-08-19,137.96,137.96,137.96,0.0,0.0,138.49,138.49,138.49,0.0,0.0,137.88,137.88,137.88,0.0,0.0,137.98,137.98,137.98,0.0,0.0
2018-08-26,137.46,137.46,137.46,0.0,0.0,138.1,138.1,138.1,0.0,0.0,137.45,137.45,137.45,0.0,0.0,138.08,138.08,138.08,0.0,0.0
2018-09-02,137.47,137.47,137.47,0.0,0.0,137.69,137.69,137.69,0.0,0.0,137.04,137.04,137.04,0.0,0.0,137.19,137.19,137.19,0.0,0.0
2018-09-09,138.26,138.26,138.26,0.0,0.0,138.26,138.26,138.26,0.0,0.0,136.98,136.98,136.98,0.0,0.0,136.99,136.99,136.99,0.0,0.0
2018-09-16,137.81,137.81,137.81,0.0,0.0,137.87,137.87,137.87,0.0,0.0,136.66,136.66,136.66,0.0,0.0,137.32,137.32,137.32,0.0,0.0
2018-09-23,136.61,136.61,136.61,0.0,0.0,136.61,136.61,136.61,0.0,0.0,134.62,134.62,134.62,0.0,0.0,134.94,134.94,134.94,0.0,0.0
2018-09-30,132.12,132.12,132.12,0.0,0.0,132.7,132.7,132.7,0.0,0.0,131.56,131.56,131.56,0.0,0.0,132.46,132.46,132.46,0.0,0.0
2018-10-07,125.79,125.79,125.79,0.0,0.0,127.31,127.31,127.31,0.0,0.0,125.72,125.72,125.72,0.0,0.0,126.5,126.5,126.5,0.0,0.0
2018-10-14,126.3,126.3,126.3,0.0,0.0,126.51,126.51,126.51,0.0,0.0,125.34,125.34,125.34,0.0,0.0,125.49,125.49,125.49,0.0,0.0
2018-10-21,122.28,122.28,122.28,0.0,0.0,123.23,123.23,123.23,0.0,0.0,119.11,119.11,119.11,0.0,0.0,120.37,120.37,120.37,0.0,0.0
2018-10-28,125.74,125.74,125.74,0.0,0.0,126.39,126.39,126.39,0.0,0.0,125.36,125.36,125.36,0.0,0.0,126.03,126.03,126.03,0.0,0.0
2018-11-04,126.82,126.82,126.82,0.0,0.0,126.84,126.84,126.84,0.0,0.0,124.68,124.68,124.68,0.0,0.0,124.82,124.82,124.82,0.0,0.0
2018-11-11,125.58,125.58,125.58,0.0,0.0,125.93,125.93,125.93,0.0,0.0,123.61,123.61,123.61,0.0,0.0,124.08,124.08,124.08,0.0,0.0
2018-11-18,124.11,124.11,124.11,0.0,0.0,124.92,124.92,124.92,0.0,0.0,123.98,123.98,123.98,0.0,0.0,124.62,124.62,124.62,0.0,0.0
2018-11-25,128.45,128.45,128.45,0.0,0.0,128.45,128.45,128.45,0.0,0.0,126.62,126.62,126.62,0.0,0.0,127.85,127.85,127.85,0.0,0.0
2018-12-02,120.14,120.14,120.14,0.0,0.0,120.42,120.42,120.42,0.0,0.0,117.8,117.8,117.8,0.0,0.0,119.56,119.56,119.56,0.0,0.0
2018-12-09,116.21,116.21,116.21,0.0,0.0,116.76,116.76,116.76,0.0,0.0,113.48,113.48,113.48,0.0,0.0,114.0,114.0,114.0,0.0,0.0
2018-12-16,107.69,107.69,107.69,0.0,0.0,107.92,107.92,107.92,0.0,0.0,105.39,105.39,105.39,0.0,0.0,105.39,105.39,105.39,0.0,0.0
2018-12-23,111.42,111.42,111.42,0.0,0.0,111.86,111.86,111.86,0.0,0.0,110.31,110.31,110.31,0.0,0.0,111.86,111.86,111.86,0.0,0.0
2018-12-30,113.43,113.43,113.43,0.0,0.0,115.48,115.48,115.48,0.0,0.0,113.13,113.13,113.13,0.0,0.0,114.53,114.53,114.53,0.0,0.0
2019-01-06,117.86,117.86,117.86,0.0,0.0,118.6,118.6,118.6,0.0,0.0,117.66,117.66,117.66,0.0,0.0,118.14,118.14,118.14,0.0,0.0
2019-01-13,121.36,121.36,121.36,0.0,0.0,122.64,122.64,122.64,0.0,0.0,121.21,121.21,121.21,0.0,0.0,122.35,122.35,122.35,0.0,0.0
2019-01-20,121.55,121.55,121.55,0.0,0.0,122.4,122.4,122.4,0.0,0.0,121.35,121.35,121.35,0.0,0.0,122.28,122.28,122.28,0.0,0.0
2019-01-27,124.11,124.11,124.11,0.0,0.0,125.13,125.13,125.13,0.0,0.0,123.67,123.67,123.67,0.0,0.0,125.13,125.13,125.13,0.0,0.0
2019-02-03,125.18,125.18,125.18,0.0,0.0,125.66,125.66,125.66,0.0,0.0,124.95,124.95,124.95,0.0,0.0,125.66,125.66,125.66,0.0,0.0
2019-02-10,128.33,128.33,128.33,0.0,0.0,129.07,129.07,129.07,0.0,0.0,128.1,128.1,128.1,0.0,0.0,129.07,129.07,129.07,0.0,0.0
2019-02-17,131.06,131.06,131.06,0.0,0.0,131.28,131.28,131.28,0.0,0.0,130.22,130.22,130.22,0.0,0.0,130.41,130.41,130.41,0.0,0.0
2019-02-24,130.14,130.14,130.14,0.0,0.0,130.32,130.32,130.32,0.0,0.0,128.36,128.36,128.36,0.0,0.0,129.22,129.22,129.22,0.0,0.0
2019-03-03,125.89,125.89,125.89,0.0,0.0,127.19,127.19,127.19,0.0,0.0,125.89,125.89,125.89,0.0,0.0,127.19,127.19,127.19,0.0,0.0
2019-03-10,128.2,128.2,128.2,0.0,0.0,129.15,129.15,129.15,0.0,0.0,128.1,128.1,128.1,0.0,0.0,128.89,128.89,128.89,0.0,0.0
2019-03-17,124.85,124.85,124.85,0.0,0.0,125.78,125.78,125.78,0.0,0.0,124.21,124.21,124.21,0.0,0.0,125.23,125.23,125.23,0.0,0.0
2019-03-24,128.72,128.72,128.72,0.0,0.0,129.62,129.62,129.62,0.0,0.0,128.66,128.66,128.66,0.0,0.0,129.62,129.62,129.62,0.0,0.0
2019-03-31,131.14,131.14,131.14,0.0,0.0,131.44,131.44,131.44,0.0,0.0,130.68,130.68,130.68,0.0,0.0,131.43,131.43,131.43,0.0,0.0
2019-04-07,132.76,132.76,132.76,0.0,0.0,132.76,132.76,132.76,0.0,0.0,132.18,132.18,132.18,0.0,0.0,132.34,132.34,132.34,0.0,0.0
2019-04-14,131.56,131.56,131.56,0.0,0.0,131.57,131.57,131.57,0.0,0.0,130.92,130.92,130.92,0.0,0.0,131.36,131.36,131.36,0.0,0.0
2019-04-21,133.28,133.28,133.28,0.0,0.0,133.63,133.63,133.63,0.0,0.0,133.06,133.06,133.06,0.0,0.0,133.27,133.27,133.27,0.0,0.0
2019-04-28,131.72,131.72,131.72,0.0,0.0,133.66,133.66,133.66,0.0,0.0,131.69,131.69,131.69,0.0,0.0,133.44,133.44,133.44,0.0,0.0
2019-05-05,128.2,128.2,128.2,0.0,0.0,128.34,128.34,128.34,0.0,0.0,126.3,126.3,126.3,0.0,0.0,126.76,126.76,126.76,0.0,0.0
2019-05-12,126.82,126.82,126.82,0.0,0.0,127.4,127.4,127.4,0.0,0.0,126.38,126.38,126.38,0.0,0.0,126.79,126.79,126.79,0.0,0.0
2019-05-19,125.88,125.88,125.88,0.0,0.0,126.14,126.14,126.14,0.0,0.0,125.47,125.47,125.47,0.0,0.0,125.87,125.87,125.87,0.0,0.0
2019-05-26,122.47,122.47,122.47,0.0,0.0,123.64,123.64,123.64,0.0,0.0,122.43,122.43,122.43,0.0,0.0,123.1,123.1,123.1,0.0,0.0
2019-06-02,128.43,128.43,128.43,0.0,0.0,129.41,129.41,129.41,0.0,0.0,128.43,128.43,128.43,0.0,0.0,128.58,128.58,128.58,0.0,0.0
2019-06-09,128.73,128.73,128.73,0.0,0.0,129.13,129.13,129.13,0.0,0.0,128.41,128.41,128.41,0.0,0.0,128.57,128.57,128.57,0.0,0.0
2019-06-16,130.81,130.81,130.81,0.0,0.0,130.81,130.81,130.81,0.0,0.0,129.39,129.39,129.39,0.0,0.0,129.39,129.39,129.39,0.0,0.0
2019-06-23,132.83,132.83,132.83,0.0,0.0,133.01,133.01,133.01,0.0,0.0,131.13,131.13,131.13,0.0,0.0,131.6,131.6,131.6,0.0,0.0
2019-06-30,131.99,131.99,131.99,0.0,0.0,132.22,132.22,132.22,0.0,0.0,131.19,131.19,131.19,0.0,0.0,131.29,131.29,131.29,0.0,0.0
2019-07-07,132.53,132.53,132.53,0.0,0.0,132.54,132.54,132.54,0.0,0.0,131.38,131.38,131.38,0.0,0.0,131.56,131.56,131.56,0.0,0.0
2019-07-14,130.94,130.94,130.94,0.0,0.0,131.26,131.26,131.26,0.0,0.0,130.55,130.55,130.55,0.0,0.0,130.59,130.59,130.59,0.0,0.0
2019-07-21,133.86,133.86,133.86,0.0,0.0,133.96,133.96,133.96,0.0,0.0,133.06,133.06,133.06,0.0,0.0,133.26,133.26,133.26,0.0,0.0
2019-07-28,126.98,126.98,126.98,0.0,0.0,127.01,127.01,127.01,0.0,0.0,124.44,124.44,124.44,0.0,0.0,125.61,125.61,125.61,0.0,0.0
2019-08-04,127.75,127.75,127.75,0.0,0.0,127.75,127.75,127.75,0.0,0.0,126.33,126.33,126.33,0.0,0.0,126.43,126.43,126.43,0.0,0.0
2019-08-11,127.97,127.97,127.97,0.0,0.0,128.17,128.17,128.17,0.0,0.0,127.64,127.64,127.64,0.0,0.0,127.82,127.82,127.82,0.0,0.0
2019-08-18,125.28,125.28,125.28,0.0,0.0,125.31,125.31,125.31,0.0,0.0,124.28,124.28,124.28,0.0,0.0,125.21,125.21,125.21,0.0,0.0
2019-08-25,127.51,127.51,127.51,0.0,0.0,127.51,127.51,127.51,0.0,0.0,126.5,126.5,126.5,0.0,0.0,127.21,127.21,127.21,0.0,0.0
2019-09-01,129.71,129.71,129.71,0.0,0.0,130.3,130.3,130.3,0.0,0.0,129.32,129.32,129.32,0.0,0.0,130.3,130.3,130.3,0.0,0.0
2019-09-08,132.56,132.56,132.56,0.0,0.0,133.46,133.46,133.46,0.0,0.0,132.34,132.34,132.34,0.0,0.0,133.15,133.15,133.15,0.0,0.0
2019-09-15,131.27,131.27,131.27,0.0,0.0,132.29,132.29,132.29,0.0,0.0,131.14,131.14,131.14,0.0,0.0,131.85,131.85,131.85,0.0,0.0
2019-09-22,129.78,129.78,129.78,0.0,0.0,130.84,130.84,130.84,0.0,0.0,129.78,129.78,129.78,0.0,0.0,130.51,130.51,130.51,0.0,0.0
2019-09-29,127.98,127.98,127.98,0.0,0.0,128.54,128.54,128.54,0.0,0.0,127.42,127.42,127.42,0.0,0.0,127.87,127.87,127.87,0.0,0.0
2019-10-06,129.03,129.03,129.03,0.0,0.0,129.03,129.03,129.03,0.0,0.0,128.41,128.41,128.41,0.0,0.0,128.77,128.77,128.77,0.0,0.0
2019-10-13,131.6,131.6,131.6,0.0,0.0,131.91,131.91,131.91,0.0,0.0,131.38,131.38,131.38,0.0,0.0,131.4,131.4,131.4,0.0,0.0
2019-10-20,132.83,132.83,132.83,0.0,0.0,133.59,133.59,133.59,0.0,0.0,132.83,132.83,132.83,0.0,0.0,133.0,133.0,133.0,0.0,0.0
2019-10-27,134.68,134.68,134.68,0.0,0.0,134.76,134.76,134.76,0.0,0.0,134.26,134.26,134.26,0.0,0.0,134.64,134.64,134.64,0.0,0.0
2019-11-03,134.17,134.17,134.17,0.0,0.0,134.95,134.95,134.95,0.0,0.0,134.17,134.17,134.17,0.0,0.0,134.59,134.59,134.59,0.0,0.0
2019-11-10,134.88,134.88,134.88,0.0,0.0,135.02,135.02,135.02,0.0,0.0,134.6,134.6,134.6,0.0,0.0,134.93,134.93,134.93,0.0,0.0
2019-11-17,134.74,134.74,134.74,0.0,0.0,136.0,136.0,136.0,0.0,0.0,134.73,134.73,134.73,0.0,0.0,135.84,135.84,135.84,0.0,0.0
2019-11-24,136.23,136.23,136.23,0.0,0.0,136.23,136.23,136.23,0.0,0.0,134.91,134.91,134.91,0.0,0.0,134.91,134.91,134.91,0.0,0.0
2019-12-01,136.62,136.62,136.62,0.0,0.0,136.73,136.73,136.73,0.0,0.0,136.17,136.17,136.17,0.0,0.0,136.17,136.17,136.17,0.0,0.0
2019-12-08,137.32,137.32,137.32,0.0,0.0,137.79,137.79,137.79,0.0,0.0,137.16,137.16,137.16,0.0,0.0,137.23,137.23,137.23,0.0,0.0
2019-12-15,139.34,139.34,139.34,0.0,0.0,139.34,139.34,139.34,0.0,0.0,138.78,138.78,138.78,0.0,0.0,138.98,138.98,138.98,0.0,0.0
2019-12-22,139.03,139.03,139.03,0.0,0.0,139.23,139.23,139.23,0.0,0.0,138.42,138.42,138.42,0.0,0.0,138.82,138.82,138.82,0.0,0.0
2019-12-29,137.44,137.44,137.44,0.0,0.0,138.76,138.76,138.76,0.0,0.0,137.44,137.44,137.44,0.0,0.0,138.47,138.47,138.47,0.0,0.0
