Date,AAWWStock_Open_average,AAWWStock_Open_max,AAWWStock_Open_min,AAWWStock_Open_volatility,AAWWStock_Open_change,AAWWStock_High_average,AAWWStock_High_max,AAWWStock_High_min,AAWWStock_High_volatility,AAWWStock_High_change,AAWWStock_Low_average,AAWWStock_Low_max,AAWWStock_Low_min,AAWWStock_Low_volatility,AAWWStock_Low_change,AAWWStock_Close_average,AAWWStock_Close_max,AAWWStock_Close_min,AAWWStock_Close_volatility,AAWWStock_Close_change,AAWWStock_Volume_average,AAWWStock_Volume_max,AAWWStock_Volume_min,AAWWStock_Volume_volatility,AAWWStock_Volume_change
2018-01-14,61.8875,62.2,61.5,0.7000000000000028,-0.45000000000000284,62.575,62.8,62.2,0.5999999999999943,-0.19999999999999574,60.980000000000004,61.35,60.8,0.5500000000000043,-0.07000000000000028,61.8125,62.05,61.5,0.5499999999999972,0.29999999999999716,232413,271360,194314,77046,58601
2018-01-21,61.43,62.4,59.3,3.1000000000000014,-2.700000000000003,62.1,62.9,60.7,2.1999999999999957,-2.1999999999999957,60.29,61.4,58.85,2.549999999999997,-2.4499999999999957,60.97,62.6,59.1,3.5,-2.75,193232,361161,122600,238561,207951
2018-01-28,57.61,59.1,56.0,3.1000000000000014,-2.8000000000000043,58.26,60.35,56.3,4.050000000000004,-4.050000000000004,56.39,58.95,54.45,4.5,-4.5,56.88,59.1,54.8,4.300000000000004,-4.300000000000004,242679,313420,143290,170130,170130
2018-02-04,53.15,54.5,51.85,2.6499999999999986,-2.3500000000000014,54.12,55.2,52.5,2.700000000000003,-2.700000000000003,51.946,53.3,50.65,2.6499999999999986,-1.6799999999999997,52.76,53.85,51.75,2.1000000000000014,-0.75,307581,392819,243213,149606,7852
2018-02-11,53.81,55.35,52.0,3.3500000000000014,3.3500000000000014,55.05,56.75,53.75,3.0,3.0,53.49,55.25,51.4,3.8500000000000014,3.8500000000000014,54.63,55.55,53.5,2.049999999999997,1.8500000000000014,231310,292022,172272,119750,-49948
2018-02-18,58.1625,64.4,55.1,9.300000000000004,9.250000000000007,61.005,66.9,55.5,11.400000000000006,11.400000000000006,57.555,63.5,54.25,9.25,9.25,59.425,63.95,54.75,9.200000000000003,9.200000000000003,499583,983487,263150,720337,155437
2018-02-25,61.89,64.5,59.45,5.049999999999997,-5.049999999999997,62.57,64.5,60.65,3.8500000000000014,-3.8500000000000014,60.574,62.7,59.0,3.700000000000003,-3.700000000000003,61.17,62.95,60.05,2.9000000000000057,-2.700000000000003,305736,377907,203348,174559,-108607
2018-03-04,60.56,61.0,60.05,0.9500000000000028,0.8500000000000014,61.278,62.05,60.6,1.4499999999999957,1.4499999999999957,59.966,60.55,59.58,0.9699999999999989,0.9699999999999989,60.8,61.55,60.3,1.25,1.25,179251,234560,142978,91582,45221
2018-03-11,62.1,62.75,60.85,1.8999999999999986,1.8999999999999986,63.160000000000004,64.45,62.55,1.9000000000000057,1.9000000000000057,61.772,62.5,60.7,1.7999999999999972,1.7999999999999972,62.7,64.2,61.3,2.9000000000000057,2.9000000000000057,228080,371440,179465,191975,170013
2018-03-18,63.269999999999996,64.05,61.6,2.4499999999999957,-2.4499999999999957,63.662,64.75,61.71,3.039999999999999,-2.6399999999999935,61.86,63.5,58.65,4.850000000000001,-4.050000000000004,62.35,64.0,58.95,5.049999999999997,-4.699999999999996,266130,477280,133377,343903,281164
