Date,CIT_Open_average,CIT_Open_max,CIT_Open_min,CIT_Open_volatility,CIT_Open_change,CIT_High_average,CIT_High_max,CIT_High_min,CIT_High_volatility,CIT_High_change,CIT_Low_average,CIT_Low_max,CIT_Low_min,CIT_Low_volatility,CIT_Low_change,CIT_Close_average,CIT_Close_max,CIT_Close_min,CIT_Close_volatility,CIT_Close_change,CIT_Volume_average,CIT_Volume_max,CIT_Volume_min,CIT_Volume_volatility,CIT_Volume_change
2018-01-14,52.467999999999996,53.61,51.82,1.7899999999999991,-1.3500000000000014,52.668,53.76,52.18,1.5799999999999983,-1.4199999999999946,51.832,52.12,51.61,0.509999999999998,-0.22999999999999687,52.124,52.37,51.73,0.6400000000000006,0.1599999999999966,785487,1055612,538596,517016,33263
2018-01-21,51.992,52.46,51.56,0.8999999999999986,-0.30999999999999517,52.258,52.53,51.82,0.7100000000000009,-0.25,51.466,51.96,51.25,0.7100000000000009,-0.0799999999999983,51.736,52.26,51.35,0.9099999999999966,-0.5399999999999991,869288,1395495,629174,766321,615294
2018-01-28,51.246,51.8,50.5,1.2999999999999972,1.2999999999999972,52.03,52.64,51.44,1.2000000000000028,1.2000000000000028,50.216,50.68,49.87,0.8100000000000023,0.10000000000000142,51.038,52.1,50.46,1.6400000000000006,-0.8599999999999994,1470967,2743100,762160,1980940,1198875
2018-02-04,50.467999999999996,51.36,49.33,2.030000000000001,1.3500000000000014,51.55,51.88,51.07,0.8100000000000023,-0.8100000000000023,49.852,50.69,49.16,1.5300000000000011,1.1000000000000014,50.566,51.28,49.66,1.6200000000000045,-0.3200000000000003,1176383,2132791,711699,1421092,-1421092
2018-02-11,52.1975,53.73,50.4,3.3299999999999983,3.1300000000000026,53.535,54.69,51.45,3.239999999999995,3.239999999999995,52.0875,53.53,50.38,3.1499999999999986,3.1499999999999986,53.1525,54.05,51.25,2.799999999999997,2.799999999999997,987189,1413658,732918,680740,222257
2018-02-18,53.93,54.49,53.49,1.0,0.7700000000000031,54.484,54.77,54.22,0.5500000000000043,0.14000000000000057,53.556,53.83,53.32,0.509999999999998,0.0,53.928,54.38,53.37,1.0100000000000051,0.5399999999999991,872645,1048884,565208,483676,186564
2018-02-25,53.62,54.51,52.96,1.5499999999999972,-1.0700000000000003,54.476,55.23,53.99,1.2399999999999949,-0.759999999999998,53.083999999999996,53.98,52.3,1.6799999999999997,-0.6999999999999957,53.692,54.31,53.05,1.2600000000000051,0.3300000000000054,1174060,1286273,967647,318626,-127525
2018-03-04,55.092,55.76,54.52,1.2399999999999949,0.769999999999996,55.762,56.14,55.44,0.7000000000000028,0.259999999999998,54.53,55.05,54.11,0.9399999999999977,0.9399999999999977,55.322,55.78,54.67,1.1099999999999994,0.21000000000000085,991008,1232700,909997,322703,322703
2018-03-11,54.572,55.7,54.1,1.6000000000000014,-1.5300000000000011,54.732,55.7,54.18,1.5200000000000031,-1.4000000000000057,53.758,54.51,53.14,1.3699999999999974,-1.3699999999999974,54.186,54.6,53.88,0.7199999999999989,-0.7199999999999989,1106317,2330095,608096,1721999,-212879
2018-03-18,52.88,54.14,51.14,3.0,-3.0,53.384,54.6,52.23,2.3700000000000045,-1.7999999999999972,52.126,53.66,50.41,3.25,-2.4299999999999997,52.476,53.99,50.55,3.440000000000005,-1.6100000000000065,618325,871441,303373,568068,215695
