Date,ACCO_Open_average,ACCO_Open_max,ACCO_Open_min,ACCO_Open_volatility,ACCO_Open_change,ACCO_High_average,ACCO_High_max,ACCO_High_min,ACCO_High_volatility,ACCO_High_change,ACCO_Low_average,ACCO_Low_max,ACCO_Low_min,ACCO_Low_volatility,ACCO_Low_change,ACCO_Close_average,ACCO_Close_max,ACCO_Close_min,ACCO_Close_volatility,ACCO_Close_change,ACCO_Volume_average,ACCO_Volume_max,ACCO_Volume_min,ACCO_Volume_volatility,ACCO_Volume_change
2018-01-14,12.770000000000001,12.9,12.55,0.34999999999999964,-0.09999999999999964,12.896,13.15,12.8,0.34999999999999964,-0.34999999999999964,12.514000000000001,12.55,12.47,0.08000000000000007,0.0,12.72,12.8,12.6,0.20000000000000107,0.0,301392,454026,182482,271544,-271544
2018-01-21,12.46,12.8,12.2,0.6000000000000014,-0.5500000000000007,12.512,12.85,12.2,0.6500000000000004,-0.5199999999999996,12.09,12.5,11.7,0.8000000000000007,-0.4499999999999993,12.28,12.7,12.05,0.6499999999999986,-0.6499999999999986,444920,748201,247357,500844,52134
2018-01-28,11.78,12.0,11.4,0.5999999999999996,-0.5499999999999989,11.926,12.15,11.68,0.47000000000000064,-0.47000000000000064,11.596,11.9,11.2,0.7000000000000011,-0.7000000000000011,11.67,11.9,11.2,0.7000000000000011,-0.7000000000000011,497908,712632,320920,391712,331224
2018-02-04,11.27,11.45,10.95,0.5,0.25,11.46,11.55,11.35,0.20000000000000107,-0.20000000000000107,11.11,11.3,10.9,0.40000000000000036,0.1999999999999993,11.27,11.4,11.15,0.25,-0.25,758862,1590066,369353,1220713,981899
2018-02-11,12.675,13.7,11.0,2.6999999999999993,2.6999999999999993,13.15,13.97,11.25,2.7200000000000006,2.7200000000000006,12.54,13.5,11.0,2.5,2.5,12.875,13.75,11.15,2.5999999999999996,2.5,1616935,2023438,883534,1139904,-708677
2018-02-18,13.41,13.6,13.3,0.29999999999999893,-0.09999999999999964,13.709999999999999,13.85,13.6,0.25,-0.25,13.26,13.35,13.2,0.15000000000000036,-0.15000000000000036,13.36,13.45,13.2,0.25,0.09999999999999964,626732,751656,420222,331434,-206449
2018-02-25,12.790000000000001,13.35,12.3,1.049999999999999,-0.7999999999999989,13.06,13.6,12.82,0.7799999999999994,-0.75,12.554,13.07,12.3,0.7699999999999996,-0.620000000000001,12.7,13.1,12.4,0.6999999999999993,-0.4499999999999993,533130,688531,447658,240873,76708
2018-03-04,12.81,13.05,12.6,0.45000000000000107,0.3000000000000007,13.114,13.35,12.8,0.5499999999999989,0.5499999999999989,12.696,13.0,12.35,0.6500000000000004,0.6500000000000004,12.96,13.15,12.75,0.40000000000000036,0.40000000000000036,626198,761775,495872,265903,181195
2018-03-11,13.21,13.3,13.15,0.15000000000000036,0.10000000000000142,13.296000000000001,13.38,13.23,0.15000000000000036,0.019999999999999574,13.074,13.15,13.05,0.09999999999999964,0.019999999999999574,13.209999999999999,13.3,13.1,0.20000000000000107,0.15000000000000036,619488,997259,387037,610222,-522211
2018-03-18,12.8,13.2,12.3,0.8999999999999986,-0.8999999999999986,12.876,13.25,12.53,0.7200000000000006,-0.7200000000000006,12.51,13.0,12.1,0.9000000000000004,-0.8000000000000007,12.59,13.15,12.1,1.0500000000000007,-0.7000000000000011,430609,546410,278645,267765,229897
