Date,Columbia India Consumer_Open_average,Columbia India Consumer_Open_max,Columbia India Consumer_Open_min,Columbia India Consumer_Open_volatility,Columbia India Consumer_Open_change,Columbia India Consumer_High_average,Columbia India Consumer_High_max,Columbia India Consumer_High_min,Columbia India Consumer_High_volatility,Columbia India Consumer_High_change,Columbia India Consumer_Low_average,Columbia India Consumer_Low_max,Columbia India Consumer_Low_min,Columbia India Consumer_Low_volatility,Columbia India Consumer_Low_change,Columbia India Consumer_Close_average,Columbia India Consumer_Close_max,Columbia India Consumer_Close_min,Columbia India Consumer_Close_volatility,Columbia India Consumer_Close_change
2018-01-14,49.95,49.95,49.95,0.0,0.0,50.28,50.28,50.28,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2018-01-21,49.35,49.35,49.35,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-01-28,46.95,46.95,46.95,0.0,0.0,47.01,47.01,47.01,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2018-02-04,47.34,47.34,47.34,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-02-11,46.65,46.65,46.65,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2018-02-18,47.02,47.02,47.02,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.85,46.85,46.85,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-02-25,45.89,45.89,45.89,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2018-03-04,46.02,46.02,46.02,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-03-11,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-03-18,45.78,45.78,45.78,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2018-03-25,46.74,46.74,46.74,0.0,0.0,46.88,46.88,46.88,0.0,0.0,45.89,45.89,45.89,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2018-04-01,47.91,47.91,47.91,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2018-04-08,48.32,48.32,48.32,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2018-04-15,48.04,48.04,48.04,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2018-04-22,48.91,48.91,48.91,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2018-04-29,47.5,47.5,47.5,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2018-05-06,46.51,46.51,46.51,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2018-05-13,45.3,45.3,45.3,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2018-05-20,46.22,46.22,46.22,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2018-05-27,47.06,47.06,47.06,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2018-06-03,47.45,47.45,47.45,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2018-06-10,46.55,46.55,46.55,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2018-06-17,46.12,46.12,46.12,0.0,0.0,46.47,46.47,46.47,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2018-06-24,45.58,45.58,45.58,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2018-07-01,46.87,46.87,46.87,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-07-08,46.04,46.04,46.04,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2018-07-15,46.06,46.06,46.06,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2018-07-22,47.11,47.11,47.11,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2018-07-29,47.31,47.31,47.31,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-08-05,46.55,46.55,46.55,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2018-08-12,47.84,47.84,47.84,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-08-19,47.9,47.9,47.9,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.74,47.74,47.74,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2018-08-26,47.78,47.78,47.78,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-09-02,44.5,44.5,44.5,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-09-09,43.85,43.85,43.85,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-09-16,41.85,41.85,41.85,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2018-09-23,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2018-09-30,37.6,37.6,37.6,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2018-10-07,38.91,38.91,38.91,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2018-10-14,38.4,38.4,38.4,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2018-10-21,38.63,38.63,38.63,0.0,0.0,38.63,38.63,38.63,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2018-10-28,40.38,40.38,40.38,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2018-11-04,40.2,40.2,40.2,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-11-11,41.77,41.77,41.77,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2018-11-18,42.23,42.23,42.23,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-11-25,43.54,43.54,43.54,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2018-12-02,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2018-12-09,43.46,43.46,43.46,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2018-12-16,42.97,42.97,42.97,0.0,0.0,44.57,44.57,44.57,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.79,42.79,42.79,0.0,0.0
