Date,Industrial Select Sector SPDR_Open_average,Industrial Select Sector SPDR_Open_max,Industrial Select Sector SPDR_Open_min,Industrial Select Sector SPDR_Open_volatility,Industrial Select Sector SPDR_Open_change,Industrial Select Sector SPDR_High_average,Industrial Select Sector SPDR_High_max,Industrial Select Sector SPDR_High_min,Industrial Select Sector SPDR_High_volatility,Industrial Select Sector SPDR_High_change,Industrial Select Sector SPDR_Low_average,Industrial Select Sector SPDR_Low_max,Industrial Select Sector SPDR_Low_min,Industrial Select Sector SPDR_Low_volatility,Industrial Select Sector SPDR_Low_change,Industrial Select Sector SPDR_Close_average,Industrial Select Sector SPDR_Close_max,Industrial Select Sector SPDR_Close_min,Industrial Select Sector SPDR_Close_volatility,Industrial Select Sector SPDR_Close_change
2018-01-14,79.78,79.78,79.78,0.0,0.0,79.79,79.79,79.79,0.0,0.0,79.33,79.33,79.33,0.0,0.0,79.69,79.69,79.69,0.0,0.0
2018-01-21,79.98,79.98,79.98,0.0,0.0,80.66,80.66,80.66,0.0,0.0,79.71,79.71,79.71,0.0,0.0,80.66,80.66,80.66,0.0,0.0
2018-01-28,79.11,79.11,79.11,0.0,0.0,79.24,79.24,79.24,0.0,0.0,77.97,77.97,77.97,0.0,0.0,77.99,77.99,77.99,0.0,0.0
2018-02-04,73.87,73.87,73.87,0.0,0.0,74.43,74.43,74.43,0.0,0.0,71.49,71.49,71.49,0.0,0.0,73.81,73.81,73.81,0.0,0.0
2018-02-11,77.09,77.09,77.09,0.0,0.0,78.07,78.07,78.07,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2018-02-18,77.4,77.4,77.4,0.0,0.0,77.72,77.72,77.72,0.0,0.0,76.97,76.97,76.97,0.0,0.0,77.68,77.68,77.68,0.0,0.0
2018-02-25,74.5,74.5,74.5,0.0,0.0,75.35,75.35,75.35,0.0,0.0,73.98,73.98,73.98,0.0,0.0,75.13,75.13,75.13,0.0,0.0
2018-03-04,77.27,77.27,77.27,0.0,0.0,78.45,78.45,78.45,0.0,0.0,77.03,77.03,77.03,0.0,0.0,78.45,78.45,78.45,0.0,0.0
2018-03-11,76.09,76.09,76.09,0.0,0.0,76.85,76.85,76.85,0.0,0.0,76.09,76.09,76.09,0.0,0.0,76.58,76.58,76.58,0.0,0.0
2018-03-18,73.93,73.93,73.93,0.0,0.0,74.5,74.5,74.5,0.0,0.0,72.68,72.68,72.68,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2018-03-25,73.61,73.61,73.61,0.0,0.0,74.85,74.85,74.85,0.0,0.0,73.5,73.5,73.5,0.0,0.0,74.29,74.29,74.29,0.0,0.0
2018-04-01,74.1,74.1,74.1,0.0,0.0,74.55,74.55,74.55,0.0,0.0,72.11,72.11,72.11,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2018-04-08,74.67,74.67,74.67,0.0,0.0,74.71,74.71,74.71,0.0,0.0,73.63,73.63,73.63,0.0,0.0,73.99,73.99,73.99,0.0,0.0
2018-04-15,76.25,76.25,76.25,0.0,0.0,76.35,76.35,76.35,0.0,0.0,75.33,75.33,75.33,0.0,0.0,75.6,75.6,75.6,0.0,0.0
2018-04-22,73.0,73.0,73.0,0.0,0.0,73.33,73.33,73.33,0.0,0.0,72.72,72.72,72.72,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2018-04-29,70.9,70.9,70.9,0.0,0.0,72.5,72.5,72.5,0.0,0.0,70.82,70.82,70.82,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2018-05-06,74.65,74.65,74.65,0.0,0.0,75.03,75.03,75.03,0.0,0.0,74.51,74.51,74.51,0.0,0.0,74.71,74.71,74.71,0.0,0.0
2018-05-13,74.89,74.89,74.89,0.0,0.0,75.46,75.46,75.46,0.0,0.0,74.86,74.86,74.86,0.0,0.0,75.33,75.33,75.33,0.0,0.0
2018-05-20,75.68,75.68,75.68,0.0,0.0,75.93,75.93,75.93,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2018-05-27,74.87,74.87,74.87,0.0,0.0,75.39,75.39,75.39,0.0,0.0,74.82,74.82,74.82,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2018-06-03,76.08,76.08,76.08,0.0,0.0,76.54,76.54,76.54,0.0,0.0,75.92,75.92,75.92,0.0,0.0,76.44,76.44,76.44,0.0,0.0
2018-06-10,74.81,74.81,74.81,0.0,0.0,75.26,75.26,75.26,0.0,0.0,74.29,74.29,74.29,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2018-06-17,72.87,72.87,72.87,0.0,0.0,73.08,73.08,73.08,0.0,0.0,72.53,72.53,72.53,0.0,0.0,72.61,72.61,72.61,0.0,0.0
2018-06-24,71.78,71.78,71.78,0.0,0.0,72.43,72.43,72.43,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.63,71.63,71.63,0.0,0.0
2018-07-01,71.85,71.85,71.85,0.0,0.0,72.38,72.38,72.38,0.0,0.0,71.43,71.43,71.43,0.0,0.0,72.16,72.16,72.16,0.0,0.0
2018-07-08,73.34,73.34,73.34,0.0,0.0,73.88,73.88,73.88,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.75,73.75,73.75,0.0,0.0
2018-07-15,74.42,74.42,74.42,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.12,74.12,74.12,0.0,0.0,74.44,74.44,74.44,0.0,0.0
2018-07-22,76.15,76.15,76.15,0.0,0.0,76.34,76.34,76.34,0.0,0.0,75.65,75.65,75.65,0.0,0.0,76.01,76.01,76.01,0.0,0.0
2018-07-29,75.72,75.72,75.72,0.0,0.0,75.9,75.9,75.9,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.85,75.85,75.85,0.0,0.0
2018-08-05,75.3,75.3,75.3,0.0,0.0,75.43,75.43,75.43,0.0,0.0,74.86,74.86,74.86,0.0,0.0,75.07,75.07,75.07,0.0,0.0
2018-08-12,75.64,75.64,75.64,0.0,0.0,76.44,76.44,76.44,0.0,0.0,75.61,75.61,75.61,0.0,0.0,76.28,76.28,76.28,0.0,0.0
2018-08-19,76.57,76.57,76.57,0.0,0.0,76.77,76.77,76.77,0.0,0.0,76.36,76.36,76.36,0.0,0.0,76.72,76.72,76.72,0.0,0.0
2018-08-26,76.86,76.86,76.86,0.0,0.0,77.24,77.24,77.24,0.0,0.0,76.79,76.79,76.79,0.0,0.0,77.1,77.1,77.1,0.0,0.0
2018-09-02,77.62,77.62,77.62,0.0,0.0,77.95,77.95,77.95,0.0,0.0,77.18,77.18,77.18,0.0,0.0,77.59,77.59,77.59,0.0,0.0
2018-09-09,78.7,78.7,78.7,0.0,0.0,79.13,79.13,79.13,0.0,0.0,78.44,78.44,78.44,0.0,0.0,79.07,79.07,79.07,0.0,0.0
2018-09-16,79.75,79.75,79.75,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.63,79.63,79.63,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2018-09-23,78.27,78.27,78.27,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.4,78.4,78.4,0.0,0.0
2018-09-30,79.39,79.39,79.39,0.0,0.0,79.75,79.75,79.75,0.0,0.0,78.52,78.52,78.52,0.0,0.0,78.93,78.93,78.93,0.0,0.0
2018-10-07,74.7,74.7,74.7,0.0,0.0,74.81,74.81,74.81,0.0,0.0,73.05,73.05,73.05,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2018-10-14,73.41,73.41,73.41,0.0,0.0,73.89,73.89,73.89,0.0,0.0,72.92,72.92,72.92,0.0,0.0,73.18,73.18,73.18,0.0,0.0
2018-10-21,69.08,69.08,69.08,0.0,0.0,69.86,69.86,69.86,0.0,0.0,68.12,68.12,68.12,0.0,0.0,69.1,69.1,69.1,0.0,0.0
2018-10-28,71.75,71.75,71.75,0.0,0.0,71.93,71.93,71.93,0.0,0.0,70.55,70.55,70.55,0.0,0.0,70.99,70.99,70.99,0.0,0.0
2018-11-04,72.65,72.65,72.65,0.0,0.0,72.9,72.9,72.9,0.0,0.0,71.91,71.91,71.91,0.0,0.0,72.42,72.42,72.42,0.0,0.0
