Date,IBKC_Open_average,IBKC_Open_max,IBKC_Open_min,IBKC_Open_volatility,IBKC_Open_change,IBKC_High_average,IBKC_High_max,IBKC_High_min,IBKC_High_volatility,IBKC_High_change,IBKC_Low_average,IBKC_Low_max,IBKC_Low_min,IBKC_Low_volatility,IBKC_Low_change,IBKC_Close_average,IBKC_Close_max,IBKC_Close_min,IBKC_Close_volatility,IBKC_Close_change,IBKC_Volume_average,IBKC_Volume_max,IBKC_Volume_min,IBKC_Volume_volatility,IBKC_Volume_change
2018-01-14,82.54,83.2,81.95,1.25,0.5,83.06,83.45,82.65,0.7999999999999972,0.10000000000000853,81.68,82.15,81.2,0.9500000000000028,0.7000000000000028,82.47,83.05,81.95,1.0999999999999943,0.75,284003,416310,222298,194012,-135839
2018-01-21,84.15,87.45,82.35,5.1000000000000085,5.1000000000000085,85.008,87.55,83.25,4.299999999999997,4.299999999999997,83.01,85.35,81.65,3.6999999999999886,3.3499999999999943,84.04,87.0,82.05,4.950000000000003,2.549999999999997,644661,1218124,356695,861429,90579
2018-01-28,84.71,85.75,83.8,1.9500000000000028,-1.2999999999999972,85.65,86.5,84.4,2.0999999999999943,-1.3999999999999915,83.456,84.4,80.95,3.450000000000003,-3.25,84.18,86.15,80.95,5.200000000000003,-3.5999999999999943,420274,576424,294794,281630,162835
2018-02-04,80.87,81.95,79.1,2.8500000000000085,2.200000000000003,82.682,83.2,81.5,1.7000000000000028,-0.25,79.64,81.4,78.45,2.950000000000003,2.25,81.16,82.05,78.85,3.200000000000003,0.04999999999999716,453559,604747,303032,301715,-83989
2018-02-11,82.525,84.45,81.25,3.200000000000003,1.7999999999999972,83.9,84.7,82.15,2.549999999999997,2.549999999999997,82.1825,83.3,81.08,2.219999999999999,2.019999999999996,83.425,84.3,81.8,2.5,2.5,255302,299469,219015,80454,-9693
2018-02-18,83.5,84.6,82.4,2.1999999999999886,-0.29999999999999716,84.37,85.45,83.45,2.0,-1.25,82.21,82.8,81.55,1.25,-0.5,83.28,84.2,82.2,2.0,0.3500000000000085,210145,280461,138946,141515,53870
2018-02-25,81.5,83.25,79.95,3.299999999999997,-2.0999999999999943,82.964,84.35,81.6,2.75,-0.8499999999999943,80.494,81.97,79.2,2.769999999999996,-1.519999999999996,81.68,83.05,80.4,2.6499999999999915,0.7999999999999972,248870,321703,207722,113981,-60615
2018-03-04,83.67,84.75,82.55,2.200000000000003,1.5,84.37,84.9,83.7,1.2000000000000028,1.2000000000000028,82.47,83.55,81.75,1.7999999999999972,1.5499999999999972,83.71,84.55,82.8,1.75,0.7000000000000028,256872,293626,199736,93890,-27682
2018-03-11,83.46000000000001,84.45,82.9,1.5499999999999972,-0.9500000000000028,83.78,84.45,83.25,1.2000000000000028,-0.9000000000000057,82.36,83.05,81.75,1.2999999999999972,-1.2999999999999972,83.1,83.75,82.6,1.1500000000000057,-0.10000000000000853,305168,550284,154450,395834,-164930
2018-03-18,81.13,83.15,78.25,4.900000000000006,-4.900000000000006,81.664,83.3,79.6,3.700000000000003,-3.700000000000003,79.66,82.5,76.95,5.549999999999997,-5.099999999999994,80.24,82.6,77.0,5.599999999999994,-3.25,291617,419793,176168,243625,243625
2018-03-25,78.1375,79.3,77.55,1.75,-1.6499999999999915,78.6875,79.35,78.15,1.1999999999999886,-0.9499999999999886,76.7875,77.5,75.85,1.6500000000000057,-1.2000000000000028,77.5,78.0,76.85,1.1500000000000057,-0.8000000000000114,332453,351046,286561,64485,-61064
2018-04-01,78.28,79.6,77.15,2.4499999999999886,1.1999999999999886,79.37,79.9,78.5,1.4000000000000057,0.9000000000000057,77.41,78.6,76.95,1.6499999999999915,0.29999999999999716,78.47,79.7,77.4,2.299999999999997,-0.6999999999999886,425590,647732,272735,374997,29850
