Date,Global X Next Emerging & Frontier_Open_average,Global X Next Emerging & Frontier_Open_max,Global X Next Emerging & Frontier_Open_min,Global X Next Emerging & Frontier_Open_volatility,Global X Next Emerging & Frontier_Open_change,Global X Next Emerging & Frontier_High_average,Global X Next Emerging & Frontier_High_max,Global X Next Emerging & Frontier_High_min,Global X Next Emerging & Frontier_High_volatility,Global X Next Emerging & Frontier_High_change,Global X Next Emerging & Frontier_Low_average,Global X Next Emerging & Frontier_Low_max,Global X Next Emerging & Frontier_Low_min,Global X Next Emerging & Frontier_Low_volatility,Global X Next Emerging & Frontier_Low_change,Global X Next Emerging & Frontier_Close_average,Global X Next Emerging & Frontier_Close_max,Global X Next Emerging & Frontier_Close_min,Global X Next Emerging & Frontier_Close_volatility,Global X Next Emerging & Frontier_Close_change
2018-11-18,20.32,20.32,20.32,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2018-11-25,21.0,21.0,21.0,0.0,0.0,21.17,21.17,21.17,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-12-02,20.23,20.23,20.23,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2018-12-09,20.21,20.21,20.21,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2018-12-16,19.74,19.74,19.74,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2018-12-23,19.68,19.68,19.68,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2018-12-30,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2019-01-06,20.26,20.26,20.26,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-01-13,20.83,20.83,20.83,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2019-01-20,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-01-27,21.12,21.12,21.12,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2019-02-03,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-02-10,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2019-02-17,21.21,21.21,21.21,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-02-24,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2019-03-03,20.56,20.56,20.56,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-03-10,20.75,20.75,20.75,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-03-17,20.51,20.51,20.51,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-03-24,20.63,20.63,20.63,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-03-31,20.86,20.86,20.86,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-04-07,21.03,21.03,21.03,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2019-04-14,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2019-04-21,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2019-04-28,20.5,20.5,20.5,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-05-05,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2019-05-12,19.8,19.8,19.8,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-05-19,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2019-05-26,20.7,20.7,20.7,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-06-02,20.91,20.91,20.91,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-06-09,20.67,20.67,20.67,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2019-06-16,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2019-06-23,21.2,21.2,21.2,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2019-06-30,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-07-07,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-07-14,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-07-21,21.09,21.09,21.09,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-07-28,20.19,20.19,20.19,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-08-04,19.93,19.93,19.93,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2019-08-11,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2019-08-18,19.76,19.76,19.76,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2019-08-25,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-09-01,20.16,20.16,20.16,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-09-08,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-09-15,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2019-09-22,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-09-29,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2019-10-06,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-10-13,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-10-20,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-10-27,20.32,20.32,20.32,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2019-11-03,20.32,20.32,20.32,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2019-11-10,20.27,20.27,20.27,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2019-11-17,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2019-11-24,19.83,19.83,19.83,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-12-01,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2019-12-08,20.15,20.15,20.15,0.0,0.0,20.24,20.24,20.24,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-12-15,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-12-22,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2019-12-29,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0
