Date,UBS ETRACS ProShares Daily 3x Inverse Crude_Open_average,UBS ETRACS ProShares Daily 3x Inverse Crude_Open_max,UBS ETRACS ProShares Daily 3x Inverse Crude_Open_min,UBS ETRACS ProShares Daily 3x Inverse Crude_Open_volatility,UBS ETRACS ProShares Daily 3x Inverse Crude_Open_change,UBS ETRACS ProShares Daily 3x Inverse Crude_High_average,UBS ETRACS ProShares Daily 3x Inverse Crude_High_max,UBS ETRACS ProShares Daily 3x Inverse Crude_High_min,UBS ETRACS ProShares Daily 3x Inverse Crude_High_volatility,UBS ETRACS ProShares Daily 3x Inverse Crude_High_change,UBS ETRACS ProShares Daily 3x Inverse Crude_Low_average,UBS ETRACS ProShares Daily 3x Inverse Crude_Low_max,UBS ETRACS ProShares Daily 3x Inverse Crude_Low_min,UBS ETRACS ProShares Daily 3x Inverse Crude_Low_volatility,UBS ETRACS ProShares Daily 3x Inverse Crude_Low_change,UBS ETRACS ProShares Daily 3x Inverse Crude_Close_average,UBS ETRACS ProShares Daily 3x Inverse Crude_Close_max,UBS ETRACS ProShares Daily 3x Inverse Crude_Close_min,UBS ETRACS ProShares Daily 3x Inverse Crude_Close_volatility,UBS ETRACS ProShares Daily 3x Inverse Crude_Close_change
2018-04-01,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2018-04-08,9.89,9.89,9.89,0.0,0.0,10.13,10.13,10.13,0.0,0.0,9.89,9.89,9.89,0.0,0.0,10.13,10.13,10.13,0.0,0.0
2018-04-15,9.47,9.47,9.47,0.0,0.0,9.52,9.52,9.52,0.0,0.0,8.83,8.83,8.83,0.0,0.0,8.88,8.88,8.88,0.0,0.0
2018-04-22,9.3,9.3,9.3,0.0,0.0,9.3,9.3,9.3,0.0,0.0,8.7,8.7,8.7,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2018-04-29,8.23,8.23,8.23,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2018-05-06,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.96,7.96,7.96,0.0,0.0
2018-05-13,7.72,7.72,7.72,0.0,0.0,7.73,7.73,7.73,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.45,7.45,7.45,0.0,0.0
2018-05-20,8.58,8.58,8.58,0.0,0.0,9.05,9.05,9.05,0.0,0.0,8.58,8.58,8.58,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2018-05-27,9.73,9.73,9.73,0.0,0.0,10.22,10.22,10.22,0.0,0.0,9.7,9.7,9.7,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2018-06-03,9.99,9.99,9.99,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.56,9.56,9.56,0.0,0.0
2018-06-10,10.06,10.06,10.06,0.0,0.0,10.06,10.06,10.06,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.7,9.7,9.7,0.0,0.0
2018-06-17,8.64,8.64,8.64,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2018-06-24,7.0,7.0,7.0,0.0,0.0,7.19,7.19,7.19,0.0,0.0,6.99,6.99,6.99,0.0,0.0,7.19,7.19,7.19,0.0,0.0
2018-07-01,7.15,7.15,7.15,0.0,0.0,7.26,7.26,7.26,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.97,6.97,6.97,0.0,0.0
2018-07-08,8.05,8.05,8.05,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2018-07-15,7.84,7.84,7.84,0.0,0.0,8.21,8.21,8.21,0.0,0.0,7.66,7.66,7.66,0.0,0.0,8.19,8.19,8.19,0.0,0.0
2018-07-22,7.29,7.29,7.29,0.0,0.0,7.4,7.4,7.4,0.0,0.0,7.26,7.26,7.26,0.0,0.0,7.4,7.4,7.4,0.0,0.0
2018-07-29,7.64,7.64,7.64,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.39,7.39,7.39,0.0,0.0,7.71,7.71,7.71,0.0,0.0
2018-08-05,8.16,8.16,8.16,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.19,8.19,8.19,0.0,0.0
2018-08-12,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2018-08-19,7.32,7.32,7.32,0.0,0.0,7.42,7.42,7.42,0.0,0.0,7.31,7.31,7.31,0.0,0.0,7.31,7.31,7.31,0.0,0.0
2018-08-26,7.03,7.03,7.03,0.0,0.0,7.03,7.03,7.03,0.0,0.0,7.02,7.02,7.02,0.0,0.0,7.02,7.02,7.02,0.0,0.0
2018-09-02,7.4,7.4,7.4,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.4,7.4,7.4,0.0,0.0,7.66,7.66,7.66,0.0,0.0
2018-09-09,6.96,6.96,6.96,0.0,0.0,7.2,7.2,7.2,0.0,0.0,6.96,6.96,6.96,0.0,0.0,7.19,7.19,7.19,0.0,0.0
2018-09-16,6.17,6.17,6.17,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.03,6.03,6.03,0.0,0.0,6.14,6.14,6.14,0.0,0.0
2018-09-23,5.88,5.88,5.88,0.0,0.0,5.88,5.88,5.88,0.0,0.0,5.31,5.31,5.31,0.0,0.0,5.33,5.33,5.33,0.0,0.0
2018-09-30,5.75,5.75,5.75,0.0,0.0,5.76,5.76,5.76,0.0,0.0,5.59,5.59,5.59,0.0,0.0,5.59,5.59,5.59,0.0,0.0
2018-10-07,6.14,6.14,6.14,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.14,6.14,6.14,0.0,0.0,6.18,6.18,6.18,0.0,0.0
2018-10-14,6.83,6.83,6.83,0.0,0.0,6.85,6.85,6.85,0.0,0.0,6.55,6.55,6.55,0.0,0.0,6.55,6.55,6.55,0.0,0.0
2018-10-21,7.19,7.19,7.19,0.0,0.0,7.45,7.45,7.45,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.45,7.45,7.45,0.0,0.0
2018-10-28,8.38,8.38,8.38,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.34,8.34,8.34,0.0,0.0,8.78,8.78,8.78,0.0,0.0
2018-11-04,9.67,9.67,9.67,0.0,0.0,10.58,10.58,10.58,0.0,0.0,9.47,9.47,9.47,0.0,0.0,10.54,10.54,10.54,0.0,0.0
2018-11-11,11.98,11.98,11.98,0.0,0.0,12.38,12.38,12.38,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2018-11-18,14.39,14.39,14.39,0.0,0.0,14.52,14.52,14.52,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2018-11-25,12.98,12.98,12.98,0.0,0.0,13.67,13.67,13.67,0.0,0.0,12.88,12.88,12.88,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2018-12-02,14.1,14.1,14.1,0.0,0.0,14.89,14.89,14.89,0.0,0.0,13.87,13.87,13.87,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2018-12-09,14.05,14.05,14.05,0.0,0.0,15.75,15.75,15.75,0.0,0.0,14.05,14.05,14.05,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2018-12-16,19.94,19.94,19.94,0.0,0.0,21.15,21.15,21.15,0.0,0.0,19.81,19.81,19.81,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2018-12-23,17.63,17.63,17.63,0.0,0.0,18.37,18.37,18.37,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2018-12-30,14.42,14.42,14.42,0.0,0.0,14.56,14.56,14.56,0.0,0.0,13.37,13.37,13.37,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2019-01-06,12.22,12.22,12.22,0.0,0.0,12.63,12.63,12.63,0.0,0.0,11.71,11.71,11.71,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2019-01-13,11.03,11.03,11.03,0.0,0.0,11.1,11.1,11.1,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2019-01-20,11.39,11.39,11.39,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2019-01-27,9.98,9.98,9.98,0.0,0.0,10.44,10.44,10.44,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.71,9.71,9.71,0.0,0.0
2019-02-03,11.46,11.46,11.46,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2019-02-10,9.32,9.32,9.32,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2019-02-17,9.07,9.07,9.07,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.41,9.41,9.41,0.0,0.0
2019-02-24,8.67,8.67,8.67,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.84,8.84,8.84,0.0,0.0
2019-03-03,8.72,8.72,8.72,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2019-03-10,7.92,7.92,7.92,0.0,0.0,7.94,7.94,7.94,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.79,7.79,7.79,0.0,0.0
2019-03-17,7.94,7.94,7.94,0.0,0.0,8.12,8.12,8.12,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.86,7.86,7.86,0.0,0.0
2019-03-24,7.21,7.21,7.21,0.0,0.0,7.22,7.22,7.22,0.0,0.0,6.84,6.84,6.84,0.0,0.0,6.84,6.84,6.84,0.0,0.0
2019-03-31,6.2,6.2,6.2,0.0,0.0,6.2,6.2,6.2,0.0,0.0,5.96,5.96,5.96,0.0,0.0,5.96,5.96,5.96,0.0,0.0
2019-04-07,6.13,6.13,6.13,0.0,0.0,6.22,6.22,6.22,0.0,0.0,6.09,6.09,6.09,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2019-04-14,5.7,5.7,5.7,0.0,0.0,5.7,5.7,5.7,0.0,0.0,5.52,5.52,5.52,0.0,0.0,5.6,5.6,5.6,0.0,0.0
2019-04-21,6.2,6.2,6.2,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.12,6.12,6.12,0.0,0.0
2019-04-28,6.76,6.76,6.76,0.0,0.0,6.76,6.76,6.76,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.29,6.29,6.29,0.0,0.0
2019-05-05,6.18,6.18,6.18,0.0,0.0,6.91,6.91,6.91,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.88,6.88,6.88,0.0,0.0
2019-05-12,6.2,6.2,6.2,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2019-05-19,7.51,7.51,7.51,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.46,7.46,7.46,0.0,0.0,7.47,7.47,7.47,0.0,0.0
2019-05-26,9.23,9.23,9.23,0.0,0.0,10.06,10.06,10.06,0.0,0.0,9.21,9.21,9.21,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2019-06-02,9.24,9.24,9.24,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2019-06-09,10.17,10.17,10.17,0.0,0.0,10.49,10.49,10.49,0.0,0.0,9.98,9.98,9.98,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2019-06-16,7.46,7.46,7.46,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.4,7.4,7.4,0.0,0.0
2019-06-23,6.59,6.59,6.59,0.0,0.0,7.14,7.14,7.14,0.0,0.0,6.56,6.56,6.56,0.0,0.0,6.86,6.86,6.86,0.0,0.0
2019-06-30,7.26,7.26,7.26,0.0,0.0,7.36,7.36,7.36,0.0,0.0,6.55,6.55,6.55,0.0,0.0,7.36,7.36,7.36,0.0,0.0
2019-07-07,6.31,6.31,6.31,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.59,6.59,6.59,0.0,0.0
2019-07-14,7.74,7.74,7.74,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.64,7.64,7.64,0.0,0.0
2019-07-21,7.45,7.45,7.45,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.36,7.36,7.36,0.0,0.0
2019-07-28,8.08,8.08,8.08,0.0,0.0,8.08,8.08,8.08,0.0,0.0,7.61,7.61,7.61,0.0,0.0,7.89,7.89,7.89,0.0,0.0
2019-08-04,7.77,7.77,7.77,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.72,7.72,7.72,0.0,0.0
2019-08-11,7.15,7.15,7.15,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.0,7.0,7.0,0.0,0.0,7.05,7.05,7.05,0.0,0.0
2019-08-18,7.35,7.35,7.35,0.0,0.0,7.88,7.88,7.88,0.0,0.0,7.28,7.28,7.28,0.0,0.0,7.86,7.86,7.86,0.0,0.0
2019-08-25,6.79,6.79,6.79,0.0,0.0,7.36,7.36,7.36,0.0,0.0,6.79,6.79,6.79,0.0,0.0,7.27,7.27,7.27,0.0,0.0
2019-09-01,6.33,6.33,6.33,0.0,0.0,6.35,6.35,6.35,0.0,0.0,6.03,6.03,6.03,0.0,0.0,6.08,6.08,6.08,0.0,0.0
2019-09-08,5.11,5.11,5.11,0.0,0.0,5.2,5.2,5.2,0.0,0.0,3.92,3.92,3.92,0.0,0.0,4.27,4.27,4.27,0.0,0.0
2019-09-15,4.97,4.97,4.97,0.0,0.0,5.03,5.03,5.03,0.0,0.0,4.83,4.83,4.83,0.0,0.0,4.89,4.89,4.89,0.0,0.0
2019-09-22,5.8,5.8,5.8,0.0,0.0,6.08,6.08,6.08,0.0,0.0,5.65,5.65,5.65,0.0,0.0,6.03,6.03,6.03,0.0,0.0
2019-09-29,6.36,6.36,6.36,0.0,0.0,6.58,6.58,6.58,0.0,0.0,6.09,6.09,6.09,0.0,0.0,6.5,6.5,6.5,0.0,0.0
2019-10-06,6.2,6.2,6.2,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.19,6.19,6.19,0.0,0.0,6.19,6.19,6.19,0.0,0.0
2019-10-13,6.38,6.38,6.38,0.0,0.0,6.38,6.38,6.38,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.12,6.12,6.12,0.0,0.0
2019-10-20,5.12,5.12,5.12,0.0,0.0,5.43,5.43,5.43,0.0,0.0,5.09,5.09,5.09,0.0,0.0,5.38,5.38,5.38,0.0,0.0
2019-10-27,4.98,4.98,4.98,0.0,0.0,5.15,5.15,5.15,0.0,0.0,4.91,4.91,4.91,0.0,0.0,5.13,5.13,5.13,0.0,0.0
2019-11-03,5.09,5.09,5.09,0.0,0.0,5.09,5.09,5.09,0.0,0.0,4.94,4.94,4.94,0.0,0.0,5.03,5.03,5.03,0.0,0.0
2019-11-10,4.89,4.89,4.89,0.0,0.0,5.06,5.06,5.06,0.0,0.0,4.87,4.87,4.87,0.0,0.0,5.0,5.0,5.0,0.0,0.0
2019-11-17,4.76,4.76,4.76,0.0,0.0,4.8,4.8,4.8,0.0,0.0,4.63,4.63,4.63,0.0,0.0,4.66,4.66,4.66,0.0,0.0
2019-11-24,4.98,4.98,4.98,0.0,0.0,5.16,5.16,5.16,0.0,0.0,4.94,4.94,4.94,0.0,0.0,5.09,5.09,5.09,0.0,0.0
2019-12-01,4.37,4.37,4.37,0.0,0.0,4.37,4.37,4.37,0.0,0.0,4.26,4.26,4.26,0.0,0.0,4.3,4.3,4.3,0.0,0.0
2019-12-08,4.02,4.02,4.02,0.0,0.0,4.05,4.05,4.05,0.0,0.0,4.02,4.02,4.02,0.0,0.0,4.02,4.02,4.02,0.0,0.0
2019-12-15,3.96,3.96,3.96,0.0,0.0,3.99,3.99,3.99,0.0,0.0,3.87,3.87,3.87,0.0,0.0,3.89,3.89,3.89,0.0,0.0
2019-12-22,3.63,3.63,3.63,0.0,0.0,3.8,3.8,3.8,0.0,0.0,3.63,3.63,3.63,0.0,0.0,3.72,3.72,3.72,0.0,0.0
2019-12-29,3.4,3.4,3.4,0.0,0.0,3.59,3.59,3.59,0.0,0.0,3.38,3.38,3.38,0.0,0.0,3.46,3.46,3.46,0.0,0.0
