Date,GBR_Open_average,GBR_Open_max,GBR_Open_min,GBR_Open_volatility,GBR_Open_change,GBR_High_average,GBR_High_max,GBR_High_min,GBR_High_volatility,GBR_High_change,GBR_Low_average,GBR_Low_max,GBR_Low_min,GBR_Low_volatility,GBR_Low_change,GBR_Close_average,GBR_Close_max,GBR_Close_min,GBR_Close_volatility,GBR_Close_change,GBR_Volume_average,GBR_Volume_max,GBR_Volume_min,GBR_Volume_volatility,GBR_Volume_change
2018-01-14,1.674,1.73,1.59,0.1399999999999999,0.030000000000000027,1.724,1.8,1.65,0.15000000000000013,0.10000000000000009,1.602,1.68,1.55,0.1299999999999999,0.10999999999999988,1.6489,1.73,1.6001,0.1298999999999999,0.1298999999999999,9217,14132,4562,9570,4989
2018-01-21,1.784,1.81,1.76,0.050000000000000044,-0.010000000000000009,1.9120000000000001,2.39,1.76,0.6300000000000001,-0.6300000000000001,1.706,1.77,1.64,0.13000000000000012,-0.09000000000000008,1.77912,1.89,1.7142,0.17579999999999996,-0.17579999999999996,41921,176504,2371,174133,-174133
2018-01-28,1.64,1.69,1.58,0.10999999999999988,-0.10999999999999988,1.68,1.72,1.64,0.08000000000000007,-0.050000000000000044,1.61,1.68,1.56,0.11999999999999988,-0.040000000000000036,1.64802,1.69,1.6101,0.07989999999999986,0.019999999999999796,6959,14473,1037,13436,-9439
2018-02-04,1.478,1.61,1.33,0.28,-0.28,1.53,1.61,1.41,0.20000000000000018,-0.20000000000000018,1.37148,1.51,1.2674,0.24259999999999993,0.030000000000000027,1.4275,1.53,1.2674,0.26259999999999994,-0.15000000000000013,7940,16610,4040,12570,-12485
2018-02-11,1.4575,1.62,1.36,0.26,0.26,1.525,1.62,1.43,0.19000000000000017,0.18000000000000016,1.4125,1.56,1.35,0.20999999999999996,0.19999999999999996,1.49095,1.61,1.381,0.2290000000000001,0.20219999999999994,6731,10120,1928,8192,-4663
2018-02-18,1.558,1.6,1.51,0.09000000000000008,-0.09000000000000008,1.668,1.94,1.58,0.3599999999999999,0.31000000000000005,1.496,1.53,1.48,0.050000000000000044,-0.050000000000000044,1.52502,1.585,1.48,0.10499999999999998,-0.10499999999999998,19398,85949,1066,84883,81885
2018-02-25,1.482,1.54,1.4,0.14000000000000012,0.0,1.526,1.55,1.48,0.07000000000000006,0.0,1.42,1.46,1.39,0.07000000000000006,0.030000000000000027,1.4582,1.4909999999999999,1.4,0.09099999999999997,0.030000000000000027,8946,18146,2685,15461,11564
2018-03-04,1.432,1.49,1.37,0.11999999999999988,-0.11999999999999988,1.476,1.51,1.45,0.06000000000000005,-0.06000000000000005,1.394,1.45,1.33,0.11999999999999988,-0.11999999999999988,1.40416,1.45,1.37,0.07999999999999985,-0.07919999999999994,7232,12456,1448,11008,-1366
2018-03-11,1.428,1.45,1.4,0.050000000000000044,0.050000000000000044,1.47,1.5,1.43,0.07000000000000006,0.07000000000000006,1.398,1.45,1.36,0.08999999999999986,0.04999999999999982,1.428,1.47,1.4,0.07000000000000006,0.030000000000000027,7169,17187,3122,14065,-14065
2018-03-18,1.45,1.5,1.41,0.09000000000000008,-0.040000000000000036,1.494,1.6,1.41,0.19000000000000017,-0.19000000000000017,1.396,1.45,1.34,0.10999999999999988,-0.08999999999999986,1.42584,1.48,1.3892,0.09079999999999999,-0.060799999999999965,18975,53449,4109,49340,-49340
2018-03-25,1.3425,1.4,1.29,0.10999999999999988,-0.029999999999999805,1.36835,1.4,1.35,0.04999999999999982,-0.029999999999999805,1.3026,1.3204,1.29,0.030399999999999983,-0.010399999999999965,1.3212,1.3534,1.29,0.0633999999999999,0.0005999999999999339,2711,5213,1072,4141,-206
2018-04-01,1.328,1.45,1.26,0.18999999999999995,-0.020000000000000018,1.36,1.45,1.29,0.15999999999999992,-0.050000000000000044,1.266,1.29,1.24,0.050000000000000044,0.0,1.308,1.37,1.28,0.09000000000000008,0.0,8296,17002,2945,14057,-5450
