Date,APEMYStock_Open_average,APEMYStock_Open_max,APEMYStock_Open_min,APEMYStock_Open_volatility,APEMYStock_Open_change,APEMYStock_High_average,APEMYStock_High_max,APEMYStock_High_min,APEMYStock_High_volatility,APEMYStock_High_change,APEMYStock_Low_average,APEMYStock_Low_max,APEMYStock_Low_min,APEMYStock_Low_volatility,APEMYStock_Low_change,APEMYStock_Close_average,APEMYStock_Close_max,APEMYStock_Close_min,APEMYStock_Close_volatility,APEMYStock_Close_change,APEMYStock_Volume_average,APEMYStock_Volume_max,APEMYStock_Volume_min,APEMYStock_Volume_volatility,APEMYStock_Volume_change
2018-01-14,54.903333333333336,55.97,54.34,1.6299999999999955,1.5700000000000003,55.019999999999996,55.97,54.4,1.5700000000000003,1.5700000000000003,54.8,55.66,54.34,1.3199999999999932,1.259999999999998,54.916666666666664,55.66,54.4,1.259999999999998,1.259999999999998,544,818,0,818,815
2018-01-21,56.39,57.16,55.41,1.75,0.5599999999999952,56.39,57.16,55.41,1.75,0.5599999999999952,56.266666666666666,57.16,55.41,1.75,0.9299999999999997,56.266666666666666,57.16,55.41,1.75,0.9299999999999997,1040,3122,0,3122,-3122
2018-01-28,58.69,59.45,57.93,1.5200000000000031,1.5200000000000031,58.885000000000005,59.52,58.25,1.2700000000000031,1.2700000000000031,58.57,59.21,57.93,1.2800000000000011,1.2800000000000011,58.885000000000005,59.52,58.25,1.2700000000000031,1.2700000000000031,759,817,702,115,115
2018-02-04,54.8,55.75,53.85,1.8999999999999986,-1.8999999999999986,54.8,55.75,53.85,1.8999999999999986,-1.8999999999999986,53.555,53.61,53.5,0.10999999999999943,-0.10999999999999943,53.985,54.47,53.5,0.9699999999999989,-0.9699999999999989,1603,2941,266,2675,-2675
2018-02-11,53.81,54.21,53.35,0.8599999999999994,-0.519999999999996,53.81,54.21,53.35,0.8599999999999994,-0.519999999999996,53.81,54.21,53.35,0.8599999999999994,-0.519999999999996,53.81,54.21,53.35,0.8599999999999994,-0.519999999999996,0,0,0,0,0
2018-02-18,52.730000000000004,53.38,52.29,1.0900000000000034,-1.0900000000000034,52.78333333333333,53.54,52.29,1.25,-1.25,52.57333333333334,53.38,51.82,1.5600000000000023,-1.5600000000000023,52.626666666666665,53.54,51.82,1.7199999999999989,-1.7199999999999989,395,688,0,688,-191
2018-02-25,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,311,311,311,0,0
2018-03-04,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.76,48.76,48.76,0.0,0.0,664,664,664,0,0
2018-03-11,48.89,48.89,48.89,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.95,48.95,48.95,0.0,0.0,1242,1242,1242,0,0
2018-03-18,47.48,47.48,47.48,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0,486,486,486,0,0
2018-03-25,47.535,47.86,47.21,0.6499999999999986,-0.6499999999999986,47.614999999999995,47.86,47.37,0.490000000000002,-0.490000000000002,47.195,47.21,47.18,0.030000000000001137,0.030000000000001137,47.275,47.37,47.18,0.18999999999999773,0.18999999999999773,886,1349,423,926,926
2018-04-01,46.41,47.1,45.72,1.3800000000000026,-1.3800000000000026,46.41,47.1,45.72,1.3800000000000026,-1.3800000000000026,46.41,47.1,45.72,1.3800000000000026,-1.3800000000000026,46.41,47.1,45.72,1.3800000000000026,-1.3800000000000026,0,0,0,0,0
2018-04-08,49.31999999999999,49.48,49.16,0.3200000000000003,0.3200000000000003,49.31999999999999,49.48,49.16,0.3200000000000003,0.3200000000000003,49.31999999999999,49.48,49.16,0.3200000000000003,0.3200000000000003,49.31999999999999,49.48,49.16,0.3200000000000003,0.3200000000000003,0,0,0,0,0
2018-04-15,52.1,52.7,50.94,1.7600000000000051,1.7199999999999989,52.29666666666667,53.29,50.94,2.3500000000000014,1.7199999999999989,52.089999999999996,52.67,50.94,1.730000000000004,1.7199999999999989,52.29666666666667,53.29,50.94,2.3500000000000014,1.7199999999999989,480,1441,0,1441,0
2018-04-22,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,0,0,0,0,0
2018-04-29,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,0,0,0,0,0
2018-05-06,49.41,49.41,49.41,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.75,49.75,49.75,0.0,0.0,850,850,850,0,0
2018-05-13,48.405,48.46,48.35,0.10999999999999943,-0.10999999999999943,48.405,48.46,48.35,0.10999999999999943,-0.10999999999999943,48.405,48.46,48.35,0.10999999999999943,-0.10999999999999943,48.405,48.46,48.35,0.10999999999999943,-0.10999999999999943,0,0,0,0,0
2018-05-20,48.19,48.91,47.47,1.4399999999999977,-1.4399999999999977,48.19,48.91,47.47,1.4399999999999977,-1.4399999999999977,47.989999999999995,48.91,47.07,1.8399999999999963,-1.8399999999999963,47.989999999999995,48.91,47.07,1.8399999999999963,-1.8399999999999963,359,719,0,719,719
2018-05-27,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0,0,0,0,0,0
2018-06-03,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,0,0,0,0,0
2018-06-10,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,0,0,0,0,0
