Date,EIG_Open_average,EIG_Open_max,EIG_Open_min,EIG_Open_volatility,EIG_Open_change,EIG_High_average,EIG_High_max,EIG_High_min,EIG_High_volatility,EIG_High_change,EIG_Low_average,EIG_Low_max,EIG_Low_min,EIG_Low_volatility,EIG_Low_change,EIG_Close_average,EIG_Close_max,EIG_Close_min,EIG_Close_volatility,EIG_Close_change,EIG_Volume_average,EIG_Volume_max,EIG_Volume_min,EIG_Volume_volatility,EIG_Volume_change
2018-01-14,43.175,43.7,42.8,0.9000000000000057,-0.6000000000000014,43.7625,43.9,43.6,0.29999999999999716,0.19999999999999574,42.775,42.9,42.6,0.29999999999999716,0.0,43.2875,43.75,42.8,0.9500000000000028,0.9500000000000028,103547,135950,70102,65848,51065
2018-01-21,43.56,43.75,43.3,0.45000000000000284,-0.15000000000000568,43.83,44.15,43.5,0.6499999999999986,-0.3999999999999986,43.006,43.2,42.7,0.5,-0.3500000000000014,43.36,43.6,43.2,0.3999999999999986,-0.19999999999999574,124592,198226,56856,141370,73283
2018-01-28,42.69,43.15,42.0,1.1499999999999986,-0.20000000000000284,43.4,43.75,43.15,0.6000000000000014,0.05000000000000426,42.22,42.9,41.8,1.1000000000000014,0.6000000000000014,42.76,43.1,42.3,0.8000000000000043,0.7000000000000028,142497,242824,78522,164302,-63414
2018-02-04,41.39,42.7,40.75,1.9500000000000028,-1.9500000000000028,41.93,43.2,41.35,1.8500000000000014,-1.8500000000000014,40.73,41.4,40.3,1.1000000000000014,-0.7999999999999972,41.08,41.5,40.4,1.1000000000000014,-0.5,190989,218650,153506,65144,65144
2018-02-11,40.69,41.1,40.3,0.8000000000000043,-0.5,41.04,41.25,40.75,0.5,0.14999999999999858,40.29,40.6,39.9,0.7000000000000028,0.7000000000000028,40.71,40.9,40.55,0.3500000000000014,0.29999999999999716,115067,150619,62088,88531,-10357
2018-02-18,41.75,43.0,40.15,2.8500000000000014,2.1499999999999986,42.45,44.65,41.0,3.6499999999999986,1.8500000000000014,40.7825,42.65,39.98,2.6700000000000017,0.37000000000000455,41.05,43.05,40.15,2.8999999999999986,0.3500000000000014,172320,331573,77426,254147,10479
2018-02-25,39.98,41.55,38.6,2.9499999999999957,-1.9499999999999957,40.518,42.04,39.2,2.8399999999999963,-2.789999999999999,39.3,40.55,38.35,2.1999999999999957,-2.1999999999999957,39.75,41.65,38.8,2.8500000000000014,-2.6499999999999986,165659,203438,129292,74146,-35576
2018-03-04,39.64,40.35,39.0,1.3500000000000014,1.0499999999999972,40.244,40.67,39.65,1.0200000000000031,0.6700000000000017,39.336,39.85,38.88,0.9699999999999989,0.9699999999999989,39.96,40.5,39.4,1.1000000000000014,0.7999999999999972,186575,243317,113928,129389,90095
2018-03-11,40.84,41.4,40.35,1.0499999999999972,0.15000000000000568,41.25,41.85,40.85,1.0,-0.5499999999999972,40.46,41.1,40.15,0.9500000000000028,-0.29999999999999716,40.809999999999995,41.3,40.3,1.0,-0.75,258464,462396,166617,295779,288907
2018-03-18,40.51,40.95,40.2,0.75,-0.3499999999999943,40.95,41.4,40.6,0.7999999999999972,-0.04999999999999716,40.129999999999995,40.65,39.65,1.0,-0.5,40.33,41.0,39.65,1.3500000000000014,-0.6499999999999986,149638,204579,71415,133164,-77156
