Date,Schwab amental Intl Small CompanyEtf_Open_average,Schwab amental Intl Small CompanyEtf_Open_max,Schwab amental Intl Small CompanyEtf_Open_min,Schwab amental Intl Small CompanyEtf_Open_volatility,Schwab amental Intl Small CompanyEtf_Open_change,Schwab amental Intl Small CompanyEtf_High_average,Schwab amental Intl Small CompanyEtf_High_max,Schwab amental Intl Small CompanyEtf_High_min,Schwab amental Intl Small CompanyEtf_High_volatility,Schwab amental Intl Small CompanyEtf_High_change,Schwab amental Intl Small CompanyEtf_Low_average,Schwab amental Intl Small CompanyEtf_Low_max,Schwab amental Intl Small CompanyEtf_Low_min,Schwab amental Intl Small CompanyEtf_Low_volatility,Schwab amental Intl Small CompanyEtf_Low_change,Schwab amental Intl Small CompanyEtf_Close_average,Schwab amental Intl Small CompanyEtf_Close_max,Schwab amental Intl Small CompanyEtf_Close_min,Schwab amental Intl Small CompanyEtf_Close_volatility,Schwab amental Intl Small CompanyEtf_Close_change
2018-04-22,36.24,36.24,36.24,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-04-29,35.94,35.94,35.94,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2018-05-06,36.67,36.67,36.67,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2018-05-13,36.37,36.37,36.37,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-05-20,36.01,36.01,36.01,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-05-27,35.9,35.9,35.9,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2018-06-03,36.21,36.21,36.21,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-06-10,35.92,35.92,35.92,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-06-17,35.47,35.47,35.47,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-06-24,34.8,34.8,34.8,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-07-01,34.51,34.51,34.51,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-07-08,34.62,34.62,34.62,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-07-15,34.72,34.72,34.72,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2018-07-22,35.39,35.39,35.39,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-07-29,34.8,34.8,34.8,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2018-08-05,34.26,34.26,34.26,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2018-08-12,33.6,33.6,33.6,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2018-08-19,34.28,34.28,34.28,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2018-08-26,34.5,34.5,34.5,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2018-09-02,33.45,33.45,33.45,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-09-09,34.11,34.11,34.11,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-09-16,34.85,34.85,34.85,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-09-23,34.52,34.52,34.52,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2018-09-30,33.86,33.86,33.86,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-10-07,32.43,32.43,32.43,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-10-14,32.14,32.14,32.14,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2018-10-21,30.56,30.56,30.56,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-10-28,32.06,32.06,32.06,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-11-04,31.83,31.83,31.83,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2018-11-11,31.15,31.15,31.15,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-11-18,30.78,30.78,30.78,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-11-25,31.28,31.28,31.28,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2018-12-02,30.57,30.57,30.57,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2018-12-09,29.02,29.02,29.02,0.0,0.0,29.15,29.15,29.15,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2018-12-16,27.81,27.81,27.81,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2018-12-23,28.33,28.33,28.33,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2018-12-30,28.67,28.67,28.67,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.63,28.63,28.63,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-01-06,29.72,29.72,29.72,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-01-13,30.22,30.22,30.22,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-01-20,30.33,30.33,30.33,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-01-27,30.61,30.61,30.61,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-02-03,29.99,29.99,29.99,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2019-02-10,30.77,30.77,30.77,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2019-02-17,31.22,31.22,31.22,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-02-24,31.47,31.47,31.47,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-03-03,30.51,30.51,30.51,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-03-10,31.27,31.27,31.27,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-03-17,31.2,31.2,31.2,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-03-24,31.08,31.08,31.08,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-03-31,31.67,31.67,31.67,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-04-07,31.89,31.89,31.89,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-04-14,31.93,31.93,31.93,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-04-21,31.68,31.68,31.68,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-04-28,31.66,31.66,31.66,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-05-05,30.72,30.72,30.72,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2019-05-12,30.51,30.51,30.51,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-05-19,30.37,30.37,30.37,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-05-26,29.77,29.77,29.77,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2019-06-02,30.68,30.68,30.68,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-06-09,30.65,30.65,30.65,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-06-16,31.18,31.18,31.18,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2019-06-23,31.19,31.19,31.19,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-06-30,31.51,31.51,31.51,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-07-07,31.21,31.21,31.21,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-07-14,31.07,31.07,31.07,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-07-21,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-07-28,30.22,30.22,30.22,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-08-04,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-08-11,29.05,29.05,29.05,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-08-18,29.54,29.54,29.54,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-08-25,29.88,29.88,29.88,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-09-01,30.34,30.34,30.34,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-09-08,31.16,31.16,31.16,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-09-15,31.19,31.19,31.19,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-09-22,30.75,30.75,30.75,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-09-29,30.26,30.26,30.26,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-10-06,30.94,30.94,30.94,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-10-13,31.42,31.42,31.42,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-10-20,31.66,31.66,31.66,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2019-10-27,32.12,32.12,32.12,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-11-03,32.58,32.58,32.58,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-11-10,32.66,32.66,32.66,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-11-17,32.56,32.56,32.56,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-11-24,32.69,32.69,32.69,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-12-01,33.12,33.12,33.12,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-12-08,32.76,32.76,32.76,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-12-15,32.98,32.98,32.98,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-12-22,33.26,33.26,33.26,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-12-29,33.03,33.03,33.03,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.13,33.13,33.13,0.0,0.0
