Date,IX_Open_average,IX_Open_max,IX_Open_min,IX_Open_volatility,IX_Open_change,IX_High_average,IX_High_max,IX_High_min,IX_High_volatility,IX_High_change,IX_Low_average,IX_Low_max,IX_Low_min,IX_Low_volatility,IX_Low_change,IX_Close_average,IX_Close_max,IX_Close_min,IX_Close_volatility,IX_Close_change,IX_Volume_average,IX_Volume_max,IX_Volume_min,IX_Volume_volatility,IX_Volume_change
2018-01-14,96.158,98.08,94.84,3.239999999999995,2.019999999999996,96.484,98.62,95.16,3.460000000000008,2.5600000000000023,95.654,97.83,94.62,3.2099999999999937,3.0799999999999983,96.216,98.62,94.79,3.8299999999999983,3.3000000000000114,43102,87641,17405,70236,-53307
2018-01-21,99.408,99.67,99.07,0.6000000000000085,-0.12000000000000455,99.782,100.03,99.13,0.9000000000000057,-0.12999999999999545,99.084,99.42,98.44,0.980000000000004,0.04000000000000625,99.554,100.03,98.96,1.0700000000000074,-0.4200000000000017,27049,36197,18739,17458,-13252
2018-01-28,94.1,98.49,90.62,7.86999999999999,-7.86999999999999,94.43599999999999,98.49,91.25,7.239999999999995,-7.239999999999995,92.682,96.39,87.46,8.930000000000007,-8.930000000000007,93.074,97.06,87.92,9.14,-9.14,51717,76795,38908,37887,7969
2018-02-04,87.854,88.79,86.52,2.2700000000000102,-1.4000000000000057,88.782,90.86,86.53,4.329999999999998,-2.75,86.518,88.58,83.79,4.789999999999992,-1.6300000000000097,87.792,90.7,85.55,5.150000000000006,-2.8100000000000023,55432,77973,44727,33246,-33246
2018-02-11,86.34,88.14,84.48,3.6599999999999966,2.8700000000000045,87.245,88.5,86.13,2.3700000000000045,2.3700000000000045,86.075,88.0,84.39,3.6099999999999994,2.730000000000004,87.0525,88.07,86.13,1.9399999999999977,1.9399999999999977,77936,125160,51535,73625,-52969
2018-02-18,89.392,91.14,88.1,3.0400000000000063,2.0999999999999943,90.214,91.73,89.07,2.660000000000011,2.1099999999999994,89.122,90.81,88.03,2.780000000000001,2.3299999999999983,89.678,91.64,88.19,3.450000000000003,2.739999999999995,54096,88848,29490,59358,-18642
2018-02-25,88.47800000000001,91.42,86.29,5.1299999999999955,-4.519999999999996,89.37,92.68,87.75,4.930000000000007,-4.480000000000004,87.628,90.35,86.07,4.280000000000001,-3.5799999999999983,88.30199999999999,90.35,86.57,3.780000000000001,-2.3999999999999915,36989,58218,21225,36993,-19997
2018-03-04,87.614,88.53,86.39,2.1400000000000006,0.29999999999999716,87.952,88.53,87.04,1.4899999999999949,0.09000000000000341,87.26,87.97,86.15,1.8199999999999932,0.04999999999999716,87.798,88.34,86.97,1.3700000000000045,0.20000000000000284,27721,32459,21053,11406,2359
2018-03-11,88.874,89.2,88.33,0.8700000000000045,-0.6700000000000017,88.902,89.22,88.33,0.8900000000000006,-0.7600000000000051,88.088,88.53,87.11,1.4200000000000017,-0.9899999999999949,88.44200000000001,88.95,87.67,1.2800000000000011,-0.6400000000000006,20848,28159,13306,14853,4033
2018-03-18,88.368,89.4,87.58,1.8200000000000074,-0.7800000000000011,88.868,89.63,87.99,1.6400000000000006,-0.4399999999999977,87.758,88.4,86.87,1.5300000000000011,-1.4199999999999875,88.192,88.62,87.0,1.6200000000000045,-0.20999999999999375,39978,106234,19326,86908,7343
