Date,EcoLogical Strategy_etf_Open_average,EcoLogical Strategy_etf_Open_max,EcoLogical Strategy_etf_Open_min,EcoLogical Strategy_etf_Open_volatility,EcoLogical Strategy_etf_Open_change,EcoLogical Strategy_etf_High_average,EcoLogical Strategy_etf_High_max,EcoLogical Strategy_etf_High_min,EcoLogical Strategy_etf_High_volatility,EcoLogical Strategy_etf_High_change,EcoLogical Strategy_etf_Low_average,EcoLogical Strategy_etf_Low_max,EcoLogical Strategy_etf_Low_min,EcoLogical Strategy_etf_Low_volatility,EcoLogical Strategy_etf_Low_change,EcoLogical Strategy_etf_Close_average,EcoLogical Strategy_etf_Close_max,EcoLogical Strategy_etf_Close_min,EcoLogical Strategy_etf_Close_volatility,EcoLogical Strategy_etf_Close_change
2018-08-12,43.24,43.24,43.24,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2018-08-19,43.5,43.5,43.5,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2018-08-26,43.91,43.91,43.91,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-09-02,43.78,43.78,43.78,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2018-09-09,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-09-16,44.3,44.3,44.3,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-09-23,44.16,44.16,44.16,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2018-09-30,43.87,43.87,43.87,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2018-10-07,41.83,41.83,41.83,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2018-10-14,42.18,42.18,42.18,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2018-10-21,40.85,40.85,40.85,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2018-10-28,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2018-11-04,42.55,42.55,42.55,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2018-11-11,41.94,41.94,41.94,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2018-11-18,40.77,40.77,40.77,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2018-11-25,41.61,41.61,41.61,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2018-12-02,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2018-12-09,40.93,40.93,40.93,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2018-12-16,39.85,39.85,39.85,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2018-12-23,38.22,38.22,38.22,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.19,38.19,38.19,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2018-12-30,39.12,39.12,39.12,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-01-06,39.47,39.47,39.47,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2019-01-13,39.95,39.95,39.95,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-01-20,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-01-27,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-02-03,39.91,39.91,39.91,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2019-02-10,40.42,40.42,40.42,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-02-17,40.67,40.67,40.67,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2019-02-24,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2019-03-03,39.53,39.53,39.53,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-03-10,40.16,40.16,40.16,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2019-03-17,40.01,40.01,40.01,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-03-24,39.9,39.9,39.9,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.89,39.89,39.89,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-03-31,40.72,40.72,40.72,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-04-07,40.96,40.96,40.96,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-04-14,41.01,41.01,41.01,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-04-21,40.85,40.85,40.85,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-04-28,40.7,40.7,40.7,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-05-05,39.59,39.59,39.59,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.53,39.53,39.53,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-05-12,40.16,40.16,40.16,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2019-05-19,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-05-26,39.51,39.51,39.51,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-06-02,40.68,40.68,40.68,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-06-09,40.77,40.77,40.77,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-06-16,41.54,41.54,41.54,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2019-06-23,41.17,41.17,41.17,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-06-30,41.83,41.83,41.83,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-07-07,41.94,41.94,41.94,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-07-14,41.96,41.96,41.96,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2019-07-21,41.84,41.84,41.84,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2019-07-28,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-08-04,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-08-11,40.78,40.78,40.78,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.76,40.76,40.76,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2019-08-18,41.28,41.28,41.28,0.0,0.0,41.34,41.34,41.34,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-08-25,41.65,41.65,41.65,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2019-09-01,42.21,42.21,42.21,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-09-08,41.22,41.22,41.22,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-09-15,41.36,41.36,41.36,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-09-22,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2019-09-29,40.74,40.74,40.74,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.74,40.74,40.74,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2019-10-06,41.11,41.11,41.11,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2019-10-13,40.84,40.84,40.84,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-10-20,40.37,40.37,40.37,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-10-27,40.65,40.65,40.65,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-11-03,40.45,40.45,40.45,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-11-10,40.82,40.82,40.82,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-11-17,40.64,40.64,40.64,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-11-24,41.18,41.18,41.18,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2019-12-01,41.38,41.38,41.38,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-12-08,41.13,41.13,41.13,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2019-12-15,41.78,41.78,41.78,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.78,41.78,41.78,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2019-12-22,41.88,41.88,41.88,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2019-12-29,41.75,41.75,41.75,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.9,41.9,41.9,0.0,0.0
