Date,CSU_Open_average,CSU_Open_max,CSU_Open_min,CSU_Open_volatility,CSU_Open_change,CSU_High_average,CSU_High_max,CSU_High_min,CSU_High_volatility,CSU_High_change,CSU_Low_average,CSU_Low_max,CSU_Low_min,CSU_Low_volatility,CSU_Low_change,CSU_Close_average,CSU_Close_max,CSU_Close_min,CSU_Close_volatility,CSU_Close_change,CSU_Volume_average,CSU_Volume_max,CSU_Volume_min,CSU_Volume_volatility,CSU_Volume_change
2018-01-14,12.084,12.52,11.74,0.7799999999999994,-0.6300000000000008,12.212,12.62,11.92,0.6999999999999993,-0.629999999999999,11.879999999999999,12.29,11.68,0.6099999999999994,-0.5999999999999996,11.994,12.49,11.77,0.7200000000000006,-0.6099999999999994,243007,298512,192113,106399,-106399
2018-01-21,11.938,12.05,11.78,0.27000000000000135,-0.08999999999999986,12.040000000000001,12.16,11.91,0.25,-0.1899999999999995,11.744,11.84,11.59,0.25,-0.2400000000000002,11.89,12.05,11.64,0.41000000000000014,-0.41000000000000014,196513,220886,160924,59962,-51972
2018-01-28,11.236,11.5,10.88,0.6199999999999992,-0.6199999999999992,11.318,11.66,10.97,0.6899999999999995,-0.6899999999999995,10.968,11.3,10.58,0.7200000000000006,-0.7200000000000006,11.096,11.35,10.61,0.7400000000000002,-0.7400000000000002,243978,354688,145990,208698,208698
2018-02-04,11.194,11.72,10.43,1.290000000000001,0.7200000000000006,11.552,11.89,10.99,0.9000000000000004,0.40000000000000036,10.98,11.59,10.35,1.2400000000000002,0.7000000000000011,11.344,11.67,10.94,0.7300000000000004,0.41999999999999993,283424,341884,193869,148015,-148015
2018-02-11,11.39,11.49,11.29,0.20000000000000107,0.010000000000001563,11.64,11.68,11.6,0.08000000000000007,-0.07000000000000028,11.2775,11.3,11.23,0.07000000000000028,0.07000000000000028,11.425,11.6,11.35,0.25,-0.25,311362,510615,180139,330476,-36517
2018-02-18,11.082,11.32,10.86,0.46000000000000085,-0.16000000000000014,11.328,11.49,11.2,0.2900000000000009,0.019999999999999574,10.728,10.92,10.55,0.3699999999999992,0.07000000000000028,11.058,11.28,10.84,0.4399999999999995,0.35999999999999943,384736,719502,200202,519300,137682
2018-02-25,11.834,12.81,11.2,1.6100000000000012,0.8300000000000001,12.286,13.41,11.65,1.7599999999999998,0.7899999999999991,11.286,12.04,11.03,1.0099999999999998,0.9599999999999991,11.764,12.27,11.26,1.0099999999999998,1.0099999999999998,413112,625359,204853,420506,-392115
2018-03-04,12.548,12.81,12.25,0.5600000000000005,0.4299999999999997,12.776,12.9,12.42,0.4800000000000004,0.47000000000000064,12.366,12.58,11.99,0.5899999999999999,0.5899999999999999,12.634,12.72,12.38,0.33999999999999986,0.33000000000000007,226862,325191,169977,155214,39131
2018-03-11,12.438,12.71,12.27,0.4400000000000013,-0.41000000000000014,12.586,12.76,12.44,0.3200000000000003,-0.3200000000000003,12.262,12.39,12.15,0.2400000000000002,-0.16999999999999993,12.352,12.42,12.26,0.16000000000000014,-0.08999999999999986,186704,245360,124197,121163,-71736
2018-03-18,11.888,12.3,11.49,0.8100000000000005,-0.8100000000000005,11.988,12.3,11.49,0.8100000000000005,-0.8100000000000005,11.524000000000001,11.97,10.81,1.1600000000000001,-1.1600000000000001,11.608,12.16,10.95,1.2100000000000009,-1.2100000000000009,282457,463635,151709,311926,311926
