Date,ARAY_Open_average,ARAY_Open_max,ARAY_Open_min,ARAY_Open_volatility,ARAY_Open_change,ARAY_High_average,ARAY_High_max,ARAY_High_min,ARAY_High_volatility,ARAY_High_change,ARAY_Low_average,ARAY_Low_max,ARAY_Low_min,ARAY_Low_volatility,ARAY_Low_change,ARAY_Close_average,ARAY_Close_max,ARAY_Close_min,ARAY_Close_volatility,ARAY_Close_change,ARAY_Volume_average,ARAY_Volume_max,ARAY_Volume_min,ARAY_Volume_volatility,ARAY_Volume_change
2018-01-14,5.17,5.3,5.0,0.2999999999999998,0.04999999999999982,5.324,5.45,5.2,0.25,0.14999999999999947,5.01,5.2,4.75,0.4500000000000002,0.2999999999999998,5.2,5.35,5.0,0.34999999999999964,0.15000000000000036,1562568,3339993,814494,2525499,-356721
2018-01-21,5.53,5.7,5.2,0.5,0.39999999999999947,5.64,5.75,5.25,0.5,0.5,5.396,5.55,5.08,0.46999999999999975,0.46999999999999975,5.54,5.7,5.2,0.5,0.34999999999999964,1474421,2210211,1049373,1160838,236532
2018-01-28,5.74,5.9,5.5,0.40000000000000036,0.34999999999999964,5.99,6.15,5.9,0.25,0.0,5.43,5.6,5.0,0.5999999999999996,-0.4500000000000002,5.69,5.9,5.25,0.6500000000000004,-0.5999999999999996,2292536,2892502,1853762,1038740,-366379
2018-02-04,5.15,5.25,5.05,0.20000000000000018,0.20000000000000018,5.24,5.3,5.2,0.09999999999999964,-0.04999999999999982,4.96,5.0,4.9,0.09999999999999964,0.09999999999999964,5.094,5.2,5.0,0.20000000000000018,-0.1200000000000001,1109209,1706541,748374,958167,-448292
2018-02-11,5.125,5.2,5.05,0.15000000000000036,0.15000000000000036,5.2625,5.4,5.15,0.25,0.25,5.0375,5.15,4.95,0.20000000000000018,0.20000000000000018,5.1875,5.25,5.1,0.15000000000000036,0.15000000000000036,539586,640841,350460,290381,-287090
2018-02-18,5.19,5.3,5.05,0.25,0.04999999999999982,5.26,5.3,5.2,0.09999999999999964,0.0,5.07,5.15,5.0,0.15000000000000036,0.05000000000000071,5.154,5.22,5.05,0.16999999999999993,0.04999999999999982,500616,559682,387857,171825,144257
2018-02-25,5.39,5.55,5.2,0.34999999999999964,0.34999999999999964,5.6,5.7,5.35,0.35000000000000053,0.35000000000000053,5.3,5.5,5.15,0.34999999999999964,0.34999999999999964,5.45,5.6,5.25,0.34999999999999964,0.34999999999999964,763845,1290413,454030,836383,137863
2018-03-04,5.64,5.75,5.6,0.15000000000000036,0.09999999999999964,5.72,5.8,5.65,0.14999999999999947,0.14999999999999947,5.542,5.6,5.5,0.09999999999999964,0.09999999999999964,5.66,5.8,5.6,0.20000000000000018,0.0,467805,638693,376906,261787,-76196
2018-03-11,5.59,5.7,5.4,0.2999999999999998,-0.25,5.66,5.8,5.5,0.2999999999999998,-0.2999999999999998,5.442,5.6,5.25,0.34999999999999964,-0.34999999999999964,5.5200000000000005,5.7,5.3,0.40000000000000036,-0.40000000000000036,881669,1932332,303789,1628543,5734
2018-03-18,5.12,5.25,5.0,0.25,-0.25,5.2139999999999995,5.3,5.1,0.20000000000000018,-0.17999999999999972,4.95,5.15,4.75,0.40000000000000036,0.15000000000000036,5.088,5.17,4.95,0.21999999999999975,-0.07000000000000028,532603,712982,425731,287251,-199071
