Date,Columbia Sustainable Global Equity Income_Open_average,Columbia Sustainable Global Equity Income_Open_max,Columbia Sustainable Global Equity Income_Open_min,Columbia Sustainable Global Equity Income_Open_volatility,Columbia Sustainable Global Equity Income_Open_change,Columbia Sustainable Global Equity Income_High_average,Columbia Sustainable Global Equity Income_High_max,Columbia Sustainable Global Equity Income_High_min,Columbia Sustainable Global Equity Income_High_volatility,Columbia Sustainable Global Equity Income_High_change,Columbia Sustainable Global Equity Income_Low_average,Columbia Sustainable Global Equity Income_Low_max,Columbia Sustainable Global Equity Income_Low_min,Columbia Sustainable Global Equity Income_Low_volatility,Columbia Sustainable Global Equity Income_Low_change,Columbia Sustainable Global Equity Income_Close_average,Columbia Sustainable Global Equity Income_Close_max,Columbia Sustainable Global Equity Income_Close_min,Columbia Sustainable Global Equity Income_Close_volatility,Columbia Sustainable Global Equity Income_Close_change
2019-05-12,25.76,25.76,25.76,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-05-19,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-05-26,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-06-02,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-06-09,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-06-16,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-06-23,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-06-30,26.4,26.4,26.4,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2019-07-07,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-07-14,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-07-21,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-07-28,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-08-04,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-08-11,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-08-18,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-08-25,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-09-01,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-09-08,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-09-15,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-09-22,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-09-29,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-10-06,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-10-13,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-10-20,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2019-10-27,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-11-03,27.74,27.74,27.74,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2019-11-10,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-11-17,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-11-24,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-12-01,27.99,27.99,27.99,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-12-08,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-12-15,28.4,28.4,28.4,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-12-22,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-12-29,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0
