Date,Columbia Sustainable Global Equity Income_Open_average,Columbia Sustainable Global Equity Income_Open_max,Columbia Sustainable Global Equity Income_Open_min,Columbia Sustainable Global Equity Income_Open_volatility,Columbia Sustainable Global Equity Income_Open_change,Columbia Sustainable Global Equity Income_High_average,Columbia Sustainable Global Equity Income_High_max,Columbia Sustainable Global Equity Income_High_min,Columbia Sustainable Global Equity Income_High_volatility,Columbia Sustainable Global Equity Income_High_change,Columbia Sustainable Global Equity Income_Low_average,Columbia Sustainable Global Equity Income_Low_max,Columbia Sustainable Global Equity Income_Low_min,Columbia Sustainable Global Equity Income_Low_volatility,Columbia Sustainable Global Equity Income_Low_change,Columbia Sustainable Global Equity Income_Close_average,Columbia Sustainable Global Equity Income_Close_max,Columbia Sustainable Global Equity Income_Close_min,Columbia Sustainable Global Equity Income_Close_volatility,Columbia Sustainable Global Equity Income_Close_change
2018-01-14,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2018-01-21,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2018-01-28,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-02-04,27.2,27.2,27.2,0.0,0.0,29.78,29.78,29.78,0.0,0.0,27.2,27.2,27.2,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2018-02-11,30.51,30.51,30.51,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-02-18,30.35,30.35,30.35,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2018-02-25,29.61,29.61,29.61,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2018-03-04,30.47,30.47,30.47,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-03-11,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-03-18,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2018-03-25,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-04-01,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2018-04-08,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-04-15,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-04-22,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-04-29,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2018-05-06,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-05-13,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-05-20,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2018-05-27,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-06-03,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-06-10,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-06-17,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-06-24,29.32,29.32,29.32,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-07-01,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-07-08,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-07-15,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-07-22,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2018-07-29,29.63,29.63,29.63,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2018-08-05,30.0,30.0,30.0,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-08-12,29.25,29.25,29.25,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-08-19,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2018-08-26,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-09-02,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-09-09,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2018-09-16,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-09-23,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-09-30,30.12,30.12,30.12,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2018-10-07,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-10-14,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2018-10-21,27.1,27.1,27.1,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-10-28,28.12,28.12,28.12,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2018-11-04,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-11-11,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-11-18,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2018-11-25,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-12-02,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-12-09,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-12-16,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2018-12-23,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2018-12-30,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-01-06,24.57,24.57,24.57,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-01-13,25.07,25.07,25.07,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-01-20,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-01-27,25.59,25.59,25.59,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-02-03,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2019-02-10,26.05,26.05,26.05,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-02-17,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-02-24,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-03-03,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2019-03-10,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-03-17,25.81,25.81,25.81,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-03-24,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-03-31,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-04-07,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-04-14,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-04-21,26.75,26.75,26.75,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-04-28,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-05-05,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0
