Date,EBR_Open_average,EBR_Open_max,EBR_Open_min,EBR_Open_volatility,EBR_Open_change,EBR_High_average,EBR_High_max,EBR_High_min,EBR_High_volatility,EBR_High_change,EBR_Low_average,EBR_Low_max,EBR_Low_min,EBR_Low_volatility,EBR_Low_change,EBR_Close_average,EBR_Close_max,EBR_Close_min,EBR_Close_volatility,EBR_Close_change,EBR_Volume_average,EBR_Volume_max,EBR_Volume_min,EBR_Volume_volatility,EBR_Volume_change
2018-01-14,5.514,6.02,5.32,0.6999999999999993,0.5799999999999992,5.588,6.09,5.39,0.7000000000000002,0.6499999999999995,5.38,5.74,5.25,0.4900000000000002,0.4400000000000004,5.5,5.86,5.3,0.5600000000000005,0.5200000000000005,534491,1217680,199086,1018594,1018594
2018-01-21,6.076,6.37,5.69,0.6799999999999997,0.6799999999999997,6.322,6.76,5.75,1.0099999999999998,0.6699999999999999,5.9959999999999996,6.24,5.56,0.6800000000000006,0.6800000000000006,6.15,6.34,5.58,0.7599999999999998,0.6899999999999995,573693,1000966,278415,722551,-167022
2018-01-28,6.314,6.53,6.08,0.4500000000000002,-0.21999999999999975,6.366,6.53,6.22,0.3100000000000005,-0.08000000000000007,6.13,6.31,6.0,0.3099999999999996,-0.08000000000000007,6.22,6.45,6.04,0.41000000000000014,-0.14000000000000057,401826,536796,249622,287174,-251116
2018-02-04,6.432,6.61,6.12,0.4900000000000002,0.28000000000000025,6.596,6.66,6.47,0.1900000000000004,0.08999999999999986,6.22,6.32,6.07,0.25,0.1899999999999995,6.402,6.48,6.28,0.20000000000000018,-0.040000000000000036,497628,1082298,162197,920101,-61823
2018-02-11,6.55,6.72,6.39,0.33000000000000007,0.16999999999999993,6.695,6.77,6.62,0.14999999999999947,0.03000000000000025,6.4425,6.51,6.39,0.1200000000000001,0.020000000000000462,6.6274999999999995,6.71,6.58,0.1299999999999999,-0.009999999999999787,330814,540249,125138,415111,415111
2018-02-18,7.242,7.7,6.71,0.9900000000000002,0.9900000000000002,7.466,7.7,7.03,0.6699999999999999,0.6699999999999999,7.104,7.46,6.71,0.75,0.75,7.3180000000000005,7.61,6.99,0.6200000000000001,0.5800000000000001,640209,1065271,345952,719319,-241612
2018-02-25,7.536,7.7,7.34,0.3600000000000003,-0.20000000000000018,7.656,7.86,7.52,0.34000000000000075,-0.22000000000000064,7.3580000000000005,7.5,7.08,0.41999999999999993,-0.009999999999999787,7.5,7.61,7.36,0.25,-0.10000000000000053,380880,479274,181397,297877,-297877
2018-03-04,7.308,7.65,7.04,0.6100000000000003,-0.29000000000000004,7.4079999999999995,7.72,7.12,0.5999999999999996,-0.16000000000000014,7.152,7.48,6.76,0.7200000000000006,-0.1800000000000006,7.314,7.55,7.05,0.5,0.03000000000000025,362477,621872,215437,406435,67837
2018-03-11,7.062,7.53,6.7,0.8300000000000001,-0.8300000000000001,7.112,7.59,6.77,0.8200000000000003,-0.8200000000000003,6.878,7.39,6.53,0.8599999999999994,-0.8599999999999994,6.994,7.45,6.72,0.7300000000000004,-0.7300000000000004,352773,851210,179946,671264,613513
2018-03-18,6.576,6.78,6.42,0.3600000000000003,-0.23000000000000043,6.734,6.86,6.56,0.3000000000000007,0.010000000000000675,6.498,6.64,6.37,0.2699999999999996,-0.1299999999999999,6.612,6.81,6.43,0.3799999999999999,0.09999999999999964,681662,1421002,262361,1158641,-374186
2018-03-25,6.4875,6.81,6.33,0.47999999999999954,-0.47999999999999954,6.5675,6.84,6.37,0.46999999999999975,-0.46999999999999975,6.3175,6.59,6.18,0.41000000000000014,-0.41000000000000014,6.4075,6.64,6.31,0.33000000000000007,-0.3099999999999996,324038,639040,130106,508934,130105
2018-04-01,6.38,6.67,6.1,0.5700000000000003,-0.2400000000000002,6.482,6.74,6.13,0.6100000000000003,-0.41999999999999993,6.088,6.6,5.39,1.21,-0.9000000000000004,6.196,6.68,5.44,1.2399999999999993,-0.8899999999999997,802386,1986011,202745,1783266,1678693
2018-04-08,5.604,5.77,5.48,0.28999999999999915,0.14999999999999947,5.692,5.82,5.6,0.22000000000000064,-0.03000000000000025,5.46,5.59,5.33,0.2599999999999998,0.05999999999999961,5.592,5.67,5.51,0.16000000000000014,-0.1200000000000001,911504,1656205,312543,1343662,160491
