Date,LEN_Open_average,LEN_Open_max,LEN_Open_min,LEN_Open_volatility,LEN_Open_change,LEN_High_average,LEN_High_max,LEN_High_min,LEN_High_volatility,LEN_High_change,LEN_Low_average,LEN_Low_max,LEN_Low_min,LEN_Low_volatility,LEN_Low_change,LEN_Close_average,LEN_Close_max,LEN_Close_min,LEN_Close_volatility,LEN_Close_change,LEN_Volume_average,LEN_Volume_max,LEN_Volume_min,LEN_Volume_volatility,LEN_Volume_change
2018-01-14,70.692,71.97,69.26,2.7099999999999937,2.1099999999999994,71.362,72.17,69.87,2.299999999999997,2.299999999999997,69.98,71.36,68.62,2.739999999999995,2.739999999999995,70.716,71.82,68.78,3.039999999999992,2.950000000000003,3730376,4315889,3338746,977143,612240
2018-01-21,69.934,71.69,67.4,4.289999999999992,-4.289999999999992,70.288,71.94,67.7,4.239999999999995,-4.239999999999995,68.242,70.6,64.93,5.6699999999999875,-5.6699999999999875,68.62,70.93,65.02,5.910000000000011,-5.910000000000011,4186075,5853684,2778876,3074808,2404933
2018-01-28,62.638,64.71,59.52,5.189999999999991,-4.969999999999992,63.306000000000004,65.45,60.32,5.130000000000003,-4.520000000000003,60.944,63.47,57.1,6.369999999999997,-6.369999999999997,61.418,63.87,57.7,6.169999999999995,-6.169999999999995,5571800,6119018,4867369,1251649,1202936
2018-02-04,59.468,60.79,56.56,4.229999999999997,2.759999999999998,61.146,63.4,60.0,3.3999999999999986,-0.10999999999999943,58.116,60.38,56.03,4.350000000000001,1.740000000000002,59.698,60.91,58.69,2.219999999999999,-1.0999999999999943,9942465,18347020,6774607,11572413,9926481
2018-02-11,60.2675,61.88,59.4,2.480000000000004,0.8900000000000006,61.2275,61.88,60.14,1.740000000000002,0.990000000000002,59.61,60.11,58.84,1.269999999999996,1.269999999999996,60.6125,61.23,59.96,1.269999999999996,0.8999999999999986,6322726,7289927,4639454,2650473,-930153
2018-02-18,59.588,60.65,58.98,1.6700000000000017,-1.2800000000000011,59.934,60.78,59.32,1.4600000000000009,-1.1600000000000037,58.478,58.97,58.13,0.8399999999999963,-0.519999999999996,58.946,59.45,58.43,1.0200000000000031,0.30000000000000426,4274736,4884329,3495845,1388484,427036
2018-02-25,57.626,59.57,56.78,2.789999999999999,-2.530000000000001,58.544,60.81,57.55,3.260000000000005,-2.1600000000000037,56.53,57.66,55.92,1.7399999999999949,-0.6999999999999957,57.478,58.31,56.58,1.730000000000004,0.6500000000000057,6096442,9672543,4306343,5366200,1065126
2018-03-04,59.098,59.86,58.64,1.2199999999999989,1.2199999999999989,59.833999999999996,60.73,59.33,1.3999999999999986,1.3999999999999986,58.49,59.8,57.88,1.9199999999999946,1.9199999999999946,59.467999999999996,60.43,58.66,1.7700000000000031,1.259999999999998,3678934,5147243,2458288,2688955,-1339004
2018-03-11,59.954,60.87,58.97,1.8999999999999986,-1.8599999999999994,60.274,61.52,59.1,2.4200000000000017,-2.4200000000000017,59.074,60.44,58.24,2.1999999999999957,-2.1999999999999957,59.524,60.56,58.89,1.6700000000000017,-1.5,3414388,3825309,2810627,1014682,-936830
2018-03-18,59.158,59.3,59.03,0.269999999999996,-0.21000000000000085,60.076,60.57,59.4,1.1700000000000017,-0.3400000000000034,58.458,58.7,58.01,0.6900000000000048,-0.28999999999999915,58.944,59.9,58.06,1.8399999999999963,0.3400000000000034,2900026,3564855,2410733,1154122,7463
2018-03-25,58.957499999999996,59.39,58.71,0.6799999999999997,-0.6799999999999997,59.19,59.45,58.71,0.740000000000002,-0.6899999999999977,57.855,58.69,55.87,2.8200000000000003,-2.3800000000000026,58.3,58.94,56.83,2.1099999999999994,-1.8400000000000034,3840894,5276497,2926390,2350107,2350107
2018-04-01,60.776,63.46,57.08,6.380000000000003,4.590000000000003,62.548,64.9,57.82,7.080000000000005,4.339999999999996,59.455999999999996,62.68,55.48,7.200000000000003,5.270000000000003,61.254,64.0,57.09,6.909999999999997,3.6899999999999977,8423767,18562256,3591326,14970930,-2075533
2018-04-08,58.746,61.61,56.87,4.740000000000002,-4.380000000000003,59.25,61.63,57.65,3.980000000000004,-3.710000000000001,57.336,59.75,55.9,3.8500000000000014,-3.259999999999998,57.82,60.09,56.75,3.3400000000000034,-2.960000000000001,5279623,6269954,3304797,2965157,-2541038
2018-04-15,56.642,57.8,54.62,3.1799999999999997,-2.9000000000000057,57.118,58.49,55.15,3.3400000000000034,-2.8800000000000026,55.472,57.45,54.03,3.4200000000000017,-3.240000000000002,55.974,57.64,54.46,3.1799999999999997,-3.0700000000000003,4111178,7194305,2629815,4564490,-74379
2018-04-22,54.432,55.03,53.55,1.480000000000004,-0.28000000000000114,54.902,55.49,53.97,1.5200000000000031,-0.44000000000000483,53.248,54.18,52.85,1.3299999999999983,-0.46999999999999886,53.882,54.85,52.89,1.9600000000000009,-0.5799999999999983,4438831,5479370,3341377,2137993,-655685
2018-04-29,53.578,54.6,52.81,1.7899999999999991,1.7899999999999991,54.45,54.9,53.75,1.1499999999999986,0.269999999999996,53.012,54.02,52.44,1.5800000000000054,1.5800000000000054,53.912,54.44,53.25,1.1899999999999977,0.4200000000000017,3714733,5687080,2570943,3116137,-1823399
2018-05-06,54.262,54.52,53.91,0.6100000000000065,0.07000000000000028,54.77,55.13,54.54,0.5900000000000034,0.030000000000001137,53.782,54.18,53.03,1.1499999999999986,0.10000000000000142,54.162,54.43,53.61,0.8200000000000003,-0.14000000000000057,2513821,2946796,2029826,916970,83570
