Date,QEPStock_Open_average,QEPStock_Open_max,QEPStock_Open_min,QEPStock_Open_volatility,QEPStock_Open_change,QEPStock_High_average,QEPStock_High_max,QEPStock_High_min,QEPStock_High_volatility,QEPStock_High_change,QEPStock_Low_average,QEPStock_Low_max,QEPStock_Low_min,QEPStock_Low_volatility,QEPStock_Low_change,QEPStock_Close_average,QEPStock_Close_max,QEPStock_Close_min,QEPStock_Close_volatility,QEPStock_Close_change,QEPStock_Volume_average,QEPStock_Volume_max,QEPStock_Volume_min,QEPStock_Volume_volatility,QEPStock_Volume_change
2018-01-14,10.94,11.16,10.72,0.4399999999999995,-0.4399999999999995,11.0775,11.17,10.91,0.2599999999999998,-0.2599999999999998,10.7425,10.81,10.62,0.19000000000000128,-0.19000000000000128,10.8825,10.97,10.81,0.16000000000000014,-0.010000000000001563,4087322,6632384,3059777,3572607,-3572607
2018-01-21,10.842,11.09,10.53,0.5600000000000005,-0.3800000000000008,10.922,11.15,10.6,0.5500000000000007,-0.46000000000000085,10.506,10.85,10.23,0.6199999999999992,-0.6199999999999992,10.668000000000001,11.05,10.27,0.7800000000000011,-0.7800000000000011,4599171,5353307,3432445,1920862,854280
2018-01-28,9.604000000000001,10.14,9.27,0.870000000000001,-0.870000000000001,9.772,10.4,9.32,1.08,-1.08,9.32,10.03,8.86,1.17,-1.17,9.434,10.09,8.91,1.1799999999999997,-1.1799999999999997,9417776,13374910,5216734,8158176,8158176
2018-02-04,8.216,8.73,7.68,1.0500000000000007,-1.0500000000000007,8.378,8.96,7.72,1.240000000000001,-1.240000000000001,7.806,8.44,7.04,1.3999999999999995,-1.3999999999999995,8.0,8.53,7.51,1.0199999999999996,-1.0199999999999996,9199821,10797467,6264665,4532802,-495789
2018-02-11,7.792,8.29,7.36,0.9299999999999988,0.6399999999999988,8.248,8.84,7.82,1.0199999999999996,0.9900000000000002,7.7139999999999995,8.29,7.35,0.9399999999999995,0.7599999999999989,8.052,8.68,7.51,1.17,0.8799999999999999,8094969,12062599,5385874,6676725,2237912
2018-02-18,8.6325,8.75,8.4,0.34999999999999964,0.009999999999999787,8.895,9.03,8.76,0.2699999999999996,-0.03999999999999915,8.48,8.69,8.28,0.41000000000000014,0.08000000000000007,8.620000000000001,8.89,8.29,0.6000000000000014,0.22000000000000064,5880057,7972888,4228157,3744731,-3202768
2018-02-25,9.104000000000001,9.5,8.65,0.8499999999999996,0.4900000000000002,9.326,9.93,8.73,1.1999999999999993,0.5199999999999996,8.824,9.3,8.45,0.8500000000000014,0.08999999999999986,9.084,9.63,8.6,1.0300000000000011,0.6100000000000012,10799532,18543488,7842400,10701088,1572863
2018-03-04,9.267999999999999,9.57,9.04,0.5300000000000011,-0.41000000000000014,9.416,9.76,9.08,0.6799999999999997,-0.4499999999999993,9.062,9.43,8.76,0.6699999999999999,-0.4399999999999995,9.204,9.55,8.9,0.6500000000000004,-0.25,7369649,10042520,5045785,4996735,-1737367
2018-03-11,9.362,9.5,9.22,0.27999999999999936,-0.019999999999999574,9.514000000000001,9.63,9.3,0.33000000000000007,-0.27999999999999936,9.172,9.35,8.95,0.40000000000000036,-0.2900000000000009,9.356,9.49,9.22,0.2699999999999996,-0.25,6700665,9655602,4185255,5470347,2090703
2018-03-18,9.158,9.45,8.81,0.6399999999999988,0.13000000000000078,9.432,9.79,8.94,0.8499999999999996,0.5699999999999985,8.97,9.25,8.71,0.5399999999999991,0.41999999999999993,9.2,9.6,8.76,0.8399999999999999,0.7599999999999998,4709178,6442374,3344672,3097702,2149982
