Date,BJRI_Open_average,BJRI_Open_max,BJRI_Open_min,BJRI_Open_volatility,BJRI_Open_change,BJRI_High_average,BJRI_High_max,BJRI_High_min,BJRI_High_volatility,BJRI_High_change,BJRI_Low_average,BJRI_Low_max,BJRI_Low_min,BJRI_Low_volatility,BJRI_Low_change,BJRI_Close_average,BJRI_Close_max,BJRI_Close_min,BJRI_Close_volatility,BJRI_Close_change,BJRI_Volume_average,BJRI_Volume_max,BJRI_Volume_min,BJRI_Volume_volatility,BJRI_Volume_change
2018-01-14,37.71,38.45,36.45,2.0,0.6000000000000014,38.44,38.9,38.0,0.8999999999999986,0.8999999999999986,37.116,37.8,36.2,1.5999999999999943,1.5499999999999972,37.79,38.4,36.25,2.1499999999999986,2.1499999999999986,405713,515822,223087,292735,26645
2018-01-21,38.68,39.0,38.4,0.6000000000000014,0.14999999999999858,38.97,39.9,38.6,1.2999999999999972,-0.29999999999999716,37.862,38.38,36.66,1.720000000000006,-1.3400000000000034,38.6,38.7,38.4,0.30000000000000426,-0.25,198448,301665,119176,182489,-105496
2018-01-28,37.82,38.1,37.55,0.5500000000000043,-0.5500000000000043,38.26,38.5,38.05,0.45000000000000284,-0.25,37.176,37.52,36.8,0.720000000000006,-0.3100000000000023,37.64,38.15,36.8,1.3500000000000014,-0.75,214494,263676,187288,76388,41872
2018-02-04,36.99,37.25,36.7,0.5499999999999972,0.5,37.544,38.0,37.3,0.7000000000000028,0.4799999999999969,36.141999999999996,36.55,35.51,1.0399999999999991,0.7899999999999991,37.05,37.5,36.4,1.1000000000000014,0.3500000000000014,295815,457815,152059,305756,46122
2018-02-11,37.825,39.4,36.7,2.6999999999999957,2.1499999999999986,38.6625,39.55,37.75,1.7999999999999972,1.6999999999999957,37.3375,38.1,36.7,1.3999999999999986,1.3500000000000014,38.05,39.3,36.95,2.3499999999999943,1.3999999999999986,381226,518821,276638,242183,-43033
2018-02-18,40.36,44.15,37.65,6.5,6.049999999999997,40.910000000000004,44.2,38.1,6.100000000000001,6.100000000000001,39.211999999999996,43.05,36.15,6.899999999999999,6.899999999999999,40.4,43.65,37.45,6.199999999999996,6.199999999999996,722588,1590977,467493,1123484,-121995
2018-02-25,43.73,44.2,42.9,1.3000000000000043,0.3999999999999986,44.35,44.8,43.65,1.1499999999999986,0.29999999999999716,43.048,43.88,42.06,1.8200000000000003,0.8300000000000054,43.98,44.6,43.35,1.25,0.5500000000000043,547212,690335,342421,347914,-347914
2018-03-04,43.72,44.6,43.1,1.5,-0.25,44.172,44.73,43.45,1.279999999999994,-0.3299999999999983,43.044,43.62,42.65,0.9699999999999989,0.46999999999999886,43.47,44.2,42.85,1.3500000000000014,0.20000000000000284,398673,486366,222903,263463,-211173
2018-03-11,43.57,44.0,43.0,1.0,-0.3500000000000014,44.03,44.3,43.8,0.5,0.19999999999999574,43.08,43.65,42.6,1.0499999999999972,-0.44999999999999574,43.54,44.2,42.8,1.4000000000000057,0.5,297907,399791,230945,168846,145701
2018-03-18,43.83,44.45,43.0,1.4500000000000028,-0.5499999999999972,44.379999999999995,44.9,44.0,0.8999999999999986,-0.8999999999999986,43.218,44.1,42.36,1.740000000000002,-1.6899999999999977,43.730000000000004,44.45,42.75,1.7000000000000028,-0.5500000000000043,365761,424474,235356,189118,40804
2018-03-25,44.35,44.9,43.8,1.1000000000000014,0.8999999999999986,45.0375,45.15,44.85,0.29999999999999716,0.29999999999999716,43.7125,44.1,43.4,0.7000000000000028,-0.25,44.275,44.9,43.75,1.1499999999999986,0.20000000000000284,303293,329755,276311,53444,-24868
2018-04-01,44.94,45.55,44.2,1.3499999999999943,1.0499999999999972,45.63,45.8,45.2,0.5999999999999943,0.5999999999999943,44.63,45.15,43.9,1.25,0.75,45.29,45.55,45.05,0.5,0.3999999999999986,312776,418884,243593,175291,100604
2018-04-08,46.839999999999996,49.15,46.0,3.1499999999999986,3.1499999999999986,47.75,49.8,46.25,3.549999999999997,3.549999999999997,45.682,48.05,42.96,5.089999999999996,2.5,47.27,49.25,45.85,3.3999999999999986,3.1000000000000014,571113,1352897,300986,1051911,91739
2018-04-15,49.15,49.55,48.3,1.25,-0.09999999999999432,49.56,49.85,49.1,0.75,-0.10000000000000142,48.286,48.9,47.81,1.0899999999999963,0.6000000000000014,49.15,49.5,48.65,0.8500000000000014,-0.3999999999999986,326140,471700,160556,311144,-311144
2018-04-22,51.35,56.55,48.75,7.799999999999997,7.199999999999996,52.66,57.65,48.9,8.75,7.649999999999999,50.7,55.0,48.1,6.899999999999999,6.549999999999997,51.76,56.2,48.55,7.650000000000006,7.300000000000004,830330,1716797,363725,1353072,358663
2018-04-29,55.3,55.8,54.55,1.25,-1.25,56.224,56.9,55.12,1.7800000000000011,-0.7999999999999972,54.408,54.98,53.65,1.3299999999999983,-1.3299999999999983,55.300000000000004,56.45,54.1,2.3500000000000014,-1.0,662892,960247,388373,571874,244033
