Date,SPDR Euro Stoxx 50_Open_average,SPDR Euro Stoxx 50_Open_max,SPDR Euro Stoxx 50_Open_min,SPDR Euro Stoxx 50_Open_volatility,SPDR Euro Stoxx 50_Open_change,SPDR Euro Stoxx 50_High_average,SPDR Euro Stoxx 50_High_max,SPDR Euro Stoxx 50_High_min,SPDR Euro Stoxx 50_High_volatility,SPDR Euro Stoxx 50_High_change,SPDR Euro Stoxx 50_Low_average,SPDR Euro Stoxx 50_Low_max,SPDR Euro Stoxx 50_Low_min,SPDR Euro Stoxx 50_Low_volatility,SPDR Euro Stoxx 50_Low_change,SPDR Euro Stoxx 50_Close_average,SPDR Euro Stoxx 50_Close_max,SPDR Euro Stoxx 50_Close_min,SPDR Euro Stoxx 50_Close_volatility,SPDR Euro Stoxx 50_Close_change
2018-01-14,43.56,43.56,43.56,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2018-01-21,43.79,43.79,43.79,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2018-01-28,42.09,42.09,42.09,0.0,0.0,42.28,42.28,42.28,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2018-02-04,40.18,40.18,40.18,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2018-02-11,41.32,41.32,41.32,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2018-02-18,41.47,41.47,41.47,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2018-02-25,39.88,39.88,39.88,0.0,0.0,40.48,40.48,40.48,0.0,0.0,39.87,39.87,39.87,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2018-03-04,41.05,41.05,41.05,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2018-03-11,40.88,40.88,40.88,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-03-18,39.9,39.9,39.9,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.43,39.43,39.43,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2018-03-25,40.24,40.24,40.24,0.0,0.0,40.35,40.35,40.35,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2018-04-01,40.92,40.92,40.92,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2018-04-08,41.52,41.52,41.52,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-04-15,41.79,41.79,41.79,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2018-04-22,41.57,41.57,41.57,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2018-04-29,41.57,41.57,41.57,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2018-05-06,41.94,41.94,41.94,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-05-13,41.66,41.66,41.66,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2018-05-20,40.33,40.33,40.33,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-05-27,40.31,40.31,40.31,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2018-06-03,40.51,40.51,40.51,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2018-06-10,38.95,38.95,38.95,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.87,38.87,38.87,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2018-06-17,38.59,38.59,38.59,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-06-24,37.96,37.96,37.96,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-07-01,39.49,39.49,39.49,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-07-08,39.24,39.24,39.24,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2018-07-15,39.28,39.28,39.28,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2018-07-22,39.96,39.96,39.96,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-07-29,39.04,39.04,39.04,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2018-08-05,37.89,37.89,37.89,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.73,37.73,37.73,0.0,0.0
