Date,Fidelity MSCI EnergyEtf_Open_average,Fidelity MSCI EnergyEtf_Open_max,Fidelity MSCI EnergyEtf_Open_min,Fidelity MSCI EnergyEtf_Open_volatility,Fidelity MSCI EnergyEtf_Open_change,Fidelity MSCI EnergyEtf_High_average,Fidelity MSCI EnergyEtf_High_max,Fidelity MSCI EnergyEtf_High_min,Fidelity MSCI EnergyEtf_High_volatility,Fidelity MSCI EnergyEtf_High_change,Fidelity MSCI EnergyEtf_Low_average,Fidelity MSCI EnergyEtf_Low_max,Fidelity MSCI EnergyEtf_Low_min,Fidelity MSCI EnergyEtf_Low_volatility,Fidelity MSCI EnergyEtf_Low_change,Fidelity MSCI EnergyEtf_Close_average,Fidelity MSCI EnergyEtf_Close_max,Fidelity MSCI EnergyEtf_Close_min,Fidelity MSCI EnergyEtf_Close_volatility,Fidelity MSCI EnergyEtf_Close_change
2018-05-06,21.41,21.41,21.41,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-05-13,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2018-05-20,20.96,20.96,20.96,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2018-05-27,21.33,21.33,21.33,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2018-06-03,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-06-10,21.0,21.0,21.0,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2018-06-17,21.01,21.01,21.01,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-06-24,21.18,21.18,21.18,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-07-01,20.96,20.96,20.96,0.0,0.0,21.26,21.26,21.26,0.0,0.0,20.88,20.88,20.88,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2018-07-08,21.24,21.24,21.24,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2018-07-15,21.0,21.0,21.0,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2018-07-22,21.27,21.27,21.27,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-07-29,21.11,21.11,21.11,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.94,20.94,20.94,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-08-05,20.88,20.88,20.88,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.85,20.85,20.85,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2018-08-12,20.24,20.24,20.24,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2018-08-19,20.86,20.86,20.86,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2018-08-26,20.94,20.94,20.94,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-09-02,20.2,20.2,20.2,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2018-09-09,20.67,20.67,20.67,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2018-09-16,21.0,21.0,21.0,0.0,0.0,21.12,21.12,21.12,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2018-09-23,21.2,21.2,21.2,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2018-09-30,21.64,21.64,21.64,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2018-10-07,20.64,20.64,20.64,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-10-14,20.12,20.12,20.12,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2018-10-21,18.5,18.5,18.5,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2018-10-28,19.04,19.04,19.04,0.0,0.0,19.19,19.19,19.19,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2018-11-04,18.8,18.8,18.8,0.0,0.0,19.13,19.13,19.13,0.0,0.0,18.68,18.68,18.68,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2018-11-11,18.46,18.46,18.46,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2018-11-18,17.75,17.75,17.75,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2018-11-25,18.15,18.15,18.15,0.0,0.0,18.24,18.24,18.24,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2018-12-02,18.0,18.0,18.0,0.0,0.0,18.29,18.29,18.29,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2018-12-09,17.26,17.26,17.26,0.0,0.0,17.33,17.33,17.33,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2018-12-16,15.48,15.48,15.48,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2018-12-23,15.73,15.73,15.73,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2018-12-30,16.09,16.09,16.09,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2019-01-06,17.02,17.02,17.02,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2019-01-13,17.39,17.39,17.39,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2019-01-20,17.14,17.14,17.14,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2019-01-27,17.64,17.64,17.64,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2019-02-03,17.18,17.18,17.18,0.0,0.0,17.23,17.23,17.23,0.0,0.0,16.88,16.88,16.88,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2019-02-10,17.94,17.94,17.94,0.0,0.0,18.08,18.08,18.08,0.0,0.0,17.94,17.94,17.94,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2019-02-17,18.08,18.08,18.08,0.0,0.0,18.13,18.13,18.13,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.98,17.98,17.98,0.0,0.0
2019-02-24,17.9,17.9,17.9,0.0,0.0,18.13,18.13,18.13,0.0,0.0,17.9,17.9,17.9,0.0,0.0,18.13,18.13,18.13,0.0,0.0
2019-03-03,17.46,17.46,17.46,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.4,17.4,17.4,0.0,0.0
2019-03-10,17.88,17.88,17.88,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-03-17,18.26,18.26,18.26,0.0,0.0,18.26,18.26,18.26,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2019-03-24,18.26,18.26,18.26,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2019-03-31,18.22,18.22,18.22,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2019-04-07,18.67,18.67,18.67,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2019-04-14,18.53,18.53,18.53,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-04-21,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-04-28,17.5,17.5,17.5,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2019-05-05,17.37,17.37,17.37,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2019-05-12,17.44,17.44,17.44,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2019-05-19,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2019-05-26,16.0,16.0,16.0,0.0,0.0,16.14,16.14,16.14,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2019-06-02,16.53,16.53,16.53,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2019-06-09,16.62,16.62,16.62,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2019-06-16,17.05,17.05,17.05,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2019-06-23,17.02,17.02,17.02,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2019-06-30,16.92,16.92,16.92,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.9,16.9,16.9,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2019-07-07,17.3,17.3,17.3,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2019-07-14,16.75,16.75,16.75,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2019-07-21,16.79,16.79,16.79,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2019-07-28,16.42,16.42,16.42,0.0,0.0,16.48,16.48,16.48,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2019-08-04,15.93,15.93,15.93,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-08-11,15.01,15.01,15.01,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2019-08-18,15.25,15.25,15.25,0.0,0.0,15.36,15.36,15.36,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2019-08-25,15.37,15.37,15.37,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2019-09-01,15.61,15.61,15.61,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2019-09-08,16.29,16.29,16.29,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2019-09-15,16.4,16.4,16.4,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2019-09-22,15.79,15.79,15.79,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-09-29,15.21,15.21,15.21,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2019-10-06,15.32,15.32,15.32,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2019-10-13,15.2,15.2,15.2,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2019-10-20,15.64,15.64,15.64,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2019-10-27,15.43,15.43,15.43,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2019-11-03,16.05,16.05,16.05,0.0,0.0,16.12,16.12,16.12,0.0,0.0,15.92,15.92,15.92,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2019-11-10,15.79,15.79,15.79,0.0,0.0,15.93,15.93,15.93,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-11-17,15.86,15.86,15.86,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2019-11-24,15.57,15.57,15.57,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2019-12-01,15.49,15.49,15.49,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2019-12-08,16.15,16.15,16.15,0.0,0.0,16.25,16.25,16.25,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-12-15,15.84,15.84,15.84,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-12-22,16.09,16.09,16.09,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-12-29,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.13,16.13,16.13,0.0,0.0
