Date,FIX_Open_average,FIX_Open_max,FIX_Open_min,FIX_Open_volatility,FIX_Open_change,FIX_High_average,FIX_High_max,FIX_High_min,FIX_High_volatility,FIX_High_change,FIX_Low_average,FIX_Low_max,FIX_Low_min,FIX_Low_volatility,FIX_Low_change,FIX_Close_average,FIX_Close_max,FIX_Close_min,FIX_Close_volatility,FIX_Close_change,FIX_Volume_average,FIX_Volume_max,FIX_Volume_min,FIX_Volume_volatility,FIX_Volume_change
2018-01-14,43.64,44.45,42.95,1.5,-0.5500000000000043,43.95,44.7,43.6,1.1000000000000014,-0.8000000000000043,43.034,43.25,42.95,0.29999999999999716,0.25,43.43,43.95,43.05,0.9000000000000057,0.3999999999999986,117974,199540,56323,143217,-78913
2018-01-21,43.86,44.6,43.5,1.1000000000000014,0.29999999999999716,44.146,44.65,43.55,1.1000000000000014,0.6500000000000057,43.214000000000006,43.7,42.95,0.75,0.75,43.8,44.45,43.3,1.1500000000000057,0.3500000000000014,107149,172723,52135,120588,29749
2018-01-28,42.96,43.85,42.15,1.7000000000000028,-1.3999999999999986,43.34,44.1,42.5,1.6000000000000014,-1.6000000000000014,42.24,43.25,40.85,2.3999999999999986,-2.3999999999999986,42.54,43.6,40.9,2.700000000000003,-2.700000000000003,183151,221553,120408,101145,2644
2018-02-04,40.57,40.95,40.05,0.9000000000000057,0.6000000000000014,41.13,41.45,40.95,0.5,-0.45000000000000284,40.01,40.55,39.65,0.8999999999999986,-0.14999999999999858,40.53,40.95,39.9,1.0500000000000043,-0.45000000000000284,164746,188207,141808,46399,-46399
2018-02-11,40.7875,41.25,40.3,0.9500000000000028,0.9500000000000028,41.4,41.9,41.0,0.8999999999999986,0.8999999999999986,40.6125,41.25,40.25,1.0,0.9500000000000028,41.2,41.45,40.85,0.6000000000000014,0.5499999999999972,96385,138996,62829,76167,56203
2018-02-18,40.94,41.45,40.4,1.0500000000000043,0.20000000000000284,41.9,42.5,41.45,1.0499999999999972,1.0,40.45,41.1,39.4,1.7000000000000028,0.5500000000000043,41.37,42.45,40.6,1.8500000000000014,1.8500000000000014,177410,236497,125297,111200,-60723
2018-02-25,41.15,42.4,40.1,2.299999999999997,-1.6499999999999986,41.76,43.25,40.95,2.299999999999997,-2.299999999999997,40.58,41.25,39.85,1.3999999999999986,-0.8500000000000014,40.88,41.35,40.45,0.8999999999999986,-0.7000000000000028,203115,323560,137553,186007,-92838
2018-03-04,41.86,42.75,40.9,1.8500000000000014,1.8500000000000014,42.54,43.1,41.6,1.5,1.5,41.414,42.4,40.52,1.8799999999999955,1.8799999999999955,42.17,42.6,41.45,1.1499999999999986,1.1499999999999986,173893,341346,76767,264579,-39467
2018-03-11,42.57,42.8,42.3,0.5,-0.09999999999999432,42.85,43.4,42.6,0.7999999999999972,-0.6999999999999957,42.08,42.3,41.5,0.7999999999999972,-0.7999999999999972,42.43,42.85,42.15,0.7000000000000028,-0.30000000000000426,232872,379205,119317,259888,131217
2018-03-18,41.49,42.2,40.55,1.6500000000000057,-1.6500000000000057,41.84,42.5,41.0,1.5,-1.4500000000000028,40.89,41.95,39.85,2.1000000000000014,-2.0,41.07,42.1,39.85,2.25,-1.5500000000000043,138460,158789,70577,88212,5327
