Date,Global X YieldcoEtf_Open_average,Global X YieldcoEtf_Open_max,Global X YieldcoEtf_Open_min,Global X YieldcoEtf_Open_volatility,Global X YieldcoEtf_Open_change,Global X YieldcoEtf_High_average,Global X YieldcoEtf_High_max,Global X YieldcoEtf_High_min,Global X YieldcoEtf_High_volatility,Global X YieldcoEtf_High_change,Global X YieldcoEtf_Low_average,Global X YieldcoEtf_Low_max,Global X YieldcoEtf_Low_min,Global X YieldcoEtf_Low_volatility,Global X YieldcoEtf_Low_change,Global X YieldcoEtf_Close_average,Global X YieldcoEtf_Close_max,Global X YieldcoEtf_Close_min,Global X YieldcoEtf_Close_volatility,Global X YieldcoEtf_Close_change
2018-01-14,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2018-01-21,12.53,12.53,12.53,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.61,12.61,12.61,0.0,0.0
2018-01-28,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2018-02-04,11.46,11.46,11.46,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2018-02-11,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.77,11.77,11.77,0.0,0.0
2018-02-18,11.64,11.64,11.64,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2018-02-25,11.48,11.48,11.48,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2018-03-04,11.51,11.51,11.51,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2018-03-11,11.6,11.6,11.6,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2018-03-18,11.73,11.73,11.73,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2018-03-25,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2018-04-01,11.74,11.74,11.74,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2018-04-08,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2018-04-15,11.87,11.87,11.87,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2018-04-22,11.8,11.8,11.8,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-04-29,11.86,11.86,11.86,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.87,11.87,11.87,0.0,0.0
2018-05-06,11.99,11.99,11.99,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2018-05-13,11.61,11.61,11.61,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2018-05-20,11.87,11.87,11.87,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.77,11.77,11.77,0.0,0.0
2018-05-27,11.78,11.78,11.78,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2018-06-03,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2018-06-10,11.71,11.71,11.71,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.74,11.74,11.74,0.0,0.0
2018-06-17,11.63,11.63,11.63,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.73,11.73,11.73,0.0,0.0
