Date,First Trust LongShort Equity_Open_average,First Trust LongShort Equity_Open_max,First Trust LongShort Equity_Open_min,First Trust LongShort Equity_Open_volatility,First Trust LongShort Equity_Open_change,First Trust LongShort Equity_High_average,First Trust LongShort Equity_High_max,First Trust LongShort Equity_High_min,First Trust LongShort Equity_High_volatility,First Trust LongShort Equity_High_change,First Trust LongShort Equity_Low_average,First Trust LongShort Equity_Low_max,First Trust LongShort Equity_Low_min,First Trust LongShort Equity_Low_volatility,First Trust LongShort Equity_Low_change,First Trust LongShort Equity_Close_average,First Trust LongShort Equity_Close_max,First Trust LongShort Equity_Close_min,First Trust LongShort Equity_Close_volatility,First Trust LongShort Equity_Close_change
2018-01-14,41.23,41.23,41.23,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2018-01-21,41.5,41.5,41.5,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2018-01-28,39.87,39.87,39.87,0.0,0.0,39.99,39.99,39.99,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2018-02-04,38.64,38.64,38.64,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2018-02-11,39.78,39.78,39.78,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-02-18,40.01,40.01,40.01,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.87,39.87,39.87,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-02-25,39.36,39.36,39.36,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2018-03-04,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2018-03-11,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2018-03-18,38.72,38.72,38.72,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2018-03-25,38.82,38.82,38.82,0.0,0.0,38.82,38.82,38.82,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2018-04-01,38.46,38.46,38.46,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2018-04-08,38.96,38.96,38.96,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2018-04-15,38.78,38.78,38.78,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2018-04-22,38.89,38.89,38.89,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-04-29,38.61,38.61,38.61,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2018-05-06,39.28,39.28,39.28,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-05-13,39.31,39.31,39.31,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2018-05-20,39.04,39.04,39.04,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2018-05-27,39.7,39.7,39.7,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2018-06-03,39.7,39.7,39.7,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2018-06-10,39.65,39.65,39.65,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-06-17,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2018-06-24,38.77,38.77,38.77,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2018-07-01,39.38,39.38,39.38,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2018-07-08,39.72,39.72,39.72,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2018-07-15,39.95,39.95,39.95,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2018-07-22,39.54,39.54,39.54,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2018-07-29,39.9,39.9,39.9,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2018-08-05,39.92,39.92,39.92,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2018-08-12,40.04,40.04,40.04,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2018-08-19,40.59,40.59,40.59,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2018-08-26,40.63,40.63,40.63,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.65,40.65,40.65,0.0,0.0
