Date,EMN_Open_average,EMN_Open_max,EMN_Open_min,EMN_Open_volatility,EMN_Open_change,EMN_High_average,EMN_High_max,EMN_High_min,EMN_High_volatility,EMN_High_change,EMN_Low_average,EMN_Low_max,EMN_Low_min,EMN_Low_volatility,EMN_Low_change,EMN_Close_average,EMN_Close_max,EMN_Close_min,EMN_Close_volatility,EMN_Close_change,EMN_Volume_average,EMN_Volume_max,EMN_Volume_min,EMN_Volume_volatility,EMN_Volume_change
2018-01-14,97.448,98.02,96.73,1.289999999999992,0.39000000000000057,97.916,98.49,97.14,1.3499999999999943,0.39000000000000057,96.732,97.46,96.13,1.3299999999999983,1.3299999999999983,97.28,98.13,96.81,1.3199999999999932,0.9599999999999937,986856,1153481,745225,408256,-22783
2018-01-21,99.55199999999999,102.06,97.55,4.510000000000005,4.510000000000005,100.53,102.51,98.05,4.460000000000008,4.25,98.972,101.13,96.94,4.189999999999998,4.189999999999998,100.084,102.31,97.96,4.3500000000000085,3.2700000000000102,1141326,1681739,662466,1019273,494565
2018-01-28,100.126,102.27,98.63,3.6400000000000006,-1.3700000000000045,101.566,104.08,99.44,4.640000000000001,3.469999999999999,97.846,99.35,96.46,2.8900000000000006,-2.289999999999992,98.8,100.02,97.11,2.9099999999999966,-2.9099999999999966,2064919,3490963,1012035,2478928,2478928
2018-02-04,96.486,98.6,94.15,4.449999999999989,0.6299999999999955,98.552,100.39,95.64,4.75,-1.5799999999999983,94.53,98.36,90.89,7.469999999999999,1.230000000000004,96.77799999999999,99.02,93.57,5.450000000000003,-1.5,2181882,2947859,1598353,1349506,-1184220
2018-02-11,98.5875,100.26,96.9,3.3599999999999994,2.9499999999999886,100.0525,101.01,98.07,2.940000000000012,2.930000000000007,97.7925,99.26,96.2,3.0600000000000023,2.3100000000000023,99.46000000000001,100.13,97.9,2.2299999999999898,2.2299999999999898,1286924,1585731,1102000,483731,87085
2018-02-18,101.53,103.66,99.9,3.759999999999991,3.759999999999991,102.868,104.28,100.95,3.3299999999999983,3.3299999999999983,100.878,102.36,99.16,3.200000000000003,3.200000000000003,102.108,104.21,100.29,3.9199999999999875,3.9199999999999875,1013746,1228388,891617,336771,213403
2018-02-25,101.516,104.19,99.59,4.599999999999994,-3.9399999999999977,102.664,104.46,101.07,3.3900000000000006,-1.0499999999999972,100.244,102.11,98.54,3.569999999999993,-1.8599999999999994,101.534,103.12,100.41,2.710000000000008,0.8100000000000023,1203066,1631003,905244,725759,-302364
2018-03-04,106.294,109.37,103.82,5.550000000000011,5.550000000000011,108.012,111.16,106.32,4.840000000000003,4.840000000000003,105.588,108.82,103.25,5.569999999999993,5.569999999999993,107.602,110.84,105.82,5.02000000000001,5.02000000000001,1581632,2088172,923294,1164878,194033
2018-03-11,108.582,111.3,107.06,4.239999999999995,-3.780000000000001,109.28,112.45,107.65,4.799999999999997,-4.799999999999997,107.026,109.14,105.52,3.6200000000000045,-3.6200000000000045,107.626,109.35,106.53,2.819999999999993,-2.819999999999993,1439192,2174998,1106908,1068090,112557
2018-03-18,105.42,106.72,103.86,2.8599999999999994,-2.8599999999999994,106.744,108.68,105.47,3.210000000000008,-1.3799999999999955,104.118,105.94,102.54,3.3999999999999915,-0.8599999999999994,105.122,107.47,102.8,4.670000000000002,-0.789999999999992,1359976,1641265,1020045,621220,-344989
