Date,DENN_Open_average,DENN_Open_max,DENN_Open_min,DENN_Open_volatility,DENN_Open_change,DENN_High_average,DENN_High_max,DENN_High_min,DENN_High_volatility,DENN_High_change,DENN_Low_average,DENN_Low_max,DENN_Low_min,DENN_Low_volatility,DENN_Low_change,DENN_Close_average,DENN_Close_max,DENN_Close_min,DENN_Close_volatility,DENN_Close_change,DENN_Volume_average,DENN_Volume_max,DENN_Volume_min,DENN_Volume_volatility,DENN_Volume_change
2018-01-14,15.12,15.3,15.02,0.28000000000000114,0.28000000000000114,15.370000000000001,15.56,15.23,0.33000000000000007,0.25,15.048,15.17,14.96,0.20999999999999908,0.16999999999999993,15.178,15.33,15.06,0.2699999999999996,0.2400000000000002,349661,516177,248586,267591,-164203
2018-01-21,15.286,15.32,15.25,0.07000000000000028,0.009999999999999787,15.416,15.49,15.31,0.17999999999999972,0.17999999999999972,15.09,15.18,15.01,0.16999999999999993,0.16999999999999993,15.252,15.34,15.15,0.1899999999999995,0.009999999999999787,322675,440591,175939,264652,-166136
2018-01-28,15.048,15.29,14.7,0.5899999999999999,-0.41999999999999993,15.222,15.39,14.94,0.45000000000000107,-0.41000000000000014,14.758000000000001,15.07,14.01,1.0600000000000005,-1.0600000000000005,14.982000000000001,15.23,14.49,0.7400000000000002,-0.7400000000000002,262358,334788,159863,174925,18704
2018-02-04,14.556,14.76,14.26,0.5,0.5,14.758000000000001,14.8,14.72,0.08000000000000007,0.040000000000000924,14.328,14.54,14.1,0.4399999999999995,0.4399999999999995,14.568,14.68,14.34,0.33999999999999986,-0.06999999999999851,295737,387169,187545,199624,-54921
2018-02-11,14.9875,15.27,14.45,0.8200000000000003,0.6500000000000004,15.18,15.7,14.59,1.1099999999999994,0.6699999999999999,14.7,14.89,14.2,0.6900000000000013,0.6900000000000013,14.9125,15.16,14.49,0.6699999999999999,0.41999999999999993,412299,783729,229338,554391,-137171
2018-02-18,14.942,15.08,14.79,0.2900000000000009,0.22000000000000064,15.196,15.57,14.97,0.5999999999999996,0.1999999999999993,14.77,14.96,14.53,0.4300000000000015,0.4300000000000015,14.93,15.02,14.82,0.1999999999999993,0.1999999999999993,257866,311223,176247,134976,-66064
2018-02-25,15.072,15.44,14.89,0.5499999999999989,0.41000000000000014,15.392,15.77,15.17,0.5999999999999996,0.5999999999999996,15.028,15.38,14.83,0.5500000000000007,0.41000000000000014,15.204,15.48,14.97,0.5099999999999998,0.4900000000000002,377932,514795,255737,259058,259058
2018-03-04,15.838,16.1,15.54,0.5600000000000023,0.5600000000000023,16.044,16.22,15.67,0.5499999999999989,0.5499999999999989,15.708,16.01,15.32,0.6900000000000013,0.6900000000000013,15.936,16.15,15.65,0.4999999999999982,0.4999999999999982,265060,350228,215679,134549,-59440
2018-03-11,15.908,16.23,15.61,0.620000000000001,-0.620000000000001,16.0,16.31,15.65,0.6599999999999984,-0.6599999999999984,15.708,16.02,15.44,0.5800000000000001,-0.5800000000000001,15.77,16.03,15.58,0.45000000000000107,-0.45000000000000107,245400,431954,129849,302105,132677
2018-03-18,15.474,15.62,15.35,0.2699999999999996,-0.2699999999999996,15.693999999999999,15.9,15.48,0.41999999999999993,-0.3899999999999988,15.33,15.54,15.22,0.3199999999999985,-0.3199999999999985,15.404,15.58,15.23,0.34999999999999964,-0.17999999999999972,254236,319030,168283,150747,113171
