Date,GEOS_Open_average,GEOS_Open_max,GEOS_Open_min,GEOS_Open_volatility,GEOS_Open_change,GEOS_High_average,GEOS_High_max,GEOS_High_min,GEOS_High_volatility,GEOS_High_change,GEOS_Low_average,GEOS_Low_max,GEOS_Low_min,GEOS_Low_volatility,GEOS_Low_change,GEOS_Close_average,GEOS_Close_max,GEOS_Close_min,GEOS_Close_volatility,GEOS_Close_change,GEOS_Volume_average,GEOS_Volume_max,GEOS_Volume_min,GEOS_Volume_volatility,GEOS_Volume_change
2018-01-14,15.142,15.55,14.83,0.7200000000000006,-0.2699999999999996,15.376,15.66,15.12,0.5400000000000009,-0.4400000000000013,14.578,14.69,14.45,0.2400000000000002,0.1800000000000015,15.082,15.47,14.86,0.6100000000000012,-0.6100000000000012,35152,52354,27154,25200,-25200
2018-01-21,14.59,14.92,14.19,0.7300000000000004,-0.5800000000000001,14.886000000000001,15.06,14.56,0.5,-0.4599999999999991,14.242,14.49,13.96,0.5299999999999994,-0.13000000000000078,14.44,14.73,14.09,0.6400000000000006,-0.41000000000000014,31230,45857,16174,29683,-29683
2018-01-28,13.863999999999999,14.12,13.61,0.5099999999999998,-0.5099999999999998,14.106,14.27,13.88,0.3899999999999988,-0.3899999999999988,13.622,13.76,13.23,0.5299999999999994,-0.5299999999999994,13.742,14.05,13.23,0.8200000000000003,-0.6999999999999993,54617,96364,27698,68666,21965
2018-02-04,12.638,13.11,12.26,0.8499999999999996,-0.6800000000000015,12.962,13.49,12.55,0.9399999999999995,-0.8000000000000007,12.246,12.97,11.92,1.0500000000000007,-0.9600000000000009,12.462,13.3,12.12,1.1800000000000015,-1.1400000000000006,89041,147413,49274,98139,-98139
2018-02-11,11.875,12.07,11.66,0.41000000000000014,-0.41000000000000014,12.0575,12.2,11.85,0.34999999999999964,-0.16999999999999993,11.6975,11.9,11.55,0.34999999999999964,-0.34999999999999964,11.7875,12.0,11.6,0.40000000000000036,-0.40000000000000036,59420,77318,48179,29139,-4889
2018-02-18,11.538,11.86,11.22,0.6399999999999988,-0.33999999999999986,11.796,12.07,11.29,0.7800000000000011,-0.7800000000000011,11.154,11.43,10.88,0.5499999999999989,-0.5499999999999989,11.392,11.84,11.08,0.7599999999999998,-0.4800000000000004,44620,81347,27800,53547,18033
2018-02-25,10.538,11.07,10.13,0.9399999999999995,-0.7400000000000002,10.956,11.39,10.58,0.8100000000000005,-0.620000000000001,10.25,10.78,9.9,0.879999999999999,-0.5199999999999996,10.442,10.85,10.15,0.6999999999999993,-0.25,85714,98569,59849,38720,-38720
2018-03-04,10.772,11.0,10.41,0.5899999999999999,0.34000000000000163,10.904,11.1,10.68,0.41999999999999993,0.16000000000000014,10.412,10.62,10.21,0.40999999999999837,0.33000000000000007,10.692,10.84,10.51,0.33000000000000007,0.16000000000000014,45694,66307,29568,36739,14972
2018-03-11,10.182,10.92,9.5,1.42,-1.42,10.416,10.99,9.72,1.2699999999999996,-0.6799999999999997,9.741999999999999,10.46,9.18,1.2800000000000011,-1.0900000000000016,10.016,10.61,9.51,1.0999999999999996,-0.46999999999999886,115720,245187,47806,197381,53150
2018-03-18,10.09,10.3,9.8,0.5,-0.1399999999999988,10.448,10.75,10.12,0.6300000000000008,-0.6300000000000008,9.790000000000001,9.97,9.66,0.3100000000000005,-0.07000000000000028,10.036,10.2,9.81,0.3899999999999988,0.2400000000000002,72602,98142,52485,45657,-4022
