Date,ED_Open_average,ED_Open_max,ED_Open_min,ED_Open_volatility,ED_Open_change,ED_High_average,ED_High_max,ED_High_min,ED_High_volatility,ED_High_change,ED_Low_average,ED_Low_max,ED_Low_min,ED_Low_volatility,ED_Low_change,ED_Close_average,ED_Close_max,ED_Close_min,ED_Close_volatility,ED_Close_change,ED_Volume_average,ED_Volume_max,ED_Volume_min,ED_Volume_volatility,ED_Volume_change
2018-01-14,78.96,79.66,78.44,1.2199999999999989,-1.0799999999999983,79.35600000000001,79.86,78.93,0.9299999999999926,-0.46999999999999886,78.33,78.85,77.77,1.0799999999999983,-0.19999999999998863,78.67399999999999,79.27,78.27,1.0,-0.4899999999999949,2574686,3095724,1951638,1144086,341488
2018-01-21,79.486,80.51,78.68,1.8299999999999983,0.6099999999999994,80.188,80.61,79.65,0.9599999999999937,-0.10999999999999943,79.118,79.42,78.68,0.7399999999999949,0.4299999999999926,79.798,80.4,79.13,1.2700000000000102,-0.5300000000000011,2481100,3332485,1773827,1558658,1266514
2018-01-28,79.122,80.39,77.88,2.510000000000005,-1.2900000000000063,79.746,80.65,78.72,1.9300000000000068,-1.1899999999999977,78.3,79.05,76.95,2.0999999999999943,-2.0999999999999943,78.758,80.36,77.13,3.230000000000004,-2.460000000000008,2817412,3505389,2082383,1423006,870659
2018-02-04,75.812,77.02,74.95,2.069999999999993,0.9200000000000017,77.07,77.8,76.61,1.1899999999999977,1.0699999999999932,75.164,76.37,74.57,1.8000000000000114,1.8000000000000114,76.032,77.4,74.73,2.6700000000000017,1.5200000000000102,2832796,3234374,2442921,791453,-791453
2018-02-11,76.36,76.84,75.89,0.9500000000000028,0.4399999999999977,77.27000000000001,77.98,76.67,1.3100000000000023,0.7800000000000011,75.7325,75.77,75.66,0.10999999999999943,-0.01999999999999602,76.95,77.77,75.89,1.8799999999999955,0.7399999999999949,2649867,3347061,2193045,1154016,1154016
2018-02-18,76.64999999999999,77.69,75.71,1.980000000000004,0.12000000000000455,77.452,78.04,76.51,1.5300000000000011,0.10999999999999943,75.882,76.82,75.46,1.3599999999999994,0.9299999999999926,76.442,77.63,75.47,2.1599999999999966,0.5999999999999943,1964151,2512078,1422318,1089760,-737295
2018-02-25,75.338,77.06,74.25,2.8100000000000023,-2.8100000000000023,76.27199999999999,77.38,75.41,1.9699999999999989,-1.039999999999992,74.48400000000001,75.65,73.73,1.9200000000000017,-1.6700000000000017,75.116,76.09,74.35,1.740000000000009,0.4300000000000068,2186028,2626670,1722974,903696,-54243
2018-03-04,75.24199999999999,75.99,74.6,1.3900000000000006,-0.6899999999999977,75.578,76.0,75.25,0.75,-0.09000000000000341,74.642,75.19,74.16,1.0300000000000011,0.46999999999999886,75.172,75.69,74.48,1.2099999999999937,0.5499999999999972,1892928,2266602,1739141,527461,-501782
2018-03-11,76.378,77.45,75.75,1.7000000000000028,1.6099999999999994,77.068,77.99,76.41,1.5799999999999983,1.5799999999999983,75.946,76.64,75.17,1.4699999999999989,1.4699999999999989,76.508,77.45,75.49,1.960000000000008,1.5600000000000023,2265049,3479015,1679601,1799414,43062
2018-03-18,76.694,77.08,75.75,1.3299999999999983,-1.3299999999999983,77.486,78.22,76.54,1.6799999999999926,-0.9099999999999966,76.122,76.66,75.41,1.25,-1.039999999999992,76.464,76.89,75.58,1.3100000000000023,-0.46999999999999886,1635341,2187131,1429479,757652,97060
2018-03-25,77.5,78.17,76.45,1.7199999999999989,1.7199999999999989,78.28999999999999,78.47,77.97,0.5,0.15000000000000568,76.88250000000001,77.65,76.18,1.4699999999999989,0.4899999999999949,77.5475,77.94,77.07,0.8700000000000045,-0.5500000000000114,1866380,2044467,1699548,344919,-344919
2018-04-01,78.15599999999999,79.15,77.07,2.0800000000000125,1.6200000000000045,78.858,79.39,78.01,1.3799999999999955,1.1099999999999994,77.554,78.29,76.86,1.4300000000000068,1.4200000000000017,78.368,78.89,77.66,1.230000000000004,0.7999999999999972,2101662,2431216,1646090,785126,166497
2018-04-08,77.416,78.42,76.49,1.9300000000000068,-1.3700000000000045,77.874,78.59,77.18,1.4099999999999966,-0.6800000000000068,76.814,77.46,76.07,1.3900000000000006,-0.5099999999999909,77.18,77.79,76.31,1.480000000000004,0.19000000000001194,1609655,2044912,1318098,726814,-726814
2018-04-15,78.04599999999999,78.56,77.82,0.7400000000000091,-0.05000000000001137,78.56,79.19,78.14,1.0499999999999972,-0.5699999999999932,77.56,77.97,77.27,0.7000000000000028,-0.1699999999999875,77.976,78.46,77.6,0.8599999999999994,-0.7599999999999909,1515417,1640218,1336946,303272,114707
2018-04-22,78.86,80.7,77.91,2.7900000000000063,2.7900000000000063,79.708,80.82,78.71,2.1099999999999994,2.0999999999999943,78.524,79.99,77.55,2.4399999999999977,2.4399999999999977,79.342,80.43,78.31,2.1200000000000045,1.8199999999999932,1420697,1587453,1238065,349388,146009
2018-04-29,79.53,80.24,78.99,1.25,-1.059999999999988,79.80799999999999,80.24,79.35,0.8900000000000006,-0.8499999999999943,78.732,79.75,78.01,1.7399999999999949,-1.4899999999999949,79.162,79.95,78.36,1.5900000000000034,-1.5900000000000034,1494979,1921337,977461,943876,494419
